"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.883539689E0,-1.673368216E-1,2.129535675E-1,-6.733894348E-2
3.893539655E0,6.135022640E-2,4.058208466E-1,-1.092004776E-1
3.903539688E0,8.340197802E-2,3.857994080E-1,-1.870598793E-1
3.913539654E0,3.300759792E-1,1.217212677E-1,-4.043545723E-1
3.923540320E0,3.826083541E-1,-1.656312943E-1,-5.322880745E-1
3.933540953E0,2.731406093E-1,-5.067491531E-1,-1.867587328E0
3.943541819E0,3.051863909E-1,-4.297256470E-1,-9.989299774E-1
3.953542519E0,5.901169777E-1,-4.269618988E-1,-4.404778481E-1
3.963542452E0,3.542043567E-1,-3.038177490E-1,-2.150082588E-1
3.973543318E0,4.127997160E-2,-1.296882629E-1,-3.029861450E-1
3.983543451E0,1.530874968E-1,1.139812469E-1,-2.643561363E-1
3.993543484E0,4.660866857E-1,2.929611206E-1,-2.638497353E-1
4.003543517E0,7.444872856E-1,1.142568588E-1,-5.136618614E-1
4.013543850E0,9.925705194E-1,-2.165012360E-1,-3.451600075E-1
4.023544550E0,8.317807913E-1,-2.697219849E-1,-1.205110550E-2
4.033544583E0,2.581089735E-1,-8.171844482E-2,7.168340683E-2
4.043544549E0,-9.396427870E-2,2.123336792E-1,5.423450470E-2
4.053544482E0,1.617596149E-1,2.394886017E-1,-3.056621552E-2
4.063544482E0,2.000117898E-1,2.432832718E-1,-4.388237000E-2
4.073544515E0,6.790468097E-1,1.894092560E-2,3.114237785E-1
4.083544548E0,5.476669073E-1,-1.251239777E-1,2.328739166E-1
4.093544514E0,1.223086119E-1,-1.220874786E-1,-3.280591965E-2
4.103544547E0,-1.242111027E-1,4.588317871E-2,-1.512503624E-1
4.113544580E0,2.061074972E-2,4.266834259E-2,-3.928890228E-1
4.123544513E0,8.264037967E-2,6.074333191E-2,-4.308104515E-1
4.133544479E0,2.190881670E-1,-1.695365906E-1,-2.782502174E-1
4.143544479E0,3.236848116E-2,-3.372735977E-1,-6.765365601E-2
4.153544512E0,-3.761166036E-1,-5.015988350E-1,1.643753052E-2
4.163544445E0,-7.456970215E-1,-5.367159843E-1,-4.498767853E-2
4.173544445E0,-1.075590253E0,-3.379507065E-1,-1.359796524E-2
4.183544511E0,-1.013203621E0,-2.983455658E-1,-7.795095444E-2
4.193544511E0,-8.332359791E-1,4.342937469E-2,3.998188972E-1
4.203544477E0,-5.763843656E-1,7.822895050E-2,5.879449844E-1
4.213544477E0,-3.368737698E-1,-1.152992249E-3,7.968497276E-1
4.223544543E0,-2.818696499E-1,3.390693665E-2,7.456851006E-1
4.233544576E0,-2.262613326E-1,-1.962637901E-1,7.269258499E-1
4.243544542E0,-3.061912656E-1,-2.185907364E-1,6.900949478E-1
4.253544508E0,-4.728898406E-1,-5.754184723E-2,6.426587105E-1
4.263544541E0,-4.126207232E-1,1.335592270E-1,5.077395439E-1
4.273544507E0,-3.262775838E-1,3.211259842E-1,2.515101433E-1
4.283544507E0,-2.352617383E-1,4.315967560E-1,-4.331874847E-2
4.293544473E0,-6.197723746E-2,3.967180252E-1,-1.196813583E-1
4.303544473E0,1.907197535E-1,1.634912491E-1,-3.775262833E-2
4.313544506E0,3.083676994E-1,-1.850728989E-1,1.118159294E-1
4.323544472E0,9.216678143E-2,-2.080426216E-1,1.108245850E-1
4.333544505E0,-3.454435468E-1,2.812776566E-1,6.944131851E-2
4.343544538E0,-3.474469483E-1,2.751979828E-1,7.819557190E-2
4.353544538E0,-2.327050567E-1,7.944755554E-1,2.697906494E-1
4.363544571E0,9.041164815E-2,4.340829849E-1,4.520564079E-1
4.373544537E0,2.993207574E-1,-1.601452827E-1,5.037970543E-1
4.383544537E0,1.218435168E-1,-4.098496437E-1,2.638764381E-1
4.393544603E0,-3.824796677E-1,-6.767272949E-3,-9.636878967E-4
4.403544569E0,-5.433245897E-1,4.512767792E-1,-6.197261810E-2
4.413544569E0,-2.355222702E-1,5.495710373E-1,1.090121269E-1
4.423544602E0,-2.367586792E-1,5.489130020E-1,1.099257469E-1
4.433544602E0,8.676803112E-2,2.189025879E-1,2.289676666E-1
4.443544602E0,5.305039883E-2,-4.698410034E-1,-2.838325500E-2
4.453544568E0,-1.435100734E-1,-4.205961227E-1,-1.452054977E-1
4.463544601E0,-1.405673623E-1,-4.180774689E-1,-1.487607956E-1
4.473544601E0,-2.054071426E-1,-9.571361542E-2,-1.233072281E-1
4.483544534E0,-1.586323678E-1,-6.912517548E-2,-1.785125732E-1
4.493544567E0,-1.406579018E-1,-1.570129395E-1,-2.583203316E-1
4.503544600E0,-1.388629079E-1,-1.513586044E-1,-2.664918900E-1
4.513544600E0,-1.129776239E-1,-3.059644699E-1,-2.317581177E-1
4.523544533E0,-1.929665208E-1,-3.621892929E-1,-2.021298409E-1
4.533544499E0,-3.217156827E-1,-2.676239014E-1,-1.317696571E-1
4.543544532E0,-3.341307938E-1,-7.767343521E-2,-8.722686768E-2
4.553544532E0,-2.066894472E-1,8.992958069E-2,-2.721166611E-2
4.563544498E0,-2.101190090E-1,9.383392334E-2,-3.302383423E-2
4.573544531E0,-1.202622056E-1,4.991407394E-1,6.771230698E-2
4.583544564E0,-2.377539873E-3,5.515823364E-1,7.887220383E-2
4.593544564E0,2.371761948E-1,2.893753052E-1,1.370682716E-1
4.603544530E0,3.001417816E-1,-7.355403900E-2,1.787781715E-1
4.613544563E0,-2.105990052E-2,-2.282595634E-1,8.418846130E-2
4.623543929E0,-1.721942425E-2,-2.279171944E-1,8.388853073E-2
4.633543195E0,-5.908710361E-1,6.278772354E-1,1.868977547E-1
4.643542295E0,-5.639501214E-1,6.227302551E-1,1.957869530E-1
4.653541661E0,-3.236562014E-2,5.670547485E-1,7.821655273E-1
4.663540761E0,-2.913591266E-2,5.668354034E-1,7.826886177E-1
4.673539894E0,2.689637542E-1,-4.993958473E-1,5.863757133E-1
4.683539894E0,-8.870613575E-2,-3.769855499E-1,1.226844788E-1
4.693539194E0,-3.682847321E-1,1.215581894E-1,-3.562602997E-1
4.703538660E0,-2.813276052E-1,3.631792068E-1,-4.463248253E-1
4.713538660E0,-1.875865161E-1,4.043083191E-1,-3.449883461E-1
4.723538260E0,-1.482579112E-1,3.042268753E-1,-2.005558014E-1
4.733538326E0,-6.593081355E-2,1.911354065E-2,-4.339027405E-2
4.743538326E0,2.598434687E-2,-3.005456924E-1,3.041982651E-2
4.753538326E0,-8.503702283E-2,-4.683465958E-1,3.800487518E-2
4.763538292E0,-2.972645760E-1,-2.744908333E-1,-2.647733688E-2
4.773538292E0,-3.574605584E-1,1.722650528E-1,-3.948640823E-2
4.783538325E0,-2.556344569E-1,4.194221497E-1,4.686117172E-2
4.793538291E0,-1.980214715E-1,4.333229065E-1,1.010656357E-1
4.803538324E0,-1.388339102E-1,2.903623581E-1,1.282758713E-1
4.813538357E0,-1.450598240E-3,-1.433997154E-1,1.330761909E-1
4.823538357E0,-7.299393415E-3,-1.492314339E-1,1.410717964E-1
4.833538390E0,-2.356615067E-1,-3.136224747E-1,3.000879288E-2
4.843538356E0,-4.287585616E-1,1.344976425E-1,3.204393387E-2
4.853538389E0,-2.839030325E-1,4.621286392E-1,1.478066444E-1
4.863538422E0,-2.963343859E-1,4.530725479E-1,1.601824760E-1
4.873538388E0,3.714501858E-3,4.875898361E-1,4.024176598E-1
4.883538354E0,6.666122377E-2,3.801574707E-1,4.207277298E-1
4.893538354E0,1.550695002E-1,2.414093018E-1,3.868789673E-1
4.903538387E0,1.095239222E-1,1.842823029E-1,2.260823250E-1
4.913538320E0,4.590915143E-2,9.166526794E-2,6.492662430E-2
4.923538986E0,3.561834991E-2,8.151721954E-2,7.959556580E-2
4.933539686E0,-2.032636851E-1,4.341907501E-1,-1.049613953E-2
4.943540552E0,-2.119878232E-1,4.264507294E-1,7.481575012E-4
4.953541185E0,1.812493801E-2,5.830593109E-1,1.796927452E-1
4.963542051E0,2.209811211E-1,3.501014709E-1,2.450718880E-1
4.973542984E0,2.308156490E-1,3.834438324E-2,1.569762230E-1
4.983542984E0,2.235394418E-1,3.310680389E-2,1.646647453E-1
4.993543617E0,-4.746143520E-2,2.197151184E-1,-8.661222458E-2
5.003544150E0,-3.134958446E-2,3.468971252E-1,-1.565661430E-1
5.013544150E0,6.952267885E-2,3.553590775E-1,-1.466484070E-1
5.023544550E0,6.228175759E-2,3.528661728E-1,-1.430625916E-1
5.033544483E0,2.598947883E-1,-2.976479530E-1,-4.968929291E-2
5.043544483E0,5.474859476E-2,-4.598784447E-1,-3.019428253E-2
5.053544516E0,-1.432300210E-1,-3.260312080E-1,-1.889810562E-1
5.063544549E0,-1.960618645E-1,-1.118850708E-1,-2.766585350E-1
5.073544515E0,-1.984834671E-1,-1.159181595E-1,-2.705411911E-1
5.083544548E0,-1.327686012E-1,7.204055786E-3,-2.768902779E-1
5.093544581E0,1.505405456E-1,1.210451126E-1,-2.789702415E-1
5.103544514E0,3.530957997E-1,-4.231071472E-2,-1.884450912E-1
5.113544514E0,4.780534506E-1,-3.252563477E-1,-2.441000938E-1
5.123544514E0,4.011079669E-1,-4.071068764E-1,-3.810820580E-1
5.133544514E0,1.661416590E-1,-3.664298058E-1,-5.213041306E-1
5.143544580E0,1.677135080E-1,-3.679070473E-1,-5.189943314E-1
5.153544546E0,-3.400467038E-1,1.130456924E-1,-1.021286964E0
5.163544546E0,-5.191745609E-2,3.061952591E-1,-3.746838570E-1
5.173544612E0,3.331739008E-1,1.577491760E-1,1.995534897E-1
5.183544612E0,3.265840709E-1,1.628885269E-1,1.915106773E-1
5.193544612E0,1.295670271E-1,-1.714305878E-1,4.095253944E-1
5.203544578E0,5.343706906E-2,3.844356537E-2,3.986778259E-1
5.213544611E0,3.971432447E-1,3.813190460E-1,6.348190308E-1
5.223544611E0,3.746991456E-1,3.858470917E-1,6.276359558E-1
5.233544577E0,3.117461205E-1,2.854576111E-1,1.589093208E-1
5.243544610E0,2.321199477E-1,-6.857872009E-3,-1.340579987E-1
5.253544643E0,2.101934254E-1,-7.134437561E-3,-1.334433556E-1
5.263544643E0,1.039955020E-1,-2.499623299E-1,-3.423995972E-1
5.273544576E0,1.116524637E-2,-2.488446236E-1,-4.234123230E-2
5.283544542E0,-1.506383717E-1,-2.517070770E-1,5.159235001E-2
5.293544575E0,-3.733516634E-1,-1.872034073E-1,-4.189968109E-2
5.303544608E0,-4.764659405E-1,2.966022491E-2,-2.010617256E-1
5.313544574E0,-2.104040682E-1,1.271791458E-1,-3.594331741E-1
5.323544574E0,7.885974646E-2,-4.004955292E-2,-3.743915558E-1
5.333544607E0,2.152272314E-1,-4.114670753E-1,-3.523726463E-1
5.343544607E0,1.308131516E-1,-5.628228188E-1,-4.569444656E-1
5.353544573E0,-1.804971397E-1,-4.436421394E-1,-4.274086952E-1
5.363544606E0,-2.632379830E-1,-2.400889397E-1,-4.346871376E-1
5.373544639E0,-1.560375392E-1,-4.057693481E-2,-3.281750679E-1
5.383544572E0,-7.537175715E-2,7.439804077E-2,-2.098059654E-1
5.393544538E0,2.136544138E-2,1.829938889E-1,-9.027862549E-2
5.403544571E0,1.841139495E-1,4.725456238E-2,-4.476118088E-2
5.413544537E0,3.121553063E-1,-2.326569557E-1,-1.349296570E-1
5.423544537E0,2.722111344E-1,-2.810049057E-1,-2.671737671E-1
5.433544503E0,3.647241369E-2,4.892349243E-3,-3.357429504E-1
5.443544469E0,-1.611380838E-3,3.238306046E-1,-2.790889740E-1
5.453544502E0,9.050218016E-2,5.396919250E-1,-9.294033051E-2
5.463544468E0,9.371237457E-2,5.399703979E-1,-9.336566925E-2
5.473544468E0,2.693389356E-1,1.551694870E-1,2.924618721E-1
5.483544501E0,2.942748368E-1,-1.828260422E-1,3.296241760E-1
5.493544534E0,1.305775046E-1,-3.504390717E-1,1.790385246E-1
5.503544534E0,-1.163344011E-1,-8.911800385E-2,8.030176163E-2
5.513544500E0,-7.737075537E-2,3.635511398E-1,8.709287643E-2
5.523544500E0,-7.763824612E-2,3.673181534E-1,8.127403259E-2
5.533544533E0,9.038098156E-3,6.392765045E-1,2.860870361E-1
5.543544499E0,1.129909605E-2,6.421136856E-1,2.816896439E-1
5.553544499E0,1.750431210E-2,1.865634918E-1,1.951479912E-1
5.563544532E0,6.772424281E-2,-9.658145905E-2,1.301198006E-1
5.573544532E0,-1.656408012E-1,-1.447257996E-1,1.195669174E-1
5.583544565E0,-1.608455181E-1,-1.424379349E-1,1.159906387E-1
5.593544531E0,-2.492983639E-1,4.827661514E-1,2.722101212E-1
5.603544531E0,-1.058317050E-1,6.174631119E-1,3.370347023E-1
5.613544564E0,-1.080360860E-1,6.205167770E-1,3.323931694E-1
5.623543864E0,-8.495960385E-2,6.191768646E-1,3.510851860E-1
5.633543197E0,5.015330017E-2,1.056146622E-1,2.642083168E-1
5.643542430E0,-4.468005151E-2,-2.114219666E-1,1.961455345E-1
5.653541763E0,-3.169670105E-1,-1.740846634E-1,1.016845703E-1
5.663541696E0,-3.099486530E-1,-1.706409454E-1,9.640121460E-2
5.673540796E0,-1.963636279E-1,3.412303925E-1,1.078238487E-1
5.683540862E0,-6.158522516E-2,2.962226868E-1,1.549410820E-1
5.693540195E0,-6.069777906E-2,6.817626953E-2,5.048656464E-2
5.703540161E0,-4.143931344E-2,-2.350611687E-1,-5.008506775E-2
5.713540194E0,1.081805676E-3,-5.143938065E-1,-1.529912949E-1
5.723540227E0,-8.639109135E-2,-6.755776405E-1,-1.877121925E-1
5.733540760E0,-2.068096846E-1,-6.463246346E-1,-1.885004044E-1
5.743540726E0,-2.058605701E-1,-6.447443962E-1,-1.909003258E-1
5.753540692E0,-3.017063737E-1,-4.796242714E-1,-1.968278885E-1
5.763540725E0,-3.239436448E-1,1.335802078E-1,7.372856140E-3
5.773540658E0,-2.957366779E-2,-9.395027161E-2,3.975057602E-2
5.783540624E0,3.186449409E-3,-4.612398148E-1,-4.860258102E-2
5.793540590E0,-2.622686028E-1,-6.332941055E-1,-2.286973000E-1
5.803540656E0,-3.655876815E-1,-5.043802261E-1,-2.760305405E-1
5.813540689E0,-1.440026015E-1,-3.829298019E-1,-3.133726120E-1
5.823540655E0,-1.432495862E-1,-3.836526871E-1,-3.122873306E-1
5.833540688E0,4.310037941E-2,3.227615356E-2,-2.083268166E-1
5.843540721E0,1.186048985E-1,1.344480515E-1,-2.071442604E-1
5.853540687E0,2.494566441E-1,-9.371280670E-2,-2.036628723E-1
5.863540720E0,2.513243258E-1,-9.388923645E-2,-2.034053802E-1
5.873540753E0,-1.505617350E-1,-3.162999153E-1,-3.522367477E-1
5.883540719E0,-2.452757657E-1,-8.620262146E-2,-3.693919182E-1
5.893540719E0,-2.414018512E-1,1.344003677E-1,-2.980656624E-1
5.903540685E0,-8.432787657E-2,2.640304565E-1,-1.693029404E-1
5.913540685E0,9.609101713E-2,1.852684021E-1,-7.389450073E-2
5.923541418E0,9.718290716E-2,1.855373383E-1,-7.430553436E-2
5.933542051E0,2.363156974E-1,-2.854332924E-1,-5.857992172E-2
5.943542817E0,2.369658351E-1,-2.841782570E-1,-6.046342850E-2
5.953543483E0,-1.612069756E-1,2.391815186E-2,-8.926820755E-2
5.963543516E0,-2.335314006E-1,2.675104141E-1,-1.293802261E-2
5.973544416E0,-2.084703147E-1,4.726247787E-1,1.546254158E-1
5.983544349E0,-2.078863829E-1,4.739322662E-1,1.526513100E-1
5.993545049E0,-5.961904302E-3,-1.140308380E-1,1.870455742E-1
6.003545082E0,-4.995061457E-2,-4.459176064E-1,3.965044022E-2
6.013545048E0,-2.741312683E-1,-3.855285645E-1,-1.646475792E-1
6.023545048E0,-3.478515148E-1,-3.088188171E-2,-2.321243286E-1
6.033544548E0,-1.259052902E-1,2.263479233E-1,-1.355066299E-1
6.043544548E0,1.903561503E-2,2.471065521E-1,3.336429596E-3
6.053544548E0,-6.020656228E-2,2.133188248E-1,1.390137672E-1
6.063544514E0,-7.596417516E-2,7.919120789E-2,2.073197365E-1
6.073544547E0,-1.197740138E-1,-2.082533836E-1,2.015652657E-1
6.083544580E0,-1.681352407E-1,-2.540898323E-1,9.555244446E-2
6.093544580E0,-2.325358838E-1,-1.181554794E-1,-6.522798538E-2
6.103544513E0,-2.074911594E-1,1.056919098E-1,-9.091567993E-2
6.113544546E0,-1.199774295E-1,2.906637192E-1,-7.505512238E-2
6.123544579E0,-1.186994389E-1,4.054460526E-1,5.447340012E-2
6.133544512E0,5.016797781E-2,3.450727463E-1,1.941514015E-1
6.143544478E0,1.206790805E-1,8.845233917E-2,2.403244972E-1
6.153544511E0,7.146087289E-2,-1.988692284E-1,2.283663750E-1
6.163544444E0,-1.393666863E-1,-1.551346779E-1,2.082204819E-1
6.173544444E0,-1.846825480E-1,2.128190994E-1,1.530661583E-1
6.183544444E0,-1.866778880E-1,2.151479721E-1,1.495733261E-1
6.193544477E0,1.840502322E-1,3.785648346E-1,3.318114281E-1
6.203544543E0,1.205735654E-1,1.785984039E-1,3.193225861E-1
6.213544543E0,-1.433192939E-1,9.359359741E-3,2.620072365E-1
6.223544543E0,-1.364868879E-1,1.211547852E-2,2.579832077E-1
6.233544576E0,-1.738179028E-1,-2.222666740E-1,3.283281326E-1
6.243544576E0,-9.790552408E-2,-3.268823624E-1,3.548488617E-1
6.253544576E0,-1.837119460E-1,-1.868281364E-1,2.297983170E-1
6.263544542E0,-3.759758770E-1,3.476781845E-1,1.223683357E-1
6.273544542E0,-3.322784901E-1,8.634042740E-1,3.712320328E-2
6.283544575E0,-1.039147004E-1,8.099384308E-1,3.827381134E-2
6.293544541E0,1.245287359E-1,3.707609177E-1,1.140213013E-1
6.303544541E0,6.845825166E-2,-2.451896667E-2,1.574783325E-1
6.313544574E0,-1.126034632E-1,-2.299222946E-1,1.735367775E-1
6.323544540E0,-3.378986716E-1,7.965087891E-3,2.465391159E-1
6.333544540E0,-1.989983022E-1,2.891969681E-1,4.293012619E-1
6.343544540E0,-1.974477768E-1,2.901086807E-1,4.279751778E-1
6.353544573E0,-2.699680626E-2,2.643108368E-1,5.923566818E-1
6.363544606E0,-3.029526025E-2,2.636432648E-1,5.933041573E-1
6.373544572E0,-3.052630424E-1,4.078254700E-1,6.452465057E-2
6.383544572E0,-2.083772421E-1,3.570947647E-1,-6.774806976E-2
6.393544605E0,1.193160415E-1,5.318832397E-2,-2.990732193E-1
6.403544605E0,1.203325242E-1,5.158042908E-2,-2.966761589E-1
6.413544538E0,-6.379728019E-2,5.082321167E-2,-3.098726273E-1
6.423544504E0,9.111091495E-3,2.515382767E-1,-2.158689499E-1
6.433544537E0,2.209867686E-1,1.386966705E-1,9.107303619E-2
6.443544537E0,1.970229745E-1,-9.330177307E-2,2.846093178E-1
6.453544503E0,-3.182604909E-2,-2.486710548E-1,2.410993576E-1
6.463544536E0,-3.508380800E-2,-2.493844032E-1,2.421083450E-1
6.473544536E0,-2.892676592E-1,1.016530991E-1,3.034305573E-2
6.483544536E0,-2.934296727E-1,1.016206741E-1,3.036117554E-2
6.493544502E0,2.294122130E-1,6.854629517E-2,1.302137375E-1
6.503544435E0,2.284751534E-1,6.907081604E-2,1.294188499E-1
6.513544435E0,3.547222167E-2,-2.612371445E-1,3.115987778E-2
6.523544368E0,4.670768976E-3,-1.134061813E-1,-2.773666382E-2
6.533544334E0,9.199154377E-2,7.191371918E-2,6.061792374E-2
6.543544367E0,9.249255806E-2,7.006835938E-2,6.336069107E-2
6.553544367E0,6.226071715E-2,1.657438278E-1,2.466139793E-1
6.563544367E0,-2.127762139E-2,2.271747589E-1,1.532044411E-1
6.573544333E0,1.215513423E-2,2.592658997E-1,-1.530647278E-3
6.583544366E0,8.987460285E-3,2.558803558E-1,3.489494324E-3
6.593544399E0,4.367530942E-1,-1.938838959E-1,-8.445501328E-2
6.603544365E0,4.248257577E-1,-3.980722427E-1,-1.456975937E-1
6.613544398E0,1.944312155E-1,-4.122085571E-1,-2.202715874E-1
6.623543764E0,9.548310190E-3,-1.029224396E-1,-2.400636673E-1
6.633543064E0,6.503032148E-2,3.018093109E-1,-1.228852272E-1
6.643542397E0,2.423196137E-1,3.493747711E-1,4.481792450E-3
6.653541997E0,2.391830683E-1,3.484163284E-1,5.894660950E-3
6.663541130E0,7.225866616E-2,-1.012077332E-1,-1.804375648E-1
6.673541196E0,1.578713208E-2,-5.625629425E-2,-3.245024681E-1
6.683540796E0,1.686640233E-1,6.035804749E-3,-3.018646240E-1
6.693540796E0,3.196246028E-1,-3.085136414E-2,-6.341552734E-2
6.703540162E0,3.122117519E-1,-2.973270416E-2,-6.513023376E-2
6.713540162E0,-1.551430859E-2,4.565267563E-1,3.929781914E-1
6.723539995E0,-1.623297855E-2,4.597806931E-1,3.881130219E-1
6.733539961E0,8.534443378E-2,4.870634079E-1,5.890150070E-1
6.743540027E0,1.692125201E-1,2.530221939E-1,4.696331024E-1
6.753540060E0,4.693615809E-2,2.467060089E-2,1.872844696E-1
6.763540026E0,-3.653166816E-2,6.863403320E-2,-7.615089417E-4
6.773540059E0,9.001344442E-2,1.699504852E-1,-4.293918610E-3
6.783540092E0,2.242760956E-1,2.165822983E-1,6.103706360E-2
6.793540092E0,4.005416632E-1,1.534662247E-1,2.000150681E-1
6.803540125E0,3.348669708E-1,-2.220344543E-2,2.552294731E-1
6.813540091E0,1.813403070E-1,-2.504572868E-1,1.762547493E-1
6.823539457E0,1.791343987E-1,-2.486510277E-1,1.735587120E-1
6.833539490E0,-2.387369424E-1,-3.876700401E-1,-7.158899307E-2
6.843539456E0,-3.475636542E-1,-3.091650009E-1,-1.749434471E-1
6.853539489E0,-3.765288889E-1,-1.691484451E-1,-1.910176277E-1
6.863539522E0,-2.974856198E-1,-8.008193970E-2,-1.869459152E-1
6.873539522E0,-1.991908848E-1,-1.307706833E-1,-2.796959877E-1
6.883539455E0,-1.823028177E-1,-2.565813065E-1,-3.423919678E-1
6.893539421E0,-2.420486808E-1,-2.798047066E-1,-3.949670792E-1
6.903539454E0,-2.393288314E-1,-2.811245918E-1,-3.929996490E-1
6.913539387E0,-1.058776602E-1,-3.678522110E-1,-2.700901031E-1
6.923540020E0,-1.392214149E-1,-4.292936325E-1,-1.372098923E-1
6.933540686E0,-1.825363189E-1,-3.457388878E-1,-3.028059006E-2
6.943541386E0,-1.822021902E-1,-3.431019783E-1,-3.419303894E-2
6.953541786E0,-4.735993594E-2,-5.778980255E-2,1.101102829E-1
6.963542619E0,1.278094351E-1,-2.130227089E-1,2.089405060E-1
6.973542619E0,1.852267385E-1,-4.572176933E-1,1.503105164E-1
6.983543019E0,1.865735501E-1,-4.557290077E-1,1.481084824E-1
6.993542985E0,-2.856450975E-1,-1.660170555E-1,-2.469286919E-1
7.003543618E0,-1.651102006E-1,2.345514297E-1,-3.497943878E-1
7.013543618E0,1.518432200E-1,2.751111984E-1,-3.867201805E-1
7.023543851E0,1.497642249E-1,2.735433578E-1,-3.844151497E-1
7.033543884E0,1.773458421E-1,-8.848667145E-2,-3.262019157E-1
7.043543817E0,2.277553082E-2,-1.688003540E-3,-1.738786697E-1
7.053543817E0,2.487030998E-2,6.828308105E-4,-1.773686409E-1
7.063543850E0,-7.111461461E-2,3.448677063E-2,2.352523804E-1
7.073543783E0,3.634692430E-1,-8.222293854E-2,5.229601860E-1
7.083543783E0,2.540502250E-1,3.012752533E-2,8.095173836E-1
7.093543783E0,1.055456623E-1,2.427721024E-1,7.791848183E-1
7.103543783E0,1.823844314E-1,4.995870590E-1,5.412216187E-1
7.113543816E0,4.943132699E-1,6.805887222E-1,2.061934471E-1
7.123544449E0,6.172124147E-1,4.945545197E-1,-1.170420647E-1
7.133544449E0,3.968142569E-1,-1.941204071E-2,-2.823257446E-1
7.143544515E0,4.151393175E-1,-2.382087708E-2,-2.756323814E-1
7.153544481E0,-2.268280983E-1,2.162151337E-1,1.031236649E-1
7.163544447E0,-3.627489507E-1,4.511566162E-1,3.136324883E-1
7.173544447E0,-3.291256428E-1,4.553050995E-1,6.464471817E-1
7.183544480E0,-3.245729506E-1,4.581718445E-1,6.423029900E-1
7.193544480E0,-1.286882013E-1,1.809406281E-2,4.609231949E-1
7.203544446E0,-9.733459353E-2,-1.829457283E-1,3.064422607E-1
7.213544479E0,-3.162267804E-1,-2.409400940E-1,6.197261810E-2
7.223544512E0,-3.104130626E-1,-2.395877838E-1,6.010103226E-2
7.233544512E0,-4.313927293E-1,2.355070114E-1,-1.735372543E-1
7.243544478E0,-3.070799708E-1,3.561782837E-1,-8.385229111E-2
7.253544444E0,-1.511545777E-1,2.254171371E-1,1.061964035E-2
7.263544477E0,-1.188155413E-1,-3.488063812E-2,1.446294785E-2
7.273544410E0,-1.742908359E-1,-1.321840286E-1,-7.086849213E-2
7.283544376E0,-2.471467555E-1,5.191898346E-2,-9.838199615E-2
7.293544409E0,-1.590758264E-1,2.949075699E-1,-4.360675812E-3
7.303544442E0,-1.609306484E-1,2.979021072E-1,-8.828163147E-3
7.313544442E0,-1.219038665E-1,4.453268051E-1,2.728714943E-1
7.323544375E0,-1.219283342E-1,4.492359161E-1,2.671422958E-1
7.333544408E0,-1.565537304E-1,4.121656418E-1,4.222784042E-1
7.343544441E0,-1.547879577E-1,4.153184891E-1,4.177331924E-1
7.353544407E0,-9.106455743E-2,-2.071905136E-1,3.640379906E-1
7.363544440E0,-1.999583691E-1,-5.273914337E-2,3.144049644E-1
7.373544473E0,-1.930686980E-1,4.421167374E-1,3.348693848E-1
7.383544439E0,-1.775949299E-1,4.479722977E-1,3.270254135E-1
7.393544439E0,2.365913838E-1,4.231796265E-1,4.302315712E-1
7.403544405E0,1.269959211E-1,1.556787491E-1,3.070955276E-1
7.413544405E0,-1.680156291E-1,5.201721191E-2,9.394931793E-2
7.423544438E0,-2.552526593E-1,9.702873230E-2,1.712846756E-2
7.433544404E0,-7.672195137E-2,-8.464813232E-3,8.836841583E-2
7.443544370E0,-3.194779158E-3,-1.362690926E-1,1.811208725E-1
7.453544403E0,3.793963790E-2,-1.585736275E-1,2.485928535E-1
7.463544403E0,-2.111628652E-2,-9.181928635E-2,2.329721451E-1
7.473544436E0,-6.611469388E-2,2.162170410E-2,1.707911491E-1
7.483544402E0,-3.748619556E-2,5.445671082E-2,1.132798195E-1
7.493544435E0,6.995865703E-2,-4.099845886E-2,2.183246613E-2
7.503544468E0,6.754735112E-2,-1.546349525E-1,-9.868383408E-2
7.513544434E0,-1.056196094E-1,-8.052110672E-2,-2.386789322E-1
7.523544434E0,-1.016343236E-1,-8.434820175E-2,-2.329959869E-1
7.533544467E0,-2.263963223E-2,2.154512405E-1,-6.861543655E-2
7.543544467E0,8.801117539E-2,1.610641479E-1,7.390737534E-2
7.553544467E0,1.411208361E-1,-1.059422493E-1,1.222848892E-1
7.563544433E0,1.683884859E-1,-3.269095421E-1,8.118295670E-2
7.573544466E0,1.952756941E-1,-3.428711891E-1,-5.011558533E-4
7.583544499E0,1.899420917E-1,-3.429579735E-1,-6.437301636E-4
7.593544465E0,6.089608371E-2,4.531087875E-1,2.615547180E-2
7.603544465E0,1.376240551E-1,7.471771240E-1,1.070003510E-1
7.613544498E0,3.506295383E-1,6.125869751E-1,1.569557190E-1
7.623543831E0,3.522680998E-1,1.466875076E-1,9.099245071E-2
7.633543097E0,1.811590344E-1,-2.130460739E-1,-1.114811897E-1
7.643543097E0,1.865493506E-1,-2.151937485E-1,-1.081271172E-1
7.653542463E0,3.307919204E-2,1.694297791E-1,-6.971216202E-2
7.663541529E0,2.945025265E-2,1.658191681E-1,-6.466865540E-2
7.673541529E0,3.940481544E-1,2.409391403E-1,1.775813103E-1
7.683541562E0,3.827942014E-1,2.373485565E-1,1.822781563E-1
7.693541195E0,-4.174202681E-2,1.509771347E-1,-8.363246918E-3
