"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.703540528E0,-4.789689183E-2,1.494846344E-1,-6.455898285E-3
7.713540528E0,2.311386615E-1,-6.081676483E-2,-6.223058701E-2
7.723540394E0,3.505804539E-1,-3.073420525E-1,-4.916286469E-2
7.733540427E0,3.016992807E-1,-4.137272835E-1,-8.816099167E-2
7.743541027E0,3.079092503E-2,-2.184305191E-1,-1.007113457E-1
7.753541027E0,-2.292883545E-1,1.999349594E-1,-1.078457832E-1
7.763541060E0,-2.246994972E-1,5.014953613E-1,-5.003070831E-2
7.773541026E0,-2.246941626E-1,4.996929169E-1,-4.742050171E-2
7.783541026E0,-9.212881327E-3,3.004198074E-1,5.002498627E-2
7.793540992E0,-9.647561610E-2,-3.538699150E-1,-1.085639000E-1
7.803540992E0,-1.107954085E-1,-3.044400215E-1,-2.141842842E-1
7.813541025E0,-1.143566817E-1,-3.066306114E-1,-2.111377716E-1
7.823540991E0,1.247657537E-1,1.218843460E-1,6.176996231E-2
7.833541024E0,8.514161408E-2,1.430149078E-1,1.163005829E-1
7.843541057E0,-5.320385098E-3,3.377914429E-2,1.690950394E-1
7.853541057E0,-1.898756474E-1,-1.785993576E-1,2.318124771E-1
7.863541090E0,-1.985331625E-1,-2.768373489E-1,2.357683182E-1
7.873541056E0,-1.554265618E-2,-2.578492165E-1,1.348757744E-1
7.883541056E0,4.025785625E-2,-1.399617195E-1,-2.702045441E-2
7.893541089E0,9.490743279E-2,9.581279755E-2,-1.518278122E-1
7.903541055E0,1.521815956E-1,2.039680481E-1,-1.562781334E-1
7.913541055E0,2.261583209E-1,3.565216064E-2,-1.518912315E-1
7.923541755E0,2.218312472E-1,3.268718719E-2,-1.477923393E-1
7.933542421E0,-6.846949458E-2,-3.656911850E-1,-7.951307297E-2
7.943542387E0,-6.710617244E-2,-3.651857376E-1,-8.019828796E-2
7.953543020E0,-2.894794941E-1,4.243946075E-2,1.241827011E-2
7.963543920E0,-1.765253842E-1,2.227506638E-1,9.523677826E-2
7.973543920E0,3.679813445E-2,2.032899857E-1,9.559488297E-2
7.983543886E0,7.439325750E-2,2.498626709E-2,-6.568956375E-2
7.993544286E0,-2.774243057E-2,-7.296562195E-2,-2.613282204E-1
8.003544986E0,5.725201964E-2,-1.069502831E-1,-2.930574417E-1
8.013544952E0,2.824665606E-1,-3.491897583E-1,-2.888731956E-1
8.023545052E0,4.054658413E-1,-5.736880302E-1,-2.957544327E-1
8.033545018E0,2.143579870E-1,-5.272450447E-1,-3.271698952E-1
8.043544418E0,-3.090782464E-2,-1.597785950E-1,-3.205342293E-1
8.053544384E0,-2.499302477E-1,2.245826721E-1,-2.805628777E-1
8.063544350E0,-1.865376532E-1,2.238559723E-1,-1.430983543E-1
8.073544383E0,-4.866349697E-2,-2.336645126E-1,-6.868219376E-2
8.083544416E0,-1.333401650E-1,-6.286725998E-1,-2.604017258E-1
8.093544416E0,-4.014682770E-1,-6.626777649E-1,-4.679908752E-1
8.103544382E0,-5.959101915E-1,-3.527669907E-1,-5.281343460E-1
8.113544415E0,-4.442839921E-1,1.893043518E-2,-2.715034485E-1
8.123544448E0,-1.115157455E-1,1.270446777E-1,-1.655249596E-1
8.133544381E0,-1.030417234E-1,-2.360343933E-3,-3.022861481E-2
8.143544347E0,-3.701734543E-2,-2.350320816E-1,2.580642700E-3
8.153544380E0,-2.553203404E-1,-4.986238480E-1,-7.033014297E-2
8.163544346E0,-3.798832893E-1,-5.148429871E-1,-1.778635979E-1
8.173544346E0,-3.934426308E-1,-3.674831390E-1,-1.835231781E-1
8.183544312E0,-2.752280533E-1,-1.642885208E-1,-9.453916550E-2
8.193544312E0,-1.775016934E-1,-9.922552109E-2,-9.068012238E-3
8.203544345E0,-1.955289990E-1,-7.692813873E-2,-3.656005859E-2
8.213544311E0,-2.979575396E-1,-2.630424500E-2,-1.422848701E-1
8.223544344E0,-3.367643356E-1,5.710220337E-2,-1.534290314E-1
8.233544377E0,-1.682338715E-1,1.279582977E-1,-8.464002609E-2
8.243544377E0,1.509841233E-1,-6.747245789E-2,2.313899994E-2
8.253544377E0,1.101286113E-1,-1.577396393E-1,5.910730362E-2
8.263544343E0,5.918188393E-2,-5.955791473E-2,-1.416254044E-2
8.273544343E0,5.554644763E-2,-6.272411346E-2,-9.673595428E-3
8.283544376E0,-1.596430242E-1,2.525491714E-1,2.587985992E-2
8.293544342E0,-2.435387075E-1,4.253444672E-1,1.435117722E-1
8.303544342E0,-2.477880269E-1,4.240856171E-1,1.451888084E-1
8.313544375E0,2.470399290E-1,1.179313660E-2,1.792149544E-1
8.323544375E0,3.036800921E-1,-2.181892395E-1,3.555250168E-2
8.333544408E0,1.234846339E-1,-7.237529755E-2,-1.222333908E-1
8.343544374E0,1.233355775E-1,-7.278060913E-2,-1.216430664E-1
8.353544407E0,2.965601087E-1,4.149446487E-1,2.304935455E-2
8.363544440E0,2.950220108E-1,4.137496948E-1,2.474832535E-2
8.373544406E0,4.860005081E-1,-1.796236038E-1,1.280694008E-1
8.383544406E0,4.792029560E-1,-1.834335327E-1,1.334381104E-1
8.393544439E0,-1.040425003E-1,2.765226364E-1,-1.617050171E-1
8.403544439E0,2.421769500E-2,4.184894562E-1,-6.001996994E-2
8.413544372E0,1.863785088E-2,4.154739380E-1,-5.574083328E-2
8.423544338E0,2.564442158E-1,3.990058899E-1,9.321355820E-2
8.433544371E0,2.424742281E-1,1.551046371E-1,-1.001639366E-1
8.443544371E0,1.883793473E-1,4.265689850E-2,-2.236561775E-1
8.453544337E0,1.933331788E-1,-4.078006744E-2,-2.182388306E-1
8.463544337E0,2.982919812E-1,-1.088418961E-1,-9.222936630E-2
8.473544403E0,3.010984063E-1,-9.386062622E-2,2.403402328E-2
8.483544436E0,2.940594554E-1,-9.252357483E-2,2.184247971E-2
8.493544402E0,8.991999924E-2,4.116735458E-1,1.464228630E-1
8.503544368E0,8.283419907E-2,4.130296707E-1,1.442189217E-1
8.513544401E0,-7.989625633E-2,3.546829224E-1,2.304553986E-1
8.523544367E0,-1.807121038E-1,2.366991043E-1,2.613563538E-1
8.533544333E0,-2.600768805E-1,2.603073120E-1,2.894124985E-1
8.543544333E0,-2.588283420E-1,2.623567581E-1,2.864141464E-1
8.553544399E0,-7.279819250E-2,5.084314346E-1,3.914432526E-1
8.563544432E0,-7.002776861E-2,5.095109940E-1,3.899135590E-1
8.573544398E0,-1.511420310E-1,4.905958176E-1,5.644092560E-1
8.583544431E0,-3.773833811E-1,6.215696335E-1,5.487165451E-1
8.593544464E0,-2.873734832E-1,7.905082703E-1,4.999709129E-1
8.603544430E0,-2.920860350E-1,7.899312973E-1,5.007119179E-1
8.613544430E0,2.662820220E-1,2.227210999E-2,5.327129364E-1
8.623543763E0,2.574410439E-1,2.493858337E-2,5.285668373E-1
8.633543096E0,5.718611553E-2,5.281352997E-2,4.005823135E-1
8.643542529E0,-1.194383502E-1,6.438665390E-1,4.203443527E-1
8.653541629E0,5.956307054E-2,6.386814117E-1,4.834165573E-1
8.663540762E0,6.576126814E-2,6.413993835E-1,4.795570374E-1
8.673540128E0,-7.161217928E-2,-9.361648560E-2,1.086592674E-1
8.683540094E0,-2.921469808E-1,-1.303153038E-1,-8.755731583E-2
8.693540060E0,-2.596135736E-1,6.116580963E-2,-1.042113304E-1
8.703540060E0,-1.374226809E-2,2.093210220E-1,1.098299026E-2
8.713540093E0,1.966317892E-1,1.666746140E-1,1.249275208E-1
8.723539726E0,9.340118617E-2,1.105098724E-1,7.956695557E-2
8.733539692E0,-3.564728051E-2,1.147756577E-1,-9.644985199E-3
8.743539725E0,-3.465607762E-2,1.132793427E-1,-7.405757904E-3
8.753539791E0,-2.042692900E-2,-2.029361725E-1,-8.125019073E-2
8.763539791E0,2.999618649E-3,-3.983521461E-1,-4.653072357E-2
8.773539724E0,-1.165698320E-1,-3.757867813E-1,-3.347682953E-2
8.783539690E0,-9.071904421E-2,-2.774620056E-1,2.372741699E-3
8.793539723E0,-4.154774547E-2,-2.116565704E-1,-5.316019058E-2
8.803539723E0,2.005888522E-2,-1.089744568E-1,-1.330275536E-1
8.813539689E0,5.932034552E-2,-1.465988159E-2,-2.327709198E-1
8.823539689E0,5.346731842E-2,-1.888751984E-2,-2.266407013E-1
8.833539722E0,1.213154793E-1,-1.320943832E-1,-3.419427872E-1
8.843539722E0,3.213854879E-2,-1.049385071E-1,-3.588814735E-1
8.853539655E0,-4.997260869E-2,1.825122833E-1,-1.987667084E-1
8.863539688E0,4.497954994E-2,2.610664368E-1,5.689382553E-2
8.873539721E0,2.183049917E-3,1.373491287E-1,1.958265305E-1
8.883539654E0,-2.093657255E-1,1.717128754E-1,1.790876389E-1
8.893539654E0,-2.620506883E-1,4.207277298E-1,1.995034218E-1
8.903539687E0,-4.282134771E-2,4.919309616E-1,3.477406502E-1
8.913539653E0,3.304725289E-1,1.885681152E-1,5.203537941E-1
8.923540353E0,2.869591117E-1,-8.158779144E-2,4.574632645E-1
8.933540986E0,-1.616832614E-2,1.013975143E-1,2.822465897E-1
8.943541586E0,-2.005451918E-2,1.047697067E-1,2.771749496E-1
8.953542486E0,-3.690846264E-2,5.552387238E-1,2.933378220E-1
8.963543319E0,1.142042503E-1,4.342660904E-1,2.831263542E-1
8.973544019E0,1.083013862E-1,9.528636932E-2,1.198811531E-1
8.983544052E0,1.035704836E-1,9.437274933E-2,1.211285591E-1
8.993544052E0,-9.112206846E-2,-4.063415527E-2,-1.791653633E-1
9.003544052E0,-2.217605710E-3,6.421089172E-3,-2.114057541E-1
9.013544018E0,1.403365433E-1,-7.945060730E-3,-1.969671249E-1
9.023544418E0,1.437543184E-1,-8.460044861E-3,-1.961345673E-1
9.033544451E0,-7.061871141E-2,4.729843140E-2,-3.252139091E-1
9.043544417E0,-6.730425358E-2,4.426002502E-2,-3.206191063E-1
9.053544383E0,-1.613854617E-1,2.150707245E-1,-1.638541222E-1
9.063544416E0,2.165578306E-3,-3.290557861E-2,-4.814386368E-2
9.073544416E0,-4.841653258E-2,-2.699856758E-1,-8.769989014E-2
9.083544449E0,-1.034564301E-1,-4.244689941E-1,-1.529660225E-1
9.093544415E0,-1.950458884E-1,-3.814067841E-1,-2.080507278E-1
9.103544448E0,-1.986168027E-1,-1.279630661E-1,-1.656494141E-1
9.113544481E0,-7.948415726E-2,1.815576553E-1,-1.699972153E-2
9.123544447E0,1.758844703E-1,2.354040146E-1,1.117529869E-1
9.133544447E0,2.868808508E-1,-5.324172974E-2,8.984231949E-2
9.143544480E0,2.865263522E-1,-5.053710938E-2,8.582735062E-2
9.153544480E0,-1.493912190E-1,-1.160202026E-1,-7.414340973E-3
9.163544413E0,-1.471986026E-1,-1.157217026E-1,-7.825374603E-3
9.173544379E0,-1.548699737E-1,-7.798385620E-2,2.654552460E-2
9.183544412E0,-1.533443630E-1,-1.468276978E-2,-2.420663834E-2
9.193544378E0,-4.828633368E-2,4.573154449E-2,-9.102296829E-2
9.203544344E0,6.203019246E-2,-4.647731781E-2,-7.012414932E-2
9.213544410E0,3.971549124E-2,-1.997117996E-1,4.050731659E-3
9.223544410E0,3.850150853E-2,-1.984510422E-1,2.153873444E-3
9.233544410E0,-1.932169199E-1,4.553890228E-2,2.527618408E-2
9.243544376E0,-1.923793703E-1,4.786872864E-2,2.183055878E-2
9.253544342E0,-1.321552694E-2,2.698431015E-1,1.270346642E-1
9.263544375E0,2.357473969E-1,-5.982494354E-2,9.717893600E-2
9.273544308E0,2.344200313E-1,-3.475580215E-1,-5.307912827E-2
9.283544274E0,9.771211445E-2,-2.178392410E-1,-1.914401054E-1
9.293544307E0,-5.283010751E-2,2.303628922E-1,-1.215257645E-1
9.303544307E0,-4.877184331E-2,2.292490005E-1,-1.198091507E-1
9.313544307E0,1.464219391E-1,2.358760834E-1,2.641477585E-1
9.323544273E0,-1.156973392E-1,-3.540039062E-2,1.432046890E-1
9.333544306E0,-4.024902880E-1,6.106376648E-3,-7.460308075E-2
9.343544339E0,-3.976683617E-1,4.034996033E-3,-7.142543793E-2
9.353544305E0,1.433804482E-1,3.619766235E-2,4.316329956E-2
9.363544338E0,3.305244744E-1,-1.362295151E-1,8.628702164E-2
9.373544371E0,2.982867062E-1,-1.166315079E-1,-7.768154144E-3
9.383544337E0,3.003076911E-1,-1.167993546E-1,-7.470607758E-3
9.393544370E0,2.383197844E-2,1.335573196E-1,-3.147101402E-1
9.403544336E0,-1.088209525E-1,2.467708588E-1,-3.479943275E-1
9.413544336E0,-8.422895521E-2,2.109375000E-1,-2.894139290E-1
9.423544369E0,1.821596920E-2,-9.375190735E-2,-2.992372513E-1
9.433544335E0,-9.374342859E-2,-4.036111832E-1,-4.545550346E-1
9.443544335E0,-2.439258099E-1,-3.354706764E-1,-5.424051285E-1
9.453544368E0,-2.476841360E-1,-1.499805450E-1,-4.986104965E-1
9.463544368E0,-2.498907745E-1,-1.518993378E-1,-4.957838058E-1
9.473544401E0,-1.023036093E-1,2.398757935E-1,-1.186499596E-1
9.483544367E0,-4.725384712E-2,1.611080170E-1,4.852056503E-2
9.493544400E0,2.569931000E-2,-4.305171967E-2,1.344780922E-1
9.503544433E0,2.610474825E-2,-3.961944580E-2,1.293430328E-1
9.513544366E0,-5.262077600E-2,-3.486356735E-1,1.320562363E-1
9.523544366E0,-4.811505973E-2,-3.431892395E-1,1.240296364E-1
9.533544399E0,-5.190113783E-1,4.038906097E-2,3.509149551E-1
9.543544399E0,-4.150909781E-1,3.251829147E-1,3.824219704E-1
9.553544399E0,-1.571401060E-1,2.370185852E-1,3.399705887E-1
9.563544365E0,-1.242408752E-1,6.166934967E-2,1.481094360E-1
9.573544398E0,-1.318357736E-1,-7.599830627E-2,3.140449524E-2
9.583544431E0,-1.301978678E-1,-7.485008240E-2,2.975225449E-2
9.593544397E0,-1.289452463E-1,9.899711609E-2,8.273887634E-2
9.603544430E0,-1.241805106E-1,1.008377075E-1,8.014678955E-2
9.613544463E0,-2.085347623E-1,3.443527222E-1,3.626561165E-1
9.623543796E0,-2.038865089E-1,3.453226089E-1,3.613524437E-1
9.633543596E0,-2.156627029E-1,2.586774826E-1,1.299366951E-1
9.643542696E0,-1.906099766E-1,-6.415557861E-2,-8.255481720E-3
9.653542062E0,-1.206551045E-1,-1.064481735E-1,-1.279153824E-1
9.663541128E0,-1.201007515E-1,-1.070899963E-1,-1.269454956E-1
9.673540228E0,1.046273112E-1,2.353315353E-1,-1.533713341E-1
9.683539594E0,2.131758630E-1,1.210603714E-1,-1.424098015E-1
9.693539560E0,1.400673687E-1,3.094959259E-2,-1.820411682E-1
9.703538893E0,-1.461135149E-1,1.273088455E-1,-2.690782547E-1
9.713538893E0,-3.527258933E-1,1.963272095E-1,-2.563571930E-1
9.723538926E0,-1.920709014E-1,8.494853973E-2,-1.346421242E-1
9.733538992E0,-1.104877740E-1,-1.720991135E-1,-2.561616898E-2
9.743538958E0,-1.123868972E-1,-1.723279953E-1,-2.533054352E-2
9.753538924E0,-2.523367405E-1,-1.438264847E-1,-5.136775970E-2
9.763538957E0,-2.905135155E-1,1.590728760E-3,-7.437229156E-2
9.773538923E0,-2.272738814E-1,1.397819519E-1,-3.909587860E-3
9.783538923E0,-2.258154154E-1,1.393737793E-1,-3.271102905E-3
9.793538889E0,1.272979379E-2,9.393787384E-2,1.451458931E-1
9.803538922E0,1.189327240E-2,2.497768402E-2,1.851973534E-1
9.813538955E0,-1.481470764E-1,4.012203217E-2,2.846899033E-1
9.823538921E0,-1.438535452E-1,4.089355469E-2,2.836928368E-1
9.833538921E0,-1.910231262E-1,1.947784424E-1,4.073319435E-1
9.843538921E0,-1.993951201E-1,3.123102188E-1,3.256478310E-1
9.853538954E0,4.020129144E-2,2.926387787E-1,2.354435921E-1
9.863538987E0,3.927424550E-2,2.915964127E-1,2.369408607E-1
9.873538953E0,1.486494690E-1,2.021083832E-1,6.347894669E-2
9.883538953E0,4.677681625E-2,4.313335419E-1,6.443357468E-2
9.893538986E0,9.075944871E-2,4.911184311E-1,1.987380981E-1
9.903538952E0,9.489712864E-2,4.917678833E-1,1.979184151E-1
9.913538918E0,-1.427643001E-2,8.479595184E-2,2.243199348E-1
9.923539584E0,-1.865160465E-1,1.576423645E-1,6.363153458E-2
9.933539750E0,-7.308803499E-2,2.580137253E-1,-6.896543503E-2
9.943540616E0,3.174954951E-1,1.234817505E-1,-1.055140495E-1
9.953541249E0,4.808646739E-1,-2.357015610E-1,-1.594944000E-1
9.963542149E0,3.379352689E-1,-3.096446991E-1,-2.642273903E-1
9.973543049E0,4.983027279E-2,-8.629798889E-2,-3.574862480E-1
9.983543682E0,5.306231976E-2,-8.793163300E-2,-3.549256325E-1
9.993543715E0,-1.987470090E-1,3.198213577E-1,-3.283576965E-1
1.000354438E1,-1.845276356E-2,3.322296143E-1,2.892112732E-2
1.001354438E1,4.692555964E-2,-1.918492317E-1,-1.581096649E-2
1.002354431E1,4.588460922E-2,-1.939797401E-1,-1.266956329E-2
1.003354425E1,-1.043989062E-1,-2.413759232E-1,-2.755513191E-1
1.004354428E1,1.834372878E-1,-1.179761887E-1,-9.911680222E-2
1.005354431E1,2.942677736E-1,-7.928466797E-2,1.109428406E-1
1.006354428E1,9.304741770E-2,4.635906219E-2,8.758497238E-2
1.007354428E1,-2.734717727E-1,2.411384583E-1,-7.889318466E-2
1.008354434E1,-3.430607319E-1,2.726554871E-1,-1.129093170E-1
1.009354438E1,-1.931442320E-1,4.833602905E-2,-6.129026413E-2
1.010354431E1,-1.928263307E-1,4.955863953E-2,-6.310129166E-2
1.011354434E1,1.594091207E-1,-3.201432228E-1,-2.687168121E-2
1.012354438E1,1.599615663E-1,-3.191275597E-1,-2.836608887E-2
1.013354434E1,-1.396685839E-2,-3.716716766E-1,-1.123318672E-1
1.014354434E1,-2.500697374E-1,7.036781311E-2,-1.660346985E-1
1.015354431E1,-2.505944073E-1,6.867790222E-2,-1.635317802E-1
1.016354431E1,8.918862045E-2,1.839132309E-1,-1.222057343E-1
1.017354434E1,1.497160047E-1,-2.848844528E-1,-2.439713478E-1
1.018354431E1,-1.303161681E-1,-3.386774063E-1,-4.386229515E-1
1.019354431E1,-2.834004760E-1,-1.450901031E-1,-4.331340790E-1
1.020354434E1,-2.480629832E-1,1.134872437E-2,-2.090544701E-1
1.021354434E1,-2.269942462E-1,1.473445892E-1,1.210303307E-1
1.022354437E1,-2.252181023E-1,1.495866776E-1,1.177496910E-1
1.023354434E1,-1.682341546E-1,1.655330658E-1,2.949328423E-1
1.024354437E1,-2.191175520E-2,4.640674591E-2,1.263728142E-1
1.025354441E1,2.136192173E-1,-2.650117874E-1,4.029989243E-2
1.026354437E1,2.052740008E-1,-4.106693268E-1,-3.232288361E-2
1.027354437E1,-1.444171369E-2,-1.382999420E-1,-4.717874527E-2
1.028354440E1,-2.125323713E-1,4.102487564E-1,3.257417679E-2
1.029354437E1,-8.279576898E-2,5.951719284E-1,2.173147202E-1
1.030354437E1,3.358881176E-2,2.601051331E-1,2.710819244E-1
1.031354434E1,-5.968990922E-2,-2.127614021E-1,6.112718582E-2
1.032354437E1,-3.159808218E-1,-2.616314888E-1,-2.053894997E-1
1.033354440E1,-4.943548441E-1,-3.900241852E-2,-2.614116669E-1
1.034354437E1,-3.222844005E-1,8.786487579E-2,-8.285427094E-2
1.035354437E1,-6.396649778E-2,9.323596954E-2,1.999611855E-1
1.036354440E1,2.269487083E-2,-6.322288513E-2,1.937518120E-1
1.037354440E1,-2.117871046E-1,5.626678467E-3,1.958465576E-2
1.038354434E1,-2.156124264E-1,5.375862122E-3,1.982307434E-2
1.039354430E1,-4.961904883E-2,1.835250854E-1,2.787780762E-2
1.040354433E1,1.255502701E-1,1.551485062E-1,1.577930450E-1
1.041354427E1,1.917132437E-1,5.618572235E-2,2.547712326E-1
1.042354427E1,1.933402568E-1,6.013965607E-2,2.489604950E-1
1.043354430E1,-2.280502021E-1,1.250782013E-1,1.780943871E-1
1.044354430E1,-2.073411494E-1,3.149499893E-1,2.442884445E-1
1.045354430E1,-1.532797664E-1,6.000843048E-1,3.696556091E-1
1.046354427E1,-1.565937847E-1,5.960674286E-1,3.754982948E-1
1.047354430E1,3.301891983E-1,7.007017136E-1,3.643007278E-1
1.048354433E1,1.934091598E-1,6.252603531E-1,2.318234444E-1
1.049354433E1,-1.744812727E-2,7.060489655E-1,2.566580772E-1
1.050354430E1,-1.380100846E-2,7.023677826E-1,2.622976303E-1
1.051354433E1,-6.261290610E-2,8.609924316E-1,6.434087753E-1
1.052354430E1,9.032770991E-2,8.075037003E-1,6.758403778E-1
1.053354430E1,9.068192542E-2,8.063077927E-1,6.776375771E-1
1.054354426E1,1.119118407E-1,7.447185516E-1,5.987505913E-1
1.055354426E1,3.012198210E-1,3.315534592E-1,3.851370811E-1
1.056354430E1,2.953096032E-1,3.312873840E-1,3.853325844E-1
1.057354426E1,3.223146498E-1,-4.148101807E-2,4.271273613E-1
1.058354430E1,3.154253960E-1,-3.984546661E-2,4.244384766E-1
1.059354433E1,-9.836730361E-2,1.906681061E-2,1.347355843E-1
1.060354433E1,-1.919879168E-1,-1.147460938E-2,2.118682861E-2
1.061354436E1,-1.114636511E-1,-9.059906006E-2,-1.056356430E-1
1.062354366E1,-8.007919788E-2,-2.204942703E-1,-2.029466629E-1
1.063354319E1,-1.765280962E-1,-3.650197983E-1,-2.998089790E-1
1.064354236E1,-2.596943974E-1,-4.375576973E-1,-2.890834808E-1
1.065354166E1,-3.377023339E-1,-4.691801071E-1,-2.786526680E-1
1.066354166E1,-3.690696955E-1,-4.309759140E-1,-3.023800850E-1
1.067354079E1,-2.918581963E-1,-4.187588692E-1,-3.338508606E-1
1.068354046E1,-1.081643254E-1,-4.804797173E-1,-3.131208420E-1
1.069354049E1,2.819375694E-2,-5.773782730E-1,-2.911424637E-1
1.070354053E1,8.706804365E-2,-5.631079674E-1,-2.563943863E-1
1.071354059E1,9.215667844E-2,-6.649956703E-1,-1.850070953E-1
1.072354059E1,9.214009345E-2,-6.608099937E-1,-1.912755966E-1
1.073354056E1,-1.132545620E-1,-5.850071907E-1,-2.330493927E-1
1.074354056E1,-1.528996676E-1,-4.072732925E-1,-3.043985367E-1
1.075354056E1,-1.604637504E-2,-3.051371574E-1,-4.120149612E-1
1.076354059E1,1.356070340E-1,-3.360633850E-1,-5.463566780E-1
1.077354052E1,2.504338920E-1,-3.705878258E-1,-7.031807899E-1
1.078354049E1,2.579747438E-1,-3.602409363E-1,-7.390522957E-1
1.079354049E1,2.399764061E-1,-2.661108971E-1,-6.527814865E-1
1.080354049E1,2.410899997E-1,-2.125120163E-1,-5.568766594E-1
1.081354046E1,2.413438261E-1,-2.137317657E-1,-5.550556183E-1
1.082353979E1,1.782099903E-1,-2.645888329E-1,-2.693028450E-1
1.083353985E1,1.715554148E-1,-3.197336197E-1,-2.333302498E-1
1.084353989E1,2.165473104E-1,-2.928519249E-1,-2.318415642E-1
1.085353985E1,2.081402093E-1,-1.457929611E-1,-1.783943176E-1
1.086353989E1,2.042604387E-1,-1.442222595E-1,-1.808495522E-1
1.087353992E1,2.469466180E-1,-3.663635254E-2,1.204824448E-2
1.088353985E1,1.260031164E-1,1.812572479E-1,8.023595810E-2
1.089353985E1,4.618674517E-3,4.373493195E-1,-9.555387497E-2
1.090353985E1,6.745141745E-2,4.745092392E-1,-3.268623352E-2
1.091353985E1,2.894214094E-1,2.924537659E-1,9.214687347E-2
1.092354055E1,3.138562441E-1,1.125392914E-1,2.533106804E-1
1.093354098E1,1.634075493E-1,1.625919342E-1,3.903555870E-1
1.094354185E1,-5.223454535E-2,3.541412354E-1,5.198588371E-1
1.095354255E1,-1.490330547E-1,4.907703400E-1,6.347675323E-1
1.096354252E1,-1.823947132E-1,5.438594818E-1,6.390209198E-1
1.097354342E1,-1.847284138E-1,5.443429947E-1,6.382179260E-1
1.098354375E1,3.702500463E-2,5.211801529E-1,3.591346741E-1
1.099354375E1,2.406112105E-1,3.217744827E-1,3.012914658E-1
1.100354372E1,3.526057601E-1,1.299228668E-1,2.896900177E-1
1.101354365E1,2.311615348E-1,8.081722260E-2,2.999534607E-1
1.102354365E1,2.339776903E-1,8.735275269E-2,2.903923988E-1
1.103354368E1,-3.338884711E-1,6.316261292E-1,2.991371155E-1
1.104354368E1,-4.424090385E-1,7.309103012E-1,3.445415497E-1
1.105354368E1,-2.281349599E-1,5.887098312E-1,2.420444489E-1
1.106354365E1,-1.825254261E-1,3.367176056E-1,2.693614960E-1
1.107354368E1,-1.723968387E-1,5.237865448E-2,2.145996094E-1
1.108354371E1,-2.136486620E-1,5.677318573E-2,5.348443985E-2
1.109354368E1,-3.690183163E-1,1.108951569E-1,9.433460236E-2
1.110354371E1,-2.632163465E-1,-3.773880005E-2,1.484556198E-1
1.111354375E1,-3.033233285E-1,-1.751813889E-1,3.365640640E-1
1.112354441E1,-3.045303524E-1,-1.748228073E-1,3.359899521E-1
1.113354434E1,-3.613330722E-1,-4.236602783E-2,2.486863136E-1
1.114354431E1,-3.594502211E-1,-4.143619537E-2,2.473759651E-1
1.115354434E1,-2.448459417E-1,-1.359314919E-1,2.934532166E-1
1.116354428E1,-3.515844941E-1,2.526321411E-1,1.884293556E-1
1.117354424E1,-1.979226172E-1,5.416431427E-1,-6.434059143E-2
1.118354428E1,-7.074607909E-2,5.866851807E-1,-4.592943192E-2
1.119354424E1,-2.870506048E-2,2.921209335E-1,-9.263610840E-2
1.120354424E1,1.029548049E-2,1.241579056E-1,-2.153358459E-1
1.121354421E1,1.618792415E-1,1.347255707E-2,-2.406635284E-1
1.122354424E1,1.786344349E-1,9.160041809E-3,-2.335252762E-1
1.123354427E1,1.163855195E-3,-3.384017944E-2,8.038759232E-2
1.124354424E1,9.907275438E-3,-2.997970581E-2,7.499408722E-2
1.125354421E1,-2.980263829E-1,1.566352844E-1,5.485768318E-1
1.126354424E1,-2.434224486E-1,3.983821869E-1,6.320757866E-1
1.127354420E1,2.839787900E-1,4.675827026E-1,5.279865265E-1
1.128354420E1,4.538264275E-1,6.977939606E-2,5.361819267E-1
1.129354417E1,4.077247083E-1,-3.115110397E-1,2.678313255E-1
1.130354417E1,1.044585705E-1,-3.550128937E-1,3.700590134E-2
1.131354420E1,-5.240322649E-2,8.945465088E-4,-1.557617188E-1
1.132354417E1,-4.875025153E-2,-2.822875977E-3,-1.502079964E-1
1.133354420E1,-5.587098002E-2,6.070928574E-1,-1.639242172E-1
1.134354424E1,1.123294234E-2,4.337215424E-1,-1.532282829E-1
1.135354424E1,-7.980270684E-2,6.866836548E-2,-1.494879723E-1
1.136354427E1,-7.962431014E-2,6.526660919E-2,-1.445093155E-1
1.137354424E1,-2.542705536E-1,-4.382915497E-1,-1.433591843E-1
1.138354424E1,-2.296817899E-1,-3.407392502E-1,-9.816455841E-2
1.139354427E1,-1.616870761E-1,-1.262154579E-1,-4.647922516E-2
1.140354423E1,-1.651964784E-1,-1.211752892E-1,-5.397415161E-2
1.141354423E1,-1.978826076E-1,1.617622375E-1,-8.316755295E-2
1.142354427E1,-1.960925162E-1,1.662130356E-1,-8.955764771E-2
1.143354427E1,1.498095989E-1,-1.654524803E-1,-1.424012184E-1
1.144354427E1,2.149021775E-1,-4.521603584E-1,-1.849122047E-1
1.145354423E1,1.310633123E-2,-6.278929710E-1,-2.562413216E-1
1.146354430E1,-2.640411854E-1,-5.560536385E-1,-3.422179222E-1
1.147354433E1,-4.798299372E-1,-2.915744781E-1,-3.952302933E-1
1.148354430E1,-4.564931393E-1,-6.212234497E-3,-4.114732742E-1
1.149354433E1,-3.298059106E-1,1.517896652E-1,-3.313908577E-1
1.150354436E1,-1.385801733E-1,1.264953613E-2,-2.604889870E-1
