"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.663540761E0,-5.506663769E-2,7.994538784E0,6.414365768E0
4.673539894E0,-7.661445439E-2,7.551611423E0,6.174945354E0
4.683539894E0,-4.285621047E-1,7.649773598E0,5.746383190E0
4.693539194E0,-7.110779285E-1,8.126219749E0,5.298667431E0
4.703538660E0,-6.344634295E-1,8.368034363E0,5.207687855E0
4.713538660E0,-5.530605912E-1,8.415918350E0,5.298667431E0
4.723538260E0,-5.315127969E-1,8.327332497E0,5.425560474E0
4.733538326E0,-4.525041282E-1,8.044816971E0,5.578789234E0
4.743538326E0,-3.639186621E-1,7.726387978E0,5.650615215E0
4.753538326E0,-4.764461517E-1,7.558794022E0,5.657797813E0
4.763538292E0,-6.895300746E-1,7.752724171E0,5.593154430E0
4.773538292E0,-7.493851185E-1,8.200440407E0,5.578789234E0
4.783538325E0,-6.464344859E-1,8.449437141E0,5.662586212E0
4.793538291E0,-5.865794420E-1,8.466196060E0,5.712864399E0
4.803538324E0,-5.243301988E-1,8.327332497E0,5.734412193E0
4.813538357E0,-3.830722570E-1,7.898770809E0,5.732017994E0
4.823538357E0,-3.327940404E-1,7.625831604E0,5.684134007E0
4.833538390E0,-6.033388376E-1,7.740753174E0,5.612308025E0
4.843538356E0,-7.876923680E-1,8.195652008E0,5.605125427E0
4.853538389E0,-6.344634295E-1,8.530839920E0,5.710470200E0
4.863538422E0,-5.003881454E-1,8.576330185E0,5.837363243E0
4.873538388E0,-3.136404157E-1,8.576330185E0,5.937919617E0
4.883538354E0,-2.298433632E-1,8.480561256E0,5.940313816E0
4.893538354E0,-1.221042871E-1,8.353669167E0,5.890035629E0
4.903538387E0,-1.508347094E-1,8.308178902E0,5.712864399E0
4.913538320E0,-2.011129409E-1,8.226776123E0,5.535693645E0
4.923538986E0,-3.136404157E-1,8.310573578E0,5.459079266E0
4.933539686E0,-4.309563041E-1,8.588300705E0,5.432743073E0
4.943540552E0,-3.926490843E-1,8.775048256E0,5.499780655E0
4.953541185E0,-1.915361285E-1,8.751106262E0,5.602731228E0
4.963542051E0,2.154781483E-2,8.523657799E0,5.660192013E0
4.973542984E0,4.070143029E-2,8.217199326E0,5.564424038E0
4.983542984E0,-1.340752989E-1,8.186075211E0,5.449502468E0
4.993543617E0,-2.250549644E-1,8.408735275E0,5.305850029E0
5.003544150E0,-2.035071403E-1,8.540416718E0,5.229235649E0
5.013544150E0,-9.576806426E-2,8.552388191E0,5.234024048E0
5.023544550E0,1.316810995E-1,8.312967300E0,5.257966042E0
5.033544483E0,1.077390760E-1,7.903559208E0,5.325003624E0
5.043544483E0,-9.576806426E-2,7.743147373E0,5.341763496E0
5.053544516E0,-2.944868207E-1,7.879617214E0,5.178957462E0
5.063544549E0,-3.471592367E-1,8.097489357E0,5.085583687E0
5.073544515E0,-2.753331959E-1,8.224382401E0,5.073612690E0
5.083544548E0,-1.771709323E-1,8.250718117E0,4.961085320E0
5.093544581E0,1.675941236E-2,8.341697693E0,5.066430092E0
5.103544514E0,2.274491638E-1,8.181286812E0,5.152621269E0
5.113544514E0,3.591302633E-1,7.901165009E0,5.092766285E0
5.123544514E0,2.873041928E-1,7.822156429E0,4.951508522E0
5.133544514E0,5.267243832E-2,7.865252018E0,4.807557106E0
5.143544580E0,-1.795651317E-1,8.109460831E0,4.807557106E0
5.153544546E0,-4.572925270E-1,8.346486092E0,4.304774761E0
5.163544546E0,-1.675941199E-1,8.538022995E0,4.953902721E0
5.173544612E0,2.250549644E-1,8.384793282E0,5.535693645E0
5.183544612E0,2.298433632E-1,8.162133217E0,5.818209171E0
5.193544612E0,5.506663769E-2,8.066365242E0,5.729623795E0
5.203544578E0,-9.576806799E-3,8.277054787E0,5.717652798E0
5.213544611E0,3.423708379E-1,8.619425774E0,5.954679012E0
5.223544611E0,5.147533417E-1,8.700828552E0,5.897218227E0
5.233544577E0,3.160346150E-1,8.511686325E0,5.497386456E0
5.243544610E0,2.633621991E-1,8.217199326E0,5.207687855E0
5.253544643E0,1.723825186E-1,7.975385189E0,4.996998310E0
5.263544643E0,1.747767180E-1,7.937077999E0,5.085583687E0
5.273544576E0,8.858546615E-2,7.975385189E0,5.298667431E0
5.283544542E0,-7.182604820E-2,7.968202591E0,5.399224281E0
5.293544575E0,-3.064578176E-1,8.028057098E0,5.313032627E0
5.303544608E0,-4.213795066E-1,8.241141319E0,5.159803867E0
5.313544574E0,-1.628057212E-1,8.336909294E0,5.004180908E0
5.323544574E0,1.221042871E-1,8.169315338E0,4.989815712E0
5.333544607E0,2.561795712E-1,7.798214436E0,5.011363506E0
5.343544607E0,1.699883193E-1,7.647379398E0,4.906018734E0
5.353544573E0,-1.436520964E-1,7.767089367E0,4.934749126E0
5.363544606E0,-2.298433632E-1,7.970596790E0,4.927566528E0
5.373544639E0,-1.244984865E-1,8.169315338E0,5.035305500E0
5.383544572E0,-4.309562966E-2,8.281843185E0,5.157409668E0
5.393544538E0,5.506663769E-2,8.387187958E0,5.281908035E0
5.403544571E0,2.178723514E-1,8.248324394E0,5.332186222E0
5.413544537E0,3.447650373E-1,7.965808392E0,5.245995045E0
5.423544537E0,3.016694188E-1,7.915530205E0,5.116708279E0
5.433544503E0,5.985504389E-2,8.200440407E0,5.049670696E0
5.443544469E0,1.436521020E-2,8.518868446E0,5.107131481E0
5.453544502E0,1.005564705E-1,8.734347343E0,5.293879032E0
5.463544468E0,1.939303428E-1,8.676886559E0,5.497386456E0
5.473544468E0,3.064578176E-1,8.387187958E0,5.621884823E0
5.483544501E0,3.495534360E-1,8.059182167E0,5.643432617E0
5.493544534E0,2.035071403E-1,7.891588211E0,5.492598057E0
5.503544534E0,-2.873042040E-2,8.147768021E0,5.401618481E0
5.513544500E0,1.436521020E-2,8.595483780E0,5.415983677E0
5.523544500E0,9.337386489E-2,8.813355446E0,5.552453041E0
5.533544533E0,1.005564705E-1,8.863634109E0,5.626673222E0
5.543544499E0,9.337386489E-2,8.736741066E0,5.612308025E0
5.553544499E0,1.029506698E-1,8.406341553E0,5.542876244E0
5.563544532E0,1.484405100E-1,8.121431351E0,5.480627060E0
5.573544532E0,-9.097966552E-2,8.071153641E0,5.473444462E0
5.583544565E0,-2.035071403E-1,8.329727173E0,5.514145851E0
5.593544531E0,-1.819593310E-1,8.693645477E0,5.633855820E0
5.603544531E0,-3.830722719E-2,8.825326920E0,5.703287601E0
5.613544564E0,-1.436521020E-2,8.820538521E0,5.727229595E0
5.623543864E0,7.182605099E-3,8.667309761E0,5.693710804E0
5.633543197E0,1.197100878E-1,8.303390503E0,5.645826817E0
5.643542430E0,2.154781483E-2,7.982567787E0,5.583577633E0
5.653541763E0,-2.561795712E-1,8.016086578E0,5.494992256E0
5.663541696E0,-3.232172430E-1,8.332120895E0,5.483021259E0
5.673540796E0,-1.484405100E-1,8.526051521E0,5.509357452E0
5.683540862E0,-1.675941236E-2,8.480561256E0,5.557241440E0
5.693540195E0,-1.675941236E-2,8.253112793E0,5.451896667E0
5.703540161E0,2.394201700E-3,7.951443195E0,5.348946095E0
5.713540194E0,4.548983276E-2,7.673715591E0,5.243600845E0
5.723540227E0,-4.070143029E-2,7.513304234E0,5.207687855E0
5.733540760E0,-1.604115069E-1,7.542034626E0,5.207687855E0
5.743540726E0,-2.585737705E-1,7.704840183E0,5.205293655E0
5.753540692E0,-3.878606856E-1,8.126219749E0,5.291484833E0
5.763540725E0,-2.849099934E-1,8.315361977E0,5.413589478E0
5.773540658E0,4.788403399E-3,8.085518837E0,5.449502468E0
5.783540624E0,3.351882473E-2,7.716811180E0,5.363311291E0
5.793540590E0,-2.370259613E-1,7.544428825E0,5.183745861E0
5.803540656E0,-3.471592367E-1,7.673715591E0,5.135861874E0
5.813540689E0,-1.316810995E-1,7.795820236E0,5.097554684E0
5.823540655E0,-1.436521020E-2,7.901165009E0,5.169380665E0
5.833540688E0,5.746084079E-2,8.212410927E0,5.200505257E0
5.843540721E0,1.364694983E-1,8.315361977E0,5.200505257E0
5.853540687E0,2.681505978E-1,8.087912560E0,5.202899456E0
5.863540720E0,1.843535304E-1,7.817368031E0,5.164592266E0
5.873540753E0,-1.388636976E-1,7.865252018E0,5.054459095E0
5.883540719E0,-2.418143749E-1,8.095095634E0,5.037699699E0
5.893540719E0,-2.466027737E-1,8.315361977E0,5.109525681E0
5.903540685E0,-9.576806426E-2,8.444648743E0,5.238812447E0
5.913540685E0,8.140286058E-2,8.365639687E0,5.334580898E0
5.923541418E0,1.963245422E-1,8.142979622E0,5.396830082E0
5.933542051E0,2.202665508E-1,7.893982410E0,5.351340294E0
5.943542817E0,2.873042040E-2,7.932289600E0,5.281908035E0
5.953543483E0,-1.795651317E-1,8.200440407E0,5.325003624E0
5.963543516E0,-2.537853718E-1,8.442254066E0,5.404012680E0
5.973544416E0,-2.298433632E-1,8.645761490E0,5.574000835E0
5.983544349E0,-1.484405100E-1,8.526051521E0,5.650615215E0
5.993545049E0,-2.873042040E-2,8.056788445E0,5.609913826E0
6.003545082E0,-7.422025502E-2,7.723993778E0,5.463867664E0
6.013545048E0,-3.016694188E-1,7.783848763E0,5.260360241E0
6.023545048E0,-3.806780577E-1,8.138191223E0,5.193322659E0
6.033544548E0,-1.628057212E-1,8.394370079E0,5.291484833E0
6.043544548E0,-1.915361360E-2,8.413523674E0,5.432743073E0
6.053544548E0,-9.816227108E-2,8.377611160E0,5.571606636E0
6.063544514E0,-1.149216816E-1,8.241141319E0,5.643432617E0
6.073544547E0,-1.604115069E-1,7.951443195E0,5.641038418E0
6.083544580E0,-2.106897533E-1,7.903559208E0,5.538087845E0
6.093544580E0,-2.777273953E-1,8.037634850E0,5.380070686E0
6.103544513E0,-2.561795712E-1,8.260294914E0,5.356128693E0
6.113544546E0,-1.723825186E-1,8.444648743E0,5.372888088E0
6.123544579E0,-1.747767180E-1,8.559570312E0,5.502174854E0
6.133544512E0,-9.576806799E-3,8.499714851E0,5.641038418E0
6.143544478E0,5.985504389E-2,8.243535995E0,5.686528206E0
6.153544511E0,1.197100803E-2,7.956231594E0,5.674557209E0
6.163544444E0,-1.963245422E-1,7.999327183E0,5.655403614E0
6.173544444E0,-2.394201756E-1,8.365639687E0,5.602731228E0
6.183544444E0,-1.675941236E-2,8.542811394E0,5.681739807E0
6.193544477E0,1.340752989E-1,8.526051521E0,5.789478779E0
6.203544543E0,7.182604820E-2,8.322544098E0,5.782296181E0
6.213544543E0,-1.963245422E-1,8.150161743E0,5.729623795E0
6.223544543E0,-3.160346150E-1,8.116642952E0,5.736806393E0
6.233544576E0,-2.394201756E-1,7.913136005E0,5.803843975E0
6.243544576E0,-1.651999205E-1,7.805397034E0,5.834969044E0
6.253544576E0,-2.489969730E-1,7.941866398E0,5.715258598E0
6.263544542E0,-4.381389022E-1,8.473379135E0,5.612308025E0
6.273544542E0,-3.926490843E-1,8.988132477E0,5.528511047E0
6.283544575E0,-1.628057212E-1,8.935460091E0,5.528511047E0
6.293544541E0,6.703764945E-2,8.497321129E0,5.602731228E0
6.303544541E0,9.576806799E-3,8.102277756E0,5.645826817E0
6.313544574E0,-1.747767180E-1,7.896376610E0,5.662586212E0
6.323544540E0,-4.046200812E-1,8.133402824E0,5.736806393E0
6.333544540E0,-2.705447972E-1,8.413523674E0,5.921160221E0
6.343544540E0,-8.619125932E-2,8.391976357E0,6.093542576E0
6.353544573E0,-9.816227108E-2,8.387187958E0,6.086359978E0
6.363544606E0,-2.944868207E-1,8.459013939E0,5.897218227E0
6.373544572E0,-3.711012602E-1,8.533234596E0,5.554847240E0
6.383544572E0,-2.729389966E-1,8.485349655E0,5.418377876E0
6.393544605E0,5.506663769E-2,8.183680534E0,5.183745861E0
6.403544605E0,3.112462163E-2,7.944260597E0,5.147832870E0
6.413544538E0,-1.316810995E-1,8.183680534E0,5.169380665E0
6.423544504E0,-6.224924326E-2,8.384793282E0,5.262754440E0
6.433544537E0,1.484405100E-1,8.272266388E0,5.569212437E0
6.443544537E0,1.268926859E-1,8.040028572E0,5.763142586E0
6.453544503E0,-9.816227108E-2,7.884405613E0,5.720046997E0
6.463544536E0,-3.830722570E-1,7.977779388E0,5.583577633E0
6.473544536E0,-3.495534360E-1,8.236352921E0,5.506963253E0
6.483544536E0,-9.097966552E-2,8.315361977E0,5.506963253E0
6.493544502E0,1.771709323E-1,8.202834129E0,5.607519627E0
6.503544435E0,1.556231081E-1,7.941866398E0,5.607519627E0
6.513544435E0,-1.915361360E-2,7.872434616E0,5.509357452E0
6.523544368E0,-5.506663769E-2,8.020874977E0,5.449502468E0
6.533544334E0,2.873042040E-2,8.207622528E0,5.535693645E0
6.543544367E0,8.619125932E-2,8.281843185E0,5.674557209E0
6.553544367E0,0.000000000E0,8.305785179E0,5.715258598E0
6.563544367E0,-8.140286058E-2,8.370428085E0,5.617096424E0
6.573544333E0,-4.548983276E-2,8.406341553E0,5.456685066E0
6.583544366E0,1.963245422E-1,8.269871712E0,5.389647484E0
6.593544399E0,3.854664862E-1,7.958625793E0,5.365705490E0
6.603544365E0,3.758896589E-1,7.755118370E0,5.303455830E0
6.613544398E0,1.460463107E-1,7.740753174E0,5.229235649E0
6.623543764E0,-4.070143029E-2,8.049605370E0,5.210082054E0
6.633543064E0,1.197100803E-2,8.454225540E0,5.327397823E0
6.643542397E0,1.891419291E-1,8.502109528E0,5.454290867E0
6.653541997E0,1.795651317E-1,8.226776123E0,5.461473465E0
6.663541130E0,2.633621916E-2,8.054393768E0,5.265148640E0
6.673541196E0,-2.633621916E-2,8.102277756E0,5.116708279E0
6.683540796E0,1.316810995E-1,8.166921616E0,5.135861874E0
6.693540796E0,2.896983922E-1,8.131008148E0,5.372888088E0
6.703540162E0,1.628057212E-1,8.262689590E0,5.593154430E0
6.713540162E0,-3.351882473E-2,8.614637375E0,5.834969044E0
6.723539995E0,-6.464344263E-2,8.765471458E0,5.995380402E0
6.733539961E0,6.703764945E-2,8.638579369E0,6.040870190E0
6.743540027E0,1.508347094E-1,8.401553154E0,5.925948620E0
6.753540060E0,2.873042040E-2,8.171710014E0,5.645826817E0
6.763540026E0,-5.506663769E-2,8.214805603E0,5.459079266E0
6.773540059E0,7.182604820E-2,8.315361977E0,5.456685066E0
6.783540092E0,2.082955539E-1,8.360851288E0,5.523722649E0
6.793540092E0,3.878606856E-1,8.296208382E0,5.664980412E0
6.803540125E0,3.256114423E-1,8.119037628E0,5.722441196E0
6.813540091E0,1.747767180E-1,7.889194012E0,5.645826817E0
6.823539457E0,4.788403399E-3,7.735964775E0,5.523722649E0
6.833539490E0,-2.418143749E-1,7.747935772E0,5.404012680E0
6.843539456E0,-3.519476354E-1,7.824550629E0,5.303455830E0
6.853539489E0,-3.830722570E-1,7.963414192E0,5.289090633E0
6.863539522E0,-3.064578176E-1,8.052000046E0,5.293879032E0
6.873539522E0,-2.106897533E-1,8.001721382E0,5.200505257E0
6.883539455E0,-1.963245422E-1,7.877223015E0,5.135861874E0
6.893539421E0,-2.585737705E-1,7.855675220E0,5.080795288E0
6.903539454E0,-2.202665508E-1,7.886799812E0,5.099948883E0
6.913539387E0,-1.268926859E-1,7.769483566E0,5.202899456E0
6.923540020E0,-1.604115069E-1,7.707234383E0,5.336975098E0
6.933540686E0,-2.035071403E-1,7.788637638E0,5.447108269E0
6.943541386E0,-2.011129409E-1,7.970596790E0,5.516540051E0
6.953541786E0,-6.943184882E-2,8.071153641E0,5.595548630E0
6.963542619E0,1.053448766E-1,7.913136005E0,5.698499203E0
6.973542619E0,1.628057212E-1,7.666532993E0,5.643432617E0
6.983543019E0,-6.464344263E-2,7.592312813E0,5.449502468E0
6.993542985E0,-3.136404157E-1,7.956231594E0,5.248389244E0
7.003543618E0,-1.987187415E-1,8.358457565E0,5.143044472E0
7.013543618E0,1.149216816E-1,8.401553154E0,5.102343082E0
7.023543851E0,2.825157940E-1,8.190863609E0,5.107131481E0
7.033543884E0,1.436520964E-1,8.040028572E0,5.159803867E0
7.043543817E0,-1.197100803E-2,8.126219749E0,5.313032627E0
7.053543817E0,-4.836287498E-1,7.893982410E0,4.465186119E0
7.063543850E0,-1.077390760E-1,8.157344818E0,5.729623795E0
7.073543783E0,3.375824392E-1,8.032846451E0,6.028899193E0
7.083543783E0,2.346317619E-1,8.138191223E0,6.325780392E0
7.093543783E0,8.858546615E-2,8.346486092E0,6.301837921E0
7.103543783E0,1.628057212E-1,8.602665901E0,6.064812183E0
7.113543816E0,4.692635238E-1,8.787019730E0,5.724835396E0
7.123544449E0,5.841852427E-1,8.607454300E0,5.392041683E0
7.133544449E0,3.543418646E-1,8.099884033E0,5.217264652E0
7.143544515E0,7.422025502E-2,7.989750385E0,5.315426826E0
7.153544481E0,-3.064578176E-1,8.341697693E0,5.593154430E0
7.163544447E0,-4.596867263E-1,8.576330185E0,5.803843975E0
7.173544447E0,-4.381389022E-1,8.578723907E0,6.139032364E0
7.183544480E0,-3.040636182E-1,8.451830864E0,5.992986202E0
7.193544480E0,-2.418143749E-1,8.135796547E0,5.961861610E0
7.203544446E0,-2.106897533E-1,7.932289600E0,5.811026573E0
7.213544479E0,-4.333505034E-1,7.872434616E0,5.569212437E0
7.223544512E0,-5.961562395E-1,8.071153641E0,5.377676487E0
7.233544512E0,-5.602431893E-1,8.346486092E0,5.336975098E0
7.243544478E0,-4.405331016E-1,8.466196060E0,5.427954674E0
7.253544444E0,-2.873041928E-1,8.334515572E0,5.523722649E0
7.263544477E0,-2.561795712E-1,8.073547363E0,5.528511047E0
7.273544410E0,-3.471592367E-1,7.977779388E0,5.439925671E0
7.283544376E0,-4.453215301E-1,8.162133217E0,5.411195278E0
7.293544409E0,-3.567360640E-1,8.403946877E0,5.506963253E0
7.303544442E0,-2.681505978E-1,8.482955933E0,5.638644218E0
7.313544442E0,-3.160346150E-1,8.547599792E0,5.794267178E0
7.323544375E0,-3.663128614E-1,8.602665901E0,5.858911037E0
7.333544408E0,-3.519476354E-1,8.506897926E0,5.954679012E0
7.343544441E0,-2.633621991E-1,8.183680534E0,5.971438408E0
7.353544407E0,-2.896983922E-1,7.882011414E0,5.904400826E0
7.363544440E0,-3.998316824E-1,8.035240173E0,5.856516838E0
7.373544473E0,-4.165911078E-1,8.518868446E0,5.892429829E0
7.383544439E0,-1.915361285E-1,8.724770546E0,5.973832607E0
7.393544439E0,-4.788403399E-3,8.492532730E0,5.997774601E0
7.403544405E0,-1.125274822E-1,8.224382401E0,5.875670433E0
7.413544405E0,-4.070142806E-1,8.119037628E0,5.664980412E0
7.423544438E0,-4.979939461E-1,8.162133217E0,5.590760231E0
7.433544404E0,-3.256114423E-1,8.054393768E0,5.664980412E0
7.443544370E0,-2.561795712E-1,7.922712803E0,5.763142586E0
7.453544403E0,-2.178723514E-1,7.893982410E0,5.839757442E0
7.463544403E0,-2.801215947E-1,7.951443195E0,5.837363243E0
7.473544436E0,-3.256114423E-1,8.061576843E0,5.779901981E0
7.483544402E0,-2.968810201E-1,8.092700958E0,5.724835396E0
7.493544435E0,-1.891419291E-1,7.996932983E0,5.633855820E0
7.503544468E0,-1.915361285E-1,7.884405613E0,5.511751652E0
7.513544434E0,-3.663128614E-1,7.961019993E0,5.368099689E0
7.523544434E0,-3.998316824E-1,8.207622528E0,5.399224281E0
7.533544467E0,-2.920926213E-1,8.265083313E0,5.526116848E0
7.543544467E0,-1.843535304E-1,8.214805603E0,5.662586212E0
7.553544467E0,-1.316810995E-1,7.951443195E0,5.705681801E0
7.563544433E0,-1.029506698E-1,7.733570576E0,5.660192013E0
7.573544466E0,-7.182604820E-2,7.719205379E0,5.576395035E0
7.583544499E0,-1.340752989E-1,7.987356186E0,5.540482044E0
7.593544465E0,-1.963245422E-1,8.514080048E0,5.605125427E0
7.603544465E0,-1.173158810E-1,8.806173325E0,5.688922405E0
7.613544498E0,9.576806426E-2,8.669703484E0,5.741594791E0
7.623543831E0,9.576806426E-2,8.202834129E0,5.676951408E0
7.633543097E0,-7.900865376E-2,7.843704224E0,5.473444462E0
7.643543097E0,-2.106897533E-1,7.814973831E0,5.396830082E0
7.653542463E0,-2.370259613E-1,8.231564522E0,5.506963253E0
7.663541529E0,-4.788403213E-2,8.451830864E0,5.581183434E0
7.673541529E0,1.364694983E-1,8.310573578E0,5.743988991E0
7.683541562E0,2.394201700E-3,8.190863609E0,5.743988991E0
7.693541195E0,-2.777273953E-1,8.226776123E0,5.550058842E0
7.703540528E0,-2.370259613E-1,8.238747597E0,5.480627060E0
7.713540528E0,4.788403399E-3,8.016086578E0,5.494992256E0
7.723540394E0,1.268926859E-1,7.767089367E0,5.511751652E0
7.733540427E0,7.900865376E-2,7.656956196E0,5.478232861E0
7.743541027E0,-1.939303428E-1,7.848492622E0,5.471050262E0
7.753541027E0,-4.596867263E-1,8.265083313E0,5.466261864E0
7.763541060E0,-4.596867263E-1,8.566753387E0,5.523722649E0
7.773541026E0,-2.394201756E-1,8.370428085E0,5.617096424E0
7.783541026E0,-1.939303428E-1,7.925107002E0,5.607519627E0
7.793540992E0,-3.208230138E-1,7.719205379E0,5.454290867E0
7.803540992E0,-3.303998411E-1,7.771877766E0,5.344157696E0
7.813541025E0,-2.202665508E-1,8.061576843E0,5.442319870E0
7.823540991E0,-8.858546615E-2,8.200440407E0,5.617096424E0
7.833541024E0,-1.268926859E-1,8.219594002E0,5.674557209E0
7.843541057E0,-2.202665508E-1,8.107066154E0,5.732017994E0
7.853541057E0,-4.094084799E-1,7.891588211E0,5.799055576E0
7.863541090E0,-4.213795066E-1,7.791031837E0,5.806238174E0
7.873541056E0,-2.442085743E-1,7.803002834E0,5.715258598E0
7.883541056E0,-1.915361285E-1,7.913136005E0,5.564424038E0
7.893541089E0,-1.364694983E-1,8.145373344E0,5.444714069E0
7.903541055E0,-7.661445439E-2,8.255506516E0,5.437531471E0
7.913541055E0,0.000000000E0,8.090307236E0,5.437531471E0
7.923541755E0,-8.140286058E-2,7.836521626E0,5.456685066E0
7.933542421E0,-2.873041928E-1,7.692869186E0,5.504569054E0
7.943542387E0,-4.477157295E-1,7.798214436E0,5.502174854E0
7.953543020E0,-5.123591423E-1,8.099884033E0,5.597942829E0
7.963543920E0,-4.022258818E-1,8.279448509E0,5.681739807E0
7.973543920E0,-1.867477298E-1,8.260294914E0,5.681739807E0
7.983543886E0,-1.460463107E-1,8.083124161E0,5.518934250E0
7.993544286E0,-2.466027737E-1,7.987356186E0,5.320215225E0
8.003544986E0,-1.628057212E-1,7.956231594E0,5.284302235E0
8.013544952E0,5.985504389E-2,7.716811180E0,5.284302235E0
8.023545052E0,1.819593310E-1,7.494150639E0,5.274725437E0
8.033545018E0,-9.576806799E-3,7.542034626E0,5.241206646E0
8.043544418E0,-2.561795712E-1,7.910741806E0,5.245995045E0
8.053544384E0,-4.764461517E-1,8.296208382E0,5.284302235E0
8.063544350E0,-4.118026793E-1,8.296208382E0,5.420772076E0
8.073544383E0,-2.705447972E-1,7.838915825E0,5.494992256E0
8.083544416E0,-3.519476354E-1,7.443872452E0,5.303455830E0
8.093544416E0,-6.200982332E-1,7.410353661E0,5.095160484E0
8.103544382E0,-8.188169599E-1,7.721599579E0,5.032911301E0
8.113544415E0,-6.727706790E-1,8.095095634E0,5.286696434E0
8.123544448E0,-3.423708379E-1,8.205228806E0,5.389647484E0
8.133544381E0,-3.327940404E-1,8.078335762E0,5.521328449E0
8.143544347E0,-2.657563984E-1,7.848492622E0,5.550058842E0
8.153544380E0,-4.812345505E-1,7.587524414E0,5.473444462E0
8.163544346E0,-6.033388376E-1,7.573159218E0,5.363311291E0
8.173544346E0,-6.153098345E-1,7.721599579E0,5.356128693E0
8.183544312E0,-4.955997467E-1,7.925107002E0,5.444714069E0
8.193544312E0,-3.950432837E-1,7.989750385E0,5.530905247E0
8.203544345E0,-4.118026793E-1,8.011298180E0,5.504569054E0
8.213544311E0,-5.171475410E-1,8.061576843E0,5.399224281E0
8.223544344E0,-5.626373887E-1,8.145373344E0,5.387253284E0
8.233544377E0,-4.022258818E-1,8.217199326E0,5.454290867E0
8.243544377E0,-8.858546615E-2,8.023268700E0,5.559635639E0
8.253544377E0,-1.292868853E-1,7.934683800E0,5.593154430E0
8.263544343E0,-1.771709323E-1,8.035240173E0,5.516540051E0
8.273544343E0,-2.633621991E-1,8.166921616E0,5.492598057E0
8.283544376E0,-3.878606856E-1,8.353669167E0,5.547664642E0
8.293544342E0,-4.668693244E-1,8.528446198E0,5.662586212E0
8.303544342E0,-1.987187415E-1,8.435071945E0,5.743988991E0
8.313544375E0,3.351882473E-2,8.116642952E0,5.696105003E0
8.323544375E0,9.576806426E-2,7.886799812E0,5.552453041E0
8.333544408E0,-8.140286058E-2,8.032846451E0,5.394435883E0
8.343544374E0,-1.221042871E-1,8.396764755E0,5.394435883E0
8.353544407E0,9.097966552E-2,8.521263123E0,5.538087845E0
8.363544440E0,3.327940404E-1,8.312967300E0,5.681739807E0
8.373544406E0,2.873041928E-1,7.929895401E0,5.638644218E0
8.383544406E0,-1.292868853E-1,8.013691902E0,5.411195278E0
8.393544439E0,-2.920926213E-1,8.394370079E0,5.336975098E0
8.403544439E0,-1.604115069E-1,8.540416718E0,5.432743073E0
8.413544372E0,8.379705995E-2,8.526051521E0,5.578789234E0
8.423544338E0,1.125274822E-1,8.413523674E0,5.564424038E0
8.433544371E0,7.422025502E-2,8.284236908E0,5.382464886E0
8.443544371E0,2.154781483E-2,8.174103737E0,5.255571842E0
8.453544337E0,2.633621916E-2,8.092700958E0,5.257966042E0
8.463544337E0,1.316810995E-1,8.025663376E0,5.382464886E0
8.473544403E0,1.388636976E-1,8.040028572E0,5.499780655E0
8.483544436E0,3.830722719E-2,8.257901192E0,5.562029839E0
8.493544402E0,-5.746084079E-2,8.542811394E0,5.626673222E0
8.503544368E0,-1.508347094E-1,8.597877502E0,5.681739807E0
8.513544401E0,-2.154781520E-1,8.482955933E0,5.715258598E0
8.523544367E0,-3.136404157E-1,8.363245964E0,5.748777390E0
8.533544333E0,-3.926490843E-1,8.384793282E0,5.779901981E0
8.543544333E0,-3.016694188E-1,8.502109528E0,5.794267178E0
8.553544399E0,-2.082955539E-1,8.629002571E0,5.887641430E0
8.563544432E0,-1.987187415E-1,8.643367767E0,5.995380402E0
8.573544398E0,-2.920926213E-1,8.609848976E0,6.062417984E0
8.583544431E0,-5.195417404E-1,8.741529465E0,6.045658588E0
8.593544464E0,-4.285621047E-1,8.911518097E0,5.995380402E0
8.603544430E0,-4.309562966E-2,8.566753387E0,6.009745598E0
8.613544430E0,1.388636976E-1,8.142979622E0,6.028899193E0
8.623543763E0,-5.746084079E-2,8.166921616E0,5.906795025E0
8.633543096E0,-2.513911724E-1,8.482955933E0,5.844545841E0
8.643542529E0,-2.346317619E-1,8.753500938E0,5.933131218E0
8.653541629E0,-5.985504389E-2,8.743924141E0,6.002563000E0
8.663540762E0,-1.915361360E-2,8.365639687E0,5.937919617E0
8.673540128E0,-2.059013397E-1,8.008903503E0,5.631461620E0
8.683540094E0,-4.357447028E-1,7.975385189E0,5.430348873E0
8.693540060E0,-4.094084799E-1,8.171710014E0,5.406406879E0
8.703540060E0,-1.628057212E-1,8.324938774E0,5.514145851E0
8.713540093E0,5.506663769E-2,8.286631584E0,5.621884823E0
8.723539726E0,-3.830722719E-2,8.233959198E0,5.571606636E0
8.733539692E0,-1.604115069E-1,8.241141319E0,5.478232861E0
8.743539725E0,-1.843535304E-1,8.159738541E0,5.372888088E0
8.753539791E0,-1.508347094E-1,7.925107002E0,5.404012680E0
8.763539791E0,-1.340752989E-1,7.728782177E0,5.439925671E0
8.773539724E0,-2.609679997E-1,7.750329971E0,5.454290867E0
8.783539690E0,-2.418143749E-1,7.848492622E0,5.490203857E0
8.793539723E0,-1.963245422E-1,7.915530205E0,5.432743073E0
