"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.653389690E-1,-4.903624535E0,7.477391243E0,2.762908697E0
5.753389690E-1,-3.890577793E0,6.656179905E0,3.469198227E0
5.853389690E-1,-3.004723072E0,6.016928196E0,4.077325344E0
5.953389690E-1,-2.822763920E0,5.605125427E0,5.061641693E0
6.053389690E-1,-2.858676910E0,5.190928459E0,5.585971832E0
6.153389690E-1,-2.719813108E0,4.637568474E0,5.755959988E0
6.253389690E-1,-2.521094322E0,4.132391930E0,5.808632374E0
6.353389690E-1,-2.171540976E0,3.629609823E0,5.600337029E0
6.453389690E-1,-1.520318031E0,3.272873640E0,5.236418247E0
6.553389690E-1,-7.757213712E-1,2.770091295E0,4.771644115E0
6.653389690E-1,-2.394201756E-1,2.123656988E0,3.754108191E0
6.753382690E-1,9.576806426E-2,1.673547029E0,3.112462282E0
6.853374020E-1,7.757213712E-1,1.503558636E0,2.760514498E0
6.953369020E-1,2.025494576E0,1.958456993E0,3.991134167E0
7.053364020E-1,2.877830505E0,2.511517525E0,4.611232281E0
7.153359020E-1,3.986345768E0,2.782062292E0,4.625597477E0
7.253354350E-1,5.597942829E0,2.501940727E0,3.916913986E0
7.353349350E-1,7.166144848E0,1.977610588E0,1.977610588E0
7.453349010E-1,8.205228806E0,1.697489023E0,3.734954596E-1
7.553348670E-1,9.320926666E0,1.649604917E0,-8.930372596E-1
7.653349000E-1,1.064492035E1,1.357512355E0,-1.297657371E0
7.753349000E-1,1.142064095E1,1.209071875E0,-1.175553083E0
7.853348660E-1,1.152598667E1,1.312022567E0,-6.057330370E-1
7.953348990E-1,1.137515163E1,1.489193439E0,1.532289088E-1
8.053348990E-1,1.114291382E1,1.572990537E0,8.475474119E-1
8.153348650E-1,1.096813679E1,1.474828243E0,1.556231141E0
8.253348310E-1,1.108305931E1,1.261744261E0,2.298433542E0
8.353347970E-1,1.137515163E1,1.024718285E0,2.985569477E0
8.453347630E-1,1.149246788E1,8.738836050E-1,3.490746021E0
8.553347630E-1,1.145176601E1,7.541735172E-1,3.928884983E0
8.653347290E-1,1.152838039E1,5.817909837E-1,4.455609322E0
8.753347290E-1,1.209820080E1,1.867477298E-1,5.392041683E0
8.853347290E-1,1.243817711E1,-2.394201756E-1,6.151003361E0
8.953346950E-1,1.243099403E1,-5.722141862E-1,6.526893139E0
9.053346950E-1,1.229691887E1,-8.212111592E-1,6.625055313E0
9.153346610E-1,1.205031681E1,-1.098938584E0,6.421548367E0
9.253346610E-1,1.149246788E1,-1.316810966E0,5.911583424E0
9.353346610E-1,1.073829365E1,-1.422155857E0,5.413589478E0
9.453346270E-1,9.107842445E0,-1.350329757E0,4.946720123E0
9.553346270E-1,8.037634850E0,-1.450886250E0,5.152621269E0
9.653346270E-1,1.009185982E1,-2.669534922E0,9.854833603E0
9.753346270E-1,1.029776096E1,-3.632004023E0,1.048690319E1
9.853354930E-1,9.641749382E0,-4.326322556E0,8.858845711E0
9.953352930E-1,9.273042679E0,-4.985027313E0,7.762300968E0
1.005335126E0,9.012074471E0,-5.334580898E0,7.099107265E0
1.015336592E0,8.154950142E0,-3.181894064E0,2.082297134E1
1.025336358E0,5.483021259E0,-3.375824451E0,1.902971458E1
1.035336858E0,9.601048470E0,-6.560112834E-1,2.486947060E1
1.045336224E0,8.696040154E0,-6.703764796E-1,2.089240265E1
1.350941423E0,-6.129156351E-1,7.819762230E0,5.061641693E0
1.360942423E0,-7.757213712E-1,8.183680534E0,4.953902721E0
1.370941423E0,-6.512228847E-1,8.401553154E0,4.975450516E0
1.380941423E0,-3.327940404E-1,8.250718117E0,5.083189487E0
1.390941423E0,-1.651999205E-1,7.963414192E0,5.190928459E0
1.400941173E0,-1.867477298E-1,7.714416981E0,5.195716858E0
1.410941173E0,-4.716577232E-1,7.901165009E0,5.188534260E0
1.420941173E0,-5.961562395E-1,8.171710014E0,5.193322659E0
1.430941173E0,-6.129156351E-1,8.372822762E0,5.243600845E0
1.440941048E0,-4.237737060E-1,8.332120895E0,5.301061630E0
1.450940936E0,-2.681505978E-1,8.121431351E0,5.267542839E0
1.460940936E0,-3.208230138E-1,8.056788445E0,5.188534260E0
1.470940936E0,-3.160346150E-1,8.095095634E0,5.183745861E0
1.480940852E0,-2.537853718E-1,8.073547363E0,5.257966042E0
1.490940852E0,-2.849099934E-1,7.984961987E0,5.341763496E0
1.500940852E0,-4.572925270E-1,8.063970566E0,5.301061630E0
1.510940785E0,-6.607996821E-1,8.437465668E0,5.164592266E0
1.520940722E0,-5.602431893E-1,8.684068680E0,5.140650272E0
1.530940663E0,-2.657563984E-1,8.473379135E0,5.198111057E0
1.540940663E0,2.394201607E-2,7.963414192E0,5.234024048E0
1.550940610E0,-7.422025502E-2,7.712022781E0,5.243600845E0
1.560940560E0,-4.070142806E-1,7.867646217E0,5.064035892E0
1.570940560E0,-6.488286853E-1,8.250718117E0,5.092766285E0
1.580940560E0,-6.177040339E-1,8.595483780E0,5.126285076E0
1.590940516E0,-5.363011956E-1,8.674491882E0,5.195716858E0
1.600940474E0,-4.237737060E-1,8.482955933E0,5.174169064E0
1.610940514E0,-3.830722570E-1,8.310573578E0,5.083189487E0
1.620939744E0,-3.280056417E-1,8.217199326E0,5.025728703E0
1.630938966E0,-2.777273953E-1,8.032846451E0,5.087977886E0
1.640938966E0,-1.891419291E-1,7.905953407E0,5.152621269E0
1.650938276E0,-2.849099934E-1,7.898770809E0,5.104737282E0
1.660937376E0,-6.272808313E-1,8.315361977E0,5.174169064E0
1.670936709E0,-6.512228847E-1,8.784625053E0,5.399224281E0
1.680936009E0,-2.657563984E-1,8.662521362E0,5.636250019E0
1.690935875E0,-3.591302410E-2,8.131008148E0,5.614702225E0
1.700935941E0,-1.987187415E-1,7.549217224E0,5.399224281E0
1.710935941E0,-5.578489900E-1,7.649773598E0,5.214870453E0
1.720935707E0,-7.254431248E-1,8.257901192E0,5.080795288E0
1.730935707E0,-6.344634295E-1,8.832509041E0,5.116708279E0
1.740935707E0,-2.059013397E-1,8.842085838E0,5.389647484E0
1.750935707E0,4.788403399E-3,8.552388191E0,5.552453041E0
1.760935673E0,-1.053448766E-1,8.511686325E0,5.423166275E0
1.770935673E0,-2.825157940E-1,8.526051521E0,5.298667431E0
1.780935706E0,-3.495534360E-1,8.396764755E0,5.193322659E0
1.790935672E0,-4.429273009E-1,8.384793282E0,5.329792023E0
1.800935672E0,-5.003881454E-1,8.566753387E0,5.547664642E0
1.810935705E0,-4.548983276E-1,8.832509041E0,5.753565788E0
1.820935705E0,-2.825157940E-1,8.913911819E0,5.758354187E0
1.830935738E0,-8.140286058E-2,8.583512306E0,5.758354187E0
1.840935704E0,-4.309562966E-2,8.049605370E0,5.794267178E0
1.850935737E0,-2.753331959E-1,7.800608635E0,5.629067421E0
1.860935770E0,-5.698199868E-1,8.193257332E0,5.325003624E0
1.870935736E0,-4.716577232E-1,8.820538521E0,5.176563263E0
1.880935736E0,-1.987187415E-1,8.813355446E0,5.195716858E0
1.890935769E0,-1.604115069E-1,8.334515572E0,5.253177643E0
1.900935769E0,-4.261679053E-1,8.080730438E0,5.178957462E0
1.910935702E0,-7.278373241E-1,8.243535995E0,5.131073475E0
1.920936335E0,-5.937620401E-1,8.478167534E0,5.320215225E0
1.930937068E0,-2.082955539E-1,8.279448509E0,5.518934250E0
1.940937034E0,-1.771709323E-1,7.893982410E0,5.456685066E0
1.950937667E0,-5.530605912E-1,7.819762230E0,5.171774864E0
1.960938567E0,-8.858546019E-1,8.195652008E0,4.920383930E0
1.970939267E0,-6.224924326E-1,8.494926453E0,4.951508522E0
1.980939933E0,-1.173158810E-1,8.212410927E0,5.202899456E0
1.990940033E0,7.182604820E-2,7.561188221E0,5.365705490E0
2.000939966E0,-3.136404157E-1,7.340921879E0,5.310638428E0
2.010939966E0,-7.781155705E-1,7.783848763E0,5.202899456E0
2.020940166E0,-9.385270476E-1,8.494926453E0,5.248389244E0
2.030940132E0,-6.799532771E-1,9.007286072E0,5.365705490E0
2.040940165E0,-2.657563984E-1,8.899546623E0,5.425560474E0
2.050940165E0,-1.939303428E-1,8.353669167E0,5.392041683E0
2.060940165E0,-2.753331959E-1,8.028057098E0,5.269937038E0
2.070940131E0,-2.250549644E-1,7.893982410E0,5.257966042E0
2.080940164E0,-7.422025502E-2,7.807791233E0,5.377676487E0
2.090940197E0,-1.292868853E-1,7.846098423E0,5.492598057E0
2.100940163E0,-3.471592367E-1,8.109460831E0,5.485415459E0
2.110940196E0,-5.291185975E-1,8.444648743E0,5.466261864E0
2.120940229E0,-4.333505034E-1,8.480561256E0,5.430348873E0
2.130940195E0,-2.825157940E-1,8.224382401E0,5.404012680E0
2.140940195E0,-2.011129409E-1,7.915530205E0,5.298667431E0
2.150940161E0,-2.226607651E-1,7.642591000E0,5.140650272E0
2.160940161E0,-4.046200812E-1,7.618649006E0,4.982633114E0
2.170940194E0,-6.081272364E-1,7.989750385E0,4.886565685E0
2.180940160E0,-6.296750307E-1,8.291419983E0,4.903624535E0
2.190940160E0,-4.644751251E-1,8.456619263E0,5.040093899E0
2.200940193E0,-3.184288144E-1,8.324938774E0,5.217264652E0
2.210940193E0,-2.849099934E-1,7.999327183E0,5.286696434E0
2.220940226E0,-3.830722570E-1,7.824550629E0,5.289090633E0
2.230940159E0,-5.770025849E-1,7.896376610E0,5.296273232E0
2.240940192E0,-6.200982332E-1,8.104672432E0,5.389647484E0
2.250940225E0,-4.908113480E-1,8.289025307E0,5.502174854E0
2.260940191E0,-3.830722570E-1,8.370428085E0,5.600337029E0
2.270940157E0,-4.572925270E-1,8.461407661E0,5.559635639E0
2.280940157E0,-2.968810201E-1,8.451830864E0,5.545270443E0
2.290940190E0,7.182604820E-2,7.970596790E0,5.521328449E0
2.300940190E0,5.506663769E-2,7.577947617E0,5.404012680E0
2.310940156E0,-2.849099934E-1,7.700051785E0,5.152621269E0
2.320940189E0,-4.908113480E-1,8.243535995E0,4.980238914E0
2.330940222E0,-3.974374831E-1,8.763077736E0,4.922778130E0
2.340940188E0,-1.053448766E-1,8.767866135E0,5.035305500E0
2.350940188E0,-2.633621916E-2,8.475772858E0,5.178957462E0
2.360940254E0,-1.173158810E-1,8.250718117E0,5.250783443E0
2.370940287E0,-1.819593310E-1,8.078335762E0,5.255571842E0
2.380940220E0,-1.699883193E-1,8.001721382E0,5.248389244E0
2.390940186E0,-1.675941199E-1,7.953837395E0,5.303455830E0
2.400940219E0,-2.250549644E-1,8.023268700E0,5.334580898E0
2.410940152E0,-3.663128614E-1,8.360851288E0,5.344157696E0
2.420940118E0,-3.447650373E-1,8.784625053E0,5.341763496E0
2.430940118E0,-5.985504389E-2,8.858845711E0,5.526116848E0
2.440940151E0,7.900865376E-2,8.581118584E0,5.708076000E0
2.450940184E0,-1.388636976E-1,8.231564522E0,5.720046997E0
2.460940150E0,-5.506663918E-1,8.315361977E0,5.650615215E0
2.470940183E0,-6.296750307E-1,8.705616951E0,5.626673222E0
2.480940216E0,-5.434837937E-1,9.069535255E0,5.732017994E0
2.490940216E0,-3.543418646E-1,9.275436401E0,5.923554420E0
2.500940182E0,-1.292868853E-1,9.088688850E0,5.988197803E0
2.510940182E0,-2.873042040E-2,8.710405350E0,5.882853031E0
2.520940182E0,-2.059013397E-1,8.401553154E0,5.748777390E0
2.530940215E0,-2.346317619E-1,8.391976357E0,5.782296181E0
2.540940181E0,-2.394201756E-1,8.461407661E0,5.803843975E0
2.550940181E0,-3.543418646E-1,8.667309761E0,5.868487835E0
2.560940214E0,-3.208230138E-1,8.679280281E0,5.878064632E0
2.570940214E0,-2.489969730E-1,8.372822762E0,5.818209171E0
2.580940247E0,-2.394201756E-1,8.116642952E0,5.660192013E0
2.590940213E0,-2.873041928E-1,7.915530205E0,5.382464886E0
2.600940246E0,-3.136404157E-1,7.884405613E0,5.200505257E0
2.610940279E0,-3.902548850E-1,7.891588211E0,5.087977886E0
2.620939879E0,-4.548983276E-1,7.925107002E0,5.023334503E0
2.630939179E0,-4.764461517E-1,7.994538784E0,4.915595531E0
2.640939212E0,-5.434837937E-1,8.140584946E0,4.824316502E0
2.650938578E0,-3.567360640E-1,8.068758965E0,4.968267918E0
2.660937644E0,-1.053448766E-1,7.594707012E0,5.059247494E0
2.670936744E0,-1.675941199E-1,7.075165272E0,5.020940304E0
2.680936810E0,-3.711012602E-1,6.974608898E0,4.937143326E0
2.690936143E0,-6.631938815E-1,7.285854816E0,4.949114323E0
2.700935443E0,-6.536170840E-1,7.716811180E0,5.025728703E0
2.710935443E0,-4.836287498E-1,8.090307236E0,5.248389244E0
2.720935509E0,-2.394201756E-1,8.063970566E0,5.363311291E0
2.730935575E0,-9.337386489E-2,7.733570576E0,5.241206646E0
2.740935541E0,-2.489969730E-1,7.551611423E0,5.049670696E0
2.750935507E0,-5.770025849E-1,7.616254807E0,4.917989731E0
2.760935540E0,-7.374141216E-1,7.867646217E0,4.939537525E0
2.770935473E0,-7.158663273E-1,8.164526939E0,5.174169064E0
2.780935439E0,-5.770025849E-1,8.370428085E0,5.449502468E0
2.790935405E0,-6.033388376E-1,8.614637375E0,5.902006626E0
2.800935438E0,-5.171475410E-1,8.655338287E0,6.060023785E0
2.810935471E0,-5.315127969E-1,8.518868446E0,6.287472725E0
2.820935437E0,-6.536170840E-1,8.399158478E0,6.404788971E0
2.830935470E0,-7.709329724E-1,8.363245964E0,6.364087582E0
2.840935503E0,-7.781155705E-1,8.370428085E0,6.177339554E0
2.850935469E0,-8.810662031E-1,8.506897926E0,6.316203594E0
2.860935469E0,-9.050082564E-1,8.652944565E0,6.483797550E0
2.870935469E0,-7.517793179E-1,8.638579369E0,6.500556946E0
2.880935469E0,-5.626373887E-1,8.581118584E0,6.390423775E0
2.890935535E0,-5.937620401E-1,8.528446198E0,6.182127953E0
2.900935501E0,-6.129156351E-1,8.332120895E0,5.945102215E0
2.910935501E0,-6.775590777E-1,8.107066154E0,5.755959988E0
2.920935934E0,-7.996633649E-1,8.169315338E0,5.732017994E0
2.930936634E0,-7.086837292E-1,8.346486092E0,5.799055576E0
2.940936600E0,-5.865794420E-1,8.229170799E0,5.947496414E0
2.950937233E0,-6.751648784E-1,7.932289600E0,6.100725174E0
2.960938133E0,-8.978256583E-1,7.882011414E0,6.031293392E0
2.970939033E0,-1.060631394E0,8.008903503E0,5.954679012E0
2.980938966E0,-1.000776291E0,8.059182167E0,6.033687592E0
2.990939666E0,-7.613561153E-1,8.078335762E0,6.167762756E0
3.000940366E0,-7.422025204E-1,8.147768021E0,6.251559734E0
3.010940366E0,-9.002198577E-1,8.308178902E0,6.292261124E0
3.020940299E0,-1.000776291E0,8.329727173E0,6.325780392E0
3.030940232E0,-9.289502501E-1,8.169315338E0,6.340145588E0
3.040940265E0,-8.762778044E-1,7.846098423E0,6.457461357E0
3.050940265E0,-1.046266198E0,7.539640427E0,6.591536522E0
3.060940231E0,-1.297657371E0,7.520486832E0,6.562806129E0
3.070940264E0,-1.403002143E0,7.606678009E0,6.474220753E0
3.080940297E0,-1.400607944E0,7.762300968E0,6.390423775E0
3.090940297E0,-1.060631394E0,7.700051785E0,6.299443722E0
3.100940263E0,-6.631938815E-1,7.283460617E0,6.189310551E0
3.110940296E0,-5.243301988E-1,6.816591740E0,5.732017994E0
3.120940329E0,-6.823474765E-1,6.732794285E0,5.344157696E0
3.130940262E0,-8.738836050E-1,7.044040680E0,5.147832870E0
3.140940228E0,-8.595184088E-1,7.422324657E0,5.293879032E0
3.153544652E0,-8.259995580E-1,7.637802601E0,5.686528206E0
3.163544618E0,-8.834604025E-1,7.678503990E0,5.937919617E0
3.173544618E0,-1.007958889E0,7.695263386E0,6.091148376E0
3.183544584E0,-9.983820915E-1,7.594707012E0,6.052841187E0
3.193544550E0,-8.786720037E-1,7.367258072E0,6.069600582E0
3.203544583E0,-8.164227605E-1,7.197269440E0,6.141426563E0
3.213544549E0,-8.643068075E-1,7.254730225E0,6.095936775E0
3.223544515E0,-9.097966552E-1,7.563582420E0,6.081571579E0
3.233544481E0,-7.685387731E-1,7.846098423E0,6.117484570E0
3.243544514E0,-5.985504389E-1,7.913136005E0,6.218040943E0
3.253544547E0,-3.902548850E-1,7.668927193E0,6.383241177E0
3.263544513E0,-3.854664862E-1,7.278672218E0,6.392817974E0
3.273544546E0,-6.823474765E-1,7.048829079E0,6.189310551E0
3.283544579E0,-9.026140571E-1,7.156568050E0,5.952284813E0
3.293544545E0,-8.858546019E-1,7.465420246E0,5.779901981E0
3.303544511E0,-7.661445141E-1,7.814973831E0,5.767930984E0
3.313544511E0,-4.860229492E-1,7.968202591E0,5.911583424E0
3.323544544E0,-2.705447972E-1,7.903559208E0,5.959467411E0
3.333544577E0,-1.987187415E-1,7.757512569E0,5.794267178E0
3.343544543E0,-2.705447972E-1,7.573159218E0,5.641038418E0
3.353544576E0,-5.171475410E-1,7.630620003E0,5.559635639E0
3.363544609E0,-6.871358752E-1,7.898770809E0,5.612308025E0
3.373544575E0,-6.584054828E-1,8.210017204E0,5.727229595E0
3.383544541E0,-5.602431893E-1,8.399158478E0,5.799055576E0
3.393544574E0,-4.596867263E-1,8.463802338E0,5.851728439E0
3.403544607E0,-3.687070608E-1,8.300996780E0,5.765536785E0
3.413544540E0,-2.154781520E-1,7.972990990E0,5.710470200E0
3.423544540E0,-3.112462163E-1,7.891588211E0,5.614702225E0
3.433544573E0,-4.070142806E-1,8.025663376E0,5.485415459E0
3.443544573E0,-5.386953950E-1,8.162133217E0,5.411195278E0
3.453544539E0,-3.615244627E-1,8.090307236E0,5.329792023E0
3.463544539E0,-2.561795712E-1,7.965808392E0,5.253177643E0
3.473544605E0,-2.609679997E-1,7.793426037E0,5.236418247E0
3.483544638E0,-2.992752194E-1,7.659350395E0,5.219658852E0
3.493544604E0,-5.099649429E-1,7.690474987E0,5.210082054E0
3.503544570E0,-6.009446383E-1,7.814973831E0,5.238812447E0
3.513544603E0,-5.434837937E-1,7.841310024E0,5.492598057E0
3.523544569E0,-4.788403511E-1,7.903559208E0,5.698499203E0
3.533544569E0,-3.208230138E-1,7.937077999E0,5.837363243E0
3.543544535E0,-1.053448766E-1,7.862857819E0,5.928342819E0
3.553544535E0,1.029506698E-1,7.587524414E0,6.000168800E0
3.563544568E0,9.576806799E-3,7.388805866E0,5.870882034E0
3.573544501E0,-2.825157940E-1,7.407959461E0,5.492598057E0
3.583544534E0,-5.817909837E-1,7.585130215E0,5.171774864E0
3.593544567E0,-5.913678408E-1,7.769483566E0,4.884171486E0
3.603544567E0,-5.602431893E-1,7.949048996E0,4.855441093E0
3.613544600E0,-3.208230138E-1,8.056788445E0,5.042488098E0
3.623543900E0,1.197100803E-2,8.056788445E0,5.269937038E0
3.633543233E0,3.711012602E-1,8.078335762E0,5.341763496E0
3.643542399E0,4.285621047E-1,8.190863609E0,5.286696434E0
3.653541699E0,3.208230138E-1,8.511686325E0,5.250783443E0
3.663541732E0,3.303998411E-1,8.889969826E0,5.332186222E0
3.673540898E0,6.081272364E-1,9.184456825E0,5.456685066E0
3.683540764E0,8.978256583E-1,9.361627579E0,5.411195278E0
3.693540730E0,1.000776291E0,9.395146370E0,5.224447250E0
3.703540696E0,1.132457376E0,9.234735489E0,5.008969307E0
3.713540362E0,1.266532660E0,8.976161003E0,4.845864296E0
3.723539662E0,1.158793569E0,8.789413452E0,4.766855717E0
3.733539628E0,9.792284966E-1,8.787019730E0,4.831499100E0
3.743539661E0,8.499416113E-1,8.997709274E0,4.886565685E0
3.753539727E0,8.547300100E-1,9.246706009E0,5.107131481E0
3.763539727E0,9.744400978E-1,9.244312286E0,5.140650272E0
3.773539660E0,1.149216771E0,9.002497673E0,5.090372086E0
3.783539626E0,1.221042871E0,8.626607895E0,4.800374508E0
3.793539659E0,9.792284966E-1,8.399158478E0,4.572925091E0
3.803539659E0,7.230489254E-1,8.490138054E0,4.544194698E0
3.813539625E0,6.560112834E-1,8.877999306E0,4.709394932E0
3.823539691E0,8.762778044E-1,9.158121109E0,4.985027313E0
3.833539724E0,1.149216771E0,9.155726433E0,5.107131481E0
3.843539724E0,1.331176162E0,8.827720642E0,5.011363506E0
3.853539690E0,1.101332784E0,8.377611160E0,4.819528103E0
3.863539723E0,8.499416113E-1,8.219594002E0,4.709394932E0
3.873539756E0,6.751648784E-1,8.444648743E0,4.606443882E0
3.883539689E0,7.709329724E-1,8.803778648E0,4.568136692E0
3.893539655E0,1.012747288E0,9.004891396E0,4.508281708E0
3.903539688E0,1.048660398E0,8.992920876E0,4.412513733E0
3.913539654E0,1.307234168E0,8.736741066E0,4.177882195E0
3.923540320E0,1.369483352E0,8.456619263E0,4.034229755E0
3.933540953E0,1.266532660E0,8.121431351E0,2.686294317E0
3.943541819E0,1.302445769E0,8.202834129E0,3.545812607E0
3.953542519E0,1.592144132E0,8.202834129E0,4.108449936E0
3.963542452E0,1.352723956E0,8.317755699E0,4.350264549E0
3.973543318E0,1.031900883E0,8.482955933E0,4.280832767E0
3.983543451E0,1.134851575E0,8.717587471E0,4.338293552E0
3.993543484E0,1.438915253E0,8.887576103E0,4.357447147E0
4.003543517E0,1.704671621E0,8.700828552E0,4.125209332E0
4.013543850E0,1.936909199E0,8.363245964E0,4.309563160E0
4.023544550E0,1.754949808E0,8.303390503E0,4.659116745E0
4.033544583E0,1.151610970E0,8.485349655E0,4.759673119E0
4.043544549E0,7.613561153E-1,8.775048256E0,4.757278919E0
4.053544482E0,9.768342972E-1,8.798990250E0,4.685452938E0
4.063544482E0,1.091755986E0,8.796596527E0,4.819528103E0
4.073544515E0,1.417367458E0,8.569147110E0,5.056853294E0
4.083544548E0,1.242590666E0,8.418312073E0,4.996998310E0
4.093544514E0,7.661445141E-1,8.413523674E0,4.752490520E0
4.103544547E0,4.620809257E-1,8.571541786E0,4.659116745E0
4.113544580E0,5.458779931E-1,8.554781914E0,4.448426723E0
4.123544513E0,6.272808313E-1,8.459013939E0,4.419696331E0
4.133544479E0,6.200982332E-1,8.300996780E0,4.647145271E0
4.143544479E0,3.663128614E-1,8.102277756E0,4.915595531E0
4.153544512E0,-1.125274822E-1,7.903559208E0,5.061641693E0
4.163544445E0,-5.530605912E-1,7.831733227E0,5.064035892E0
4.173544445E0,-9.504981041E-1,7.992144585E0,5.159803867E0
4.183544511E0,-1.012747288E0,8.221987724E0,5.346551895E0
4.193544511E0,-8.283938169E-1,8.293813705E0,5.700893402E0
4.203544477E0,-6.272808313E-1,8.289025307E0,5.949890614E0
4.213544477E0,-4.429273009E-1,8.171710014E0,6.215646744E0
4.223544543E0,-4.836287498E-1,8.075942039E0,6.215646744E0
4.233544576E0,-4.381389022E-1,7.913136005E0,6.237194538E0
4.243544542E0,-5.626373887E-1,7.867646217E0,6.232406139E0
4.253544508E0,-7.661445141E-1,8.011298180E0,6.208464146E0
4.263544541E0,-7.326257229E-1,8.190863609E0,6.088754177E0
4.273544507E0,-6.607996821E-1,8.372822762E0,5.839757442E0
4.283544507E0,-5.722141862E-1,8.482955933E0,5.545270443E0
4.293544473E0,-3.926490843E-1,8.451830864E0,5.463867664E0
4.303544473E0,-1.292868853E-1,8.224382401E0,5.538087845E0
4.313544506E0,0.000000000E0,7.882011414E0,5.679345608E0
4.323544472E0,-2.082955539E-1,7.865252018E0,5.669768810E0
4.333544505E0,-6.416460276E-1,8.360851288E0,5.619490623E0
4.343544538E0,-7.326257229E-1,8.830115318E0,5.612308025E0
4.353544538E0,-5.243301988E-1,8.885181427E0,5.803843975E0
4.363544571E0,-1.963245422E-1,8.528446198E0,5.981015205E0
4.373544537E0,1.915361360E-2,7.937077999E0,6.028899193E0
4.383544537E0,-1.532289088E-1,7.690474987E0,5.784690380E0
4.393544603E0,-6.560112834E-1,8.097489357E0,5.514145851E0
4.403544569E0,-8.188169599E-1,8.559570312E0,5.447108269E0
4.413544569E0,-5.123591423E-1,8.660126686E0,5.614702225E0
4.423544602E0,-1.867477298E-1,8.329727173E0,5.734412193E0
4.433544602E0,-7.661445439E-2,7.841310024E0,5.655403614E0
4.443544602E0,-2.202665508E-1,7.640196800E0,5.478232861E0
4.453544568E0,-4.189853072E-1,7.688080788E0,5.363311291E0
4.463544601E0,-4.836287498E-1,7.824550629E0,5.399224281E0
4.473544601E0,-4.860229492E-1,8.006509781E0,5.394435883E0
4.483544534E0,-4.405331016E-1,8.028057098E0,5.346551895E0
4.493544567E0,-4.237737060E-1,7.934683800E0,5.274725437E0
4.503544600E0,-4.022258818E-1,7.877223015E0,5.250783443E0
4.513544600E0,-3.998316824E-1,7.774271965E0,5.317821026E0
4.523544533E0,-4.812345505E-1,7.712022781E0,5.356128693E0
4.533544499E0,-6.105214357E-1,7.800608635E0,5.435137272E0
4.543544532E0,-6.224924326E-1,7.984961987E0,5.487809658E0
4.553544532E0,-4.932055473E-1,8.147768021E0,5.554847240E0
4.563544498E0,-4.165911078E-1,8.336909294E0,5.614702225E0
4.573544531E0,-3.998316824E-1,8.549993515E0,5.660192013E0
4.583544564E0,-2.801215947E-1,8.600272179E0,5.674557209E0
4.593544564E0,-4.070143029E-2,8.336909294E0,5.734412193E0
4.603544530E0,2.154781483E-2,7.972990990E0,5.777507782E0
4.613544563E0,-3.016694188E-1,7.817368031E0,5.684134007E0
4.623543929E0,-6.320692301E-1,8.085518837E0,5.643432617E0
4.633543195E0,-8.858546019E-1,8.674491882E0,5.784690380E0
4.643542295E0,-7.900865674E-1,8.935460091E0,6.052841187E0
4.653541661E0,-3.806780577E-1,8.624214172E0,6.361693382E0
