"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.793539659E0,1.446223408E-1,3.199406713E-2,1.169043332E-1
3.803539659E0,1.104138941E-1,1.205695271E-1,1.333976984E-1
3.813539625E0,8.536841720E-2,1.651626974E-1,1.584431678E-1
3.823539691E0,8.170322329E-2,1.608866304E-1,1.688278764E-1
3.833539724E0,1.018617824E-1,1.181260645E-1,1.492801905E-1
3.843539724E0,1.403462887E-1,5.337435007E-2,1.101848185E-1
3.853539690E0,1.647808999E-1,-1.015563495E-2,6.742425263E-2
3.863539723E0,1.886046380E-1,-8.529205620E-2,4.970915988E-2
3.873539756E0,1.989893466E-1,-1.140027270E-1,6.620252132E-2
3.883539689E0,1.989893466E-1,-1.329395473E-1,8.391761035E-2
3.893539655E0,1.934915632E-1,-1.476003081E-1,8.391761035E-2
3.903539688E0,1.855503172E-1,-1.439351290E-1,6.253732741E-2
3.913539654E0,1.672243625E-1,-1.323286891E-1,4.237877578E-2
3.923540320E0,1.324050426E-1,-1.048397496E-1,1.855503209E-2
3.933540953E0,7.803803682E-2,-6.452263892E-2,2.061670180E-3
3.943541819E0,-8.078692853E-2,-5.963572115E-2,1.183551457E-2
3.953542519E0,-1.980730593E-1,1.327868253E-1,1.183551457E-2
3.963542452E0,-2.157881409E-1,1.865429729E-1,-1.259909570E-2
3.973543318E0,-2.176207453E-1,2.048689276E-1,-1.198823005E-2
3.983543451E0,-2.145664245E-1,2.378556579E-1,4.505131394E-3
3.993543484E0,-2.011273801E-1,2.934443951E-1,-1.443169173E-2
4.003543517E0,-1.846340150E-1,3.056617081E-1,-5.352706835E-2
4.013543850E0,-1.901318133E-1,3.160464168E-1,-1.201113760E-1
4.023544550E0,-1.846340150E-1,3.759112060E-1,-1.940260679E-1
4.033544583E0,-1.540907621E-1,4.528802335E-1,-2.508365512E-1
4.043544549E0,-1.278235465E-1,4.870886803E-1,-2.520582676E-1
4.053544482E0,-1.357648075E-1,4.767039716E-1,-2.343431860E-1
4.063544482E0,-1.711949855E-1,4.632649422E-1,-2.477822155E-1
4.073544515E0,-1.962404549E-1,4.980842471E-1,-2.948188484E-1
4.083544548E0,-2.194533348E-1,5.530621409E-1,-3.589596748E-1
4.093544514E0,-2.646573782E-1,6.062073708E-1,-3.998876512E-1
4.103544547E0,-3.373503387E-1,6.648504734E-1,-3.992767930E-1
4.113544580E0,-4.277583957E-1,7.186065912E-1,-3.748421967E-1
4.123544513E0,-5.352706909E-1,7.509824634E-1,-3.546836376E-1
4.133544479E0,-6.788240075E-1,8.554404378E-1,-3.467423916E-1
4.143544479E0,-7.325801253E-1,9.189704061E-1,-3.400228620E-1
4.153544512E0,-7.600690722E-1,9.653961658E-1,-3.033709526E-1
4.163544445E0,-7.747298479E-1,9.837220907E-1,-2.318997234E-1
4.173544445E0,-7.845036983E-1,9.983828664E-1,-1.396590620E-1
4.183544511E0,-7.826710939E-1,1.028926134E0,-4.680754989E-2
4.193544511E0,-7.619016767E-1,1.058247685E0,1.244637929E-2
4.203544477E0,-7.191411257E-1,1.060080290E0,3.016147204E-2
4.213544477E0,-6.513350606E-1,1.026482701E0,1.427897532E-2
4.223544543E0,-5.181664228E-1,8.664360046E-1,-3.825543448E-2
4.233544576E0,-4.161519408E-1,7.124979496E-1,-6.391177326E-2
4.243544542E0,-3.074179292E-1,5.518403649E-1,-7.490734756E-2
4.253544508E0,-1.968513280E-1,3.850741684E-1,-6.146831438E-2
4.263544541E0,-8.994990587E-2,2.067015320E-1,-2.970332280E-2
4.273544507E0,1.679879380E-3,2.466368489E-2,-4.657847341E-3
4.283544507E0,7.131851465E-2,-1.286634952E-1,-2.825251780E-3
4.293544473E0,1.055269688E-1,-2.257910669E-1,-1.687515154E-2
4.303544473E0,1.140790880E-1,-2.722168267E-1,-4.008803144E-2
4.313544506E0,1.177442744E-1,-2.740494311E-1,-8.956811577E-2
4.323544472E0,1.214094684E-1,-2.398409694E-1,-1.109483987E-1
4.333544505E0,1.171334088E-1,-1.903608888E-1,-1.030071527E-1
4.343544538E0,9.575312585E-2,-1.653154045E-1,-7.551821321E-2
4.353544538E0,6.826419383E-2,-1.714240611E-1,-5.047274008E-2
4.363544571E0,5.421429127E-2,-1.836413592E-1,-4.069889709E-2
4.373544537E0,6.093380973E-2,-1.720349193E-1,-5.291620269E-2
4.383544537E0,8.048149943E-2,-1.292743534E-1,-6.757696718E-2
4.393544603E0,8.231408894E-2,-7.124216110E-2,-6.818783283E-2
4.403544569E0,4.505131021E-2,-1.076649968E-2,-1.626428775E-2
4.413544569E0,1.267545391E-2,-1.015563495E-2,1.611157134E-2
4.423544602E0,-6.872233935E-3,-1.443169173E-2,2.038762718E-2
4.433544602E0,-1.298088674E-2,6.948592141E-3,9.392052889E-3
4.443544602E0,-2.214386500E-2,4.543310404E-2,6.337726954E-3
4.453544568E0,-4.352414981E-2,8.391761035E-2,2.344195358E-2
4.463544601E0,-7.101308554E-2,1.083522215E-1,5.032002553E-2
4.473544601E0,-9.300423414E-2,1.224021241E-1,7.170030475E-2
4.483544534E0,-1.027780771E-1,1.297325045E-1,7.780896127E-2
4.493544567E0,-1.058324054E-1,1.199586615E-1,6.436992437E-2
4.503544600E0,-1.082758680E-1,1.004109755E-1,4.909829423E-2
4.513544600E0,-1.113301888E-1,6.925684959E-2,3.443752974E-2
4.523544533E0,-1.101084575E-1,3.565925732E-2,2.283108793E-2
4.533544499E0,-1.027780771E-1,1.244637929E-2,2.160935849E-2
4.543544532E0,-8.933904022E-2,-2.825251780E-3,3.138320148E-2
4.553544532E0,-7.467827946E-2,-1.443169173E-2,4.421137273E-2
4.563544498E0,-6.062837690E-2,-2.115120925E-2,4.115704447E-2
4.573544531E0,-4.535674304E-2,-2.298380435E-2,1.916589774E-2
4.583544564E0,-2.703078650E-2,-3.520110995E-2,-1.565342210E-2
4.593544564E0,-2.031126991E-2,-6.085744873E-2,-4.680754989E-2
4.603544530E0,-1.359175146E-2,-8.712465316E-2,-8.529205620E-2
4.613544563E0,-7.635815418E-4,-9.201157838E-2,-1.115592644E-1
4.623543929E0,9.621127509E-3,-8.834638447E-2,-1.097266674E-1
4.633543195E0,1.267545391E-2,-1.176679209E-1,-7.490734756E-2
4.643542295E0,1.450804994E-2,-1.604284793E-1,-3.031418845E-2
4.653541661E0,3.466660157E-2,-2.044107765E-1,6.948592141E-3
4.663540761E0,7.620543987E-2,-2.154063582E-1,2.527454868E-2
4.673539894E0,1.421788931E-1,-1.280526221E-1,9.392052889E-3
4.683539894E0,1.617265791E-1,-3.886630014E-2,1.305724494E-2
4.693539194E0,1.446223408E-1,3.749185428E-2,3.565925732E-2
4.703538660E0,1.024726480E-1,7.658722997E-2,5.765040591E-2
4.713538660E0,5.787948146E-2,9.185886383E-2,5.703954399E-2
4.723538260E0,2.306016348E-2,9.063713253E-2,4.298964143E-2
4.733538326E0,2.901609987E-3,7.903069258E-2,3.199406713E-2
4.743538326E0,-3.817907767E-3,5.093089119E-2,2.649627998E-2
4.753538326E0,1.069014193E-3,2.893974073E-2,1.794416644E-2
4.763538292E0,2.000583708E-2,1.305724494E-2,3.321579844E-2
4.773538292E0,3.222314268E-2,-3.817907709E-4,5.154175684E-2
4.783538325E0,4.321871698E-2,-2.298380435E-2,6.253732741E-2
4.793538291E0,6.215553731E-2,-5.169447139E-2,5.520694703E-2
4.803538324E0,8.414668590E-2,-7.918340713E-2,4.176791012E-2
4.813538357E0,1.067487001E-1,-1.152244583E-1,3.077233583E-2
4.823538357E0,1.299615800E-1,-1.616502106E-1,2.222022414E-2
4.833538390E0,1.507309973E-1,-1.995238662E-1,2.160935849E-2
4.843538356E0,1.684460938E-1,-2.166280895E-1,3.932445124E-2
4.853538389E0,1.879937798E-1,-2.575560510E-1,7.719809562E-2
4.863538422E0,1.989893466E-1,-2.917645276E-1,7.536549866E-2
4.873538388E0,2.130392492E-1,-3.119230568E-1,5.887213722E-2
4.883538354E0,2.191479057E-1,-3.100904822E-1,3.871358559E-2
4.893538354E0,2.179261744E-1,-2.868776023E-1,2.099849284E-2
4.903538387E0,2.112066597E-1,-2.459496260E-1,4.505131394E-3
4.913538320E0,1.922698319E-1,-1.921934783E-1,2.672535367E-3
4.923538986E0,1.672243625E-1,-1.530981064E-1,1.366810966E-2
4.933539686E0,1.440114826E-1,-1.219439730E-1,3.138320148E-2
4.943540552E0,1.134682223E-1,-1.048397496E-1,4.970915988E-2
4.953541185E0,1.000291854E-1,-1.170570552E-1,5.154175684E-2
4.963542051E0,9.697485715E-2,-1.170570552E-1,3.810271993E-2
4.973542984E0,9.697485715E-2,-1.017854214E-1,2.222022414E-2
4.983542984E0,9.147707373E-2,-7.185302675E-2,1.733330078E-2
4.993543617E0,8.231408894E-2,-4.069889709E-2,3.993531689E-2
5.003544150E0,6.276640296E-2,-2.298380435E-2,6.925684959E-2
5.013544150E0,4.260785133E-2,-4.046982154E-3,8.636107296E-2
5.023544550E0,2.733621933E-2,1.488984004E-2,8.147415519E-2
5.033544483E0,3.161227703E-2,4.909829423E-2,5.093089119E-2
5.043544483E0,4.749477282E-2,8.452847600E-2,4.543310404E-2
5.053544516E0,6.765332818E-2,1.004109755E-1,6.742425263E-2
5.063544549E0,7.254024595E-2,9.918924421E-2,9.430231899E-2
5.073544515E0,6.704246253E-2,5.642867833E-2,1.120174155E-1
5.083544548E0,5.971207842E-2,1.427897532E-2,1.175151989E-1
5.093544581E0,4.932736978E-2,4.505131394E-3,1.028544381E-1
5.103544514E0,4.810563847E-2,-4.657847341E-3,7.780896127E-2
5.113544514E0,4.932736978E-2,-1.565342210E-2,4.848742858E-2
5.123544514E0,4.199698567E-2,3.894265974E-3,2.290744742E-4
5.133544514E0,2.367102914E-2,1.611157134E-2,-1.504255645E-2
5.143544580E0,-1.527163113E-4,2.710714564E-2,-1.443169173E-2
5.153544546E0,-4.535674304E-2,-2.420553565E-2,8.399396902E-4
5.163544546E0,-1.119410545E-1,-9.873109311E-2,2.649627998E-2
5.173544612E0,-1.131627858E-1,-8.773551881E-2,1.855503209E-2
5.183544612E0,-7.956519723E-2,-9.628763795E-2,-1.320996135E-2
5.193544612E0,-3.008511290E-2,-8.590292186E-2,-3.397937864E-2
5.203544578E0,1.206458826E-2,-6.818783283E-2,-2.603813075E-2
5.213544611E0,6.765332818E-2,-5.268712528E-3,-1.748601720E-2
5.223544611E0,1.091921628E-1,4.360050708E-2,-5.230533704E-2
5.233544577E0,1.165225431E-1,6.375905871E-2,-8.651378751E-2
5.243544610E0,8.414668590E-2,7.108944654E-2,-8.895725012E-2
5.253544643E0,2.489275858E-2,9.430231899E-2,-7.185302675E-2
5.263544643E0,-3.802636266E-2,1.285107732E-1,-3.886630014E-2
5.273544576E0,-7.956519723E-2,1.834886521E-1,-1.198823005E-2
5.283544542E0,-8.506298810E-2,2.384665161E-1,4.505131394E-3
5.293544575E0,-6.979135424E-2,2.659554482E-1,2.955060638E-2
5.303544608E0,-3.313944116E-2,2.409099787E-1,7.292203605E-2
5.313544574E0,-1.664607786E-2,1.963168234E-1,9.002626687E-2
5.323544574E0,-9.926560335E-3,1.431715488E-1,7.597636431E-2
5.333544607E0,-1.985311974E-3,9.185886383E-2,3.993531689E-2
5.343544607E0,4.581489484E-4,6.131559983E-2,1.000291854E-2
5.353544573E0,-1.053742506E-2,4.848742858E-2,-8.933904581E-3
5.363544606E0,-3.008511290E-2,1.305724494E-2,-6.490443368E-3
5.373544639E0,-5.024366826E-2,-1.259909570E-2,3.283400787E-3
5.383544572E0,-6.673702598E-2,-2.787072770E-2,2.061670180E-3
5.393544538E0,-6.490442902E-2,-2.909245715E-2,-1.565342210E-2
5.403544571E0,-5.451972410E-2,-2.420553565E-2,-2.909245715E-2
5.413544537E0,-4.046982154E-2,-4.046982154E-3,-4.253149405E-2
5.423544537E0,-2.275473066E-2,3.565925732E-2,-5.413793400E-2
5.433544503E0,-1.542434748E-2,6.803511828E-2,-4.925100878E-2
5.443544469E0,-1.664607786E-2,6.498079002E-2,-3.397937864E-2
5.453544502E0,-1.908953860E-2,2.344195358E-2,-2.970332280E-2
5.463544468E0,-1.664607786E-2,-2.115120925E-2,-3.886630014E-2
5.473544468E0,-1.114829071E-2,-5.413793400E-2,-5.841398984E-2
5.483544501E0,-1.053742506E-2,-8.651378751E-2,-7.124216110E-2
5.493544534E0,-2.153299935E-2,-6.696610153E-2,-6.085744873E-2
5.503544534E0,-4.413501546E-2,-1.320996135E-2,-2.725986205E-2
5.513544500E0,-6.612616032E-2,3.627012298E-2,9.392052889E-3
5.523544500E0,-8.078692853E-2,6.925684959E-2,2.466368489E-2
5.533544533E0,-7.773260027E-2,9.613491595E-2,1.733330078E-2
5.543544499E0,-6.185010448E-2,1.089630872E-1,6.337726954E-3
5.553544499E0,-4.963280261E-2,1.083522215E-1,-4.046982154E-3
5.563544532E0,-4.046982154E-2,1.028544381E-1,-8.933904581E-3
5.573544532E0,-4.230241850E-2,7.353290170E-2,-1.076649968E-2
5.583544565E0,-4.963280261E-2,4.115704447E-2,-2.214386594E-3
5.593544531E0,-5.574145541E-2,-8.933904581E-3,2.672535367E-3
5.603544531E0,-5.757404864E-2,-4.680754989E-2,3.283400787E-3
5.613544564E0,-6.612616032E-2,-5.597052723E-2,-1.870774850E-2
5.623543864E0,-6.856962293E-2,-4.069889709E-2,-3.275764734E-2
5.633543197E0,-7.101308554E-2,-4.046982154E-3,-4.008803144E-2
5.643542430E0,-6.918048859E-2,3.688098863E-2,-3.886630014E-2
5.653541763E0,-5.757404864E-2,8.086328954E-2,-2.115120925E-2
5.663541696E0,-2.886338346E-2,1.132391468E-1,2.649627998E-2
5.673540796E0,-6.261368748E-3,9.124799818E-2,4.726569727E-2
5.683540862E0,1.267545391E-2,5.520694703E-2,4.543310404E-2
5.693540195E0,3.100141138E-2,2.771801129E-2,3.504839167E-2
5.703540161E0,3.344487399E-2,6.337726954E-3,2.771801129E-2
5.713540194E0,2.183843218E-2,-2.214386594E-3,2.893974073E-2
5.723540227E0,1.679879380E-3,1.305724494E-2,3.260493279E-2
5.733540760E0,-1.359175146E-2,4.176791012E-2,3.688098863E-2
5.743540726E0,-2.641992271E-2,6.742425263E-2,4.543310404E-2
5.753540692E0,-3.619376570E-2,9.063713253E-2,5.581781268E-2
5.763540725E0,-3.375030309E-2,8.758280426E-2,5.887213722E-2
5.773540658E0,-1.725694351E-2,7.841982692E-2,4.482223839E-2
5.783540624E0,5.955935922E-3,7.353290170E-2,1.488984004E-2
5.793540590E0,2.244929783E-2,6.925684959E-2,-5.268712528E-3
5.803540656E0,2.733621933E-2,5.276348442E-2,1.450804994E-3
5.813540689E0,2.367102914E-2,-1.443169173E-2,1.672243699E-2
5.823540655E0,1.878410578E-2,-6.391177326E-2,1.855503209E-2
5.833540688E0,1.511891466E-2,-8.651378751E-2,3.894265974E-3
5.843540721E0,1.023199316E-2,-6.574437022E-2,-2.359467000E-2
5.853540687E0,4.581489484E-4,-3.581197560E-2,-4.436408728E-2
5.863540720E0,-6.261368748E-3,6.948592141E-3,-5.841398984E-2
5.873540753E0,-7.483099122E-3,6.864598393E-2,-5.474879593E-2
5.883540719E0,-1.420261711E-2,1.028544381E-1,-3.336851299E-2
5.893540719E0,-2.519819140E-2,8.330674469E-2,-9.544769302E-3
5.903540685E0,-3.313944116E-2,4.604396969E-2,5.726861767E-3
5.913540685E0,-3.497203439E-2,1.550070569E-2,5.726861767E-3
5.923541418E0,-3.313944116E-2,-1.603521290E-3,-4.657847341E-3
5.933542051E0,-3.436116874E-2,-7.712173741E-3,-1.870774850E-2
5.943542817E0,-3.802636266E-2,3.283400787E-3,-2.359467000E-2
5.953543483E0,-4.108068720E-2,1.061378326E-2,-1.748601720E-2
5.963543516E0,-4.230241850E-2,2.290744742E-4,-9.544769302E-3
5.973544416E0,-4.169155285E-2,-8.323038928E-3,-1.603521290E-3
5.983544349E0,-3.375030309E-2,-5.879578181E-3,-9.926559869E-4
5.993545049E0,-2.092213556E-2,6.948592141E-3,-7.101308554E-3
6.003545082E0,-9.315694682E-3,3.504839167E-2,-1.259909570E-2
6.013545048E0,-3.817907767E-3,6.436992437E-2,-1.137736533E-2
6.023545048E0,-2.153299935E-2,6.253732741E-2,1.427897532E-2
6.033544548E0,-3.924809024E-2,2.283108793E-2,2.466368489E-2
6.043544548E0,-5.085453019E-2,-2.054034360E-2,8.781188168E-3
6.053544548E0,-5.329799280E-2,-4.986187443E-2,-2.787072770E-2
6.063544514E0,-4.596760869E-2,-5.719225854E-2,-4.436408728E-2
6.073544547E0,-3.619376570E-2,-4.497495294E-2,-3.947716579E-2
6.083544580E0,-2.764165215E-2,-8.933904581E-3,-1.992947794E-2
6.093544580E0,-1.603521220E-2,3.688098863E-2,5.726861767E-3
6.103544513E0,-1.053742506E-2,6.681338698E-2,2.710714564E-2
6.113544546E0,-3.207042580E-3,6.009386852E-2,2.222022414E-2
6.123544579E0,-7.635815418E-4,2.893974073E-2,2.061670180E-3
6.133544512E0,1.679879380E-3,-2.420553565E-2,-1.382082608E-2
6.143544478E0,-7.635815418E-4,-7.368562371E-2,-2.725986205E-2
6.153544511E0,-9.315694682E-3,-9.506590664E-2,-2.909245715E-2
6.163544444E0,-2.153299935E-2,-8.223773539E-2,-1.870774850E-2
6.173544444E0,-3.558290005E-2,-4.558581859E-2,6.948592141E-3
6.183544444E0,-5.207626149E-2,-1.809688285E-2,2.893974073E-2
6.193544477E0,-6.368270516E-2,3.894265974E-3,1.916589774E-2
6.203544543E0,-5.451972410E-2,4.115704447E-2,-2.481640130E-2
6.213544543E0,-4.413501546E-2,6.681338698E-2,-3.764457256E-2
6.223544543E0,-3.680463135E-2,5.887213722E-2,-2.420553565E-2
6.233544576E0,-3.069597855E-2,1.305724494E-2,3.283400787E-3
6.243544576E0,-1.542434748E-2,-3.214678168E-2,2.710714564E-2
6.253544576E0,6.566801574E-3,-4.864014685E-2,4.115704447E-2
6.263544542E0,2.367102914E-2,-3.092505224E-2,4.848742858E-2
6.273544542E0,2.550362423E-2,-1.015563495E-2,5.642867833E-2
6.283544575E0,1.511891466E-2,-3.436116967E-3,4.909829423E-2
6.293544541E0,-1.527163113E-4,4.505131394E-3,3.283400787E-3
6.303544541E0,-9.315694682E-3,4.505131394E-3,-2.848159149E-2
6.313544574E0,-1.114829071E-2,5.115996581E-3,-4.192062840E-2
6.323544540E0,-9.926560335E-3,8.399396902E-4,-3.520110995E-2
6.333544540E0,-1.985311974E-3,-3.703370690E-2,-1.626428775E-2
6.343544540E0,1.267545391E-2,-9.078984708E-2,-1.320996135E-2
6.353544573E0,4.321871698E-2,-1.201113760E-1,-1.687515154E-2
6.363544606E0,6.643159688E-2,-1.115592644E-1,-2.054034360E-2
6.373544572E0,7.315111160E-2,-7.490734756E-2,-3.817907709E-4
6.383544572E0,5.054909736E-2,6.337726954E-3,4.237877578E-2
6.393544605E0,2.977968007E-2,6.742425263E-2,5.154175684E-2
6.403544605E0,1.145372353E-2,9.552405030E-2,4.237877578E-2
6.413544538E0,-1.374446787E-3,1.010218412E-1,3.749185428E-2
6.423544504E0,-1.175915636E-2,6.070473418E-2,3.810271993E-2
6.433544537E0,-1.542434748E-2,-1.137736533E-2,2.466368489E-2
6.443544537E0,-5.650503561E-3,-6.696610153E-2,8.399396902E-4
6.453544503E0,1.450804994E-2,-8.529205620E-2,-1.748601720E-2
6.463544536E0,2.306016348E-2,-7.735081017E-2,-1.076649968E-2
6.473544536E0,7.177666761E-3,-4.253149405E-2,3.993531689E-2
6.483544536E0,-5.650503561E-3,-8.933904581E-3,5.581781268E-2
6.493544502E0,-8.093964309E-3,3.565925732E-2,3.871358559E-2
6.503544435E0,3.512475174E-3,6.864598393E-2,5.115996581E-3
6.513544435E0,2.000583708E-2,8.025242388E-2,-1.076649968E-2
6.523544368E0,3.405573592E-2,5.520694703E-2,-8.323038928E-3
6.533544334E0,4.077525437E-2,3.894265974E-3,-7.101308554E-3
6.543544367E0,5.543602258E-2,-5.169447139E-2,-2.359467000E-2
6.553544367E0,7.192938030E-2,-9.812022746E-2,-4.802928120E-2
6.563544367E0,8.048149943E-2,-1.286634952E-1,-6.085744873E-2
6.573544333E0,6.643159688E-2,-1.195005104E-1,-4.375322163E-2
6.583544366E0,4.016438872E-2,-8.223773539E-2,-2.237293869E-2
6.593544399E0,1.817324013E-2,-1.931861416E-2,-1.015563495E-2
6.603544365E0,5.345070735E-3,5.520694703E-2,-4.657847341E-3
6.613544398E0,1.069014193E-3,1.181260645E-1,7.559457328E-3
6.623543764E0,-1.527163113E-4,1.480584592E-1,3.016147204E-2
6.633543064E0,-1.374446787E-3,1.333976984E-1,5.703954399E-2
6.643542397E0,4.123340361E-3,9.674578160E-2,6.192646548E-2
6.653541997E0,2.244929783E-2,5.581781268E-2,4.176791012E-2
6.663541130E0,4.321871698E-2,2.061670180E-3,1.244637929E-2
6.673541196E0,2.855795063E-2,-3.397937864E-2,1.427897532E-2
6.683540796E0,-3.817907767E-3,-6.513350457E-2,1.366810966E-2
6.693540796E0,-4.230241850E-2,-8.101600409E-2,-2.214386594E-3
6.703540162E0,-6.490442902E-2,-7.063129544E-2,-3.092505224E-2
6.713540162E0,-7.040221989E-2,-4.558581859E-2,-4.986187443E-2
6.723539995E0,-6.551529467E-2,-4.130976275E-2,-5.474879593E-2
6.733539961E0,-5.451972410E-2,-5.597052723E-2,-4.986187443E-2
6.743540027E0,-2.275473066E-2,-4.192062840E-2,-4.130976275E-2
6.753540060E0,-9.315694682E-3,-2.054034360E-2,-3.214678168E-2
6.763540026E0,-1.053742506E-2,-4.657847341E-3,-7.712173741E-3
6.773540059E0,-1.970040426E-2,2.672535367E-3,2.038762718E-2
6.783540092E0,-2.825251780E-2,5.726861767E-3,3.077233583E-2
6.793540092E0,-2.641992271E-2,8.781188168E-3,1.855503209E-2
6.803540125E0,-2.031126991E-2,1.244637929E-2,-3.436116967E-3
6.813540091E0,-1.420261711E-2,2.099849284E-2,-1.015563495E-2
6.823539457E0,-1.420261711E-2,4.298964143E-2,-3.817907709E-4
6.833539490E0,-1.359175146E-2,9.857837856E-2,3.077233583E-2
6.843539456E0,-9.315694682E-3,1.205695271E-1,5.215261877E-2
6.853539489E0,-1.985311974E-3,1.272890419E-1,6.131559983E-2
6.863539522E0,1.206458826E-2,1.199586615E-1,6.131559983E-2
6.873539522E0,2.489275858E-2,1.010218412E-1,5.154175684E-2
6.883539455E0,2.916881628E-2,7.231117040E-2,3.504839167E-2
6.893539421E0,1.878410578E-2,4.115704447E-2,1.733330078E-2
6.903539454E0,1.069014193E-3,2.672535367E-3,6.948592141E-3
6.913539387E0,-2.214386500E-2,-5.291620269E-2,-1.382082608E-2
6.923540020E0,-4.291328415E-2,-1.127809957E-1,-5.108360574E-2
6.933540686E0,-4.780020565E-2,-1.176679209E-1,-5.902485549E-2
6.943541386E0,-4.841107130E-2,-1.017854214E-1,-5.047274008E-2
6.953541786E0,-4.657847434E-2,-7.796167582E-2,-3.397937864E-2
6.963542619E0,-3.558290005E-2,-5.169447139E-2,-2.054034360E-2
6.973542619E0,-1.175915636E-2,-1.015563495E-2,-1.626428775E-2
6.983543019E0,2.061670274E-2,4.787656292E-2,-1.198823005E-2
6.993542985E0,4.321871698E-2,9.246972948E-2,5.115996581E-3
7.003543618E0,4.810563847E-2,8.636107296E-2,2.771801129E-2
7.013543618E0,2.367102914E-2,6.337726954E-3,3.504839167E-2
7.023543851E0,-2.596177394E-3,-3.520110995E-2,-1.076649968E-2
7.033543884E0,-2.886338346E-2,-4.619668424E-2,-5.047274008E-2
7.043543817E0,-6.307183951E-2,-5.108360574E-2,-6.696610153E-2
7.053543817E0,-1.052215397E-1,-1.017854214E-1,-5.352706835E-2
7.063543850E0,-1.803579628E-1,-2.221258730E-1,-3.436116967E-3
7.073543783E0,-1.357648075E-1,-1.182787865E-1,-9.926559869E-4
7.083543783E0,-7.712173462E-2,-8.529205620E-2,-3.092505224E-2
7.093543783E0,5.345070735E-3,-2.214386594E-3,-4.497495294E-2
7.103543783E0,8.292495459E-2,7.536549866E-2,-3.459024429E-2
7.113543816E0,1.330159009E-1,1.462258697E-1,-3.764457256E-2
7.123544449E0,1.207986027E-1,1.779908538E-1,-7.735081017E-2
7.133544449E0,8.048149943E-2,1.889864355E-1,-1.219439730E-1
7.143544515E0,3.222314268E-2,1.779908538E-1,-1.372155994E-1
7.153544481E0,-5.039638374E-3,1.517236531E-1,-1.256091595E-1
7.163544447E0,-3.130684420E-2,9.735664725E-2,-8.834638447E-2
7.173544447E0,-5.085453019E-2,2.099849284E-2,-4.314235970E-2
7.183544480E0,-5.085453019E-2,-3.397937864E-2,-1.809688285E-2
7.193544480E0,-4.291328415E-2,-8.933904581E-3,-8.933904581E-3
7.203544446E0,-2.947424725E-2,5.765040591E-2,-7.101308554E-3
7.213544479E0,-1.970040426E-2,1.095739529E-1,5.115996581E-3
7.223544512E0,-1.542434748E-2,1.419498175E-1,2.893974073E-2
7.233544512E0,-1.664607786E-2,1.498910636E-1,5.337435007E-2
7.243544478E0,-1.847867295E-2,1.205695271E-1,5.887213722E-2
7.253544444E0,-1.420261711E-2,7.047858089E-2,4.237877578E-2
7.263544477E0,-8.093964309E-3,1.305724494E-2,1.305724494E-2
7.273544410E0,-1.053742506E-2,-2.970332280E-2,-1.015563495E-2
7.283544376E0,-2.153299935E-2,-4.986187443E-2,-2.115120925E-2
7.293544409E0,-5.574145541E-2,-7.612907887E-2,-2.176207490E-2
7.303544442E0,-6.979135424E-2,-9.445504099E-2,-3.764457256E-2
7.313544442E0,-7.101308554E-2,-9.384417534E-2,-5.841398984E-2
7.323544375E0,-6.551529467E-2,-8.407033235E-2,-6.818783283E-2
7.333544408E0,-5.574145541E-2,-6.574437022E-2,-6.207918003E-2
7.343544441E0,-4.108068720E-2,-4.680754989E-2,-4.680754989E-2
7.353544407E0,-1.908953860E-2,-2.237293869E-2,-2.664899640E-2
7.363544440E0,2.290744567E-3,2.672535367E-3,-6.490443368E-3
7.373544473E0,1.450804994E-2,6.337726954E-3,2.038762718E-2
7.383544439E0,1.817324013E-2,-2.054034360E-2,3.749185428E-2
7.393544439E0,2.183843218E-2,-2.909245715E-2,1.794416644E-2
7.403544405E0,2.244929783E-2,-9.544769302E-3,-3.436116967E-3
7.413544405E0,1.511891466E-2,3.077233583E-2,-7.101308554E-3
7.423544438E0,-4.428773187E-3,5.520694703E-2,1.183551457E-2
7.433544404E0,-3.313944116E-2,4.482223839E-2,3.260493279E-2
7.443544370E0,-5.329799280E-2,3.016147204E-2,3.627012298E-2
7.453544403E0,-5.696318299E-2,4.237877578E-2,2.955060638E-2
7.463544403E0,-4.657847434E-2,4.909829423E-2,3.199406713E-2
7.473544436E0,-1.786780916E-2,6.131559983E-2,4.909829423E-2
7.483544402E0,4.734205548E-3,6.681338698E-2,5.520694703E-2
7.493544435E0,2.855795063E-2,6.681338698E-2,4.909829423E-2
7.503544468E0,5.299255997E-2,6.803511828E-2,2.771801129E-2
7.513544434E0,7.192938030E-2,7.231117040E-2,2.061670180E-3
7.523544434E0,7.742717117E-2,6.009386852E-2,-1.626428775E-2
7.533544467E0,7.437284291E-2,1.122464892E-2,-2.725986205E-2
7.543544467E0,6.704246253E-2,-4.925100878E-2,-3.947716579E-2
7.553544467E0,5.849034712E-2,-9.812022746E-2,-5.047274008E-2
7.563544433E0,3.711006418E-2,-1.335504204E-1,-4.436408728E-2
7.573544466E0,1.328631863E-2,-1.170570552E-1,-2.359467000E-2
7.583544499E0,-1.298088674E-2,-6.696610153E-2,8.399396902E-4
7.593544465E0,-3.497203439E-2,8.399396902E-4,2.222022414E-2
7.603544465E0,-4.046982154E-2,6.070473418E-2,3.199406713E-2
