"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.493544567E0,-8.075999451E1,-2.737200012E2,1.375800018E2
4.503544600E0,-8.063999939E1,-2.736000061E2,1.372799988E2
4.513544600E0,-8.093999481E1,-2.736600037E2,1.378199921E2
4.523544533E0,-8.100000000E1,-2.735400085E2,1.380000000E2
4.533544499E0,-8.040000153E1,-2.738999939E2,1.376399994E2
4.543544532E0,-8.027999878E1,-2.737200012E2,1.378199921E2
4.553544532E0,-8.027999878E1,-2.744400024E2,1.373999939E2
4.563544498E0,-8.058000183E1,-2.743200073E2,1.371600037E2
4.573544531E0,-8.058000183E1,-2.736600037E2,1.366799927E2
4.583544564E0,-8.100000000E1,-2.740799866E2,1.364400024E2
4.593544564E0,-8.075999451E1,-2.732999878E2,1.367399902E2
4.603544530E0,-8.040000153E1,-2.732999878E2,1.371600037E2
4.613544563E0,-8.075999451E1,-2.732999878E2,1.376999969E2
4.623543929E0,-8.100000000E1,-2.732399902E2,1.380000000E2
4.633543195E0,-8.147999573E1,-2.734799805E2,1.378199921E2
4.643542295E0,-8.195999908E1,-2.732999878E2,1.378199921E2
4.653541661E0,-8.255999756E1,-2.732399902E2,1.378799896E2
4.663540761E0,-8.273999786E1,-2.730000000E2,1.375800018E2
4.673539894E0,-8.231999969E1,-2.734799805E2,1.380599976E2
4.683539894E0,-8.208000183E1,-2.741399841E2,1.381199951E2
4.693539194E0,-8.190000153E1,-2.745000000E2,1.381199951E2
4.703538660E0,-8.154000092E1,-2.747999878E2,1.382399902E2
4.713538660E0,-8.190000153E1,-2.744400024E2,1.379400024E2
4.723538260E0,-8.195999908E1,-2.741399841E2,1.383600006E2
4.733538326E0,-8.154000092E1,-2.738999939E2,1.383000031E2
4.743538326E0,-8.154000092E1,-2.737200012E2,1.383600006E2
4.753538326E0,-8.136000061E1,-2.739599915E2,1.385999908E2
4.763538292E0,-8.129999542E1,-2.741999817E2,1.380599976E2
4.773538292E0,-8.118000031E1,-2.750400085E2,1.381799927E2
4.783538325E0,-8.136000061E1,-2.750400085E2,1.383000031E2
4.793538291E0,-8.147999573E1,-2.746199951E2,1.387200012E2
4.803538324E0,-8.123999786E1,-2.742599792E2,1.388999939E2
4.813538357E0,-8.172000122E1,-2.737200012E2,1.390200043E2
4.823538357E0,-8.147999573E1,-2.737200012E2,1.393799896E2
4.833538390E0,-8.141999817E1,-2.742599792E2,1.391999969E2
4.843538356E0,-8.190000153E1,-2.738999939E2,1.392599945E2
4.853538389E0,-8.201999664E1,-2.736600037E2,1.393199921E2
4.863538422E0,-8.165999603E1,-2.734799805E2,1.391399994E2
4.873538388E0,-8.190000153E1,-2.734799805E2,1.393199921E2
4.883538354E0,-8.165999603E1,-2.742599792E2,1.395599976E2
4.893538354E0,-8.100000000E1,-2.745000000E2,1.399199982E2
4.903538387E0,-8.111999512E1,-2.747399902E2,1.402799988E2
4.913538320E0,-8.069999695E1,-2.742599792E2,1.403999939E2
4.923538986E0,-8.105999756E1,-2.740199890E2,1.402799988E2
4.933539686E0,-8.190000153E1,-2.740199890E2,1.399199982E2
4.943540552E0,-8.201999664E1,-2.741999817E2,1.396799927E2
4.953541185E0,-8.255999756E1,-2.744400024E2,1.397399902E2
4.963542051E0,-8.243999481E1,-2.743200073E2,1.405200043E2
4.973542984E0,-8.172000122E1,-2.747399902E2,1.409400024E2
4.983542984E0,-8.183999634E1,-2.749199829E2,1.407599945E2
4.993543617E0,-8.147999573E1,-2.747999878E2,1.411799927E2
5.003544150E0,-8.165999603E1,-2.752799988E2,1.407599945E2
5.013544150E0,-8.219999695E1,-2.749799805E2,1.406399994E2
5.023544550E0,-8.243999481E1,-2.746199951E2,1.408199921E2
5.033544483E0,-8.286000061E1,-2.746199951E2,1.403399963E2
5.043544483E0,-8.250000000E1,-2.738399963E2,1.406999969E2
5.053544516E0,-8.201999664E1,-2.738399963E2,1.407599945E2
5.063544549E0,-8.177999878E1,-2.738399963E2,1.413000031E2
5.073544515E0,-8.129999542E1,-2.737200012E2,1.407599945E2
5.083544548E0,-8.172000122E1,-2.743800049E2,1.403999939E2
5.093544581E0,-8.225999451E1,-2.738399963E2,1.403999939E2
5.103544514E0,-8.273999786E1,-2.741399841E2,1.399799957E2
5.113544514E0,-8.345999908E1,-2.739599915E2,1.408199921E2
5.123544514E0,-8.351999664E1,-2.737799988E2,1.411799927E2
5.133544514E0,-8.315999603E1,-2.743800049E2,1.414799957E2
5.143544580E0,-8.315999603E1,-2.746199951E2,1.415399933E2
5.153544546E0,-8.273999786E1,-2.747999878E2,1.410599976E2
5.163544546E0,-8.268000031E1,-2.745000000E2,1.410000000E2
5.173544612E0,-8.231999969E1,-2.743800049E2,1.407599945E2
5.183544612E0,-8.190000153E1,-2.736000061E2,1.406999969E2
5.193544612E0,-8.213999939E1,-2.741399841E2,1.407599945E2
5.203544578E0,-8.231999969E1,-2.743800049E2,1.408799896E2
5.213544611E0,-8.255999756E1,-2.743200073E2,1.407599945E2
5.223544611E0,-8.291999817E1,-2.743800049E2,1.413000031E2
5.233544577E0,-8.286000061E1,-2.738399963E2,1.413600006E2
5.243544610E0,-8.273999786E1,-2.737799988E2,1.408199921E2
5.253544643E0,-8.243999481E1,-2.738399963E2,1.408799896E2
5.263544643E0,-8.183999634E1,-2.739599915E2,1.406399994E2
5.273544576E0,-8.129999542E1,-2.746799927E2,1.411799927E2
5.283544542E0,-8.118000031E1,-2.751600037E2,1.414799957E2
5.293544575E0,-8.159999847E1,-2.752799988E2,1.413000031E2
5.303544608E0,-8.201999664E1,-2.753999939E2,1.408799896E2
5.313544574E0,-8.273999786E1,-2.750400085E2,1.400999908E2
5.323544574E0,-8.291999817E1,-2.743200073E2,1.401600037E2
5.333544607E0,-8.268000031E1,-2.738999939E2,1.399799957E2
5.343544607E0,-8.255999756E1,-2.735400085E2,1.400999908E2
5.353544573E0,-8.208000183E1,-2.735400085E2,1.401600037E2
5.363544606E0,-8.183999634E1,-2.743800049E2,1.399199982E2
5.373544639E0,-8.165999603E1,-2.746199951E2,1.401600037E2
5.383544572E0,-8.195999908E1,-2.747399902E2,1.400999908E2
5.393544538E0,-8.177999878E1,-2.746799927E2,1.396799927E2
5.403544571E0,-8.177999878E1,-2.740799866E2,1.397399902E2
5.413544537E0,-8.195999908E1,-2.738399963E2,1.399799957E2
5.423544537E0,-8.165999603E1,-2.740199890E2,1.399799957E2
5.433544503E0,-8.208000183E1,-2.747399902E2,1.403399963E2
5.443544469E0,-8.213999939E1,-2.746199951E2,1.396799927E2
5.453544502E0,-8.250000000E1,-2.745000000E2,1.394400024E2
5.463544468E0,-8.279999542E1,-2.746799927E2,1.398600006E2
5.473544468E0,-8.268000031E1,-2.740799866E2,1.399199982E2
5.483544501E0,-8.273999786E1,-2.738999939E2,1.406999969E2
5.493544534E0,-8.261999512E1,-2.739599915E2,1.405200043E2
5.503544534E0,-8.219999695E1,-2.741399841E2,1.402799988E2
5.513544500E0,-8.225999451E1,-2.739599915E2,1.405200043E2
5.523544500E0,-8.195999908E1,-2.743200073E2,1.399799957E2
5.533544533E0,-8.183999634E1,-2.745000000E2,1.404599915E2
5.543544499E0,-8.201999664E1,-2.737799988E2,1.406399994E2
5.553544499E0,-8.219999695E1,-2.741399841E2,1.408799896E2
5.563544532E0,-8.225999451E1,-2.738399963E2,1.414799957E2
5.573544532E0,-8.213999939E1,-2.739599915E2,1.413000031E2
5.583544565E0,-8.195999908E1,-2.745599976E2,1.406399994E2
5.593544531E0,-8.154000092E1,-2.743200073E2,1.398000031E2
5.603544531E0,-8.159999847E1,-2.742599792E2,1.393799896E2
5.613544564E0,-8.172000122E1,-2.743800049E2,1.388399963E2
5.623543864E0,-8.213999939E1,-2.740199890E2,1.392599945E2
5.633543197E0,-8.195999908E1,-2.739599915E2,1.398000031E2
5.643542430E0,-8.172000122E1,-2.747999878E2,1.398000031E2
5.653541763E0,-8.159999847E1,-2.749799805E2,1.399199982E2
5.663541696E0,-8.159999847E1,-2.750400085E2,1.399199982E2
5.673540796E0,-8.208000183E1,-2.749199829E2,1.393199921E2
5.683540862E0,-8.219999695E1,-2.746199951E2,1.397399902E2
5.693540195E0,-8.219999695E1,-2.740199890E2,1.398000031E2
5.703540161E0,-8.159999847E1,-2.736600037E2,1.399799957E2
5.713540194E0,-8.141999817E1,-2.736600037E2,1.402200012E2
5.723540227E0,-8.136000061E1,-2.730000000E2,1.398000031E2
5.733540760E0,-8.172000122E1,-2.737799988E2,1.396799927E2
5.743540726E0,-8.237999725E1,-2.737799988E2,1.393799896E2
5.753540692E0,-8.243999481E1,-2.735400085E2,1.391399994E2
5.763540725E0,-8.250000000E1,-2.739599915E2,1.393199921E2
5.773540658E0,-8.213999939E1,-2.733599854E2,1.396799927E2
5.783540624E0,-8.136000061E1,-2.735400085E2,1.394400024E2
5.793540590E0,-8.111999512E1,-2.736000061E2,1.395000000E2
5.803540656E0,-8.129999542E1,-2.736000061E2,1.390200043E2
5.813540689E0,-8.111999512E1,-2.736000061E2,1.386600037E2
5.823540655E0,-8.141999817E1,-2.738399963E2,1.392599945E2
5.833540688E0,-8.147999573E1,-2.741399841E2,1.396199951E2
5.843540721E0,-8.159999847E1,-2.737799988E2,1.396799927E2
5.853540687E0,-8.237999725E1,-2.736000061E2,1.398600006E2
5.863540720E0,-8.286000061E1,-2.736000061E2,1.393799896E2
5.873540753E0,-8.340000153E1,-2.736600037E2,1.390200043E2
5.883540719E0,-8.340000153E1,-2.741399841E2,1.389599915E2
5.893540719E0,-8.315999603E1,-2.743800049E2,1.386600037E2
5.903540685E0,-8.250000000E1,-2.746199951E2,1.384799957E2
5.913540685E0,-8.195999908E1,-2.742599792E2,1.385999908E2
5.923541418E0,-8.183999634E1,-2.740199890E2,1.387200012E2
5.933542051E0,-8.183999634E1,-2.738399963E2,1.393799896E2
5.943542817E0,-8.190000153E1,-2.735400085E2,1.396199951E2
5.953543483E0,-8.243999481E1,-2.737799988E2,1.396799927E2
5.963543516E0,-8.225999451E1,-2.741399841E2,1.397399902E2
5.973544416E0,-8.213999939E1,-2.739599915E2,1.393799896E2
5.983544349E0,-8.250000000E1,-2.740799866E2,1.393199921E2
5.993545049E0,-8.231999969E1,-2.738399963E2,1.391999969E2
6.003545082E0,-8.219999695E1,-2.731799927E2,1.399799957E2
6.013545048E0,-8.190000153E1,-2.734199829E2,1.402200012E2
6.023545048E0,-8.147999573E1,-2.733599854E2,1.400999908E2
6.033544548E0,-8.118000031E1,-2.738999939E2,1.403999939E2
6.043544548E0,-8.141999817E1,-2.740199890E2,1.396199951E2
6.053544548E0,-8.136000061E1,-2.738999939E2,1.388999939E2
6.063544514E0,-8.129999542E1,-2.735400085E2,1.388999939E2
6.073544547E0,-8.141999817E1,-2.732999878E2,1.388999939E2
6.083544580E0,-8.123999786E1,-2.731199951E2,1.387200012E2
6.093544580E0,-8.172000122E1,-2.731799927E2,1.388999939E2
6.103544513E0,-8.177999878E1,-2.731799927E2,1.387200012E2
6.113544546E0,-8.177999878E1,-2.728800049E2,1.384799957E2
6.123544579E0,-8.219999695E1,-2.731799927E2,1.388399963E2
6.133544512E0,-8.195999908E1,-2.730599976E2,1.388399963E2
6.143544478E0,-8.172000122E1,-2.732399902E2,1.389599915E2
6.153544511E0,-8.123999786E1,-2.730599976E2,1.388399963E2
6.163544444E0,-8.123999786E1,-2.733599854E2,1.390200043E2
6.173544444E0,-8.154000092E1,-2.737200012E2,1.393799896E2
6.183544444E0,-8.213999939E1,-2.738399963E2,1.394400024E2
6.193544477E0,-8.255999756E1,-2.738399963E2,1.395000000E2
6.203544543E0,-8.219999695E1,-2.734799805E2,1.393199921E2
6.213544543E0,-8.237999725E1,-2.732399902E2,1.391999969E2
6.223544543E0,-8.213999939E1,-2.730000000E2,1.392599945E2
6.233544576E0,-8.213999939E1,-2.734199829E2,1.391999969E2
6.243544576E0,-8.243999481E1,-2.736000061E2,1.392599945E2
6.253544576E0,-8.177999878E1,-2.736000061E2,1.392599945E2
6.263544542E0,-8.195999908E1,-2.736600037E2,1.394400024E2
6.273544542E0,-8.201999664E1,-2.735400085E2,1.398600006E2
6.283544575E0,-8.165999603E1,-2.737200012E2,1.395000000E2
6.293544541E0,-8.208000183E1,-2.736600037E2,1.392599945E2
6.303544541E0,-8.177999878E1,-2.740199890E2,1.394400024E2
6.313544574E0,-8.136000061E1,-2.740799866E2,1.393199921E2
6.323544540E0,-8.136000061E1,-2.738999939E2,1.395599976E2
6.333544540E0,-8.093999481E1,-2.742599792E2,1.396199951E2
6.343544540E0,-8.105999756E1,-2.736600037E2,1.393799896E2
6.353544573E0,-8.190000153E1,-2.733599854E2,1.387799988E2
6.363544606E0,-8.165999603E1,-2.737200012E2,1.386600037E2
6.373544572E0,-8.147999573E1,-2.732999878E2,1.391399994E2
6.383544572E0,-8.177999878E1,-2.739599915E2,1.391999969E2
6.393544605E0,-8.123999786E1,-2.743800049E2,1.396199951E2
6.403544605E0,-8.154000092E1,-2.741999817E2,1.397399902E2
6.413544538E0,-8.177999878E1,-2.745000000E2,1.391399994E2
6.423544504E0,-8.177999878E1,-2.738999939E2,1.391399994E2
6.433544537E0,-8.213999939E1,-2.737799988E2,1.390800018E2
6.443544537E0,-8.225999451E1,-2.732999878E2,1.389599915E2
6.453544503E0,-8.255999756E1,-2.732399902E2,1.393799896E2
6.463544536E0,-8.183999634E1,-2.732399902E2,1.395599976E2
6.473544536E0,-8.165999603E1,-2.737200012E2,1.394400024E2
6.483544536E0,-8.136000061E1,-2.739599915E2,1.391999969E2
6.493544502E0,-8.136000061E1,-2.741399841E2,1.388399963E2
6.503544435E0,-8.141999817E1,-2.741399841E2,1.384799957E2
6.513544435E0,-8.154000092E1,-2.740799866E2,1.393199921E2
6.523544368E0,-8.201999664E1,-2.741999817E2,1.398000031E2
6.533544334E0,-8.201999664E1,-2.743200073E2,1.400399933E2
6.543544367E0,-8.190000153E1,-2.746199951E2,1.404599915E2
6.553544367E0,-8.172000122E1,-2.742599792E2,1.398600006E2
6.563544367E0,-8.141999817E1,-2.742599792E2,1.398600006E2
6.573544333E0,-8.100000000E1,-2.739599915E2,1.396199951E2
6.583544366E0,-8.100000000E1,-2.734799805E2,1.396799927E2
6.593544399E0,-8.123999786E1,-2.732399902E2,1.400999908E2
6.603544365E0,-8.123999786E1,-2.735400085E2,1.401600037E2
6.613544398E0,-8.154000092E1,-2.736000061E2,1.403999939E2
6.623543764E0,-8.183999634E1,-2.739599915E2,1.402200012E2
6.633543064E0,-8.201999664E1,-2.740199890E2,1.402799988E2
6.643542397E0,-8.250000000E1,-2.737200012E2,1.396799927E2
6.653541997E0,-8.231999969E1,-2.732999878E2,1.397399902E2
6.663541130E0,-8.286000061E1,-2.732399902E2,1.400399933E2
6.673541196E0,-8.231999969E1,-2.732999878E2,1.396799927E2
6.683540796E0,-8.190000153E1,-2.733599854E2,1.402200012E2
6.693540796E0,-8.201999664E1,-2.742599792E2,1.395000000E2
6.703540162E0,-8.172000122E1,-2.737200012E2,1.393199921E2
6.713540162E0,-8.208000183E1,-2.736000061E2,1.388999939E2
6.723539995E0,-8.231999969E1,-2.731199951E2,1.386600037E2
6.733539961E0,-8.243999481E1,-2.727599792E2,1.391399994E2
6.743540027E0,-8.261999512E1,-2.727599792E2,1.391999969E2
6.753540060E0,-8.213999939E1,-2.727599792E2,1.392599945E2
6.763540026E0,-8.195999908E1,-2.730599976E2,1.393799896E2
6.773540059E0,-8.231999969E1,-2.727599792E2,1.393799896E2
6.783540092E0,-8.208000183E1,-2.734199829E2,1.391999969E2
6.793540092E0,-8.255999756E1,-2.738999939E2,1.398000031E2
6.803540125E0,-8.268000031E1,-2.737200012E2,1.399199982E2
6.813540091E0,-8.286000061E1,-2.741399841E2,1.399199982E2
6.823539457E0,-8.315999603E1,-2.738999939E2,1.399199982E2
6.833539490E0,-8.304000092E1,-2.731199951E2,1.392599945E2
6.843539456E0,-8.279999542E1,-2.732999878E2,1.384799957E2
6.853539489E0,-8.250000000E1,-2.729400024E2,1.383000031E2
6.863539522E0,-8.225999451E1,-2.731799927E2,1.377599945E2
6.873539522E0,-8.237999725E1,-2.737799988E2,1.373399963E2
6.883539455E0,-8.237999725E1,-2.734199829E2,1.369199982E2
6.893539421E0,-8.250000000E1,-2.737799988E2,1.368000031E2
6.903539454E0,-8.261999512E1,-2.738399963E2,1.366799927E2
6.913539387E0,-8.268000031E1,-2.740799866E2,1.364400024E2
6.923540020E0,-8.291999817E1,-2.746199951E2,1.363199921E2
6.933540686E0,-8.291999817E1,-2.746799927E2,1.354799957E2
6.943541386E0,-8.340000153E1,-2.750400085E2,1.351799927E2
6.953541786E0,-8.322000122E1,-2.751600037E2,1.350599976E2
6.963542619E0,-8.327999878E1,-2.755199890E2,1.357200012E2
6.973542619E0,-8.363999939E1,-2.763599854E2,1.361999969E2
6.983543019E0,-8.315999603E1,-2.767799988E2,1.363199921E2
6.993542985E0,-8.381999969E1,-2.773200073E2,1.365000000E2
7.003543618E0,-8.418000031E1,-2.776799927E2,1.366799927E2
7.013543618E0,-8.375999451E1,-2.773200073E2,1.370999908E2
7.023543851E0,-8.351999664E1,-2.771399841E2,1.376999969E2
7.033543884E0,-8.304000092E1,-2.767200012E2,1.386600037E2
7.043543817E0,-8.268000031E1,-2.762399902E2,1.391999969E2
7.053543817E0,-8.268000031E1,-2.764799805E2,1.396199951E2
7.063543850E0,-8.255999756E1,-2.759400024E2,1.400999908E2
7.073543783E0,-8.279999542E1,-2.760599976E2,1.395000000E2
7.083543783E0,-8.279999542E1,-2.760599976E2,1.395599976E2
7.093543783E0,-8.261999512E1,-2.751000061E2,1.396199951E2
7.103543783E0,-8.291999817E1,-2.747399902E2,1.393199921E2
7.113543816E0,-8.279999542E1,-2.747999878E2,1.403999939E2
7.123544449E0,-8.231999969E1,-2.744400024E2,1.407599945E2
7.133544449E0,-8.183999634E1,-2.749799805E2,1.405200043E2
7.143544515E0,-8.165999603E1,-2.753999939E2,1.406999969E2
7.153544481E0,-8.075999451E1,-2.752799988E2,1.398600006E2
7.163544447E0,-8.111999512E1,-2.753399963E2,1.389599915E2
7.173544447E0,-8.147999573E1,-2.746199951E2,1.385999908E2
7.183544480E0,-8.129999542E1,-2.743800049E2,1.383000031E2
7.193544480E0,-8.147999573E1,-2.737799988E2,1.383600006E2
7.203544446E0,-8.129999542E1,-2.740199890E2,1.385999908E2
7.213544479E0,-8.129999542E1,-2.745599976E2,1.388999939E2
7.223544512E0,-8.147999573E1,-2.747399902E2,1.387200012E2
7.233544512E0,-8.141999817E1,-2.749799805E2,1.385399933E2
7.243544478E0,-8.136000061E1,-2.746199951E2,1.387799988E2
7.253544444E0,-8.123999786E1,-2.744400024E2,1.387200012E2
7.263544477E0,-8.118000031E1,-2.740799866E2,1.392599945E2
7.273544410E0,-8.123999786E1,-2.741399841E2,1.396199951E2
7.283544376E0,-8.081999969E1,-2.741399841E2,1.391399994E2
7.293544409E0,-8.087999725E1,-2.738999939E2,1.388399963E2
7.303544442E0,-8.075999451E1,-2.741399841E2,1.381799927E2
7.313544442E0,-8.123999786E1,-2.741999817E2,1.380599976E2
7.323544375E0,-8.208000183E1,-2.740799866E2,1.383600006E2
7.333544408E0,-8.177999878E1,-2.740799866E2,1.388999939E2
7.343544441E0,-8.201999664E1,-2.737799988E2,1.393799896E2
7.353544407E0,-8.154000092E1,-2.734799805E2,1.391399994E2
7.363544440E0,-8.087999725E1,-2.735400085E2,1.392599945E2
7.373544473E0,-8.087999725E1,-2.737200012E2,1.390800018E2
7.383544439E0,-8.087999725E1,-2.738399963E2,1.388999939E2
7.393544439E0,-8.087999725E1,-2.736000061E2,1.392599945E2
7.403544405E0,-8.058000183E1,-2.734799805E2,1.391999969E2
7.413544405E0,-8.063999939E1,-2.737799988E2,1.387200012E2
7.423544438E0,-8.015999603E1,-2.738999939E2,1.384199982E2
7.433544404E0,-8.015999603E1,-2.743800049E2,1.381799927E2
7.443544370E0,-8.069999695E1,-2.746799927E2,1.379400024E2
7.453544403E0,-8.087999725E1,-2.740799866E2,1.384199982E2
7.463544403E0,-8.081999969E1,-2.739599915E2,1.383000031E2
7.473544436E0,-8.087999725E1,-2.740799866E2,1.381799927E2
7.483544402E0,-8.118000031E1,-2.736600037E2,1.381199951E2
7.493544435E0,-8.105999756E1,-2.741999817E2,1.381799927E2
7.503544468E0,-8.105999756E1,-2.745000000E2,1.385999908E2
7.513544434E0,-8.123999786E1,-2.747999878E2,1.386600037E2
7.523544434E0,-8.081999969E1,-2.748599854E2,1.387200012E2
7.533544467E0,-8.100000000E1,-2.740799866E2,1.384199982E2
7.543544467E0,-8.105999756E1,-2.734199829E2,1.377599945E2
7.553544467E0,-8.075999451E1,-2.728200073E2,1.376999969E2
7.563544433E0,-8.045999908E1,-2.730000000E2,1.381199951E2
7.573544466E0,-8.022000122E1,-2.736000061E2,1.383000031E2
7.583544499E0,-7.973999786E1,-2.734799805E2,1.389599915E2
7.593544465E0,-7.950000000E1,-2.730599976E2,1.391999969E2
7.603544465E0,-7.961999512E1,-2.728200073E2,1.386600037E2
7.613544498E0,-7.968000031E1,-2.723999939E2,1.384199982E2
7.623543831E0,-7.997999573E1,-2.723999939E2,1.389599915E2
7.633543097E0,-8.027999878E1,-2.728800049E2,1.390800018E2
7.643543097E0,-8.051999664E1,-2.731799927E2,1.397399902E2
7.653542463E0,-8.051999664E1,-2.738399963E2,1.398600006E2
7.663541529E0,-8.063999939E1,-2.739599915E2,1.393199921E2
7.673541529E0,-8.081999969E1,-2.734799805E2,1.391999969E2
7.683541562E0,-8.087999725E1,-2.734199829E2,1.387799988E2
7.693541195E0,-8.075999451E1,-2.727599792E2,1.393799896E2
7.703540528E0,-8.063999939E1,-2.729400024E2,1.390200043E2
7.713540528E0,-7.997999573E1,-2.730000000E2,1.387799988E2
7.723540394E0,-7.979999542E1,-2.731799927E2,1.391399994E2
7.733540427E0,-8.004000092E1,-2.737200012E2,1.385999908E2
7.743541027E0,-7.991999817E1,-2.738999939E2,1.388399963E2
7.753541027E0,-8.045999908E1,-2.741999817E2,1.388999939E2
7.763541060E0,-8.051999664E1,-2.742599792E2,1.387799988E2
7.773541026E0,-8.063999939E1,-2.743200073E2,1.388399963E2
7.783541026E0,-8.093999481E1,-2.739599915E2,1.389599915E2
7.793540992E0,-8.063999939E1,-2.734799805E2,1.387799988E2
7.803540992E0,-8.063999939E1,-2.734799805E2,1.390200043E2
7.813541025E0,-8.033999634E1,-2.731199951E2,1.393799896E2
7.823540991E0,-7.986000061E1,-2.732999878E2,1.395000000E2
7.833541024E0,-8.015999603E1,-2.736600037E2,1.399799957E2
7.843541057E0,-7.968000031E1,-2.732399902E2,1.393799896E2
7.853541057E0,-7.997999573E1,-2.736000061E2,1.395000000E2
7.863541090E0,-7.997999573E1,-2.737799988E2,1.399799957E2
7.873541056E0,-7.991999817E1,-2.736000061E2,1.398000031E2
7.883541056E0,-8.009999847E1,-2.743200073E2,1.401600037E2
7.893541089E0,-7.979999542E1,-2.738399963E2,1.399799957E2
7.903541055E0,-8.058000183E1,-2.734199829E2,1.397399902E2
7.913541055E0,-7.997999573E1,-2.732999878E2,1.396799927E2
7.923541755E0,-7.991999817E1,-2.727599792E2,1.398000031E2
7.933542421E0,-7.997999573E1,-2.733599854E2,1.402200012E2
7.943542387E0,-7.961999512E1,-2.736600037E2,1.400399933E2
7.953543020E0,-8.027999878E1,-2.743200073E2,1.400399933E2
7.963543920E0,-8.045999908E1,-2.747399902E2,1.400399933E2
7.973543920E0,-8.105999756E1,-2.741399841E2,1.395000000E2
7.983543886E0,-8.136000061E1,-2.741399841E2,1.392599945E2
7.993544286E0,-8.129999542E1,-2.738399963E2,1.390800018E2
8.003544986E0,-8.147999573E1,-2.734799805E2,1.389599915E2
8.013544952E0,-8.100000000E1,-2.735400085E2,1.392599945E2
8.023545052E0,-8.081999969E1,-2.738399963E2,1.395000000E2
8.033545018E0,-8.033999634E1,-2.737799988E2,1.402799988E2
8.043544418E0,-8.033999634E1,-2.735400085E2,1.402200012E2
8.053544384E0,-8.027999878E1,-2.731799927E2,1.399799957E2
8.063544350E0,-8.004000092E1,-2.725799866E2,1.402200012E2
8.073544383E0,-8.009999847E1,-2.725799866E2,1.393799896E2
8.083544416E0,-7.979999542E1,-2.732399902E2,1.394400024E2
8.093544416E0,-7.931999969E1,-2.737799988E2,1.393199921E2
8.103544382E0,-7.877999878E1,-2.741399841E2,1.387799988E2
8.113544415E0,-7.901999664E1,-2.737799988E2,1.390200043E2
8.123544448E0,-7.901999664E1,-2.732999878E2,1.388399963E2
8.133544381E0,-7.991999817E1,-2.733599854E2,1.390800018E2
8.143544347E0,-8.087999725E1,-2.731799927E2,1.394400024E2
8.153544380E0,-8.111999512E1,-2.733599854E2,1.394400024E2
8.163544346E0,-8.123999786E1,-2.734799805E2,1.396199951E2
8.173544346E0,-8.081999969E1,-2.732999878E2,1.394400024E2
8.183544312E0,-8.058000183E1,-2.738399963E2,1.393799896E2
8.193544312E0,-8.040000153E1,-2.738999939E2,1.395599976E2
8.203544345E0,-8.022000122E1,-2.739599915E2,1.394400024E2
8.213544311E0,-8.063999939E1,-2.745599976E2,1.401600037E2
8.223544344E0,-8.033999634E1,-2.739599915E2,1.399199982E2
8.233544377E0,-8.093999481E1,-2.738399963E2,1.395000000E2
8.243544377E0,-8.105999756E1,-2.741999817E2,1.393199921E2
8.253544377E0,-8.063999939E1,-2.741999817E2,1.387799988E2
8.263544343E0,-8.118000031E1,-2.746199951E2,1.392599945E2
8.273544343E0,-8.111999512E1,-2.742599792E2,1.395599976E2
8.283544376E0,-8.141999817E1,-2.741399841E2,1.399799957E2
8.293544342E0,-8.118000031E1,-2.740199890E2,1.403999939E2
8.303544342E0,-8.045999908E1,-2.734799805E2,1.404599915E2
8.313544375E0,-7.986000061E1,-2.738999939E2,1.408199921E2
8.323544375E0,-7.986000061E1,-2.739599915E2,1.408799896E2
8.333544408E0,-8.022000122E1,-2.737200012E2,1.407599945E2
8.343544374E0,-8.081999969E1,-2.740199890E2,1.408199921E2
8.353544407E0,-8.081999969E1,-2.741399841E2,1.405800018E2
8.363544440E0,-8.075999451E1,-2.735400085E2,1.402799988E2
8.373544406E0,-8.093999481E1,-2.736600037E2,1.401600037E2
8.383544406E0,-8.081999969E1,-2.739599915E2,1.405200043E2
8.393544439E0,-8.118000031E1,-2.740799866E2,1.410599976E2
8.403544439E0,-8.087999725E1,-2.745599976E2,1.412399902E2
8.413544372E0,-8.075999451E1,-2.745599976E2,1.410599976E2
8.423544338E0,-8.075999451E1,-2.743800049E2,1.409400024E2
8.433544371E0,-8.105999756E1,-2.744400024E2,1.402200012E2
8.443544371E0,-8.118000031E1,-2.743200073E2,1.406399994E2
8.453544337E0,-8.123999786E1,-2.742599792E2,1.410599976E2
8.463544337E0,-8.118000031E1,-2.739599915E2,1.412399902E2
8.473544403E0,-8.111999512E1,-2.738399963E2,1.413600006E2
8.483544436E0,-8.147999573E1,-2.738999939E2,1.409400024E2
8.493544402E0,-8.147999573E1,-2.740199890E2,1.408199921E2
8.503544368E0,-8.201999664E1,-2.747999878E2,1.409400024E2
8.513544401E0,-8.172000122E1,-2.747399902E2,1.414199982E2
8.523544367E0,-8.154000092E1,-2.745000000E2,1.418999939E2
8.533544333E0,-8.213999939E1,-2.743200073E2,1.419599915E2
8.543544333E0,-8.159999847E1,-2.741999817E2,1.421399994E2
8.553544399E0,-8.172000122E1,-2.742599792E2,1.418399963E2
8.563544432E0,-8.201999664E1,-2.744400024E2,1.414799957E2
8.573544398E0,-8.177999878E1,-2.745000000E2,1.408199921E2
8.583544431E0,-8.208000183E1,-2.743800049E2,1.408799896E2
