"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.480944319E0,-8.058000183E1,-2.747399902E2,1.405800018E2
1.490944369E0,-8.118000031E1,-2.746799927E2,1.405800018E2
1.500944416E0,-8.075999451E1,-2.753399963E2,1.411799927E2
1.510944416E0,-8.081999969E1,-2.749799805E2,1.408799896E2
1.520944416E0,-8.147999573E1,-2.747399902E2,1.406999969E2
1.530944416E0,-8.183999634E1,-2.745599976E2,1.406999969E2
1.540944456E0,-8.231999969E1,-2.744400024E2,1.401600037E2
1.550944456E0,-8.154000092E1,-2.751000061E2,1.396199951E2
1.560944456E0,-8.100000000E1,-2.750400085E2,1.387200012E2
1.570944491E0,-8.063999939E1,-2.751000061E2,1.388399963E2
1.580944525E0,-8.051999664E1,-2.751600037E2,1.388399963E2
1.590944525E0,-8.129999542E1,-2.745599976E2,1.393799896E2
1.600944491E0,-8.147999573E1,-2.746799927E2,1.405200043E2
1.610944524E0,-8.183999634E1,-2.745599976E2,1.407599945E2
1.620943890E0,-8.172000122E1,-2.742599792E2,1.406999969E2
1.630943156E0,-8.118000031E1,-2.745599976E2,1.411199951E2
1.640943156E0,-8.100000000E1,-2.745000000E2,1.411199951E2
1.650942522E0,-8.033999634E1,-2.746199951E2,1.410000000E2
1.660941622E0,-8.015999603E1,-2.745599976E2,1.406999969E2
1.670940955E0,-8.051999664E1,-2.745000000E2,1.400999908E2
1.680940255E0,-8.058000183E1,-2.742599792E2,1.398600006E2
1.690940121E0,-8.063999939E1,-2.740799866E2,1.400399933E2
1.700940187E0,-8.111999512E1,-2.741999817E2,1.405800018E2
1.710940187E0,-8.087999725E1,-2.738399963E2,1.406399994E2
1.720939953E0,-8.051999664E1,-2.737799988E2,1.402799988E2
1.730939953E0,-8.100000000E1,-2.738999939E2,1.398600006E2
1.740939953E0,-8.075999451E1,-2.740199890E2,1.396799927E2
1.750939953E0,-8.100000000E1,-2.738999939E2,1.398000031E2
1.760939919E0,-8.129999542E1,-2.736600037E2,1.399799957E2
1.770939919E0,-8.063999939E1,-2.732399902E2,1.403999939E2
1.780939952E0,-8.075999451E1,-2.729400024E2,1.401600037E2
1.790939918E0,-8.069999695E1,-2.732399902E2,1.398600006E2
1.800939918E0,-8.105999756E1,-2.739599915E2,1.400399933E2
1.810939951E0,-8.136000061E1,-2.744400024E2,1.398000031E2
1.820939951E0,-8.172000122E1,-2.745000000E2,1.396799927E2
1.830939984E0,-8.190000153E1,-2.742599792E2,1.396799927E2
1.840939950E0,-8.118000031E1,-2.736600037E2,1.397399902E2
1.850939983E0,-8.129999542E1,-2.740199890E2,1.400399933E2
1.860940016E0,-8.118000031E1,-2.741399841E2,1.400399933E2
1.870939982E0,-8.111999512E1,-2.745000000E2,1.399799957E2
1.880939982E0,-8.183999634E1,-2.747999878E2,1.398600006E2
1.890940015E0,-8.159999847E1,-2.741399841E2,1.396799927E2
1.900940015E0,-8.147999573E1,-2.741999817E2,1.400999908E2
1.910939948E0,-8.154000092E1,-2.739599915E2,1.404599915E2
1.920940581E0,-8.081999969E1,-2.740799866E2,1.405800018E2
1.930941314E0,-8.081999969E1,-2.746199951E2,1.403999939E2
1.940941280E0,-8.058000183E1,-2.745000000E2,1.401600037E2
1.950941913E0,-8.022000122E1,-2.749799805E2,1.403399963E2
1.960942813E0,-8.069999695E1,-2.745599976E2,1.400999908E2
1.970943513E0,-8.051999664E1,-2.738399963E2,1.400999908E2
1.980944179E0,-8.051999664E1,-2.736600037E2,1.403399963E2
1.990944279E0,-8.058000183E1,-2.730599976E2,1.401600037E2
2.000944212E0,-8.033999634E1,-2.737200012E2,1.399799957E2
2.010944212E0,-8.063999939E1,-2.741999817E2,1.401600037E2
2.020944412E0,-8.045999908E1,-2.744400024E2,1.399799957E2
2.030944378E0,-8.015999603E1,-2.746199951E2,1.398600006E2
2.040944411E0,-8.033999634E1,-2.742599792E2,1.403399963E2
2.050944411E0,-8.033999634E1,-2.740199890E2,1.399199982E2
2.060944411E0,-8.015999603E1,-2.737799988E2,1.396799927E2
2.070944377E0,-8.033999634E1,-2.736000061E2,1.399199982E2
2.080944410E0,-8.033999634E1,-2.737799988E2,1.395599976E2
2.090944443E0,-8.022000122E1,-2.743200073E2,1.398000031E2
2.100944409E0,-8.063999939E1,-2.740799866E2,1.397399902E2
2.110944442E0,-8.100000000E1,-2.740799866E2,1.390800018E2
2.120944475E0,-8.069999695E1,-2.740199890E2,1.393199921E2
2.130944441E0,-8.100000000E1,-2.734799805E2,1.395000000E2
2.140944441E0,-8.045999908E1,-2.735400085E2,1.398000031E2
2.150944407E0,-7.979999542E1,-2.734199829E2,1.402799988E2
2.160944407E0,-7.986000061E1,-2.736000061E2,1.402200012E2
2.170944440E0,-7.937999725E1,-2.734799805E2,1.399799957E2
2.180944406E0,-8.015999603E1,-2.737799988E2,1.396199951E2
2.190944406E0,-8.093999481E1,-2.740799866E2,1.396199951E2
2.200944439E0,-8.147999573E1,-2.734799805E2,1.393799896E2
2.210944439E0,-8.147999573E1,-2.736600037E2,1.398000031E2
2.220944472E0,-8.105999756E1,-2.732999878E2,1.399199982E2
2.230944405E0,-8.040000153E1,-2.730599976E2,1.396199951E2
2.240944438E0,-7.991999817E1,-2.732399902E2,1.398000031E2
2.250944471E0,-8.058000183E1,-2.736600037E2,1.395000000E2
2.260944437E0,-8.063999939E1,-2.739599915E2,1.392599945E2
2.270944403E0,-8.093999481E1,-2.741399841E2,1.389599915E2
2.280944403E0,-8.129999542E1,-2.744400024E2,1.390200043E2
2.290944436E0,-8.069999695E1,-2.738399963E2,1.392599945E2
2.300944436E0,-8.105999756E1,-2.738399963E2,1.399799957E2
2.310944402E0,-8.118000031E1,-2.740199890E2,1.403999939E2
2.320944435E0,-8.111999512E1,-2.738399963E2,1.402200012E2
2.330944468E0,-8.118000031E1,-2.741999817E2,1.399799957E2
2.340944434E0,-8.100000000E1,-2.742599792E2,1.395000000E2
2.350944434E0,-8.100000000E1,-2.737799988E2,1.395000000E2
2.360944500E0,-8.111999512E1,-2.738399963E2,1.396199951E2
2.370944533E0,-8.105999756E1,-2.736000061E2,1.396799927E2
2.380944466E0,-8.118000031E1,-2.740799866E2,1.397399902E2
2.390944432E0,-8.141999817E1,-2.746799927E2,1.395599976E2
2.400944465E0,-8.147999573E1,-2.745000000E2,1.396799927E2
2.410944398E0,-8.159999847E1,-2.746199951E2,1.393799896E2
2.420944364E0,-8.136000061E1,-2.740799866E2,1.394400024E2
2.430944364E0,-8.087999725E1,-2.736000061E2,1.392599945E2
2.440944397E0,-8.075999451E1,-2.738399963E2,1.389599915E2
2.450944430E0,-8.075999451E1,-2.738399963E2,1.390200043E2
2.460944396E0,-8.087999725E1,-2.740199890E2,1.391399994E2
2.470944429E0,-8.093999481E1,-2.740799866E2,1.395000000E2
2.480944462E0,-8.118000031E1,-2.737799988E2,1.392599945E2
2.490944462E0,-8.165999603E1,-2.735400085E2,1.396799927E2
2.500944428E0,-8.123999786E1,-2.733599854E2,1.395000000E2
2.510944428E0,-8.100000000E1,-2.733599854E2,1.396799927E2
2.520944428E0,-8.063999939E1,-2.740199890E2,1.400399933E2
2.530944461E0,-8.009999847E1,-2.741999817E2,1.398000031E2
2.540944427E0,-8.015999603E1,-2.746799927E2,1.399799957E2
2.550944427E0,-8.027999878E1,-2.747399902E2,1.397399902E2
2.560944460E0,-8.040000153E1,-2.743200073E2,1.396199951E2
2.570944460E0,-8.087999725E1,-2.739599915E2,1.393799896E2
2.580944493E0,-8.075999451E1,-2.734799805E2,1.391999969E2
2.590944459E0,-8.100000000E1,-2.734799805E2,1.389599915E2
2.600944492E0,-8.093999481E1,-2.733599854E2,1.389599915E2
2.610944525E0,-8.040000153E1,-2.736600037E2,1.391999969E2
2.620944125E0,-8.045999908E1,-2.736600037E2,1.391399994E2
2.630943425E0,-8.063999939E1,-2.737799988E2,1.393799896E2
2.640943458E0,-8.058000183E1,-2.737799988E2,1.391399994E2
2.650942824E0,-8.063999939E1,-2.734199829E2,1.386600037E2
2.660941890E0,-8.081999969E1,-2.734799805E2,1.386600037E2
2.670940990E0,-8.058000183E1,-2.733599854E2,1.387799988E2
2.680941056E0,-8.045999908E1,-2.737200012E2,1.389599915E2
2.690940389E0,-8.040000153E1,-2.745000000E2,1.393199921E2
2.700939689E0,-8.033999634E1,-2.743800049E2,1.391999969E2
2.710939689E0,-8.033999634E1,-2.738999939E2,1.393199921E2
2.720939755E0,-8.063999939E1,-2.737799988E2,1.388399963E2
2.730939821E0,-8.075999451E1,-2.734199829E2,1.384199982E2
2.740939787E0,-8.040000153E1,-2.734799805E2,1.383600006E2
2.750939753E0,-8.009999847E1,-2.742599792E2,1.381799927E2
2.760939786E0,-7.997999573E1,-2.743200073E2,1.384199982E2
2.770939719E0,-8.015999603E1,-2.741999817E2,1.385999908E2
2.780939685E0,-8.087999725E1,-2.739599915E2,1.385399933E2
2.790939651E0,-8.118000031E1,-2.738999939E2,1.382399902E2
2.800939684E0,-8.058000183E1,-2.736000061E2,1.383000031E2
2.810939717E0,-8.015999603E1,-2.736600037E2,1.380000000E2
2.820939683E0,-7.979999542E1,-2.740799866E2,1.383600006E2
2.830939716E0,-7.931999969E1,-2.738399963E2,1.384199982E2
2.840939749E0,-7.943999481E1,-2.743800049E2,1.387799988E2
2.850939715E0,-7.950000000E1,-2.746199951E2,1.391999969E2
2.860939715E0,-7.931999969E1,-2.745000000E2,1.385999908E2
2.870939715E0,-7.925999451E1,-2.743800049E2,1.382399902E2
2.880939715E0,-7.919999695E1,-2.739599915E2,1.383600006E2
2.890939781E0,-7.925999451E1,-2.734199829E2,1.378799896E2
2.900939747E0,-7.919999695E1,-2.736000061E2,1.380599976E2
2.910939747E0,-7.979999542E1,-2.738399963E2,1.381799927E2
2.920940180E0,-8.040000153E1,-2.738999939E2,1.380000000E2
2.930940880E0,-8.040000153E1,-2.743800049E2,1.385999908E2
2.940940846E0,-8.058000183E1,-2.741999817E2,1.385399933E2
2.950941479E0,-7.997999573E1,-2.737799988E2,1.383000031E2
2.960942379E0,-7.937999725E1,-2.738399963E2,1.380000000E2
2.970943279E0,-7.913999939E1,-2.737799988E2,1.376399994E2
2.980943212E0,-7.865999603E1,-2.736000061E2,1.373999939E2
2.990943912E0,-7.901999664E1,-2.740799866E2,1.370399933E2
3.000944612E0,-7.943999481E1,-2.738399963E2,1.365599976E2
3.010944612E0,-7.979999542E1,-2.734799805E2,1.359599915E2
3.020944545E0,-7.986000061E1,-2.730000000E2,1.358399963E2
3.030944478E0,-7.979999542E1,-2.726399841E2,1.363799896E2
3.040944511E0,-7.968000031E1,-2.730599976E2,1.367399902E2
3.050944511E0,-7.925999451E1,-2.730599976E2,1.369799957E2
3.060944477E0,-7.919999695E1,-2.737799988E2,1.372200012E2
3.070944510E0,-7.872000122E1,-2.740199890E2,1.368000031E2
3.080944543E0,-7.841999817E1,-2.734799805E2,1.364400024E2
3.090944543E0,-7.847999573E1,-2.734799805E2,1.362599945E2
3.100944509E0,-7.890000153E1,-2.730599976E2,1.362599945E2
3.110944542E0,-7.919999695E1,-2.730000000E2,1.365000000E2
3.120944575E0,-7.872000122E1,-2.729400024E2,1.367399902E2
3.130944508E0,-7.872000122E1,-2.731199951E2,1.370999908E2
3.140944474E0,-7.854000092E1,-2.734799805E2,1.367399902E2
3.153544652E0,-7.895999908E1,-2.734199829E2,1.364400024E2
3.163544618E0,-7.968000031E1,-2.737200012E2,1.363799896E2
3.173544618E0,-8.027999878E1,-2.736000061E2,1.358399963E2
3.183544584E0,-8.022000122E1,-2.731799927E2,1.354199982E2
3.193544550E0,-7.973999786E1,-2.731799927E2,1.350599976E2
3.203544583E0,-7.973999786E1,-2.729400024E2,1.348199921E2
3.213544549E0,-7.955999756E1,-2.729400024E2,1.348199921E2
3.223544515E0,-7.943999481E1,-2.734199829E2,1.349400024E2
3.233544481E0,-7.961999512E1,-2.734799805E2,1.352399902E2
3.243544514E0,-7.955999756E1,-2.731199951E2,1.351799927E2
3.253544547E0,-7.901999664E1,-2.731199951E2,1.356600037E2
3.263544513E0,-7.901999664E1,-2.725799866E2,1.361399994E2
3.273544546E0,-7.937999725E1,-2.726999817E2,1.365599976E2
3.283544579E0,-7.925999451E1,-2.734799805E2,1.363799896E2
3.293544545E0,-7.973999786E1,-2.735400085E2,1.357200012E2
3.303544511E0,-7.997999573E1,-2.734799805E2,1.353600006E2
3.313544511E0,-7.979999542E1,-2.731799927E2,1.351199951E2
3.323544544E0,-7.991999817E1,-2.729400024E2,1.357200012E2
3.333544577E0,-7.931999969E1,-2.732399902E2,1.365599976E2
3.343544543E0,-7.931999969E1,-2.734799805E2,1.368000031E2
3.353544576E0,-7.865999603E1,-2.736600037E2,1.369799957E2
3.363544609E0,-7.854000092E1,-2.739599915E2,1.367399902E2
3.373544575E0,-7.877999878E1,-2.740199890E2,1.367399902E2
3.383544541E0,-7.877999878E1,-2.742599792E2,1.374599915E2
3.393544574E0,-7.950000000E1,-2.743800049E2,1.381799927E2
3.403544607E0,-7.997999573E1,-2.743200073E2,1.391999969E2
3.413544540E0,-8.015999603E1,-2.743200073E2,1.391999969E2
3.423544540E0,-8.009999847E1,-2.741399841E2,1.387799988E2
3.433544573E0,-7.968000031E1,-2.741399841E2,1.384199982E2
3.443544573E0,-7.991999817E1,-2.743800049E2,1.384799957E2
3.453544539E0,-8.004000092E1,-2.737799988E2,1.385999908E2
3.463544539E0,-8.045999908E1,-2.737799988E2,1.393199921E2
3.473544605E0,-8.058000183E1,-2.736000061E2,1.400399933E2
3.483544638E0,-7.997999573E1,-2.733599854E2,1.402200012E2
3.493544604E0,-7.997999573E1,-2.741399841E2,1.411799927E2
3.503544570E0,-7.968000031E1,-2.743200073E2,1.414199982E2
3.513544603E0,-8.015999603E1,-2.746199951E2,1.413600006E2
3.523544569E0,-8.081999969E1,-2.740199890E2,1.408199921E2
3.533544569E0,-8.118000031E1,-2.736000061E2,1.405800018E2
3.543544535E0,-8.165999603E1,-2.736000061E2,1.404599915E2
3.553544535E0,-8.165999603E1,-2.732399902E2,1.408799896E2
3.563544568E0,-8.105999756E1,-2.740199890E2,1.414199982E2
3.573544501E0,-8.100000000E1,-2.738399963E2,1.420800018E2
3.583544534E0,-8.129999542E1,-2.738399963E2,1.420800018E2
3.593544567E0,-8.118000031E1,-2.737799988E2,1.421999969E2
3.603544567E0,-8.177999878E1,-2.736600037E2,1.426799927E2
3.613544600E0,-8.190000153E1,-2.734199829E2,1.426799927E2
3.623543900E0,-8.129999542E1,-2.731199951E2,1.433999939E2
3.633543233E0,-8.111999512E1,-2.734799805E2,1.435200043E2
3.643542399E0,-8.118000031E1,-2.733599854E2,1.441799927E2
3.653541699E0,-8.111999512E1,-2.738399963E2,1.444799957E2
3.663541732E0,-8.195999908E1,-2.745000000E2,1.443000031E2
3.673540898E0,-8.268000031E1,-2.744400024E2,1.448999939E2
3.683540764E0,-8.286000061E1,-2.743800049E2,1.447799988E2
3.693540730E0,-8.297999573E1,-2.742599792E2,1.451999969E2
3.703540696E0,-8.250000000E1,-2.732399902E2,1.462799988E2
3.713540362E0,-8.237999725E1,-2.733599854E2,1.462200012E2
3.723539662E0,-8.190000153E1,-2.737799988E2,1.468199921E2
3.733539628E0,-8.208000183E1,-2.737799988E2,1.468799896E2
3.743539661E0,-8.243999481E1,-2.745000000E2,1.470000000E2
3.753539727E0,-8.291999817E1,-2.742599792E2,1.473600006E2
3.763539727E0,-8.333999634E1,-2.738399963E2,1.471199951E2
3.773539660E0,-8.291999817E1,-2.737799988E2,1.476600037E2
3.783539626E0,-8.286000061E1,-2.734799805E2,1.478999939E2
3.793539659E0,-8.201999664E1,-2.736600037E2,1.483199921E2
3.803539659E0,-8.190000153E1,-2.740799866E2,1.485000000E2
3.813539625E0,-8.261999512E1,-2.741399841E2,1.485000000E2
3.823539691E0,-8.255999756E1,-2.741999817E2,1.482599945E2
3.833539724E0,-8.322000122E1,-2.737200012E2,1.476600037E2
3.843539724E0,-8.358000183E1,-2.732399902E2,1.478999939E2
3.853539690E0,-8.309999847E1,-2.731799927E2,1.478999939E2
3.863539723E0,-8.315999603E1,-2.732399902E2,1.483199921E2
3.873539756E0,-8.279999542E1,-2.733599854E2,1.488600006E2
3.883539689E0,-8.315999603E1,-2.731799927E2,1.486799927E2
3.893539655E0,-8.387999725E1,-2.735400085E2,1.489199982E2
3.903539688E0,-8.381999969E1,-2.731199951E2,1.491600037E2
3.913539654E0,-8.411999512E1,-2.731199951E2,1.493999939E2
3.923540320E0,-8.345999908E1,-2.726399841E2,1.501799927E2
3.933540953E0,-8.315999603E1,-2.721000061E2,1.505399933E2
3.943541819E0,-8.345999908E1,-2.723399963E2,1.505999908E2
3.953542519E0,-8.381999969E1,-2.723999939E2,1.500599976E2
3.963542452E0,-8.436000061E1,-2.730599976E2,1.493999939E2
3.973543318E0,-8.441999817E1,-2.725799866E2,1.489799957E2
3.983543451E0,-8.429999542E1,-2.725199890E2,1.481999969E2
3.993543484E0,-8.418000031E1,-2.725799866E2,1.483799896E2
4.003543517E0,-8.387999725E1,-2.727599792E2,1.488000031E2
4.013543850E0,-8.369999695E1,-2.737200012E2,1.483199921E2
4.023544550E0,-8.358000183E1,-2.740199890E2,1.483799896E2
4.033544583E0,-8.375999451E1,-2.738999939E2,1.482599945E2
4.043544549E0,-8.418000031E1,-2.737200012E2,1.475999908E2
4.053544482E0,-8.447999573E1,-2.730000000E2,1.474199982E2
4.063544482E0,-8.477999878E1,-2.729400024E2,1.470000000E2
4.073544515E0,-8.441999817E1,-2.732999878E2,1.465200043E2
4.083544548E0,-8.369999695E1,-2.736600037E2,1.467599945E2
4.093544514E0,-8.322000122E1,-2.745000000E2,1.463999939E2
4.103544547E0,-8.286000061E1,-2.741999817E2,1.462200012E2
4.113544580E0,-8.291999817E1,-2.740199890E2,1.458000031E2
4.123544513E0,-8.261999512E1,-2.738399963E2,1.447799988E2
4.133544479E0,-8.255999756E1,-2.729400024E2,1.444199982E2
4.143544479E0,-8.213999939E1,-2.732399902E2,1.438199921E2
4.153544512E0,-8.172000122E1,-2.735400085E2,1.431600037E2
4.163544445E0,-8.172000122E1,-2.737200012E2,1.430399933E2
4.173544445E0,-8.165999603E1,-2.742599792E2,1.420800018E2
4.183544511E0,-8.231999969E1,-2.741999817E2,1.413600006E2
4.193544511E0,-8.268000031E1,-2.741399841E2,1.411799927E2
4.203544477E0,-8.268000031E1,-2.738999939E2,1.399199982E2
4.213544477E0,-8.286000061E1,-2.739599915E2,1.395000000E2
4.223544543E0,-8.201999664E1,-2.734799805E2,1.393199921E2
4.233544576E0,-8.154000092E1,-2.731799927E2,1.385999908E2
4.243544542E0,-8.154000092E1,-2.731199951E2,1.385399933E2
4.253544508E0,-8.136000061E1,-2.731199951E2,1.380599976E2
4.263544541E0,-8.165999603E1,-2.734199829E2,1.376399994E2
4.273544507E0,-8.141999817E1,-2.732999878E2,1.371600037E2
4.283544507E0,-8.129999542E1,-2.734799805E2,1.367399902E2
4.293544473E0,-8.100000000E1,-2.731799927E2,1.364400024E2
4.303544473E0,-8.118000031E1,-2.732999878E2,1.366799927E2
4.313544506E0,-8.123999786E1,-2.734799805E2,1.371600037E2
4.323544472E0,-8.129999542E1,-2.731799927E2,1.383600006E2
4.333544505E0,-8.147999573E1,-2.734799805E2,1.388399963E2
4.343544538E0,-8.154000092E1,-2.733599854E2,1.388399963E2
4.353544538E0,-8.190000153E1,-2.733599854E2,1.392599945E2
4.363544571E0,-8.183999634E1,-2.736600037E2,1.384799957E2
4.373544537E0,-8.154000092E1,-2.734199829E2,1.384199982E2
4.383544537E0,-8.129999542E1,-2.737799988E2,1.383000031E2
4.393544603E0,-8.087999725E1,-2.737799988E2,1.378199921E2
4.403544569E0,-8.105999756E1,-2.735400085E2,1.375800018E2
4.413544569E0,-8.100000000E1,-2.734799805E2,1.373999939E2
4.423544602E0,-8.100000000E1,-2.730000000E2,1.370999908E2
4.433544602E0,-8.141999817E1,-2.730000000E2,1.370399933E2
4.443544602E0,-8.100000000E1,-2.726999817E2,1.373399963E2
4.453544568E0,-8.136000061E1,-2.734799805E2,1.381799927E2
4.463544601E0,-8.129999542E1,-2.738999939E2,1.387200012E2
4.473544601E0,-8.058000183E1,-2.736000061E2,1.383600006E2
4.483544534E0,-8.069999695E1,-2.740799866E2,1.378199921E2
