"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.747671329E0,1.259999990E0,-1.950000000E1,-5.273999786E1
1.757671329E0,1.139999986E0,-1.973999977E1,-5.273999786E1
1.767671329E0,1.319999933E0,-1.919999886E1,-5.279999924E1
1.777671362E0,1.919999957E0,-1.955999947E1,-5.273999786E1
1.787671328E0,1.860000014E0,-1.931999969E1,-5.303999710E1
1.797671294E0,2.279999971E0,-1.895999908E1,-5.315999985E1
1.807670660E0,2.159999847E0,-1.871999931E1,-5.291999817E1
1.817670626E0,2.039999962E0,-1.871999931E1,-5.291999817E1
1.827670226E0,2.220000029E0,-1.937999916E1,-5.291999817E1
1.837670259E0,1.979999900E0,-1.937999916E1,-5.261999893E1
1.847670325E0,2.159999847E0,-2.010000038E1,-5.291999817E1
1.857669791E0,2.279999971E0,-1.992000008E1,-5.334000015E1
1.867669757E0,1.979999900E0,-1.968000031E1,-5.309999847E1
1.877669757E0,1.799999952E0,-1.961999893E1,-5.315999985E1
1.887669790E0,1.860000014E0,-1.979999924E1,-5.286000061E1
1.897669790E0,1.919999957E0,-1.992000008E1,-5.255999756E1
1.907670456E0,2.519999981E0,-1.950000000E1,-5.286000061E1
1.917670456E0,2.819999933E0,-1.943999863E1,-5.309999847E1
1.927670522E0,2.819999933E0,-1.919999886E1,-5.339999771E1
1.937670522E0,2.579999924E0,-1.895999908E1,-5.369999695E1
1.947670488E0,2.460000038E0,-1.860000038E1,-5.345999908E1
1.957670521E0,2.639999866E0,-1.865999985E1,-5.381999969E1
1.967670554E0,2.639999866E0,-1.829999924E1,-5.381999969E1
1.977670520E0,3.059999943E0,-1.865999985E1,-5.400000000E1
1.987670553E0,2.700000048E0,-1.907999992E1,-5.411999893E1
1.997670519E0,2.579999924E0,-1.913999939E1,-5.387999725E1
2.007670519E0,2.759999990E0,-1.937999916E1,-5.429999924E1
2.017670452E0,2.460000038E0,-1.860000038E1,-5.411999893E1
2.027669752E0,2.700000048E0,-1.853999901E1,-5.429999924E1
2.037669785E0,2.879999876E0,-1.913999939E1,-5.369999695E1
2.047669785E0,2.519999981E0,-1.913999939E1,-5.309999847E1
2.057669785E0,2.339999914E0,-1.907999992E1,-5.339999771E1
2.067669751E0,2.279999971E0,-1.889999962E1,-5.393999863E1
2.077669784E0,1.620000005E0,-1.847999954E1,-5.441999817E1
2.087669817E0,1.620000005E0,-1.818000031E1,-5.507999802E1
2.097669117E0,1.620000005E0,-1.842000008E1,-5.453999710E1
2.107669083E0,1.319999933E0,-1.919999886E1,-5.411999893E1
2.117668416E0,1.620000005E0,-1.931999969E1,-5.387999725E1
2.127668816E0,1.979999900E0,-1.968000031E1,-5.321999741E1
2.137668816E0,2.339999914E0,-1.973999977E1,-5.352000046E1
2.147668749E0,2.279999971E0,-1.889999962E1,-5.321999741E1
2.157669315E0,2.759999990E0,-1.860000038E1,-5.369999695E1
2.167669348E0,2.339999914E0,-1.853999901E1,-5.363999939E1
2.177669314E0,2.279999971E0,-1.800000000E1,-5.303999710E1
2.187669280E0,2.519999981E0,-1.823999977E1,-5.303999710E1
2.197669246E0,1.979999900E0,-1.781999969E1,-5.243999863E1
2.207669312E0,2.339999914E0,-1.739999962E1,-5.237999725E1
2.217669345E0,2.159999847E0,-1.727999878E1,-5.297999954E1
2.227669278E0,2.339999914E0,-1.739999962E1,-5.291999817E1
2.237669311E0,2.399999857E0,-1.739999962E1,-5.297999954E1
2.247669344E0,1.799999952E0,-1.734000015E1,-5.315999985E1
2.257669310E0,1.559999943E0,-1.794000053E1,-5.279999924E1
2.267669276E0,1.679999948E0,-1.794000053E1,-5.279999924E1
2.277669276E0,1.979999900E0,-1.811999893E1,-5.273999786E1
2.287669276E0,2.460000038E0,-1.842000008E1,-5.255999756E1
2.297669309E0,3.059999943E0,-1.811999893E1,-5.334000015E1
2.307669275E0,2.579999924E0,-1.823999977E1,-5.381999969E1
2.317669308E0,2.039999962E0,-1.835999870E1,-5.387999725E1
2.327670008E0,1.860000014E0,-1.823999977E1,-5.393999863E1
2.337669974E0,2.279999971E0,-1.842000008E1,-5.309999847E1
2.347669974E0,2.819999933E0,-1.805999947E1,-5.303999710E1
2.357670040E0,3.059999943E0,-1.776000023E1,-5.357999802E1
2.367670073E0,3.000000000E0,-1.769999886E1,-5.381999969E1
2.377670006E0,2.460000038E0,-1.776000023E1,-5.387999725E1
2.387669972E0,1.860000014E0,-1.787999916E1,-5.339999771E1
2.397670672E0,1.860000014E0,-1.781999969E1,-5.303999710E1
2.407671338E0,1.620000005E0,-1.818000031E1,-5.297999954E1
2.417672004E0,1.139999986E0,-1.853999901E1,-5.286000061E1
2.427671970E0,1.500000000E0,-1.895999908E1,-5.303999710E1
2.437671970E0,1.740000010E0,-1.926000023E1,-5.339999771E1
2.447672003E0,2.279999971E0,-1.907999992E1,-5.352000046E1
2.457671969E0,2.220000029E0,-1.860000038E1,-5.363999939E1
2.467672002E0,2.460000038E0,-1.805999947E1,-5.352000046E1
2.477672035E0,2.159999847E0,-1.710000038E1,-5.273999786E1
2.487672035E0,2.159999847E0,-1.721999931E1,-5.243999863E1
2.497672068E0,3.000000000E0,-1.703999901E1,-5.286000061E1
2.507672001E0,2.819999933E0,-1.644000053E1,-5.291999817E1
2.517672001E0,3.000000000E0,-1.692000008E1,-5.309999847E1
2.527672034E0,2.939999819E0,-1.637999916E1,-5.315999985E1
2.537672000E0,2.759999990E0,-1.644000053E1,-5.286000061E1
2.547672033E0,2.519999981E0,-1.692000008E1,-5.261999893E1
2.557672066E0,2.759999990E0,-1.752000046E1,-5.268000031E1
2.567672066E0,2.700000048E0,-1.811999893E1,-5.219999695E1
2.577672099E0,2.639999866E0,-1.818000031E1,-5.207999802E1
2.587672065E0,3.119999886E0,-1.860000038E1,-5.243999863E1
2.597672065E0,2.579999924E0,-1.794000053E1,-5.261999893E1
2.607672098E0,2.399999857E0,-1.734000015E1,-5.273999786E1
2.617672064E0,2.399999857E0,-1.685999870E1,-5.309999847E1
2.627672030E0,2.460000038E0,-1.637999916E1,-5.291999817E1
2.637672030E0,2.579999924E0,-1.631999969E1,-5.255999756E1
2.650565614E0,2.519999981E0,-1.703999901E1,-5.291999817E1
2.660565547E0,2.339999914E0,-1.787999916E1,-5.286000061E1
2.670565513E0,1.860000014E0,-1.805999947E1,-5.315999985E1
2.680565579E0,2.099999905E0,-1.835999870E1,-5.375999832E1
2.690565579E0,1.740000010E0,-1.800000000E1,-5.375999832E1
2.700565579E0,1.860000014E0,-1.739999962E1,-5.327999878E1
2.710565579E0,1.919999957E0,-1.734000015E1,-5.268000031E1
2.720565645E0,1.860000014E0,-1.763999939E1,-5.184000015E1
2.730565678E0,2.759999990E0,-1.752000046E1,-5.189999771E1
2.740565678E0,2.759999990E0,-1.752000046E1,-5.219999695E1
2.750565644E0,2.279999971E0,-1.763999939E1,-5.286000061E1
2.760565677E0,1.919999957E0,-1.757999992E1,-5.357999802E1
2.770565643E0,1.740000010E0,-1.794000053E1,-5.369999695E1
2.780565609E0,1.379999995E0,-1.811999893E1,-5.327999878E1
2.790565609E0,1.799999952E0,-1.805999947E1,-5.291999817E1
2.800565609E0,2.220000029E0,-1.805999947E1,-5.255999756E1
2.810565642E0,2.519999981E0,-1.800000000E1,-5.250000000E1
2.820565608E0,2.759999990E0,-1.800000000E1,-5.279999924E1
2.830565641E0,2.819999933E0,-1.794000053E1,-5.315999985E1
2.840565674E0,2.579999924E0,-1.776000023E1,-5.315999985E1
2.850565607E0,1.979999900E0,-1.685999870E1,-5.297999954E1
2.860565607E0,2.099999905E0,-1.685999870E1,-5.279999924E1
2.870565607E0,2.639999866E0,-1.703999901E1,-5.255999756E1
2.880565607E0,2.819999933E0,-1.710000038E1,-5.213999939E1
2.890565640E0,3.119999886E0,-1.787999916E1,-5.189999771E1
2.900565640E0,3.119999886E0,-1.757999992E1,-5.195999908E1
2.910565640E0,2.639999866E0,-1.734000015E1,-5.225999832E1
2.920565673E0,2.220000029E0,-1.752000046E1,-5.261999893E1
2.930565706E0,1.679999948E0,-1.787999916E1,-5.250000000E1
2.940565706E0,2.099999905E0,-1.835999870E1,-5.303999710E1
2.950565672E0,2.579999924E0,-1.860000038E1,-5.286000061E1
2.960565705E0,2.819999933E0,-1.835999870E1,-5.286000061E1
2.970565738E0,2.819999933E0,-1.800000000E1,-5.255999756E1
2.980565671E0,2.639999866E0,-1.776000023E1,-5.219999695E1
2.990565704E0,2.700000048E0,-1.811999893E1,-5.243999863E1
3.000565704E0,2.759999990E0,-1.877999878E1,-5.334000015E1
3.010565704E0,3.359999895E0,-1.902000046E1,-5.465999985E1
3.020565637E0,3.000000000E0,-1.985999870E1,-5.543999863E1
3.030565603E0,2.879999876E0,-1.979999924E1,-5.568000031E1
3.040565603E0,3.539999962E0,-1.913999939E1,-5.543999863E1
3.050565636E0,3.059999943E0,-1.913999939E1,-5.537999725E1
3.060565602E0,2.939999819E0,-1.829999924E1,-5.477999878E1
3.070565568E0,2.700000048E0,-1.818000031E1,-5.471999741E1
3.080565634E0,2.460000038E0,-1.818000031E1,-5.489999771E1
3.090565667E0,3.480000019E0,-1.818000031E1,-5.411999893E1
3.100565667E0,4.380000114E0,-1.823999977E1,-5.411999893E1
3.110564800E0,5.159999847E0,-1.823999977E1,-5.411999893E1
3.120563966E0,5.219999790E0,-1.835999870E1,-5.423999786E1
3.130563632E0,5.639999866E0,-1.823999977E1,-5.519999695E1
3.140562932E0,5.819999695E0,-1.739999962E1,-5.621999741E1
3.150562932E0,5.819999695E0,-1.685999870E1,-5.639999771E1
3.160562932E0,6.239999771E0,-1.673999977E1,-5.615999985E1
3.170562965E0,5.699999809E0,-1.710000038E1,-5.609999847E1
3.180562931E0,5.759999752E0,-1.769999886E1,-5.609999847E1
3.190562931E0,5.879999638E0,-1.818000031E1,-5.573999786E1
3.200562931E0,5.579999924E0,-1.794000053E1,-5.568000031E1
3.210562897E0,5.819999695E0,-1.752000046E1,-5.568000031E1
3.220562897E0,5.219999790E0,-1.757999992E1,-5.495999908E1
3.230562863E0,5.159999847E0,-1.745999908E1,-5.477999878E1
3.240562896E0,5.400000095E0,-1.769999886E1,-5.447999954E1
3.250562929E0,5.099999905E0,-1.763999939E1,-5.369999695E1
3.260562895E0,5.519999981E0,-1.800000000E1,-5.375999832E1
3.270562895E0,4.619999886E0,-1.811999893E1,-5.400000000E1
3.280562928E0,4.380000114E0,-1.811999893E1,-5.441999817E1
3.290562894E0,3.959999800E0,-1.847999954E1,-5.471999741E1
3.300562894E0,4.079999924E0,-1.794000053E1,-5.502000046E1
3.310562894E0,4.619999886E0,-1.787999916E1,-5.507999802E1
3.320562927E0,4.679999828E0,-1.781999969E1,-5.489999771E1
3.330562960E0,4.799999714E0,-1.745999908E1,-5.531999969E1
3.340562960E0,4.380000114E0,-1.752000046E1,-5.513999939E1
3.350562960E0,4.500000000E0,-1.757999992E1,-5.484000015E1
3.360562993E0,4.380000114E0,-1.757999992E1,-5.502000046E1
3.370562993E0,3.899999857E0,-1.752000046E1,-5.465999985E1
3.380562926E0,3.720000029E0,-1.769999886E1,-5.441999817E1
3.390562892E0,3.599999905E0,-1.787999916E1,-5.484000015E1
3.400562892E0,3.419999838E0,-1.811999893E1,-5.459999847E1
3.410563725E0,3.599999905E0,-1.805999947E1,-5.459999847E1
3.420564558E0,3.779999971E0,-1.769999886E1,-5.429999924E1
3.430564891E0,4.019999981E0,-1.734000015E1,-5.429999924E1
3.440565557E0,3.779999971E0,-1.752000046E1,-5.418000031E1
3.450565557E0,4.079999924E0,-1.794000053E1,-5.381999969E1
3.460565523E0,3.659999847E0,-1.842000008E1,-5.352000046E1
3.470565556E0,3.359999895E0,-1.877999878E1,-5.286000061E1
3.480565589E0,3.059999943E0,-1.871999931E1,-5.297999954E1
3.490565589E0,3.000000000E0,-1.895999908E1,-5.334000015E1
3.500565589E0,2.759999990E0,-1.895999908E1,-5.363999939E1
3.510565589E0,2.159999847E0,-1.902000046E1,-5.339999771E1
3.520565622E0,2.399999857E0,-1.926000023E1,-5.315999985E1
3.530565655E0,1.740000010E0,-1.950000000E1,-5.309999847E1
3.540565621E0,1.439999938E0,-2.010000038E1,-5.279999924E1
3.550565654E0,2.099999905E0,-2.021999931E1,-5.334000015E1
3.560565687E0,2.220000029E0,-2.003999901E1,-5.327999878E1
3.570565653E0,2.700000048E0,-1.973999977E1,-5.327999878E1
3.580565653E0,2.759999990E0,-1.907999992E1,-5.291999817E1
3.590565653E0,1.679999948E0,-1.913999939E1,-5.315999985E1
3.600565653E0,1.319999933E0,-1.943999863E1,-5.303999710E1
3.610565686E0,6.599999666E-1,-1.961999893E1,-5.268000031E1
3.620565652E0,6.599999666E-1,-1.973999977E1,-5.291999817E1
3.630565652E0,1.439999938E0,-1.968000031E1,-5.250000000E1
3.640565652E0,1.860000014E0,-1.931999969E1,-5.237999725E1
3.650565618E0,2.039999962E0,-1.895999908E1,-5.213999939E1
3.660565584E0,1.979999900E0,-1.968000031E1,-5.250000000E1
3.670565584E0,1.799999952E0,-2.015999985E1,-5.231999969E1
3.680565617E0,1.500000000E0,-2.052000046E1,-5.189999771E1
3.690565617E0,1.079999924E0,-2.057999992E1,-5.159999847E1
3.700565617E0,1.139999986E0,-2.015999985E1,-5.123999786E1
3.710565683E0,5.999999642E-1,-1.997999954E1,-5.111999893E1
3.720565716E0,4.799999893E-1,-1.992000008E1,-5.136000061E1
3.730565649E0,7.799999714E-1,-2.015999985E1,-5.165999985E1
3.740565649E0,1.199999928E0,-2.034000015E1,-5.213999939E1
3.750565649E0,1.319999933E0,-1.992000008E1,-5.195999908E1
3.760565682E0,1.860000014E0,-2.015999985E1,-5.141999817E1
3.770565615E0,1.799999952E0,-2.027999878E1,-5.136000061E1
3.780565581E0,1.740000010E0,-2.021999931E1,-5.100000000E1
3.790565581E0,2.039999962E0,-2.034000015E1,-5.100000000E1
3.800565581E0,1.979999900E0,-1.968000031E1,-5.195999908E1
3.810565581E0,1.919999957E0,-1.937999916E1,-5.189999771E1
3.820565514E0,1.799999952E0,-1.937999916E1,-5.153999710E1
3.830565547E0,1.740000010E0,-1.943999863E1,-5.159999847E1
3.840565580E0,1.139999986E0,-1.992000008E1,-5.136000061E1
3.850565513E0,1.740000010E0,-1.979999924E1,-5.123999786E1
3.860565546E0,1.679999948E0,-1.961999893E1,-5.153999710E1
3.870565579E0,1.740000010E0,-1.973999977E1,-5.184000015E1
3.880565545E0,1.979999900E0,-1.950000000E1,-5.225999832E1
3.890565545E0,1.259999990E0,-1.943999863E1,-5.243999863E1
3.900565545E0,1.379999995E0,-1.919999886E1,-5.219999695E1
3.910564878E0,1.860000014E0,-1.889999962E1,-5.171999741E1
3.920564911E0,2.099999905E0,-1.907999992E1,-5.057999802E1
3.930564877E0,2.700000048E0,-1.902000046E1,-5.118000031E1
3.940564877E0,2.700000048E0,-1.919999886E1,-5.202000046E1
3.950564910E0,2.279999971E0,-1.877999878E1,-5.268000031E1
3.960564943E0,2.099999905E0,-1.835999870E1,-5.381999969E1
3.970564976E0,1.740000010E0,-1.842000008E1,-5.363999939E1
3.980564942E0,1.919999957E0,-1.835999870E1,-5.286000061E1
3.990565008E0,2.339999914E0,-1.884000015E1,-5.250000000E1
4.000565008E0,2.339999914E0,-1.926000023E1,-5.291999817E1
4.010564941E0,2.939999819E0,-1.871999931E1,-5.339999771E1
