"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.820565514E0,-1.132391468E-1,-5.917757004E-2,4.024074972E-2
3.830565547E0,-1.431715488E-1,-8.788824081E-2,5.734497309E-2
3.840565580E0,-1.804343164E-1,-9.766208380E-2,6.528622657E-2
3.850565513E0,-2.268600762E-1,-8.055785298E-2,5.795583874E-2
3.860565546E0,-2.769510448E-1,-3.535382450E-2,3.413209692E-2
3.870565579E0,-3.270419836E-1,1.779145002E-2,7.254024968E-3
3.880565545E0,-3.691916764E-1,4.161519557E-2,-1.107193250E-2
3.890565545E0,-3.899610937E-1,3.733913973E-2,-1.840231568E-2
3.900565545E0,-3.691916764E-1,5.444336683E-2,-3.489567712E-2
3.910564878E0,-3.355940878E-1,6.910412759E-2,-6.604980677E-2
3.920564911E0,-2.977204621E-1,7.521278411E-2,-1.033125818E-1
3.930564877E0,-2.494620979E-1,8.254316449E-2,-1.204168126E-1
3.940564877E0,-1.883755773E-1,7.765624672E-2,-1.143081561E-1
3.950564910E0,-1.333976984E-1,6.360634416E-2,-9.598220140E-2
3.960564943E0,-8.147415519E-2,4.528038576E-2,-8.498662710E-2
3.970564976E0,-3.077233583E-2,3.795000166E-2,-9.476047009E-2
3.980564942E0,1.137736533E-2,3.061962128E-2,-1.277471930E-1
3.990565008E0,6.818783283E-2,2.023491077E-2,-1.821141988E-1
4.000565008E0,9.750936180E-2,7.635815564E-5,-2.016618848E-1
4.010564941E0,1.060614809E-1,-4.634939879E-2,-2.144900560E-1
