"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.396556600E-1,2.073658466E0,4.290793896E0,8.178722262E-1
8.496556600E-1,2.112143040E0,3.448410749E0,7.506770492E-1
8.596556600E-1,2.066938877E0,2.063579082E0,6.236170530E-1
8.696556260E-1,2.200107574E0,1.075199246E0,5.613088012E-1
8.796555920E-1,2.366262913E0,9.481391907E-1,1.844049394E-1
8.896555580E-1,2.466444731E0,1.120403171E0,-5.632941127E-1
8.996548910E-1,2.485992432E0,1.044045091E0,-1.284726024E0
9.096548570E-1,2.503707647E0,5.889504552E-1,-1.646969080E0
9.196548230E-1,2.668030262E0,-4.928919077E-1,-1.460044265E0
9.296548230E-1,2.672306299E0,-5.881868601E-1,-1.026329994E0
9.396548230E-1,2.533029079E0,-3.444516361E-1,-4.240168333E-1
9.496545890E-1,2.609387159E0,-4.733442068E-1,1.007164046E-1
9.596543890E-1,2.594726562E0,-1.037707329E-1,6.059019566E-1
9.696542220E-1,2.500042439E0,1.998292953E-1,8.899543285E-1
9.796540550E-1,2.286239624E0,3.995822370E-1,9.473756552E-1
9.896536210E-1,2.004019737E0,4.936554730E-1,8.386416435E-1
9.996533210E-1,1.735239029E0,5.193118453E-1,6.321691871E-1
1.009653321E0,1.531821012E0,3.769802153E-1,2.167807966E-1
1.019653287E0,1.620396376E0,1.998292953E-1,-1.472948790E-1
1.029653253E0,1.858633876E0,2.878702432E-2,-5.810092092E-1
1.039653253E0,2.186668396E0,-2.015091777E-1,-8.980482817E-1
1.049653286E0,2.436512470E0,-4.586834311E-1,-1.032438636E0
1.059653319E0,2.570902824E0,-6.230061650E-1,-1.077031732E0
1.069653285E0,2.599002600E0,-6.596581340E-1,-1.045877695E0
1.079653318E0,2.580065727E0,-6.498842835E-1,-8.858309388E-1
1.089652984E0,2.533029079E0,-6.541603208E-1,-6.225480437E-1
1.099652250E0,2.459725380E0,-6.254496574E-1,-1.601230502E-1
1.109651850E0,2.393751860E0,-5.790238976E-1,7.444920391E-2
1.119650983E0,2.266081095E0,-5.313764215E-1,2.100612819E-1
1.129650983E0,2.071825743E0,-4.880049825E-1,2.662608922E-1
1.139650349E0,1.810986400E0,-4.324162304E-1,2.552653253E-1
1.149649649E0,1.449354172E0,-3.646101952E-1,1.990657151E-1
1.159649349E0,1.049237370E0,-2.149482071E-1,1.587486118E-1
1.169649382E0,1.049237370E0,-2.149482071E-1,1.587486118E-1
1.179649015E0,1.049237370E0,-2.149482071E-1,1.587486118E-1
1.189648648E0,1.049237370E0,-2.149482071E-1,1.587486118E-1
1.199648614E0,1.049237370E0,-2.149482071E-1,1.587486118E-1
1.209647980E0,1.347721517E-1,3.537673354E-1,1.660789847E-1
1.219648013E0,7.673994452E-2,4.515057802E-1,1.306488067E-1
1.229647979E0,4.192062840E-2,5.730679631E-1,1.086576581E-1
1.239648645E0,3.031418845E-2,6.420957446E-1,1.019381359E-1
1.249649311E0,4.192062840E-2,6.060546637E-1,1.098793894E-1
1.259650011E0,8.223773539E-2,4.625013471E-1,1.318705380E-1
1.269650644E0,1.256091595E-1,2.432007194E-1,1.489747614E-1
1.279651277E0,2.044107765E-1,-6.772968173E-2,1.691333205E-1
1.289652177E0,2.752711475E-1,-2.076178193E-1,1.544725448E-1
1.299652743E0,3.314707577E-1,-3.401755691E-1,1.190423667E-1
1.309652709E0,3.510184288E-1,-4.617377818E-1,7.689265907E-2
1.319652675E0,3.504075706E-1,-5.118287206E-1,4.512767121E-2
1.329652741E0,3.662900627E-1,-4.684572816E-1,3.901901841E-2
1.339652807E0,4.145484269E-1,-3.627775908E-1,6.039930135E-2
1.349652773E0,4.811327457E-1,-2.540435791E-1,9.582948685E-2
1.359652806E0,5.446627140E-1,-1.721876413E-1,1.233184189E-1
1.369652839E0,6.039166451E-1,-1.263727546E-1,9.460775554E-2
1.379652772E0,5.849798322E-1,-1.660789847E-1,2.924517356E-2
1.389653138E0,5.477170348E-1,-2.259437889E-1,-2.267837152E-2
1.399653804E0,5.342780352E-1,-2.894737720E-1,-3.123048507E-2
1.409653537E0,5.367214680E-1,-3.835470080E-1,-9.239336476E-3
1.419654470E0,5.379431844E-1,-4.696790278E-1,1.458440814E-2
1.429654436E0,5.135086179E-1,-4.873940945E-1,1.886046492E-2
1.439655102E0,4.493677318E-1,-4.464661479E-1,1.214094646E-2
1.449655802E0,3.589596748E-1,-3.786600828E-1,1.214094646E-2
1.459656068E0,1.946369410E-1,-2.247220576E-1,2.863430791E-2
1.469656068E0,1.152244583E-1,-1.123228446E-1,3.535382450E-2
1.479656434E0,8.223773539E-2,-6.650795043E-2,3.718642145E-2
1.489656834E0,1.103375331E-1,-9.338602424E-2,3.901901841E-2
1.499657567E0,1.787544489E-1,-1.734093726E-1,3.901901841E-2
1.509658200E0,2.587777972E-1,-2.552653253E-1,2.313652076E-2
1.519658200E0,2.911536396E-1,-2.980258763E-1,-1.412625890E-2
1.529658233E0,2.606103718E-1,-2.705369592E-1,-4.100432992E-2
1.539658233E0,1.903608888E-1,-1.691333205E-1,-4.039346427E-2
1.549658233E0,5.474879593E-2,1.718058437E-2,1.214094646E-2
1.559658199E0,-1.305724494E-2,1.057560444E-1,5.612324551E-2
1.569658232E0,-4.176791012E-2,1.668425649E-1,8.361218125E-2
1.579658265E0,-6.314819306E-2,1.686751693E-1,7.689265907E-2
1.589658231E0,-7.597636431E-2,1.375210434E-1,4.146247730E-2
1.599657931E0,-7.292203605E-2,1.369101703E-1,-9.239336476E-3
1.609657264E0,-7.414376736E-2,1.595121920E-1,-4.894557595E-2
1.619657264E0,-1.199586615E-1,1.589013189E-1,-6.055201590E-2
1.629657197E0,-2.146427780E-1,1.454622895E-1,-4.222606122E-2
1.639657130E0,-3.606395721E-1,1.411862224E-1,-2.023491077E-2
1.649657163E0,-4.198935032E-1,1.002582610E-1,-3.856086731E-2
1.659657096E0,-4.296673536E-1,2.756529488E-2,-6.299547851E-2
1.669657062E0,-3.954588771E-1,-4.024074972E-2,-7.826711237E-2
1.679657095E0,-3.368158340E-1,-7.506006956E-2,-8.743008971E-2
1.689657061E0,-2.714532316E-1,-6.834054738E-2,-8.376489580E-2
1.699657094E0,-2.134210467E-1,-2.191479132E-2,-5.016730726E-2
1.709657760E0,-1.718822122E-1,1.412625890E-2,1.458440814E-2
1.719657760E0,-1.584431678E-1,1.718058437E-2,7.994698733E-2
1.729657793E0,-1.834886521E-1,1.168279815E-2,1.440878361E-1
1.739657759E0,-1.786017269E-1,3.856086731E-2,1.495856196E-1
1.749657725E0,-1.523345262E-1,5.383250117E-2,1.257618815E-1
1.759657725E0,-1.175151989E-1,4.711298272E-2,6.895141304E-2
1.769657725E0,-9.063713253E-2,3.306308016E-2,-8.017606102E-3
1.779657758E0,-7.536549866E-2,1.718058437E-2,-8.009970188E-2
1.789657724E0,-6.192646548E-2,2.695442922E-2,-1.259146035E-1
1.799657690E0,-3.871358559E-2,6.971499324E-2,-1.411862224E-1
1.809657056E0,-1.305724494E-2,1.344667077E-1,-1.289689243E-1
1.819657022E0,1.748601720E-2,2.034944892E-1,-8.498662710E-2
1.829656622E0,3.214678168E-2,1.931097806E-1,-4.100432992E-2
1.839656655E0,4.864014685E-2,1.350775808E-1,1.763873361E-2
1.849656721E0,6.024658307E-2,4.589125142E-2,7.872525603E-2
1.859656187E0,5.291620269E-2,-4.573853686E-2,1.184315011E-1
1.869656153E0,1.687515154E-2,-1.092685238E-1,1.184315011E-1
1.879656153E0,-4.604396969E-2,-1.159880385E-1,7.994698733E-2
1.889656186E0,-1.217912585E-1,-7.567093521E-2,3.229949996E-2
1.899656186E0,-2.012037337E-1,-6.032294128E-3,5.421428941E-3
1.909656852E0,-2.964987159E-1,1.265254617E-1,1.030835137E-2
1.919656852E0,-3.136029541E-1,2.138791978E-1,3.474296257E-2
1.929656918E0,-2.800053656E-1,2.578614950E-1,6.345362961E-2
1.939656918E0,-2.012037337E-1,2.529745698E-1,9.949467331E-2
1.949656884E0,-8.941540122E-2,2.102140039E-1,1.306488067E-1
1.959656917E0,2.848159149E-2,1.540143937E-1,1.440878361E-1
1.969656950E0,1.353830099E-1,1.094212383E-1,1.392009109E-1
1.979656916E0,2.068542391E-1,7.704538107E-2,1.214858219E-1
1.989656949E0,2.135737687E-1,4.528038576E-2,1.031598672E-1
1.999656915E0,1.408807933E-1,6.185010541E-3,9.521862119E-2
2.009656915E0,7.490734756E-2,-2.977967961E-3,8.361218125E-2
2.019656848E0,1.870774850E-2,-8.475755341E-3,6.101016700E-2
2.029656148E0,-2.283108793E-2,-2.741257846E-2,3.535382450E-2
2.039656181E0,-5.642867833E-2,-5.978843570E-2,1.336267684E-2
2.049656181E0,-9.369145334E-2,-8.177958429E-2,6.032294128E-3
2.059656181E0,-1.297325045E-1,-7.200574130E-2,1.214094646E-2
2.069656147E0,-1.419498175E-1,-3.901901841E-2,3.046690486E-2
2.079656180E0,-1.266781837E-1,-4.199698567E-3,5.612324551E-2
2.089656213E0,-5.826127157E-2,4.894557595E-2,8.361218125E-2
2.099655513E0,-2.290744742E-4,6.238461286E-2,8.300131559E-2
2.109655479E0,6.207918003E-2,5.566509441E-2,6.284276396E-2
2.119654812E0,1.121701300E-1,3.245221451E-2,2.557998151E-2
2.129655212E0,1.201113760E-1,-7.864889689E-3,-1.412625890E-2
2.139655212E0,7.979427278E-2,-6.467536092E-2,-3.672827408E-2
2.149655145E0,6.490443368E-3,-1.263727546E-1,-3.550654277E-2
2.159655711E0,-7.231117040E-2,-1.764636934E-1,-2.023491077E-2
2.169655744E0,-1.431715488E-1,-2.051743716E-1,-3.741549561E-3
2.179655710E0,-2.097558528E-1,-1.837940812E-1,1.886046492E-2
2.189655676E0,-2.231948823E-1,-1.337031275E-1,3.107776865E-2
2.199655642E0,-2.176970989E-1,-8.422304690E-2,4.207334295E-2
2.209655708E0,-1.993711442E-1,-2.557998151E-2,5.367978290E-2
2.219655741E0,-1.669952869E-1,3.856086731E-2,7.017314434E-2
2.229655674E0,-1.224021241E-1,8.498662710E-2,9.216429293E-2
2.239655707E0,-7.536549866E-2,8.743008971E-2,1.074359268E-1
2.249655740E0,-4.176791012E-2,4.955644161E-2,1.098793894E-1
2.259655706E0,-2.405281924E-2,3.741549561E-3,9.521862119E-2
2.269655672E0,-1.061378326E-2,-3.352123126E-2,6.650795043E-2
2.279655672E0,-8.170322515E-3,-4.146247730E-2,4.818199575E-2
2.289655672E0,-1.611157134E-2,-3.107776865E-2,4.207334295E-2
2.299655705E0,-4.054617882E-2,-6.032294128E-3,3.657555580E-2
2.309655671E0,-7.414376736E-2,1.107193250E-2,2.741257846E-2
2.319655704E0,-9.857837856E-2,1.229366288E-2,2.252565511E-2
2.329656404E0,-1.022435725E-1,-1.214094646E-2,2.435825206E-2
2.339656370E0,-9.185886383E-2,-4.818199575E-2,2.008219436E-2
2.349656370E0,-7.536549866E-2,-8.055785298E-2,1.153008174E-2
2.359656436E0,-5.642867833E-2,-9.277515858E-2,4.810563754E-3
2.369656469E0,-4.665483162E-2,-8.361218125E-2,1.030835137E-2
2.379656402E0,-3.260493279E-2,-6.162103266E-2,2.069306001E-2
2.389656368E0,-9.392052889E-3,-3.962988406E-2,4.146247730E-2
2.399657068E0,1.504255645E-2,-2.802344225E-2,5.917757004E-2
2.409657734E0,2.664899640E-2,-9.086620063E-3,5.062545836E-2
2.419658400E0,1.992947794E-2,3.367394581E-2,2.557998151E-2
2.429658366E0,-3.283400787E-3,9.598220140E-2,9.086620063E-3
2.439658366E0,-4.604396969E-2,1.332449764E-1,1.947133057E-2
2.449658399E0,-1.217912585E-1,1.277471930E-1,4.940372705E-2
2.459658365E0,-1.511127949E-1,1.271363348E-1,3.596469015E-2
2.469658398E0,-1.578323096E-1,1.375210434E-1,-1.908953884E-3
2.479658431E0,-1.395063549E-1,1.234711409E-1,-4.222606122E-2
2.489658431E0,-1.034653038E-1,7.704538107E-2,-7.154759020E-2
2.499658464E0,-6.009386852E-2,2.328923717E-2,-7.948884368E-2
2.509658397E0,-1.794416644E-2,-1.153008174E-2,-7.887797803E-2
2.519658397E0,1.565342210E-2,-2.802344225E-2,-7.765624672E-2
2.529658430E0,4.192062840E-2,-3.962988406E-2,-6.666067243E-2
2.539658396E0,6.635523587E-2,-1.019381359E-1,-1.901318133E-2
2.549658429E0,6.330090761E-2,-1.501964927E-1,-7.635815564E-5
2.559658462E0,4.680754989E-2,-1.532508135E-1,-1.656972058E-2
2.569658462E0,5.879578181E-3,-1.172097698E-1,-4.955644161E-2
2.579658495E0,-5.642867833E-2,-6.650795043E-2,-6.666067243E-2
2.589658461E0,-1.107956842E-1,-2.741257846E-2,-5.810855702E-2
2.599658461E0,-1.333976984E-1,5.574145354E-3,-4.405865446E-2
2.609658494E0,-1.217912585E-1,2.817615867E-2,-3.978259861E-2
2.619658460E0,-8.025242388E-2,5.261076987E-2,-3.245221451E-2
2.629658426E0,-4.505131394E-3,6.238461286E-2,-2.512183413E-2
2.639658426E0,4.253149405E-2,4.711298272E-2,-3.061962128E-2
2.650565614E0,7.612907887E-2,2.512183413E-2,-4.711298272E-2
2.660565547E0,8.162686974E-2,-2.374738641E-2,-6.788240373E-2
2.670565513E0,4.802928120E-2,-8.239044994E-2,-7.276932150E-2
2.680565579E0,-3.283400787E-3,-1.288162023E-1,-6.543894112E-2
2.690565579E0,-5.887213722E-2,-1.477530301E-1,-6.238461286E-2
2.700565579E0,-1.028544381E-1,-1.324813962E-1,-7.154759020E-2
2.710565579E0,-1.266781837E-1,-9.399688989E-2,-8.987355232E-2
2.720565645E0,-1.065196246E-1,-5.856670439E-2,-1.008691266E-1
2.730565678E0,-6.009386852E-2,-5.734497309E-2,-8.743008971E-2
2.740565678E0,-1.488984004E-2,-5.184718594E-2,-6.727153808E-2
2.750565644E0,2.298380435E-2,-1.947133057E-2,-5.810855702E-2
2.760565677E0,4.864014685E-2,2.878702432E-2,-5.444336683E-2
2.770565643E0,5.291620269E-2,4.283692688E-2,-5.077817291E-2
2.780565609E0,3.214678168E-2,1.779145002E-2,-4.833471403E-2
2.790565609E0,-3.283400787E-3,-3.291036561E-2,-4.650211707E-2
2.800565609E0,-4.176791012E-2,-8.544477820E-2,-5.261076987E-2
2.810565642E0,-9.246972948E-2,-1.233184189E-1,-7.704538107E-2
2.820565608E0,-1.114065498E-1,-1.227075532E-1,-8.254316449E-2
2.830565641E0,-1.114065498E-1,-1.178206354E-1,-7.276932150E-2
2.840565674E0,-9.002626687E-2,-1.165989041E-1,-5.444336683E-2
2.850565607E0,-5.093089119E-2,-1.147663072E-1,-4.589125142E-2
2.860565607E0,-5.115996581E-3,-8.972083032E-2,-4.772384837E-2
2.870565607E0,3.947716579E-2,-1.458440814E-2,-4.894557595E-2
2.880565607E0,6.513350457E-2,7.093672454E-2,-5.077817291E-2
2.890565640E0,7.063129544E-2,9.842566401E-2,-6.788240373E-2
2.900565640E0,9.628763795E-2,9.353873879E-2,-1.369101703E-1
2.910565640E0,1.433242559E-1,8.071056753E-2,-1.973858327E-1
2.920565673E0,1.970804036E-1,4.528038576E-2,-2.432007194E-1
2.930565706E0,2.306779921E-1,1.779145002E-2,-2.596940994E-1
2.940565706E0,2.227367461E-1,3.061962128E-2,-2.596940994E-1
2.950565672E0,1.921934783E-1,1.198059469E-1,-2.254856378E-1
2.960565705E0,1.640936732E-1,2.322051525E-1,-1.772272736E-1
2.970565738E0,1.512655020E-1,3.000111878E-1,-1.430188268E-1
2.980565671E0,1.164461896E-1,2.969568670E-1,-1.161407530E-1
2.990565704E0,4.986187443E-2,3.213914633E-1,-7.887797803E-2
3.000565704E0,5.291620269E-2,3.647629023E-1,-5.994115397E-2
3.010565704E0,8.712465316E-2,4.166864455E-1,-4.344778880E-2
3.020565637E0,1.304960847E-1,4.496731758E-1,-5.574145354E-3
3.030565603E0,1.280526221E-1,4.447862506E-1,1.397354249E-2
3.040565603E0,9.812022746E-2,4.460079968E-1,-1.107193250E-2
3.050565636E0,3.886630014E-2,4.936554730E-1,-5.749769136E-2
3.060565602E0,-6.070473418E-2,5.663484335E-1,-1.008691266E-1
3.070565568E0,-1.847103834E-1,7.331146598E-1,-4.344778880E-2
3.080565634E0,-2.977204621E-1,9.188176990E-1,1.062141955E-1
3.090565667E0,-4.852560759E-1,7.911468744E-1,4.512767121E-2
3.100565667E0,-6.440810561E-1,8.558985591E-1,-4.963280167E-3
3.110564800E0,-7.790822387E-1,8.901070356E-1,-2.512183413E-2
3.120563966E0,-8.395579457E-1,8.430703878E-1,5.367978290E-2
3.130563632E0,-6.984480619E-1,8.168032169E-1,1.978439838E-1
3.140562932E0,-3.630830348E-1,7.068474293E-1,2.784782052E-1
3.150562932E0,-5.581781268E-2,3.598759770E-1,2.271655202E-1
3.160562932E0,1.231657043E-1,-2.442697436E-1,4.512767121E-2
3.170562965E0,2.972623110E-1,-1.001742601E0,-2.315942794E-1
3.180562931E0,4.176027477E-1,-1.141630769E0,-3.195588887E-1
3.190562931E0,4.744132161E-1,-1.097037673E0,-3.311653137E-1
3.200562931E0,4.402047694E-1,-9.626472592E-1,-3.103958964E-1
3.210562897E0,3.363576829E-1,-8.038222790E-1,-2.822960913E-1
3.220562897E0,2.154063582E-1,-6.291148663E-1,-2.474767864E-1
3.230562863E0,1.201113760E-1,-4.324162304E-1,-1.931097806E-1
3.240562896E0,4.619668424E-2,-2.668717504E-1,-1.387427747E-1
3.250562929E0,-9.392052889E-3,-1.495856196E-1,-9.659306705E-2
3.260562895E0,-7.719809562E-2,-6.032294128E-3,-6.482807547E-2
3.270562895E0,-1.028544381E-1,4.222606122E-2,-6.795875728E-3
3.280562928E0,-1.077413559E-1,2.939788997E-2,4.696026444E-2
3.290562894E0,-9.185886383E-2,-3.535382450E-2,1.037707329E-1
3.300562894E0,-5.154175684E-2,-1.282053441E-1,1.428661048E-1
3.310562894E0,9.926559869E-4,-2.320524305E-1,1.410335153E-1
3.320562927E0,3.275764734E-2,-3.120757937E-1,1.117119789E-1
3.330562960E0,6.391177326E-2,-3.206278980E-1,7.444920391E-2
3.340562960E0,8.712465316E-2,-2.882520258E-1,4.512767121E-2
3.350562960E0,8.773551881E-2,-2.564870417E-1,1.824959926E-2
3.360562993E0,9.750936180E-2,-1.960113794E-1,-8.628471754E-3
3.370562993E0,1.311069578E-1,-1.734093726E-1,-2.451096848E-2
3.380562926E0,1.781435758E-1,-1.679115891E-1,-5.138903856E-2
3.390562892E0,2.416735590E-1,-1.782962978E-1,-8.620835841E-2
3.400562892E0,3.131448030E-1,-2.063960880E-1,-1.088103727E-1
3.410563725E0,3.870594800E-1,-2.693152130E-1,-1.014799923E-1
3.420564558E0,4.597524405E-1,-3.688862622E-1,-7.765624672E-2
3.430564891E0,5.171737671E-1,-4.751768112E-1,-4.650211707E-2
3.440565557E0,5.458844304E-1,-5.582544804E-1,-2.145664208E-2
3.450565557E0,5.043455958E-1,-6.113997698E-1,4.810563754E-3
3.460565523E0,3.980550766E-1,-5.906303525E-1,5.421428941E-3
3.470565556E0,2.722168267E-1,-4.996114075E-1,9.697485715E-3
3.480565589E0,1.604284793E-1,-3.749949038E-1,2.252565511E-2
3.490565589E0,7.124216110E-2,-2.656500340E-1,4.146247730E-2
3.500565589E0,1.504255645E-2,-1.746311039E-1,6.101016700E-2
3.510565589E0,-8.399396902E-4,-1.019381359E-1,7.872525603E-2
3.520565622E0,2.298380435E-2,-4.512767121E-2,8.972083032E-2
3.530565655E0,8.101600409E-2,-5.421428941E-3,8.727737516E-2
3.540565621E0,1.830305010E-1,-1.641700417E-2,9.705121815E-2
3.550565654E0,2.526691258E-1,-5.795583874E-2,1.245401502E-1
3.560565687E0,3.143665195E-1,-1.251510233E-1,1.715767831E-1
3.570565653E0,3.137556612E-1,-2.204459906E-1,2.094504237E-1
3.580565653E0,2.453387529E-1,-2.796999216E-1,2.357176244E-1
3.590565653E0,1.488220394E-1,-2.699260712E-1,2.461023331E-1
3.600565653E0,3.764457256E-2,-2.448806018E-1,2.308306992E-1
3.610565686E0,-6.742425263E-2,-2.088395506E-1,1.880701333E-1
3.620565652E0,-1.315651089E-1,-1.514182240E-1,1.459204406E-1
3.630565652E0,-1.236238554E-1,-7.017314434E-2,8.177958429E-2
3.640565652E0,-5.398521572E-2,-3.107776865E-2,4.024074972E-2
3.650565618E0,4.375322163E-2,-1.756237587E-3,-1.298088697E-3
3.660565584E0,1.494329125E-1,9.239336476E-3,-2.634356357E-2
3.670565584E0,2.349540442E-1,-2.557998151E-2,-2.390010282E-2
3.680565617E0,2.856558561E-1,-1.019381359E-1,1.145372284E-3
3.690565617E0,2.752711475E-1,-1.831832081E-1,1.947133057E-2
3.700565617E0,2.123520374E-1,-2.210568637E-1,1.947133057E-2
3.710565683E0,1.152244583E-1,-1.972331107E-1,-4.352414981E-3
3.720565716E0,-3.138320148E-2,-1.135445759E-1,-4.894557595E-2
3.730565649E0,-9.857837856E-2,-6.223189831E-2,-6.299547851E-2
3.740565649E0,-1.285107732E-1,-2.374738641E-2,-6.482807547E-2
3.750565649E0,-1.401172131E-1,7.406740915E-3,-7.338018715E-2
3.760565682E0,-1.407280862E-1,3.550654277E-2,-9.048441797E-2
3.770565615E0,-1.382846236E-1,5.871942267E-2,-9.598220140E-2
3.780565581E0,-1.254564524E-1,6.788240373E-2,-7.215845585E-2
3.790565581E0,-1.144608781E-1,5.138903856E-2,-3.245221451E-2
3.800565581E0,-1.089630872E-1,1.412625890E-2,-1.908953884E-3
3.810565581E0,-1.028544381E-1,-3.046690486E-2,2.252565511E-2
