"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.376694010E-1,1.206677675E0,-5.027823448E-1,1.196173096E1
7.476693670E-1,2.121262789E0,-1.517923832E0,1.163851357E1
7.576693330E-1,2.724601507E0,-2.389413357E0,1.123389339E1
7.676693330E-1,2.889801502E0,-2.952050686E0,1.082687950E1
7.776693330E-1,2.592920542E0,-3.150769472E0,1.048450851E1
7.876692990E-1,1.972822189E0,-3.145981073E0,1.058506489E1
7.976693320E-1,1.465251446E0,-2.877830505E0,1.077660084E1
8.076693320E-1,9.217676520E-1,-2.516305923E0,1.106869411E1
8.176692980E-1,4.884171486E-1,-2.145204782E0,1.146134281E1
8.276692980E-1,3.232172430E-1,-1.968033791E0,1.190666389E1
8.376692640E-1,3.950432837E-1,-1.987187386E0,1.245254230E1
8.476692640E-1,4.740519226E-1,-1.599326730E0,1.273984623E1
8.576692640E-1,5.746083856E-1,-6.440402865E-1,1.296729565E1
8.676692300E-1,9.313444495E-1,4.788403213E-2,1.300081444E1
8.776691960E-1,1.529894829E0,2.226607651E-1,1.277336502E1
8.876691620E-1,1.872265697E0,1.580173075E-1,1.233522606E1
8.976684950E-1,1.493981838E0,2.513911724E-1,1.185399151E1
9.076684610E-1,7.541735172E-1,4.333505034E-1,1.146613121E1
9.176684270E-1,-5.027823523E-2,5.027823448E-1,1.116446209E1
9.276684270E-1,-9.624691010E-1,2.681505978E-1,1.069759274E1
9.376684270E-1,-1.651999116E0,2.681505978E-1,1.048929691E1
9.476681930E-1,-2.176329374E0,4.094084799E-1,1.013495541E1
9.576679930E-1,-2.339135170E0,6.823474765E-1,9.761459351E0
9.676678260E-1,-2.111685991E0,1.084573388E0,9.340080261E0
9.776676590E-1,-1.663970232E0,1.613691926E0,8.980949402E0
9.876672250E-1,-1.151610970E0,2.195482969E0,8.767866135E0
9.976669250E-1,-6.488286853E-1,2.726995707E0,8.731952667E0
1.007666925E0,-1.771709323E-1,3.217807055E0,8.899546623E0
1.017666891E0,2.944868207E-1,3.593696833E0,9.184456825E0
1.027666857E0,5.817909837E-1,3.782838583E0,9.469367027E0
1.037666857E0,5.291185975E-1,3.890577793E0,9.560346603E0
1.047666890E0,3.064578176E-1,3.866635799E0,9.419088364E0
1.057666923E0,-8.140286058E-2,3.754108191E0,9.059958458E0
1.067666889E0,-5.530605912E-1,3.675099611E0,8.722375870E0
1.077666922E0,-1.118092179E0,3.691859007E0,8.435071945E0
1.087666588E0,-1.659181833E0,3.790021181E0,8.188468933E0
1.097665854E0,-2.003946781E0,3.971980572E0,7.913136005E0
1.107665454E0,-2.147598982E0,4.189853191E0,7.570765018E0
1.117664587E0,-2.104503393E0,4.426878929E0,7.142202854E0
1.127664587E0,-1.908178806E0,4.704606533E0,6.644208908E0
1.137663953E0,-1.613691926E0,5.016151905E0,6.064812183E0
1.147663253E0,-1.328781962E0,5.315426826E0,5.545270443E0
1.157662953E0,-1.127668977E0,5.593154430E0,5.214870453E0
1.167662986E0,-1.031900883E0,5.834969044E0,5.135861874E0
1.177662619E0,-9.959878922E-1,6.052841187E0,5.229235649E0
1.187662252E0,-9.528923035E-1,6.234800339E0,5.380070686E0
1.197662218E0,-8.571242094E-1,6.364087582E0,5.526116848E0
1.207661584E0,-7.398083210E-1,6.438307762E0,5.605125427E0
1.217661617E0,-6.464344859E-1,6.476614952E0,5.662586212E0
1.227661583E0,-6.129156351E-1,6.526893139E0,5.727229595E0
1.237662249E0,-6.751648784E-1,6.615478516E0,5.825392246E0
1.247662915E0,-7.805097699E-1,6.732794285E0,5.952284813E0
1.257663615E0,-8.667010069E-1,6.866869926E0,6.060023785E0
1.267664248E0,-9.074024558E-1,6.979397297E0,6.139032364E0
1.277664881E0,-8.906430602E-1,7.053617477E0,6.201281548E0
1.287665781E0,-8.212111592E-1,7.091924667E0,6.232406139E0
1.297666347E0,-7.326257229E-1,7.120655060E0,6.234800339E0
1.307666313E0,-6.607996821E-1,7.137414455E0,6.232406139E0
1.317666279E0,-6.368576288E-1,7.158962250E0,6.285078526E0
1.327666345E0,-6.655880809E-1,7.204452038E0,6.419154167E0
1.337666411E0,-7.038952708E-1,7.281066418E0,6.581959724E0
1.347666377E0,-6.727706790E-1,7.357681274E0,6.699275494E0
1.357666410E0,-5.746083856E-1,7.398382664E0,6.737582684E0
1.367666443E0,-4.429273009E-1,7.400776863E0,6.672939301E0
1.377666376E0,-3.543418646E-1,7.400776863E0,6.531681538E0
1.387666742E0,-3.926490843E-1,7.436689854E0,6.395212173E0
1.397667408E0,-4.932055473E-1,7.482179642E0,6.306626320E0
1.407667141E0,-5.961562395E-1,7.534852028E0,6.239588737E0
1.417668074E0,-6.320692301E-1,7.563582420E0,6.139032364E0
1.427668040E0,-5.937620401E-1,7.554005623E0,5.983409405E0
1.437668706E0,-5.315127969E-1,7.544428825E0,5.820603371E0
1.447669406E0,-4.860229492E-1,7.558794022E0,5.660192013E0
1.457669672E0,-4.572925270E-1,7.599495411E0,5.574000835E0
1.467669672E0,-4.429273009E-1,7.647379398E0,5.612308025E0
1.477670038E0,-4.692635238E-1,7.692869186E0,5.743988991E0
1.487670438E0,-5.099649429E-1,7.735964775E0,5.921160221E0
1.497671171E0,-5.243301988E-1,7.747935772E0,6.062417984E0
1.507671804E0,-4.788403511E-1,7.716811180E0,6.076783180E0
1.517671804E0,-4.046200812E-1,7.654561996E0,5.981015205E0
1.527671837E0,-3.687070608E-1,7.573159218E0,5.837363243E0
1.537671837E0,-3.806780577E-1,7.525275230E0,5.705681801E0
1.547671837E0,-4.333505034E-1,7.530063629E0,5.643432617E0
1.557671803E0,-4.908113480E-1,7.558794022E0,5.653009415E0
1.567671836E0,-4.955997467E-1,7.573159218E0,5.700893402E0
1.577671869E0,-4.333505034E-1,7.542034626E0,5.734412193E0
1.587671835E0,-3.471592367E-1,7.479785442E0,5.763142586E0
1.597671535E0,-3.088520169E-1,7.439084053E0,5.763142586E0
1.607670868E0,-3.447650373E-1,7.463026047E0,5.708076000E0
1.617670868E0,-4.237737060E-1,7.522881031E0,5.621884823E0
1.627670801E0,-4.812345505E-1,7.582736015E0,5.552453041E0
1.637670734E0,-4.955997467E-1,7.616254807E0,5.557241440E0
1.647670767E0,-5.051765442E-1,7.606678009E0,5.676951408E0
1.657670700E0,-5.147533417E-1,7.577947617E0,5.870882034E0
1.667670666E0,-5.147533417E-1,7.527669430E0,6.107907772E0
1.677670699E0,-5.386953950E-1,7.470208645E0,6.342539787E0
1.687670665E0,-6.416460276E-1,7.451055050E0,6.546046734E0
1.697670698E0,-7.805097699E-1,7.467814445E0,6.701669693E0
1.707671364E0,-8.738836050E-1,7.501333237E0,6.795043468E0
1.717671364E0,-8.906430602E-1,7.510910034E0,6.826168537E0
1.727671397E0,-8.164227605E-1,7.472602844E0,6.845322132E0
1.737671363E0,-6.775590777E-1,7.424718857E0,6.890811920E0
1.747671329E0,-5.099649429E-1,7.405565262E0,6.955455303E0
1.757671329E0,-3.615244627E-1,7.415142059E0,6.996156693E0
1.767671329E0,-2.681505978E-1,7.441478252E0,7.027281284E0
1.777671362E0,-2.489969730E-1,7.467814445E0,7.046434879E0
1.787671328E0,-2.944868207E-1,7.479785442E0,7.063194275E0
1.797671294E0,-3.687070608E-1,7.453449249E0,7.048829079E0
1.807670660E0,-4.477157295E-1,7.374440670E0,6.986579895E0
1.817670626E0,-5.386953950E-1,7.281066418E0,6.900388718E0
1.827670226E0,-6.895300746E-1,7.223605633E0,6.823774338E0
1.837670259E0,-8.499416113E-1,7.230788231E0,6.771101475E0
1.847670325E0,-9.624691010E-1,7.295432091E0,6.725611687E0
1.857669791E0,-9.672574997E-1,7.372046471E0,6.665756702E0
1.867669757E0,-8.667010069E-1,7.417536259E0,6.591536522E0
1.877669757E0,-7.350199223E-1,7.434295654E0,6.529287338E0
1.887669790E0,-6.200982332E-1,7.422324657E0,6.495768547E0
1.897669790E0,-5.458779931E-1,7.391200066E0,6.500556946E0
1.907670456E0,-5.243301988E-1,7.338527679E0,6.569988728E0
1.917670456E0,-5.458779931E-1,7.276278019E0,6.694487095E0
1.927670522E0,-6.033388376E-1,7.223605633E0,6.869264126E0
1.937670522E0,-6.703764796E-1,7.187692642E0,7.041646481E0
1.947670488E0,-7.015010715E-1,7.139808655E0,7.170933247E0
1.957670521E0,-6.799532771E-1,7.079953671E0,7.223605633E0
1.967670554E0,-6.296750307E-1,7.039252281E0,7.168539047E0
1.977670520E0,-6.057330370E-1,7.058405876E0,7.017704487E0
1.987670553E0,-6.153098345E-1,7.144597054E0,6.807014942E0
1.997670519E0,-6.272808313E-1,7.247547626E0,6.596324921E0
2.007670519E0,-6.081272364E-1,7.312191486E0,6.411971569E0
2.017670452E0,-5.530605912E-1,7.331345081E0,6.287472725E0
2.027669752E0,-4.955997467E-1,7.302614689E0,6.206069946E0
2.037669785E0,-4.548983276E-1,7.257124424E0,6.158185959E0
2.047669785E0,-4.285621047E-1,7.197269440E0,6.146214962E0
2.057669785E0,-4.261679053E-1,7.135020256E0,6.191704750E0
2.067669751E0,-4.333505034E-1,7.084742069E0,6.287472725E0
2.077669784E0,-4.501099288E-1,7.063194275E0,6.411971569E0
2.087669817E0,-4.453215301E-1,7.070376873E0,6.526893139E0
2.097669117E0,-4.189853072E-1,7.075165272E0,6.601113319E0
2.107669083E0,-3.758896589E-1,7.067982674E0,6.617872715E0
2.117668416E0,-3.471592367E-1,7.063194275E0,6.555623531E0
2.127668816E0,-3.711012602E-1,7.094318867E0,6.428730965E0
2.137668816E0,-4.477157295E-1,7.163750648E0,6.304232121E0
2.147668749E0,-5.434837937E-1,7.242759228E0,6.237194538E0
2.157669315E0,-6.177040339E-1,7.307403088E0,6.237194538E0
2.167669348E0,-6.416460276E-1,7.350498676E0,6.297049522E0
2.177669314E0,-6.320692301E-1,7.355287075E0,6.404788971E0
2.187669280E0,-6.033388376E-1,7.314585686E0,6.538864136E0
2.197669246E0,-5.698199868E-1,7.266701221E0,6.684910297E0
2.207669312E0,-5.530605912E-1,7.235576630E0,6.828562737E0
2.217669345E0,-5.626373887E-1,7.230788231E0,6.953061104E0
2.227669278E0,-5.722141862E-1,7.245153427E0,7.029675484E0
2.237669311E0,-5.530605912E-1,7.252336025E0,7.056011677E0
2.247669344E0,-4.908113480E-1,7.230788231E0,7.020098686E0
2.257669310E0,-4.189853072E-1,7.190086842E0,6.960243702E0
2.267669276E0,-3.567360640E-1,7.151779652E0,6.893206120E0
2.277669276E0,-3.471592367E-1,7.149385452E0,6.835745335E0
2.287669276E0,-3.639186621E-1,7.192481041E0,6.778284073E0
2.297669309E0,-3.902548850E-1,7.247547626E0,6.737582684E0
2.307669275E0,-4.333505034E-1,7.300220490E0,6.730400085E0
2.317669308E0,-4.548983276E-1,7.309797287E0,6.751947880E0
2.327670008E0,-4.381389022E-1,7.276278019E0,6.790255070E0
2.337669974E0,-4.022258818E-1,7.221211433E0,6.838139534E0
2.347669974E0,-3.447650373E-1,7.163750648E0,6.886023521E0
2.357670040E0,-3.064578176E-1,7.125443459E0,6.941090107E0
2.367670073E0,-3.112462163E-1,7.135020256E0,7.015310287E0
2.377670006E0,-3.687070608E-1,7.190086842E0,7.103895664E0
2.387669972E0,-4.022258818E-1,7.247547626E0,7.180510044E0
2.397670672E0,-3.567360640E-1,7.242759228E0,7.199663639E0
2.407671338E0,-2.537853718E-1,7.185298443E0,7.149385452E0
2.417672004E0,-1.915361285E-1,7.130231857E0,7.065588474E0
2.427671970E0,-2.130839527E-1,7.130231857E0,6.962637901E0
2.437671970E0,-2.657563984E-1,7.175721645E0,6.876446724E0
2.447672003E0,-2.825157940E-1,7.209240437E0,6.826168537E0
2.457671969E0,-2.418143749E-1,7.211634636E0,6.797437668E0
2.467672002E0,-2.035071403E-1,7.187692642E0,6.802226067E0
2.477672035E0,-2.082955539E-1,7.166144848E0,6.835745335E0
2.487672035E0,-2.561795712E-1,7.154173851E0,6.886023521E0
2.497672068E0,-3.064578176E-1,7.132626057E0,6.929119110E0
2.507672001E0,-3.591302633E-1,7.094318867E0,6.950666904E0
2.517672001E0,-4.405331016E-1,7.072771072E0,6.962637901E0
2.527672034E0,-5.626373887E-1,7.106289864E0,6.977003098E0
2.537672000E0,-6.368576288E-1,7.149385452E0,6.972214699E0
2.547672033E0,-5.961562395E-1,7.149385452E0,6.943484306E0
2.557672066E0,-5.075707436E-1,7.113472462E0,6.888417721E0
2.567672066E0,-4.381389022E-1,7.070376873E0,6.816591740E0
2.577672099E0,-4.357447028E-1,7.063194275E0,6.790255070E0
2.587672065E0,-4.572925270E-1,7.060800076E0,6.823774338E0
2.597672065E0,-4.716577232E-1,7.046434879E0,6.897994518E0
2.607672098E0,-5.075707436E-1,7.039252281E0,7.000945091E0
2.617672064E0,-5.243301988E-1,7.048829079E0,7.087136269E0
2.627672030E0,-5.363011956E-1,7.053617477E0,7.125443459E0
2.637672030E0,-5.386953950E-1,7.058405876E0,7.127837658E0
2.650565614E0,-5.578489900E-1,7.070376873E0,7.075165272E0
2.660565547E0,-6.057330370E-1,7.115866661E0,6.988974094E0
2.670565513E0,-6.536170840E-1,7.168539047E0,6.902782917E0
2.680565579E0,-6.584054828E-1,7.192481041E0,6.838139534E0
2.690565579E0,-5.817909837E-1,7.161356449E0,6.811803341E0
2.700565579E0,-4.788403511E-1,7.094318867E0,6.821380138E0
2.710565579E0,-4.213795066E-1,7.029675484E0,6.897994518E0
2.720565645E0,-4.309563041E-1,6.998550892E0,7.017704487E0
2.730565678E0,-4.788403511E-1,7.005733490E0,7.123049259E0
2.740565678E0,-5.099649429E-1,7.015310287E0,7.173327446E0
2.750565644E0,-5.482721925E-1,7.034463882E0,7.158962250E0
2.760565677E0,-5.817909837E-1,7.060800076E0,7.094318867E0
2.770565643E0,-5.961562395E-1,7.079953671E0,6.988974094E0
2.780565609E0,-5.817909837E-1,7.065588474E0,6.869264126E0
2.790565609E0,-5.315127969E-1,7.032069683E0,6.783072472E0
2.800565609E0,-4.644751251E-1,7.003339291E0,6.737582684E0
2.810565642E0,-4.357447028E-1,6.993762493E0,6.754342079E0
2.820565608E0,-4.596867263E-1,7.027281284E0,6.823774338E0
2.830565641E0,-5.123591423E-1,7.089530468E0,6.938695908E0
2.840565674E0,-5.147533417E-1,7.120655060E0,7.051223278E0
2.850565607E0,-4.453215301E-1,7.089530468E0,7.118260860E0
2.860565607E0,-3.639186621E-1,7.051223278E0,7.158962250E0
2.870565607E0,-2.609679997E-1,7.051223278E0,7.173327446E0
2.880565607E0,-1.364694983E-1,7.075165272E0,7.187692642E0
2.890565640E0,0.000000000E0,7.099107265E0,7.221211433E0
2.900565640E0,9.816227108E-2,7.125443459E0,7.257124424E0
2.910565640E0,1.197100878E-1,7.151779652E0,7.295432091E0
2.920565673E0,7.182604820E-2,7.163750648E0,7.288249016E0
2.930565706E0,-9.576806799E-3,7.137414455E0,7.209240437E0
2.940565706E0,-9.816227108E-2,7.079953671E0,7.091924667E0
2.950565672E0,-2.250549644E-1,7.010521889E0,6.955455303E0
2.960565705E0,-3.591302633E-1,6.972214699E0,6.864475727E0
2.970565738E0,-4.955997467E-1,7.015310287E0,6.768707275E0
2.980565671E0,-6.153098345E-1,7.067982674E0,6.692092896E0
2.990565704E0,-6.631938815E-1,7.067982674E0,6.692092896E0
3.000565704E0,-6.943184733E-1,7.029675484E0,6.742371082E0
3.010565704E0,-7.541735172E-1,7.024887085E0,6.807014942E0
3.020565637E0,-8.140285611E-1,7.065588474E0,6.814197540E0
3.030565603E0,-8.116343617E-1,7.137414455E0,6.775889874E0
3.040565603E0,-7.781155705E-1,7.175721645E0,6.713640690E0
3.050565636E0,-7.613561153E-1,7.137414455E0,6.625055313E0
3.060565602E0,-8.188169599E-1,7.044040680E0,6.493374348E0
3.070565568E0,-9.241618514E-1,7.139808655E0,6.411971569E0
3.080565634E0,-9.097966552E-1,7.099107265E0,6.234800339E0
3.090565667E0,-8.140285611E-1,7.075165272E0,6.019322395E0
3.100565667E0,-7.374141216E-1,7.022492886E0,5.861305237E0
3.110564800E0,-8.140285611E-1,6.874052525E0,5.854122639E0
3.120563966E0,-1.082179189E0,6.694487095E0,6.115090370E0
3.130563632E0,-1.434126854E0,6.790255070E0,6.613084316E0
3.140562932E0,-1.608903527E0,6.998550892E0,7.024887085E0
3.150562932E0,-1.546654344E0,7.075165272E0,7.218817234E0
3.160562932E0,-1.424550056E0,7.048829079E0,7.290643215E0
3.170562965E0,-1.331176162E0,7.015310287E0,7.300220490E0
3.180562931E0,-1.254561663E0,6.993762493E0,7.233182430E0
3.190562931E0,-1.197100878E0,6.969820499E0,7.163750648E0
3.200562931E0,-1.161187768E0,6.933907509E0,7.051223278E0
3.210562897E0,-1.165976286E0,6.907571316E0,6.969820499E0
3.220562897E0,-1.209071875E0,6.895600319E0,6.933907509E0
3.230562863E0,-1.285686255E0,6.893206120E0,6.933907509E0
3.240562896E0,-1.347935557E0,6.895600319E0,6.948272705E0
3.250562929E0,-1.398213744E0,6.893206120E0,6.957849503E0
3.260562895E0,-1.450886250E0,6.888417721E0,6.979397297E0
3.270562895E0,-1.525106430E0,6.902782917E0,7.036858082E0
3.280562928E0,-1.580173135E0,6.931513309E0,7.123049259E0
3.290562894E0,-1.572990537E0,6.957849503E0,7.233182430E0
3.300562894E0,-1.510741234E0,6.955455303E0,7.369652271E0
3.310562894E0,-1.395819545E0,6.948272705E0,7.455843449E0
3.320562927E0,-1.259350061E0,6.960243702E0,7.520486832E0
3.330562960E0,-1.130063176E0,6.977003098E0,7.558794022E0
3.340562960E0,-1.019929886E0,6.993762493E0,7.537246227E0
3.350562960E0,-9.504981041E-1,7.024887085E0,7.501333237E0
3.360562993E0,-8.954314590E-1,7.060800076E0,7.479785442E0
3.370562993E0,-8.331822157E-1,7.067982674E0,7.460631847E0
3.380562926E0,-7.685387731E-1,7.036858082E0,7.427113056E0
3.390562892E0,-7.469909191E-1,6.993762493E0,7.369652271E0
3.400562892E0,-7.876923680E-1,6.965032101E0,7.302614689E0
3.410563725E0,-8.738836050E-1,6.943484306E0,7.237970829E0
3.420564558E0,-9.792284966E-1,6.938695908E0,7.163750648E0
3.430564891E0,-1.058237195E0,6.955455303E0,7.070376873E0
3.440565557E0,-1.089361787E0,6.969820499E0,6.948272705E0
3.450565557E0,-1.034295082E0,6.969820499E0,6.759130478E0
3.460565523E0,-9.337386489E-1,6.969820499E0,6.572382927E0
3.470565556E0,-8.475474119E-1,6.962637901E0,6.419154167E0
3.480565589E0,-7.996633649E-1,6.957849503E0,6.323386192E0
3.490565589E0,-7.805097699E-1,6.972214699E0,6.299443722E0
3.500565589E0,-7.757213712E-1,7.000945091E0,6.330568790E0
3.510565589E0,-7.733271718E-1,7.027281284E0,6.411971569E0
3.520565622E0,-7.589619160E-1,7.046434879E0,6.510133743E0
3.530565655E0,-7.709329724E-1,7.053617477E0,6.574777126E0
3.540565621E0,-8.092401624E-1,7.067982674E0,6.617872715E0
3.550565654E0,-8.595184088E-1,7.096713066E0,6.639420509E0
3.560565687E0,-8.834604025E-1,7.156568050E0,6.608295918E0
3.570565653E0,-8.379706144E-1,7.254730225E0,6.479009151E0
3.580565653E0,-7.302315235E-1,7.367258072E0,6.344933987E0
3.590565653E0,-5.482721925E-1,7.458237648E0,6.234800339E0
3.600565653E0,-3.495534360E-1,7.520486832E0,6.182127953E0
3.610565686E0,-1.771709323E-1,7.563582420E0,6.220435143E0
3.620565652E0,-4.070143029E-2,7.604283810E0,6.337751389E0
3.630565652E0,4.788403213E-2,7.630620003E0,6.519710541E0
3.640565652E0,1.101332754E-1,7.628225803E0,6.689698696E0
3.650565618E0,1.149216816E-1,7.601889610E0,6.797437668E0
3.660565584E0,6.703764945E-2,7.565976620E0,6.818985939E0
3.670565584E0,-1.197100803E-2,7.530063629E0,6.766313076E0
3.680565617E0,-5.506663769E-2,7.506121635E0,6.637026310E0
3.690565617E0,-4.070143029E-2,7.489362240E0,6.450278759E0
3.700565617E0,1.915361360E-2,7.477391243E0,6.253953934E0
3.710565683E0,8.379705995E-2,7.470208645E0,6.105513573E0
3.720565716E0,8.858546615E-2,7.484573841E0,6.038475990E0
3.730565649E0,5.027823523E-2,7.508515835E0,6.048052788E0
3.740565649E0,1.915361360E-2,7.503727436E0,6.091148376E0
3.750565649E0,-2.394201700E-3,7.460631847E0,6.129455566E0
3.760565682E0,-5.985504389E-2,7.412747860E0,6.158185959E0
3.770565615E0,-1.771709323E-1,7.393594265E0,6.186916351E0
3.780565581E0,-2.968810201E-1,7.393594265E0,6.222829342E0
3.790565581E0,-3.639186621E-1,7.391200066E0,6.256348133E0
3.800565581E0,-3.926490843E-1,7.386411667E0,6.287472725E0
3.810565581E0,-3.998316824E-1,7.395988464E0,6.304232121E0
3.820565514E0,-3.758896589E-1,7.439084053E0,6.313809395E0
3.830565547E0,-3.232172430E-1,7.494150639E0,6.309020519E0
3.840565580E0,-2.370259613E-1,7.537246227E0,6.304232121E0
3.850565513E0,-1.340752989E-1,7.561188221E0,6.313809395E0
3.860565546E0,-5.746084079E-2,7.587524414E0,6.337751389E0
3.870565579E0,-6.464344263E-2,7.637802601E0,6.414365768E0
3.880565545E0,-9.816227108E-2,7.707234383E0,6.550835133E0
3.890565545E0,-8.858546615E-2,7.747935772E0,6.725611687E0
3.900565545E0,-2.633621916E-2,7.723993778E0,6.897994518E0
3.910564878E0,6.943184882E-2,7.635408401E0,7.060800076E0
3.920564911E0,1.316810995E-1,7.530063629E0,7.206846237E0
3.930564877E0,1.244984865E-1,7.453449249E0,7.336133480E0
3.940564877E0,7.182604820E-2,7.415142059E0,7.439084053E0
3.950564910E0,1.915361360E-2,7.403171062E0,7.498939037E0
3.960564943E0,7.182605099E-3,7.374440670E0,7.515698433E0
3.970564976E0,3.351882473E-2,7.321768284E0,7.494150639E0
3.980564942E0,5.506663769E-2,7.266701221E0,7.429507256E0
3.990565008E0,4.309562966E-2,7.235576630E0,7.338527679E0
4.000565008E0,2.394201700E-3,7.218817234E0,7.223605633E0
4.010564941E0,-4.309562966E-2,7.192481041E0,7.099107265E0
