"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.776662860E-1,3.698180437E0,3.678428411E0,3.855597496E0
8.876662520E-1,4.131542683E0,3.397989511E0,3.359224319E0
8.976655850E-1,3.836465120E0,3.282308102E0,2.826440811E0
9.076655510E-1,3.153468370E0,3.269701004E0,2.390401840E0
9.176655170E-1,2.357463598E0,3.150816441E0,2.034234047E0
9.276655170E-1,1.362951517E0,2.706088066E0,1.487856865E0
9.376655170E-1,5.951598883E-1,2.482425928E0,1.203951836E0
9.476652830E-1,2.982425690E-2,2.397155523E0,7.887191772E-1
9.576650830E-1,-1.754772663E-1,2.423249006E0,3.562364578E-1
9.676649160E-1,5.195379257E-2,2.567757130E0,-1.092166901E-1
9.776647490E-1,5.303652287E-1,2.840601206E0,-4.979724884E-1
9.876643150E-1,1.088679433E0,3.181996822E0,-7.283582687E-1
9.976640150E-1,1.641326189E0,3.499356508E0,-7.722053528E-1
1.007664015E0,2.166654348E0,3.810605526E0,-6.044235229E-1
1.017663981E0,2.675261974E0,4.035796642E0,-3.185338974E-1
1.027663947E0,2.981024981E0,4.074470520E0,-3.479099274E-2
1.037663947E0,2.922534466E0,4.011029243E0,5.101203918E-2
1.047663980E0,2.673388004E0,3.792465210E0,-9.734630585E-2
1.057664013E0,2.236728668E0,3.464387178E0,-4.643630981E-1
1.067663979E0,1.702814102E0,3.156941175E0,-8.072052002E-1
1.077664012E0,1.073758721E0,2.940279484E0,-1.093899727E0
1.087663678E0,4.717922211E-1,2.803483009E0,-1.332880020E0
1.097662944E0,6.627535820E-2,2.749857426E0,-1.594280720E0
1.107662544E0,-1.386084557E-1,2.730471134E0,-1.916306973E0
1.117661677E0,-1.541396379E-1,2.733344078E0,-2.318155766E0
1.127661677E0,-1.314270496E-2,2.788539886E0,-2.784889221E0
1.137661043E0,2.295334339E-1,2.897559881E0,-3.331168652E0
1.147660343E0,4.682239294E-1,3.022157192E0,-3.818600178E0
1.157660043E0,7.622376680E-1,3.620520353E0,-4.106867790E0
1.167660076E0,7.382483482E-1,3.519898176E0,-4.084570885E0
1.177659709E0,7.141723633E-1,3.419573545E0,-4.061169624E0
1.187659342E0,6.899549961E-1,3.319528818E0,-4.036667824E0
1.197659308E0,6.656622887E-1,3.219781876E0,-4.011059761E0
1.207658674E0,6.412597895E-1,3.120365620E0,-3.984361649E0
1.217658707E0,1.018506765E0,3.528986216E0,-3.541208267E0
1.227658673E0,1.089696169E0,3.569996119E0,-3.466694355E0
1.237659339E0,1.076894045E0,3.652865410E0,-3.357395649E0
1.247660005E0,1.027450800E0,3.765567303E0,-3.218169212E0
1.257660705E0,9.935392141E-1,3.893803358E0,-3.098073483E0
1.267661338E0,9.912450910E-1,3.996324062E0,-3.007922173E0
1.277661971E0,1.025785923E0,4.056225300E0,-2.937279701E0
1.287662871E0,1.083955050E0,4.072612762E0,-2.901293278E0
1.297663437E0,1.148722410E0,4.072214127E0,-2.894160271E0
1.307663403E0,1.185541153E0,4.054462433E0,-2.892110348E0
1.317663369E0,1.164541245E0,4.039722919E0,-2.836088657E0
1.327663435E0,1.087171078E0,4.048809052E0,-2.698966026E0
1.337663501E0,1.042522669E0,4.010202408E0,-2.693995476E0
1.347663467E0,9.995211959E-1,4.119054794E0,-2.404850483E0
1.357663500E0,1.070386410E0,4.107688427E0,-2.352834225E0
1.367663533E0,1.181092501E0,4.050868988E0,-2.399603844E0
1.377663466E0,1.253555894E0,3.986135244E0,-2.519575596E0
1.387663832E0,1.197558641E0,3.959760189E0,-2.635432243E0
1.397664498E0,1.075648189E0,3.946995020E0,-2.705118179E0
1.407664231E0,9.459512234E-1,3.942689419E0,-2.754221916E0
1.417665164E0,8.741590977E-1,3.913775921E0,-2.837635994E0
1.427665130E0,8.681195974E-1,3.846124887E0,-2.976773739E0
1.437665796E0,8.844673038E-1,3.780842543E0,-3.123711586E0
1.447666496E0,8.881819248E-1,3.745729685E0,-3.269671917E0
1.457666762E0,8.526190519E-1,3.704807043E0,-3.257496357E0
1.467666762E0,8.733521104E-1,3.767348051E0,-3.297413349E0
1.477667128E0,8.344771862E-1,3.794021606E0,-3.159358978E0
1.487667528E0,7.852374315E-1,3.821166992E0,-2.976433277E0
1.497668261E0,7.598468661E-1,3.814423084E0,-2.828516960E0
1.507668894E0,7.871440649E-1,3.758102655E0,-2.805573463E0
1.517668894E0,8.365265131E-1,3.663477182E0,-2.890350342E0
1.527668927E0,8.453145027E-1,3.547244072E0,-3.022012711E0
1.537668927E0,8.098000288E-1,3.467849255E0,-3.142504692E0
1.547668927E0,7.426154017E-1,3.447731972E0,-3.195234299E0
1.557668893E0,6.850352287E-1,3.463308811E0,-3.179585457E0
1.567668926E0,6.861951351E-1,3.470273972E0,-3.127471924E0
1.577668959E0,7.586684823E-1,3.434103012E0,-3.090230942E0
1.587668925E0,8.555157185E-1,3.368907452E0,-3.058683395E0
1.597668625E0,9.031469226E-1,3.326984406E0,-3.056837082E0
1.607667958E0,8.785654306E-1,3.350258350E0,-3.110028744E0
1.617667958E0,8.144926429E-1,3.410244465E0,-3.194196224E0
1.627667891E0,7.724208832E-1,3.474587440E0,-3.263546944E0
1.637667824E0,7.859008312E-1,3.487344742E0,-3.267551422E0
1.647667857E0,7.741937637E-1,3.536697865E0,-3.153044701E0
1.657667790E0,7.739791870E-1,3.538820744E0,-2.971910477E0
1.667667756E0,7.778820992E-1,3.520391464E0,-2.748795033E0
1.677667789E0,7.523775697E-1,3.491635084E0,-2.527321815E0
1.687667755E0,6.450340748E-1,3.495639801E0,-2.334804058E0
1.697667788E0,5.021569133E-1,3.529102564E0,-2.187181473E0
1.707668454E0,4.074968100E-1,3.572997808E0,-2.098583698E0
1.717668454E0,3.900792003E-1,3.587630510E0,-2.069784641E0
1.727668487E0,4.613422751E-1,3.551612139E0,-2.052065372E0
1.737668453E0,4.554722905E-1,3.555546761E0,-2.054638386E0
1.747668419E0,7.582588196E-1,3.492397785E0,-1.946740627E0
1.757668419E0,9.053043127E-1,3.504263163E0,-1.907242775E0
1.767668419E0,9.988130331E-1,3.530938864E0,-1.876248837E0
1.777668452E0,1.019792080E0,3.556622982E0,-1.856548786E0
1.787668418E0,9.774398208E-1,3.567893028E0,-1.839034081E0
1.797668384E0,9.089958668E-1,3.540647984E0,-1.852171898E0
1.807667750E0,8.401635885E-1,3.459169388E0,-1.911867142E0
1.817667716E0,7.646035552E-1,3.360955715E0,-1.993682861E0
1.827667316E0,6.335505843E-1,3.295225143E0,-2.063724518E0
1.837667349E0,4.902274609E-1,3.291995287E0,-2.109226704E0
1.847667415E0,3.873641491E-1,3.343696594E0,-2.147500038E0
1.857666881E0,3.819937706E-1,3.405293465E0,-2.200739384E0
1.867666847E0,4.723758698E-1,3.435781956E0,-2.269775391E0
1.877666847E0,5.883544683E-1,3.440574884E0,-2.328998566E0
1.887666880E0,6.885261536E-1,3.422555685E0,-2.361980438E0
1.897666880E0,7.534396052E-1,3.392510891E0,-2.359048843E0
1.907667546E0,7.728627324E-1,3.348065615E0,-2.293635845E0
1.917667546E0,7.606503367E-1,3.302250385E0,-2.175149441E0
1.927667612E0,7.192351818E-1,3.267118692E0,-2.005834103E0
1.937667612E0,6.709544063E-1,3.245470524E0,-1.836984158E0
1.947667578E0,6.567463279E-1,3.204578638E0,-1.708226681E0
1.957667611E0,6.901823878E-1,3.141647339E0,-1.652363300E0
1.967667644E0,7.468309402E-1,3.087453842E0,-1.700444221E0
1.977667610E0,7.732610703E-1,3.083789587E0,-1.840689182E0
1.987667643E0,7.639311552E-1,3.141017437E0,-2.038288593E0
1.997667609E0,7.499977350E-1,3.214477539E0,-2.235877037E0
2.007667609E0,7.640058994E-1,3.255872726E0,-2.410379887E0
2.017667542E0,8.135282397E-1,3.257380009E0,-2.527606010E0
2.027666842E0,8.658149242E-1,3.215828896E0,-2.603872299E0
2.037666875E0,9.006119967E-1,3.161093235E0,-2.648372650E0
2.047666875E0,9.191924930E-1,3.095802307E0,-2.659003735E0
2.057666875E0,9.123147130E-1,3.032067299E0,-2.614237785E0
2.067666841E0,8.965354562E-1,2.983892918E0,-2.520750999E0
2.077666874E0,8.733953238E-1,2.965659618E0,-2.398754597E0
2.087666907E0,8.738423586E-1,2.974667072E0,-2.285334110E0
2.097666207E0,8.993666768E-1,2.974915504E0,-2.209122658E0
2.107666173E0,9.427826405E-1,2.958029747E0,-2.187792301E0
2.117665506E0,9.719727039E-1,2.938263893E0,-2.242967129E0
2.127665906E0,9.478902817E-1,2.950538635E0,-2.361017227E0
2.137665906E0,9.458742142E-1,2.931658745E0,-2.352396011E0
2.147665839E0,7.674811482E-1,3.065207481E0,-2.537759304E0
2.157666405E0,6.818785667E-1,3.121490479E0,-2.535465717E0
2.167666438E0,6.512292624E-1,3.167688370E0,-2.369464874E0
2.177666404E0,6.318240166E-1,3.171883583E0,-2.374280930E0
2.187666370E0,6.421110630E-1,3.140665531E0,-2.247353554E0
2.197666336E0,6.611016393E-1,3.103012562E0,-2.108206272E0
2.207666402E0,6.671631932E-1,3.081151009E0,-1.970423698E0
2.217666435E0,6.515061259E-1,3.083454132E0,-1.850110054E0
2.227666368E0,6.406986117E-1,3.101365566E0,-1.775335312E0
2.237666401E0,6.425427794E-1,3.100243092E0,-1.774553299E0
2.247666434E0,7.254086733E-1,3.080927849E0,-1.781597137E0
2.257666400E0,7.952731252E-1,3.032646179E0,-1.838143826E0
2.267666366E0,8.520711660E-1,2.985529900E0,-1.901764393E0
2.277666366E0,8.540537357E-1,2.973519325E0,-1.955705166E0
2.287666366E0,8.296884298E-1,3.006946564E0,-2.009603500E0
2.297666399E0,7.968560457E-1,3.053039074E0,-2.046905994E0
2.307666365E0,6.482970119E-1,2.620186806E0,-1.819317818E0
2.317666398E0,5.205473900E-1,2.163129807E0,-1.538448811E0
2.327667098E0,4.302633405E-1,1.683634281E0,-1.218400478E0
2.337667064E0,3.557971418E-1,1.202053547E0,-8.667597771E-1
2.347667064E0,2.977370322E-1,7.366852760E-1,-4.930219650E-1
2.357667130E0,1.927250326E-1,4.112348557E-1,-2.051601410E-1
2.367667163E0,1.600077748E-1,2.180647850E-1,7.961082458E-2
2.377667096E0,6.766161323E-2,2.117772102E-1,2.276244164E-1
2.387667062E0,1.876577735E-2,2.522888184E-1,3.205289841E-1
2.397667762E0,9.157121181E-3,2.454986572E-1,3.268756866E-1
2.407668428E0,1.513239741E-1,1.817069054E-1,2.969489098E-1
2.417669094E0,2.091156542E-1,1.244826317E-1,2.150983810E-1
2.427669060E0,1.874614358E-1,1.229405403E-1,1.137199402E-1
2.437669060E0,1.922819912E-1,1.230173111E-1,1.139225960E-1
2.447669093E0,1.697945595E-1,2.071943283E-1,-5.374097824E-2
2.457669059E0,1.731856465E-1,2.146086693E-1,-6.110954285E-2
2.467669092E0,2.150596529E-1,1.994876862E-1,-6.509828568E-2
2.477669125E0,2.160965800E-1,1.865863800E-1,-4.000806808E-2
2.487669125E0,1.748273075E-1,1.815156937E-1,3.684520721E-3
2.497669158E0,1.295832396E-1,1.642966270E-1,4.271173477E-2
2.507669091E0,7.909721136E-2,1.276040077E-1,6.276607513E-2
2.517669091E0,-1.771688461E-3,1.053066254E-1,7.552814484E-2
2.527669124E0,-1.233785450E-1,1.364507675E-1,9.233331680E-2
2.537669090E0,-1.230266392E-1,1.328449249E-1,9.600591660E-2
2.547669123E0,-1.627005041E-1,1.709008217E-1,6.721067429E-2
2.557669156E0,-8.443766832E-2,1.302576065E-1,1.630592346E-2
2.567669156E0,-2.420970798E-2,8.364057541E-2,-5.250263214E-2
2.577669189E0,-2.616786957E-2,7.581090927E-2,-7.844114304E-2
2.587669155E0,-4.734569788E-2,7.694864273E-2,-4.849386215E-2
2.597669155E0,-4.483342171E-2,8.398199081E-2,-5.548572540E-2
2.607669188E0,-5.536356568E-2,7.808351517E-2,1.038694382E-2
2.617669154E0,-8.616465330E-2,7.873487473E-2,1.057372093E-1
2.627669120E0,-1.086591184E-1,9.829807281E-2,2.253770828E-1
2.637669120E0,-1.047156453E-1,1.032791138E-1,2.279682159E-1
2.650565614E0,-1.182350516E-1,1.124105453E-1,1.785240173E-1
2.660565547E0,-1.129626632E-1,1.073808670E-1,1.839408875E-1
2.670565513E0,-2.051847279E-1,2.002391815E-1,1.714420319E-2
2.680565579E0,-2.097092271E-1,2.211313248E-1,-4.439496994E-2
2.690565579E0,-1.359135807E-1,1.901602745E-1,-7.106494904E-2
2.700565579E0,-3.687137365E-2,1.266646385E-1,-6.533193588E-2
2.710565579E0,1.829788089E-2,6.835699081E-2,4.739284515E-3
2.720565645E0,9.873151779E-3,4.528284073E-2,1.163940430E-1
2.730565678E0,-3.418752551E-2,5.952072144E-2,2.148904800E-1
2.740565678E0,-6.264698505E-2,7.325696945E-2,2.611603737E-1
2.750565644E0,-9.947073460E-2,9.359931946E-2,2.456927299E-1
2.760565677E0,-1.299207807E-1,1.186041832E-1,1.825919151E-1
2.770565643E0,-1.380752027E-1,1.347031593E-1,8.072137833E-2
2.780565609E0,-1.167167127E-1,1.169643402E-1,-3.512716293E-2
2.790565609E0,-6.131023169E-2,8.142280579E-2,-1.189374924E-1
2.800565609E0,7.295131683E-3,5.296087265E-2,-1.645870209E-1
2.810565642E0,3.436610103E-2,4.613924026E-2,-1.507167816E-1
2.820565608E0,7.816523314E-3,8.574914932E-2,-8.758163452E-2
2.830565641E0,-4.705545306E-2,1.551227570E-1,2.004384995E-2
2.840565674E0,-5.188915133E-2,1.931304932E-1,1.255116463E-1
2.850565607E0,1.392912865E-2,1.673827171E-1,1.869359016E-1
2.860565607E0,9.646356106E-3,1.703190804E-1,1.837210655E-1
2.870565607E0,1.912391782E-1,1.321783066E-1,2.384409904E-1
2.880565607E0,3.180161715E-1,1.534709930E-1,2.556018829E-1
2.890565640E0,4.621759057E-1,1.729993820E-1,2.940373421E-1
2.900565640E0,5.691527724E-1,1.947698593E-1,3.351106644E-1
2.910565640E0,6.003533602E-1,2.155184746E-1,3.796896935E-1
2.920565673E0,5.610901713E-1,2.195806503E-1,3.810429573E-1
2.930565706E0,4.862789810E-1,1.826047897E-1,3.132252693E-1
2.940565706E0,4.026555121E-1,1.127634048E-1,2.087788582E-1
2.950565672E0,2.809770107E-1,3.185176849E-2,8.432769775E-2
2.960565705E0,1.677899361E-1,-1.794004440E-2,6.605625153E-3
2.970565738E0,5.646044016E-2,1.543378830E-2,-7.726001740E-2
2.980565671E0,-3.582477570E-2,5.907773972E-2,-1.423592567E-1
2.990565704E0,-5.811536312E-2,5.216026306E-2,-1.330370903E-1
3.000565704E0,-6.406897306E-2,1.111412048E-2,-7.766103745E-2
3.010565704E0,-9.672814608E-2,3.201007843E-3,-7.234573364E-3
3.020565637E0,-1.267293096E-1,3.839063644E-2,8.584976196E-3
3.030565603E0,-9.460473061E-2,1.014924049E-1,-1.763486862E-2
3.040565603E0,-3.290331364E-2,1.311082840E-1,-6.783103943E-2
3.050565636E0,1.391369104E-2,8.626604080E-2,-1.462531090E-1
3.060565602E0,-7.170736790E-3,-9.336948395E-3,-2.713432312E-1
3.070565568E0,-6.826555729E-2,9.117269516E-2,-3.522338867E-1
3.080565634E0,-1.689779758E-2,1.035633087E-1,-3.584384918E-1
3.090565667E0,1.463784575E-1,5.714511871E-2,-7.626595497E-1
3.100565667E0,2.714931965E-1,3.524541855E-2,-9.453687668E-1
3.110564800E0,2.513706088E-1,-7.145118713E-2,-9.865746498E-1
3.120563966E0,4.376995564E-2,-1.998639107E-1,-7.675294876E-1
3.130563632E0,-2.556643486E-1,-4.932880402E-2,-3.152375221E-1
3.140562932E0,-3.888870478E-1,2.024545670E-1,6.105566025E-2
3.150562932E0,-2.976843119E-1,2.982201576E-1,2.414679527E-1
3.160562932E0,-1.669989824E-1,2.703204155E-1,3.163566589E-1
3.170562965E0,-9.439718723E-2,2.253661156E-1,3.333444595E-1
3.180562931E0,-7.180428505E-2,1.845922470E-1,2.756991386E-1
3.190562931E0,-7.156324387E-2,1.346960068E-1,2.222437859E-1
3.200562931E0,-1.244568825E-1,1.052026749E-1,2.430024147E-1
3.210562897E0,-1.378747225E-1,1.571083069E-2,6.942272186E-2
3.220562897E0,-2.159829140E-1,-1.656389236E-2,4.869890213E-2
3.230562863E0,-3.175228834E-1,-3.117752075E-2,5.743694305E-2
3.240562896E0,-3.322097659E-1,-3.732442856E-2,6.157588959E-2
3.250562929E0,-4.513491988E-1,-3.882122040E-2,8.610963821E-2
3.260562895E0,-5.050465465E-1,-4.158449173E-2,1.054806709E-1
3.270562895E0,-5.722188354E-1,-2.081155777E-2,1.574554443E-1
3.280562928E0,-5.654987097E-1,-1.309919357E-2,1.506404877E-1
3.290562894E0,-6.110529304E-1,4.954814911E-2,3.396849632E-1
3.300562894E0,-5.546911955E-1,5.317831039E-2,4.693026543E-1
3.310562894E0,-4.547200203E-1,4.903173447E-2,5.504045486E-1
3.320562927E0,-4.768247008E-1,4.864978790E-2,5.478053093E-1
3.330562960E0,-2.369050980E-1,7.526969910E-2,6.494798660E-1
3.340562960E0,-2.611057758E-1,7.144212723E-2,6.502151489E-1
3.350562960E0,-1.018221378E-1,1.142539978E-1,5.953044891E-1
3.360562993E0,-6.335008144E-2,1.452922821E-1,5.766167641E-1
3.370562993E0,-1.201415062E-2,1.471657753E-1,5.614838600E-1
3.380562926E0,4.407191277E-2,1.085205078E-1,5.345015526E-1
3.390562892E0,5.897915363E-2,5.492830276E-2,4.868216515E-1
3.400562892E0,5.381971598E-2,4.046630859E-2,5.008354187E-1
3.410563725E0,-7.868951559E-2,-2.884674072E-2,3.878202438E-1
3.420564558E0,-8.903813362E-2,-5.277538300E-2,4.110627174E-1
3.430564891E0,-2.919145226E-1,-6.958389282E-2,2.709751129E-1
3.440565557E0,-3.504587412E-1,-8.782243729E-2,1.796669960E-1
3.450565557E0,-3.295432925E-1,-1.222109795E-1,2.290582657E-2
3.460565523E0,-2.678279281E-1,-1.536917686E-1,-1.345109940E-1
3.470565556E0,-2.184942961E-1,-1.850948334E-1,-2.654957771E-1
3.480565589E0,-2.011967897E-1,-2.057476044E-1,-3.470697403E-1
3.490565589E0,-2.050123215E-1,-2.001600266E-1,-3.635940552E-1
3.500565589E0,-2.175397873E-1,-1.748943329E-1,-3.302183151E-1
3.510565589E0,-2.280100584E-1,-1.487798691E-1,-2.496414185E-1
3.520565622E0,-2.231201530E-1,-1.291389465E-1,-1.527676582E-1
3.530565655E0,-2.417010069E-1,-1.232709885E-1,-8.724212646E-2
3.540565621E0,-2.838616371E-1,-1.140885353E-1,-3.885984421E-2
3.550565654E0,-3.394441605E-1,-9.731483459E-2,-4.804611206E-3
3.560565687E0,-3.732820749E-1,-5.404520035E-2,-1.870059967E-2
3.570565653E0,-3.452896774E-1,2.339220047E-2,-1.266937256E-1
3.580565653E0,-3.715835214E-1,2.567768097E-3,-1.057386398E-1
3.590565653E0,-1.138657331E-1,1.895284653E-1,-3.338718414E-1
3.600565653E0,-1.460515559E-1,1.790275574E-1,-3.242788315E-1
3.610565686E0,1.952691674E-1,2.808370590E-1,-3.364896774E-1
3.620565652E0,3.066732287E-1,3.247551918E-1,-2.241106033E-1
3.630565652E0,3.762179017E-1,3.584756851E-1,-5.131673813E-2
3.640565652E0,4.287371635E-1,3.631143570E-1,1.104159355E-1
3.650565618E0,4.287789762E-1,3.394646645E-1,2.149648666E-1
3.660565584E0,3.807245195E-1,3.001441956E-1,2.402663231E-1
3.670565584E0,3.038534820E-1,2.541260719E-1,1.988754272E-1
3.680565617E0,2.603258789E-1,2.145986557E-1,8.686971664E-2
3.690565617E0,2.674097121E-1,1.789965630E-1,-7.918739319E-2
3.700565617E0,3.133014143E-1,1.488733292E-1,-2.557787895E-1
3.710565683E0,3.614364862E-1,1.276211739E-1,-3.890662193E-1
3.720565716E0,3.527434766E-1,1.340951920E-1,-4.477391243E-1
3.730565649E0,3.091951311E-1,1.593980789E-1,-4.399147034E-1
3.740565649E0,2.768214047E-1,1.599335670E-1,-4.028968811E-1
3.750565649E0,2.563704252E-1,1.237497330E-1,-3.723464012E-1
3.760565682E0,2.600806952E-1,1.312766075E-1,-3.806858063E-1
3.770565615E0,9.211888909E-2,7.179450989E-2,-3.314442635E-1
3.780565581E0,-1.870733500E-2,7.921314240E-2,-3.034758568E-1
3.790565581E0,-7.770138979E-2,8.331394196E-2,-2.768893242E-1
3.800565581E0,-1.020212770E-1,8.424377441E-2,-2.519550323E-1
3.810565581E0,-1.090969145E-1,9.914493561E-2,-2.411355972E-1
3.820565514E0,-8.937135339E-2,1.471943855E-1,-2.372641563E-1
3.830565547E0,-4.380232096E-2,2.078447342E-1,-2.485718727E-1
3.840565580E0,3.231267631E-2,2.582912445E-1,-2.619380951E-1
3.850565513E0,1.240343601E-1,2.918038368E-1,-2.634057999E-1
3.860565546E0,1.143716425E-1,3.042683601E-1,-2.775249481E-1
3.870565579E0,1.786354482E-1,3.965029716E-1,-1.943163872E-1
3.880565545E0,1.786944866E-1,4.152793884E-1,-2.148337364E-1
3.890565545E0,1.575432569E-1,5.469040871E-1,7.317924500E-2
3.900565545E0,2.227358669E-1,5.460729599E-1,2.207412720E-1
3.910564878E0,3.236100078E-1,4.796223640E-1,3.600282669E-1
3.920564911E0,3.939394355E-1,3.946838379E-1,4.846591949E-1
3.930564877E0,3.976368010E-1,3.365197182E-1,5.948424339E-1
3.940564877E0,3.574099839E-1,3.139748573E-1,6.817059517E-1
3.950564910E0,3.163417876E-1,3.140721321E-1,7.293992043E-1
3.960564943E0,3.138256967E-1,2.940497398E-1,7.374715805E-1
3.970564976E0,3.477335274E-1,2.468523979E-1,7.105612755E-1
3.980564942E0,3.770478964E-1,1.940655708E-1,6.439075470E-1
3.990565008E0,3.745160401E-1,1.626539230E-1,5.536761284E-1
