"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.279703808E1,5.235385376E1,4.897024509E0,4.325382946E0,4.584011427E0,2.520422668E2,4.736464477E0,3.374972783E0
9.379703701E1,5.235384116E1,4.896950420E0,4.320986129E0,4.621837563E0,2.520422668E2,4.736903520E0,3.374356543E0
9.479703689E1,5.235382635E1,4.896886667E0,4.477737771E0,4.308404980E0,2.520422668E2,1.424255693E1,1.007821439E1
9.579703450E1,5.235381611E1,4.896822046E0,4.431654616E0,4.347543189E0,2.520422668E2,1.424220775E1,1.007870784E1
9.679703438E1,5.235380032E1,4.896766023E0,4.172193469E0,4.133297504E0,2.520889893E2,1.424073682E1,1.008078609E1
9.779703307E1,5.235378659E1,4.896702804E0,3.874082419E0,4.263480392E0,2.520889893E2,1.424080198E1,1.008069404E1
9.879703224E1,5.235377802E1,4.896653535E0,4.343172934E0,3.765048272E0,2.520889893E2,1.424181531E1,1.007926237E1
9.979703069E1,5.235376970E1,4.896612588E0,4.794638519E0,3.201928571E0,2.520889893E2,1.424162710E1,1.007952830E1
1.007970296E2,5.235375466E1,4.896547356E0,3.987473489E0,3.596123335E0,2.520889893E2,1.424065345E1,1.008090386E1
1.017970294E2,5.235374012E1,4.896482480E0,4.384402156E0,3.882515691E0,2.520889893E2,1.423969088E1,1.008226349E1
1.027970288E2,5.235372513E1,4.896406986E0,3.543000519E0,4.389258889E0,2.519963074E2,1.424003924E1,1.008177146E1
1.037970275E2,5.235370939E1,4.896327851E0,2.807620584E0,4.791947553E0,2.519963074E2,1.424067282E1,1.008087650E1
1.047970265E2,5.235369497E1,4.896255385E0,2.256230891E0,4.741532386E0,2.519963074E2,1.424163404E1,1.007951849E1
1.057970254E2,5.235367808E1,4.896170542E0,2.862510535E0,5.234689160E0,2.519963074E2,1.424208012E1,1.007888818E1
1.067970241E2,5.235366410E1,4.896100287E0,3.244371952E0,4.980335318E0,2.519963074E2,1.424156859E1,1.007961097E1
1.077970234E2,5.235365158E1,4.896037373E0,3.538239986E0,4.539069246E0,2.519963074E2,1.424174249E1,1.007936526E1
1.087970223E2,5.235364458E1,4.895971861E0,4.944988606E0,4.102830676E0,2.490896845E2,1.424110976E1,1.008025922E1
1.097970222E2,5.235363383E1,4.895896319E0,3.475531584E0,4.387019020E0,2.542693891E2,4.735026329E0,3.376990183E0
1.107970200E2,5.235360720E1,4.895808404E0,3.596519879E0,4.805191250E0,2.490778735E2,4.734501271E0,3.377726269E0
1.117970192E2,5.235359290E1,4.895722319E0,3.835963916E0,5.040123836E0,2.528846729E2,4.736525709E0,3.374886849E0
1.127970186E2,5.235357730E1,4.895658421E0,4.168619328E0,4.497577050E0,2.511972611E2,4.737028025E0,3.374181756E0
1.137970172E2,5.235355506E1,4.895595335E0,3.472402499E0,4.305311485E0,2.448871298E2,4.736731984E0,3.374597331E0
1.147970163E2,5.235353129E1,4.895519848E0,2.900181075E0,4.707893769E0,2.433581372E2,4.737129047E0,3.374039926E0
1.157970154E2,5.235351646E1,4.895443275E0,2.645679224E0,4.906040540E0,2.478192839E2,4.737461031E0,3.373573774E0
1.167970147E2,5.235350453E1,4.895372168E0,3.167110874E0,4.775190160E0,2.517376728E2,4.738933943E0,3.371504430E0
1.177970135E2,5.235349191E1,4.895304412E0,3.749205588E0,4.686983582E0,2.527061701E2,4.739395759E0,3.370855213E0
1.187970117E2,5.235347707E1,4.895242821E0,3.593725880E0,4.405333411E0,2.515343826E2,4.740029904E0,3.369963433E0
1.197970120E2,5.235346441E1,4.895181993E0,3.700908660E0,4.307786643E0,2.521172933E2,1.424317492E1,1.007734099E1
1.207970108E2,5.235345329E1,4.895123120E0,3.402742811E0,4.226565756E0,2.525174921E2,1.424325441E1,1.007722864E1
1.217970098E2,5.235344837E1,4.895076616E0,2.934192352E0,3.630132120E0,2.566327144E2,1.424308318E1,1.007747066E1
1.227970088E2,5.235343615E1,4.895028061E0,2.754346843E0,3.469672949E0,2.528434842E2,1.424354357E1,1.007681992E1
1.237970070E2,5.235342274E1,4.894968300E0,3.435297781E0,3.812079169E0,2.514052845E2,1.424219902E1,1.007872017E1
1.247970066E2,5.235341298E1,4.894919597E0,3.432537331E0,3.609304182E0,2.511746485E2,1.424254801E1,1.007822700E1
1.257970061E2,5.235340279E1,4.894860794E0,2.403616756E0,3.805877810E0,2.521986569E2,1.424261875E1,1.007812703E1
1.267970048E2,5.235338886E1,4.894822488E0,2.432462285E0,3.320488059E0,2.466663048E2,1.424228193E1,1.007860301E1
1.277970034E2,5.235337313E1,4.894756601E0,2.668215764E0,3.943798168E0,2.465881344E2,1.424167257E1,1.007946405E1
1.287970029E2,5.235336420E1,4.894709076E0,2.563112591E0,3.463384713E0,2.499109180E2,1.424232644E1,1.007854012E1
1.297970014E2,5.235335835E1,4.894659199E0,2.487044221E0,3.339526279E0,2.553689971E2,1.424278893E1,1.007788653E1
1.307970009E2,5.235334827E1,4.894612151E0,2.638352280E0,3.315854159E0,2.527849539E2,1.424296096E1,1.007764340E1
1.317969997E2,5.235333989E1,4.894557328E0,2.731838017E0,3.516653549E0,2.547277252E2,1.424295485E1,1.007765204E1
1.327969984E2,5.235332750E1,4.894498883E0,2.748792429E0,3.823840129E0,2.528610069E2,1.424328609E1,1.007718386E1
1.337969975E2,5.235331061E1,4.894437053E0,2.799699735E0,4.164746464E0,2.485240996E2,1.424315550E1,1.007736844E1
1.347969973E2,5.235328960E1,4.894374030E0,2.832795857E0,4.500021864E0,2.444223900E2,1.424332081E1,1.007713480E1
1.357969962E2,5.235327031E1,4.894308155E0,2.886308732E0,4.694628593E0,2.444397056E2,1.424320517E1,1.007729824E1
1.367969943E2,5.235325182E1,4.894240432E0,3.275358691E0,4.850609335E0,2.458765516E2,1.424332382E1,1.007713054E1
1.377969943E2,5.235324399E1,4.894169698E0,3.702048143E0,4.821050367E0,2.541946442E2,1.424255011E1,1.007822403E1
1.387969928E2,5.235323935E1,4.894089504E0,3.163351233E0,5.100492709E0,2.605537418E2,1.424199599E1,1.007900707E1
1.397969922E2,5.235323291E1,4.894012627E0,2.947724598E0,5.188180130E0,2.618763821E2,1.424044101E1,1.008120395E1
1.407969905E2,5.235322467E1,4.893938464E0,3.105690324E0,5.132663767E0,2.611534828E2,1.423955063E1,1.008246156E1
1.417969903E2,5.235321722E1,4.893863199E0,3.252035640E0,5.117761343E0,2.606983646E2,1.423916217E1,1.008301017E1
1.427970279E2,5.235320596E1,4.893793487E0,3.270806601E0,4.930410049E0,2.577047912E2,1.423971099E1,1.008223508E1
1.437970279E2,5.235319958E1,4.893725012E0,3.065864287E0,4.750260033E0,2.594158883E2,1.424010982E1,1.008167176E1
1.447970312E2,5.235319865E1,4.893663660E0,2.463356087E0,4.375912416E0,2.636417579E2,1.424005996E1,1.008174219E1
1.457970330E2,5.235319117E1,4.893602287E0,3.117372674E0,4.174932534E0,2.622665992E2,1.423951984E1,1.008250505E1
1.467970358E2,5.235318363E1,4.893526787E0,3.180958068E0,4.590927081E0,2.617340318E2,1.423587843E1,1.008764584E1
1.477970375E2,5.235318366E1,4.893451142E0,3.143504588E0,4.853420091E0,2.661455813E2,1.423661683E1,1.008660371E1
1.487970437E2,5.235317357E1,4.893374692E0,3.033989875E0,5.041187695E0,2.616045557E2,1.423852476E1,1.008391026E1
1.497970486E2,5.235316506E1,4.893327617E0,2.742013065E0,4.022481009E0,2.582688891E2,1.423808923E1,1.008452520E1
1.507970536E2,5.235315542E1,4.893257247E0,3.659874823E0,4.169101574E0,2.580037537E2,1.423776163E1,1.008498771E1
1.517970606E2,5.235314256E1,4.893169988E0,3.329314566E0,4.965259548E0,2.578401585E2,1.423852439E1,1.008391077E1
1.527970724E2,5.235313890E1,4.893111735E0,3.649192996E0,4.331124311E0,2.612955560E2,1.424077666E1,1.008072980E1
1.537970781E2,5.235313940E1,4.893032569E0,3.419768495E0,4.577062597E0,2.687882838E2,1.424062113E1,1.008094952E1
1.547970825E2,5.235312630E1,4.892947950E0,1.809715354E0,4.967219980E0,2.623274944E2,1.424079577E1,1.008070281E1
1.557970908E2,5.235310883E1,4.892879418E0,1.397482515E0,4.844386240E0,2.566369426E2,1.424146135E1,1.007976249E1
1.567970972E2,5.235309924E1,4.892824150E0,1.771879882E0,4.162588152E0,2.565978689E2,1.424139119E1,1.007986163E1
1.577971044E2,5.235309600E1,4.892749234E0,2.394350652E0,4.238084080E0,2.614776125E2,1.423914234E1,1.008303817E1
1.587971094E2,5.235309421E1,4.892679116E0,2.133288083E0,4.238128519E0,2.671773827E2,1.423828701E1,1.008424594E1
1.597971153E2,5.235308611E1,4.892605816E0,2.057321380E0,4.349711060E0,2.655628051E2,1.423703411E1,1.008601472E1
1.607971202E2,5.235307806E1,4.892541118E0,1.490403054E0,4.096207686E0,2.649325281E2,1.423544496E1,1.008825753E1
1.617971276E2,5.235306615E1,4.892462111E0,2.128056336E0,4.630466472E0,2.611064013E2,1.423565214E1,1.008796518E1
1.627971344E2,5.235304600E1,4.892398126E0,2.499916134E0,4.519584045E0,2.527750085E2,1.423560521E1,1.008803141E1
1.637971413E2,5.235304218E1,4.892327414E0,2.995265570E0,4.353009640E0,2.586755136E2,1.423456794E1,1.008949498E1
1.647971483E2,5.235303862E1,4.892252101E0,3.384510566E0,4.379784584E0,2.646478663E2,1.423369222E1,1.009073036E1
1.657971536E2,5.235303066E1,4.892177690E0,3.149921281E0,4.343521305E0,2.646197006E2,1.423582388E1,1.008772282E1
1.667971586E2,5.235302225E1,4.892090795E0,2.871955681E0,4.782656362E0,2.640470652E2,1.424077766E1,1.008072839E1
1.677971631E2,5.235300530E1,4.891999684E0,2.519555289E0,5.240151458E0,2.586966007E2,1.424359424E1,1.007674831E1
1.687971679E2,5.235299227E1,4.891918949E0,2.756415152E0,5.144839887E0,2.579284566E2,1.424435625E1,1.007567111E1
1.697971727E2,5.235298442E1,4.891839834E0,2.810554924E0,5.083923815E0,2.598438729E2,1.424517420E1,1.007451465E1
1.707971765E2,5.235297497E1,4.891763833E0,2.828780864E0,4.969328050E0,2.594253949E2,1.424664082E1,1.007244055E1
1.717971790E2,5.235297061E1,4.891691514E0,2.915095721E0,4.785433348E0,2.615002640E2,1.424681982E1,1.007218736E1
1.727971826E2,5.235296911E1,4.891623656E0,2.950691954E0,4.489740242E0,2.654905218E2,1.424667342E1,1.007239444E1
1.737971854E2,5.235296899E1,4.891569675E0,3.197088012E0,3.719838578E0,2.689070900E2,1.424674761E1,1.007228951E1
1.747971890E2,5.235297374E1,4.891527998E0,2.754702235E0,3.042598018E0,2.749234697E2,1.424715009E1,1.007172019E1
1.757971914E2,5.235296947E1,4.891483832E0,2.987867803E0,2.857112715E0,2.671516009E2,1.424703240E1,1.007188667E1
1.767971933E2,5.235296407E1,4.891449660E0,2.854258953E0,2.474568277E0,2.616168099E2,1.424616378E1,1.007311525E1
1.777971966E2,5.235295801E1,4.891415551E0,2.554043191E0,2.321642141E0,2.579597790E2,1.424585170E1,1.007355660E1
1.787971983E2,5.235294950E1,4.891377961E0,2.804835397E0,2.411051758E0,2.549084229E2,1.424579610E1,1.007363523E1
1.797971997E2,5.235294413E1,4.891343234E0,2.839061300E0,2.307841502E0,2.564069859E2,1.424588301E1,1.007351233E1
1.807972023E2,5.235293469E1,4.891318010E0,2.922788730E0,1.982739432E0,2.482234470E2,1.424599346E1,1.007335612E1
1.817972038E2,5.235292531E1,4.891318248E0,3.019602622E0,9.825328138E-1,2.255544031E2,1.424582883E1,1.007358894E1
1.827972054E2,5.235292466E1,4.891323303E0,2.965641710E0,2.487434804E-1,2.151263018E2,1.424596741E1,1.007339296E1
1.837972066E2,5.235292478E1,4.891326030E0,3.006461596E0,8.340177880E-2,2.151263041E2,1.424633920E1,1.007286716E1
1.847972078E2,5.235292194E1,4.891321759E0,2.799195658E0,2.086807378E-1,2.151263006E2,1.424607419E1,1.007324195E1
1.857972091E2,5.235292075E1,4.891321937E0,2.835868165E0,4.732254049E-2,2.151263008E2,1.424597405E1,1.007338357E1
1.867972102E2,5.235291945E1,4.891320209E0,2.819603971E0,4.666028709E-2,2.151262995E2,1.424601624E1,1.007332390E1
1.877972107E2,5.235291912E1,4.891318386E0,2.792224048E0,5.110940651E-2,2.151262980E2,1.424598340E1,1.007337036E1
1.887972121E2,5.235291755E1,4.891318300E0,2.807799261E0,1.176641702E-1,2.151262979E2,1.424605362E1,1.007327104E1
1.897972130E2,5.235291659E1,4.891317072E0,2.857645082E0,3.919237463E-2,2.151262970E2,1.424585979E1,1.007354516E1
1.907972133E2,5.235291538E1,4.891316480E0,2.857861551E0,2.958258209E-2,2.151262965E2,1.424609881E1,1.007320713E1
1.917972140E2,5.235291409E1,4.891314079E0,2.834969064E0,8.030982383E-2,2.151262946E2,1.424632196E1,1.007289153E1
1.927972139E2,5.235291396E1,4.891312248E0,2.739942880E0,4.815153863E-2,2.151262931E2,1.424625331E1,1.007298862E1
1.937972144E2,5.235291320E1,4.891312861E0,2.739847319E0,3.509785485E-2,2.151262936E2,1.424645501E1,1.007270335E1
1.947972151E2,5.235290740E1,4.891305721E0,3.055090096E0,5.188329586E-1,2.140435430E2,1.424654488E1,1.007257625E1
1.957972155E2,5.235291024E1,4.891310465E0,2.882407551E0,7.010957697E-2,2.129427590E2,1.424649585E1,1.007264559E1
1.967972163E2,5.235291097E1,4.891308371E0,2.874881166E0,6.415777481E-2,2.129427567E2,1.424622864E1,1.007302353E1
1.977972156E2,5.235291038E1,4.891307268E0,2.805931254E0,5.584621629E-2,2.129427558E2,1.424612793E1,1.007316595E1
1.987972163E2,5.235290959E1,4.891308195E0,2.697613632E0,9.411895597E-2,2.129427569E2,1.424609221E1,1.007321646E1
1.997972170E2,5.235290987E1,4.891307273E0,2.468939769E0,6.567787442E-2,2.129427559E2,1.424610763E1,1.007319466E1
2.007972164E2,5.235290784E1,4.891304211E0,2.671415025E0,2.129644217E-1,2.129427533E2,1.424606376E1,1.007325670E1
2.017972165E2,5.235290988E1,4.891305143E0,2.596397845E0,1.562199027E-2,2.129427538E2,1.424603460E1,1.007329794E1
2.027972163E2,5.235290863E1,4.891303889E0,2.613262977E0,1.285917618E-1,2.129427528E2,1.424584025E1,1.007357279E1
2.037972167E2,5.235290872E1,4.891303457E0,2.603642464E0,9.418685369E-2,2.129427524E2,1.424578030E1,1.007365757E1
2.047972165E2,5.235290908E1,4.891303907E0,2.604733940E0,0.000000000E0,2.129427527E2,1.424565099E1,1.007384044E1
2.057972161E2,5.235290857E1,4.891302930E0,2.657974725E0,8.725856075E-2,2.129427519E2,1.424553313E1,1.007400711E1
2.067972158E2,5.235290874E1,4.891302849E0,2.598650074E0,4.497422140E-2,2.129427517E2,1.424547397E1,1.007409076E1
2.077972161E2,5.235290865E1,4.891302180E0,2.615205622E0,0.000000000E0,2.129427511E2,1.424544694E1,1.007412898E1
2.087972151E2,5.235290804E1,4.891301303E0,2.637736595E0,6.794698575E-2,2.129427504E2,1.424528010E1,1.007436490E1
2.097972151E2,5.235290778E1,4.891301004E0,2.530210868E0,0.000000000E0,2.129427501E2,1.424534498E1,1.007427316E1
2.107972156E2,5.235290692E1,4.891300133E0,2.563765782E0,3.973440565E-2,2.129427494E2,1.424528732E1,1.007435469E1
2.117972158E2,5.235290695E1,4.891300477E0,2.565942935E0,0.000000000E0,2.129427498E2,1.424521799E1,1.007445272E1
2.127972174E2,5.235290668E1,4.891300125E0,2.539502711E0,2.632200954E-2,2.129427495E2,1.424514847E1,1.007455102E1
2.137972145E2,5.235290691E1,4.891300363E0,2.579690640E0,6.241324864E-2,2.129427497E2,1.424504194E1,1.007470166E1
2.147972138E2,5.235290697E1,4.891299377E0,2.534603858E0,6.397228210E-2,2.129427487E2,1.424511933E1,1.007459222E1
2.157972138E2,5.235290719E1,4.891299556E0,2.531560372E0,0.000000000E0,2.129427488E2,1.424507243E1,1.007465855E1
2.167972131E2,5.235290606E1,4.891299399E0,2.526107728E0,1.108409131E-1,2.129427489E2,1.424503297E1,1.007471433E1
2.177972131E2,5.235290549E1,4.891299009E0,2.534250933E0,6.866027939E-2,2.129427486E2,1.424500472E1,1.007475428E1
2.187972132E2,5.235290513E1,4.891297666E0,2.537260723E0,8.154215372E-2,2.129427474E2,1.424482494E1,1.007500847E1
2.197972128E2,5.235290414E1,4.891297535E0,2.559686158E0,1.005784596E-1,2.129427475E2,1.424494094E1,1.007484446E1
2.207972119E2,5.235290437E1,4.891297943E0,2.569363751E0,0.000000000E0,2.129427478E2,1.424496746E1,1.007480696E1
2.217972120E2,5.235290437E1,4.891297943E0,2.569363751E0,0.000000000E0,2.129427478E2,1.424488756E1,1.007491993E1
2.227972112E2,5.235290379E1,4.891297243E0,2.474130552E0,2.185761720E-2,2.129427472E2,1.424479062E1,1.007505700E1
2.237972107E2,5.235290405E1,4.891297419E0,2.458744101E0,0.000000000E0,2.129427474E2,1.424494561E1,1.007483786E1
2.247972105E2,5.235290405E1,4.891297419E0,2.458744101E0,0.000000000E0,2.129427474E2,1.424485988E1,1.007495908E1
2.257972102E2,5.235290405E1,4.891297419E0,2.458744101E0,0.000000000E0,2.129427474E2,1.424478936E1,1.007505878E1
2.267972096E2,5.235290405E1,4.891297419E0,2.458744101E0,0.000000000E0,2.129427474E2,1.424484872E1,1.007497485E1
2.277972089E2,5.235288624E1,4.891274472E0,2.696376045E0,1.318846317E0,2.172668030E2,1.424463251E1,1.007528055E1
2.287972085E2,5.235286572E1,4.891258312E0,2.611304735E0,1.992087166E0,2.104230521E2,1.424437694E1,1.007564186E1
2.297972076E2,5.235283386E1,4.891243099E0,2.633240335E0,2.938772260E0,2.011334140E2,1.424422947E1,1.007585034E1
2.307972072E2,5.235279887E1,4.891230550E0,2.921517326E0,3.524738794E0,1.957622917E2,1.424448652E1,1.007548695E1
2.317972069E2,5.235276242E1,4.891204554E0,3.171032727E0,4.003284956E0,2.002746167E2,1.424433161E1,1.007570595E1
2.327972075E2,5.235272043E1,4.891159969E0,2.684552878E0,4.852411108E0,2.077261237E2,1.424421072E1,1.007587685E1
2.337972064E2,5.235268814E1,4.891143845E0,3.094336363E0,4.329279247E0,2.028161734E2,1.424407305E1,1.007607147E1
2.347972059E2,5.235264620E1,4.891131673E0,2.987976141E0,4.506332472E0,1.946635128E2,1.424410968E1,1.007601969E1
2.357972058E2,5.235261408E1,4.891133032E0,2.997980744E0,3.972925563E0,1.860332286E2,1.424415549E1,1.007595493E1
2.367972046E2,5.235256640E1,4.891157692E0,3.893112991E0,4.786121728E0,1.698686801E2,1.424411693E1,1.007600944E1
2.377972039E2,5.235252950E1,4.891177776E0,3.830320408E0,4.556343313E0,1.654685197E2,1.424399969E1,1.007617517E1
2.387972038E2,5.235248919E1,4.891194613E0,3.756587508E0,4.503099647E0,1.687995605E2,1.424402127E1,1.007614467E1
2.397972040E2,5.235245258E1,4.891200559E0,3.091445585E0,4.211783000E0,1.687995605E2,1.424403207E1,1.007612940E1
2.407972027E2,5.235241537E1,4.891210214E0,2.925048629E0,4.170178270E0,1.687995605E2,1.424394120E1,1.007625785E1
2.417972025E2,5.235238120E1,4.891223498E0,3.066782928E0,4.040250138E0,1.687995605E2,1.424419271E1,1.007590231E1
2.427972023E2,5.235235073E1,4.891224292E0,2.077147779E0,3.677727674E0,1.673280029E2,1.424416550E1,1.007594078E1
2.437972016E2,5.235231368E1,4.891242895E0,2.061329648E0,3.965794018E0,1.673280029E2,1.424377337E1,1.007649509E1
2.447972013E2,5.235228195E1,4.891254223E0,1.671246658E0,3.806424108E0,1.666886597E2,1.424297989E1,1.007761664E1
2.457971998E2,5.235224537E1,4.891277187E0,1.707020813E0,4.003054177E0,1.666886597E2,1.424275860E1,1.007792938E1
2.467972001E2,5.235220366E1,4.891297973E0,1.509971865E0,4.388981765E0,1.666886597E2,1.424246302E1,1.007834711E1
2.477971994E2,5.235216216E1,4.891308196E0,1.808275053E0,4.491252474E0,1.688521729E2,1.424204099E1,1.007894348E1
2.487971984E2,5.235211908E1,4.891317154E0,2.367464603E0,4.638396595E0,1.688521729E2,1.424183110E1,1.007924006E1
2.497971984E2,5.235208288E1,4.891324743E0,2.262228718E0,4.289123181E0,1.688521729E2,1.424238150E1,1.007846231E1
2.507971978E2,5.235204785E1,4.891332548E0,2.374836125E0,4.043919997E0,1.712329102E2,1.424289567E1,1.007773567E1
2.517971971E2,5.235201563E1,4.891339292E0,2.560718960E0,3.760890739E0,1.766253662E2,1.424318297E1,1.007732961E1
2.527971964E2,5.235198240E1,4.891334572E0,2.236625840E0,3.656206381E0,1.800000000E2,1.424322433E1,1.007727115E1
2.537971961E2,5.235195200E1,4.891331519E0,2.441189688E0,3.497323269E0,1.813354492E2,1.424298224E1,1.007761332E1
2.547971957E2,5.235191546E1,4.891328151E0,2.705111528E0,3.857922122E0,1.813354492E2,1.424301138E1,1.007757214E1
2.557971953E2,5.235187615E1,4.891328839E0,2.668872778E0,4.176069842E0,1.817225189E2,1.424250684E1,1.007828519E1
2.567971946E2,5.235183495E1,4.891339592E0,3.307186640E0,4.373228764E0,1.817225189E2,1.424229277E1,1.007858770E1
2.577971939E2,5.235179451E1,4.891352198E0,3.269144403E0,4.465840379E0,1.817225189E2,1.424189686E1,1.007914714E1
2.587971931E2,5.235175461E1,4.891355859E0,3.191513497E0,4.435718965E0,1.817225189E2,1.424128486E1,1.008001185E1
2.597971933E2,5.235171355E1,4.891346896E0,3.298144566E0,4.457306963E0,1.820821991E2,1.424058691E1,1.008099786E1
2.607971925E2,5.235167085E1,4.891333329E0,3.772959277E0,4.648832770E0,1.820821991E2,1.424024639E1,1.008147886E1
2.617971913E2,5.235162899E1,4.891328000E0,3.843652338E0,4.678143890E0,1.820821991E2,1.424043543E1,1.008121183E1
2.627971911E2,5.235158809E1,4.891320224E0,3.495889619E0,4.598797280E0,1.820821991E2,1.424033826E1,1.008134909E1
2.637971900E2,5.235154870E1,4.891318684E0,3.601618510E0,4.430886954E0,1.800000000E2,1.424086007E1,1.008061198E1
2.647971902E2,5.235150545E1,4.891321135E0,3.851172629E0,4.555568780E0,1.817225037E2,1.424053567E1,1.008107023E1
2.657971896E2,5.235147052E1,4.891308868E0,2.801521565E0,4.190545591E0,1.817225037E2,1.424103249E1,1.008036839E1
2.667971884E2,5.235143493E1,4.891308044E0,3.098780658E0,4.026292899E0,1.786645508E2,1.424084100E1,1.008063892E1
2.677971880E2,5.235140431E1,4.891302587E0,3.058690052E0,3.673251484E0,1.786645508E2,1.424062471E1,1.008094446E1
2.687972724E2,5.235138256E1,4.891273198E0,3.436716449E0,3.120173067E0,1.786645508E2,1.424085306E1,1.008062188E1
2.697972734E2,5.235139478E1,4.891233154E0,3.019982071E0,2.555761867E0,2.662698256E2,1.424165470E1,1.007948931E1
2.707972691E2,5.235139500E1,4.891226679E0,2.219542516E0,1.941256872E0,2.680909583E2,1.424731584E1,1.007148572E1
2.717972660E2,5.235140321E1,4.891205980E0,2.890293254E0,2.870886054E0,2.772179387E2,1.424183408E1,1.007923585E1
2.727972628E2,5.235139329E1,4.891177908E0,2.842651257E0,3.128097324E0,2.620528531E2,1.424246105E1,1.007834990E1
2.737972587E2,5.235138887E1,4.891141773E0,2.499809127E0,3.010390151E0,2.601908223E2,1.424264369E1,1.007809178E1
2.747972587E2,5.235138475E1,4.890991309E0,2.895170460E0,3.453706528E0,2.592925415E2,1.424366501E1,1.007664827E1
2.757972590E2,5.235137994E1,4.890939752E0,2.708711039E0,3.523149227E0,2.592925415E2,1.424228920E1,1.007859273E1
2.767972560E2,5.235137941E1,4.890889013E0,2.751961149E0,3.491578947E0,2.592925415E2,1.424213978E1,1.007880389E1
2.777972594E2,5.235137090E1,4.890832453E0,1.893960010E0,3.701109522E0,2.592925415E2,1.424269385E1,1.007802089E1
2.787972548E2,5.235137162E1,4.890775276E0,1.016610482E0,3.764686133E0,2.596141663E2,1.424276019E1,1.007792714E1
2.797972531E2,5.235136521E1,4.890715095E0,1.050664943E0,3.889687342E0,2.596141663E2,1.424271162E1,1.007799579E1
2.807972505E2,5.235136220E1,4.890651681E0,5.278174598E-1,4.052148855E0,2.596141663E2,1.424328254E1,1.007718888E1
2.817972496E2,5.235136893E1,4.890601234E0,6.270229537E-1,3.626363091E0,2.596141663E2,1.424360994E1,1.007672611E1
2.827972482E2,5.235135431E1,4.890537862E0,-1.538270572E-1,3.880916097E0,2.596141663E2,1.424428983E1,1.007576501E1
2.837972424E2,5.235134596E1,4.890476754E0,-4.805686763E-1,3.945321817E0,2.596141663E2,1.424376402E1,1.007650832E1
2.847972376E2,5.235134242E1,4.890397618E0,9.952505138E-1,4.607714685E0,2.596141663E2,1.424490151E1,1.007490021E1
2.857972316E2,5.235133479E1,4.890328371E0,1.496505539E0,4.667287433E0,2.596141663E2,1.424474635E1,1.007511959E1
2.867972269E2,5.235133014E1,4.890273122E0,1.072801628E0,4.101724636E0,2.596141663E2,1.424500244E1,1.007475750E1
2.877972224E2,5.235132626E1,4.890207303E0,7.357842829E-1,4.132052646E0,2.596141663E2,1.424495268E1,1.007482787E1
2.887972176E2,5.235131232E1,4.890132744E0,1.909370799E0,4.624908361E0,2.596928101E2,1.424571980E1,1.007374314E1
2.897972142E2,5.235130143E1,4.890062002E0,2.366619987E0,4.726764778E0,2.596928101E2,1.424627955E1,1.007295152E1
2.907972103E2,5.235129950E1,4.890002281E0,2.088438958E0,4.321379677E0,2.596928101E2,1.424650526E1,1.007263228E1
2.917972060E2,5.235129174E1,4.889933809E0,1.680788130E0,4.437619864E0,2.603174438E2,1.424604596E1,1.007328188E1
2.927972028E2,5.235128582E1,4.889868455E0,1.946544401E0,4.371209443E0,2.603174438E2,1.424584794E1,1.007356192E1
2.937971995E2,5.235127504E1,4.889797812E0,1.559515674E0,4.585131414E0,2.593270264E2,1.424609012E1,1.007321942E1
2.947971970E2,5.235127232E1,4.889738874E0,1.832701466E0,4.196520671E0,2.593270264E2,1.424544120E1,1.007413710E1
2.957971939E2,5.235126742E1,4.889688772E0,1.126236869E0,3.727142466E0,2.593270264E2,1.424567668E1,1.007380411E1
2.967971913E2,5.235125973E1,4.889640172E0,1.476489361E0,3.409151096E0,2.593270264E2,1.424527727E1,1.007436890E1
2.977971878E2,5.235125022E1,4.889567547E0,3.642602944E0,3.978095998E0,2.593270264E2,1.424536078E1,1.007425082E1
2.987971853E2,5.235125059E1,4.889503713E0,3.632301508E0,4.051518867E0,2.615939636E2,1.424595302E1,1.007341331E1
2.997971829E2,5.235124561E1,4.889435164E0,3.540616922E0,4.272768988E0,2.571563721E2,1.424629707E1,1.007292673E1
3.007971805E2,5.235122896E1,4.889377453E0,3.185246010E0,4.137589729E0,2.559977112E2,1.424577812E1,1.007366066E1
3.017971786E2,5.235120965E1,4.889323701E0,2.632408751E0,4.012844282E0,2.559977112E2,1.424433247E1,1.007570473E1
3.027971764E2,5.235119649E1,4.889258150E0,2.841527669E0,4.197456698E0,2.587183228E2,1.424462239E1,1.007529484E1
3.037971750E2,5.235118931E1,4.889188237E0,2.511955483E0,4.461477985E0,2.604519348E2,1.424523113E1,1.007443415E1
3.047971733E2,5.235118301E1,4.889129857E0,2.671893496E0,4.121362959E0,2.604519348E2,1.424526787E1,1.007438219E1
3.057971712E2,5.235118300E1,4.889072591E0,2.786114283E0,3.877781596E0,2.604519348E2,1.424551715E1,1.007402971E1
3.067971691E2,5.235118497E1,4.889012208E0,3.114369516E0,3.853169180E0,2.604519348E2,1.424647810E1,1.007267071E1
3.077971677E2,5.235117744E1,4.888955268E0,2.502128240E0,3.771255054E0,2.604519348E2,1.424645288E1,1.007270637E1
