"Time (s)","X (hPa)"
7.923425771E2,1.006583328E3
7.934037231E2,1.006557922E3
7.944648381E2,1.006522751E3
7.955259581E2,1.006486740E3
7.965870981E2,1.006462479E3
7.976482551E2,1.006438217E3
7.987094181E2,1.006414337E3
7.997705741E2,1.006398544E3
8.008317201E2,1.006379318E3
8.018929091E2,1.006344833E3
8.029540291E2,1.006317062E3
8.040151541E2,1.006301880E3
8.050763051E2,1.006252441E3
8.061374471E2,1.006238327E3
8.071985821E2,1.006222229E3
8.082597001E2,1.006213226E3
8.093208951E2,1.006174927E3
8.103820391E2,1.006173935E3
8.114431871E2,1.006172256E3
8.125042981E2,1.006173935E3
8.135654001E2,1.006193466E3
8.146265831E2,1.006246109E3
8.156877521E2,1.006269836E3
8.167488691E2,1.006269836E3
8.178100091E2,1.006269836E3
8.188712101E2,1.006285248E3
8.199323841E2,1.006294098E3
8.209935471E2,1.006315384E3
8.220547131E2,1.006336136E3
8.231158551E2,1.006371994E3
8.241770031E2,1.006399994E3
8.252381211E2,1.006426315E3
8.262992581E2,1.006451492E3
8.273603861E2,1.006493607E3
8.284214681E2,1.006505661E3
8.294825871E2,1.006519318E3
8.305437431E2,1.006532822E3
8.316048831E2,1.006541214E3
8.326660501E2,1.006554871E3
8.337271891E2,1.006569901E3
8.347883751E2,1.006579056E3
8.358495921E2,1.006580200E3
8.369106951E2,1.006596603E3
8.379718251E2,1.006611557E3
8.390329641E2,1.006623306E3
8.400940921E2,1.006646271E3
8.411552021E2,1.006646271E3
8.422163281E2,1.006640396E3
8.432774401E2,1.006616364E3
8.443385201E2,1.006588593E3
8.453995841E2,1.006549454E3
8.464606401E2,1.006547089E3
8.475216951E2,1.006547089E3
8.485827271E2,1.006575775E3
8.496437471E2,1.006603394E3
8.507048271E2,1.006632385E3
8.517659151E2,1.006667709E3
8.528269701E2,1.006689682E3
8.538880211E2,1.006702957E3
8.549491061E2,1.006721191E3
8.560101831E2,1.006741486E3
8.570712931E2,1.006746521E3
8.581323601E2,1.006751175E3
8.591934121E2,1.006751480E3
8.602544831E2,1.006753159E3
8.613155841E2,1.006756134E3
8.623766941E2,1.006761856E3
8.634378421E2,1.006767578E3
8.644989571E2,1.006767578E3
8.655601011E2,1.006771545E3
8.666212831E2,1.006771545E3
8.676824331E2,1.006765671E3
8.687435361E2,1.006755142E3
8.698046591E2,1.006752853E3
8.708657931E2,1.006751175E3
8.719268901E2,1.006747284E3
8.729879931E2,1.006742630E3
8.740490931E2,1.006742630E3
8.751101281E2,1.006743317E3
8.761711911E2,1.006746216E3
8.772322971E2,1.006749268E3
8.782934371E2,1.006751328E3
8.793545701E2,1.006751328E3
8.804156941E2,1.006744843E3
8.814768131E2,1.006730194E3
8.825379081E2,1.006710129E3
8.835990291E2,1.006691971E3
8.846601151E2,1.006671295E3
8.857212241E2,1.006647568E3
8.867823431E2,1.006627502E3
8.878434791E2,1.006627502E3
8.889045851E2,1.006627960E3
8.899656931E2,1.006637268E3
8.910267711E2,1.006637268E3
8.920878991E2,1.006633377E3
8.931490211E2,1.006633377E3
8.942101541E2,1.006648636E3
8.952713201E2,1.006660843E3
8.963324841E2,1.006699066E3
