"Time (s)","Pressure (hPa)"
2.851508300E-2,1.024197998E3
1.285160830E-1,1.024230225E3
2.285160830E-1,1.024250244E3
3.285160830E-1,1.024251709E3
4.285160830E-1,1.024261230E3
5.285150830E-1,1.024231201E3
6.285000830E-1,1.024229492E3
7.285150830E-1,1.024226562E3
8.285230830E-1,1.024216064E3
9.313292310E-1,1.024201172E3
1.031356231E0,1.024232178E3
1.131357231E0,1.024251709E3
1.231356231E0,1.024223389E3
1.331356231E0,1.024209717E3
