"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.724246980E-1,-2.428191900E-1,1.178260326E0,-7.506690025E-1
4.824236980E-1,-4.038018584E-1,1.188609600E0,-9.611053467E-1
4.924231980E-1,-4.673666060E-1,7.199654579E-1,-1.184072495E0
5.010808640E-1,-4.613979161E-1,7.135481834E-1,-1.180473328E0
5.080741140E-1,-4.592658579E-1,7.118844986E-1,-1.179606438E0
5.160737140E-1,-4.353238344E-1,5.610499382E-1,-1.091021061E0
5.244070470E-1,-4.354959726E-1,5.099043846E-1,-9.305367470E-1
5.329783320E-1,-1.849567890E-1,9.579067230E-1,-4.254341125E-1
5.412249570E-1,-2.088823915E-1,9.589791298E-1,-4.233903885E-1
5.501125120E-1,-1.325554848E-1,1.043487072E0,-4.280123711E-1
5.591124120E-1,5.061632395E-2,1.152634144E0,-3.776798248E-1
5.682032300E-1,-2.888115644E-1,1.033566475E0,-2.720146179E-1
5.767009800E-1,-2.871469855E-1,1.016793251E0,-2.609691620E-1
5.846989030E-1,-2.890999913E-1,9.933271408E-1,-2.449169159E-1
6.007259030E-1,-5.237317085E-1,8.975591660E-1,-1.970329285E-1
6.107259030E-1,-1.432565212E0,3.381552696E-1,1.546802521E-1
6.207254030E-1,-1.093357205E0,9.423556328E-1,-8.953366280E-1
6.280494030E-1,-1.103424907E0,9.129638672E-1,-8.737874031E-1
6.340424030E-1,-1.110065937E0,8.859877586E-1,-8.541798592E-1
6.500554030E-1,-6.479851007E-1,1.192445278E0,-1.084022999E0
6.600544030E-1,9.779644012E-2,1.449507236E0,-1.214893818E0
6.700539030E-1,9.466353655E-1,1.477702141E0,-8.524389267E-1
6.787165690E-1,9.417911768E-1,1.491662025E0,-8.616094589E-1
6.857135690E-1,9.649780989E-1,1.510461330E0,-8.777103424E-1
6.937135690E-1,9.649780989E-1,1.510461330E0,-8.777103424E-1
7.020494020E-1,1.018344998E0,1.520954609E0,-8.915576935E-1
7.106228300E-1,-4.753990769E-1,8.123250008E-1,-7.041254044E-1
7.183713300E-1,-4.126402736E-1,8.355846405E-1,-7.268447876E-1
7.254811070E-1,-3.776334524E-1,8.589282036E-1,-7.463312149E-1
7.415071070E-1,-8.995694518E-1,3.250212669E-1,7.487964630E-2
7.515081070E-1,-2.916561365E-1,3.120474815E-1,-1.750836372E-1
7.615061070E-1,7.855048180E-1,6.810574532E-1,-1.585612297E0
7.701641070E-1,7.661818266E-1,6.889572144E-1,-1.589056015E0
7.801641070E-1,6.572080851E-1,7.878103256E-1,-1.866234303E0
7.901643070E-1,1.650618315E-1,9.854269028E-1,-1.996230125E0
8.001643070E-1,-1.194695115E0,8.541073799E-1,-1.961844444E0
8.095891640E-1,-1.202589631E0,9.636116028E-1,-2.032962799E0
8.195891640E-1,-1.109208345E0,5.638985634E-1,-2.010759354E0
8.295892750E-1,-5.847904682E-1,-5.563173294E-1,-1.839772224E0
8.395892750E-1,-2.645303011E0,4.605207443E-1,-5.734019279E-1
8.490414560E-1,-2.699810505E0,6.359610558E-1,-6.726565361E-1
8.650684560E-1,-2.787978172E0,7.306318283E-1,-6.511135101E-1
8.750674560E-1,-2.512334347E0,5.690083504E-1,-6.005907059E-1
8.850669560E-1,-1.265393138E0,1.013935566E0,-5.909552574E-1
8.937246220E-1,-1.400813222E0,1.167217255E0,-6.541504860E-1
9.007178720E-1,-1.456316590E0,1.242149353E0,-6.847243309E-1
9.087174720E-1,-9.487458467E-1,1.268485546E0,-7.086663246E-1
9.170508050E-1,-2.977442741E-1,1.277414322E0,-8.789315224E-1
9.256220900E-1,1.190451384E-1,1.629421711E0,-1.370606899E0
9.338687150E-1,9.861719608E-2,1.791289330E0,-1.444874287E0
9.427576030E-1,3.673636913E-2,1.850442886E0,-1.437294483E0
9.517575030E-1,-3.054527044E-1,1.721855402E0,-1.297878265E0
9.608495930E-1,-1.877187371E0,7.652235031E-1,-1.150827885E0
9.693472590E-1,-1.893154621E0,8.374226093E-1,-1.179550648E0
9.773451820E-1,-1.936789870E0,9.093708992E-1,-1.203094006E0
9.933721820E-1,-2.113960743E0,7.465653419E-1,-1.255766392E0
9.360362310E-1,-2.239733696E0,3.896749020E-1,-1.410870075E0
9.460222310E-1,-2.118021011E0,-4.835319519E-2,-5.973014832E-1
9.546798970E-1,-2.419432878E0,1.068623066E-1,-5.994062424E-1
9.616731470E-1,-2.585665941E0,1.840488911E-1,-5.919580460E-1
9.696731470E-1,-2.961555719E0,3.037590981E-1,-4.267578125E-1
9.780063130E-1,-3.506155014E0,5.281784534E-1,-3.876419067E-1
9.865775980E-1,-4.076290131E0,1.327034712E0,-1.582519054E0
9.945742230E-1,-4.303947449E0,1.376279116E0,-1.534170628E0
1.001904556E0,-4.538461208E0,1.427031279E0,-1.477669239E0
1.009904556E0,-4.203272820E0,1.506039858E0,-2.035518646E0
1.018086374E0,-3.517219067E0,1.723751783E0,-2.970174789E0
1.026419624E0,-5.238711834E-1,1.501151085E0,-2.962087154E0
1.034263700E0,-7.249672413E-1,1.642298222E0,-2.928167820E0
1.041690342E0,-8.767402172E-1,1.822134256E0,-2.920480251E0
1.057716342E0,-5.990128517E-1,1.719183683E0,-2.374602318E0
1.067716342E0,-7.310793400E-1,1.972093105E0,-7.178325653E-1
1.077702842E0,-1.302929163E0,2.431441545E0,3.777096748E0
1.087027175E0,-1.172410011E0,2.720949650E0,3.652246475E0
1.097027425E0,-9.075474739E-1,2.665418625E0,4.109519958E0
1.107025225E0,-5.072169304E-1,2.530413389E0,3.635437965E0
1.117025225E0,-8.112993240E-1,2.527081490E0,6.553449631E-1
1.126450082E0,-9.905595779E-1,2.673510551E0,7.051086426E-1
1.136449957E0,-1.444925547E0,2.834839582E0,2.659988403E-2
1.146450068E0,-1.894420862E0,3.093794346E0,-9.465274811E-1
1.156448868E0,-2.392628908E0,2.542301178E0,-2.618973732E0
1.165719231E0,-2.477891684E0,2.597825527E0,-2.586928368E0
1.174383647E0,-2.565730333E0,2.663993835E0,-2.553794861E0
1.190411647E0,-2.565730333E0,2.663993835E0,-2.553794861E0
1.200383647E0,-2.610472918E0,1.826800227E0,-2.577175140E0
1.210383147E0,-2.699665785E0,1.918925285E0,-2.543303490E0
1.219040813E0,-2.837959528E0,2.146991968E0,-2.495125771E0
1.226034063E0,-2.892659426E0,2.269647598E0,-2.476350784E0
1.234029863E0,-1.927796125E0,1.531733274E-1,-2.651127338E0
1.242363196E0,-1.612746477E0,1.348733306E-1,-3.046661854E0
1.250934481E0,-8.135633469E-1,-2.403260320E-1,-3.389128685E0
1.259181106E0,-7.886829376E-1,6.246318668E-2,-3.411515236E0
1.268069994E0,-5.132403374E-1,1.042665765E-1,-3.549235821E0
1.277069894E0,-1.745171547E-1,3.433371782E-1,-3.758838654E0
1.286160712E0,1.026569366E0,1.043303013E0,-4.223170757E0
1.294658462E0,1.034335613E0,1.223531961E0,-4.217364788E0
1.302656385E0,1.031589508E0,1.417598963E0,-4.200938702E0
1.318683385E0,1.254250526E0,1.431964159E0,-4.260793686E0
1.328682385E0,1.531137466E0,1.529039145E0,-4.166228294E0
1.338681885E0,1.490372658E0,3.077867627E-1,-2.161478043E0
1.347339551E0,1.549986362E0,7.985270619E-1,-2.109635353E0
1.357339551E0,1.486610413E0,4.237706661E-1,-6.044635773E-1
1.367337151E0,1.539694786E0,4.655599594E-1,2.059202194E-1
