"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.357460460E-1,-7.162395120E-2,-1.992947794E-2,-1.687515154E-2
1.377460460E-1,-6.062837690E-2,-1.320996135E-2,-2.115120925E-2
1.397460460E-1,-3.802636266E-2,2.672535367E-3,-2.787072770E-2
1.417460110E-1,-1.847867295E-2,1.733330078E-2,-3.825543448E-2
1.437459770E-1,-8.704829961E-3,2.160935849E-2,-3.764457256E-2
1.457459770E-1,6.093380973E-2,5.887213722E-2,-3.886630014E-2
1.477450770E-1,6.093380973E-2,5.887213722E-2,-3.886630014E-2
1.497445770E-1,6.398813426E-2,6.375905871E-2,-4.008803144E-2
1.517436770E-1,6.765332818E-2,6.253732741E-2,-4.008803144E-2
1.537431100E-1,6.765332818E-2,6.253732741E-2,-4.008803144E-2
1.557423100E-1,6.765332818E-2,6.253732741E-2,-4.008803144E-2
1.577423100E-1,7.437284291E-2,6.253732741E-2,-3.947716579E-2
1.597423100E-1,7.925976813E-2,5.887213722E-2,-3.886630014E-2
1.617423100E-1,8.292495459E-2,5.887213722E-2,-3.397937864E-2
1.637423100E-1,8.109235764E-2,5.703954399E-2,-3.214678168E-2
1.657431760E-1,7.925976813E-2,5.215261877E-2,-2.725986205E-2
1.677440420E-1,7.620543987E-2,4.787656292E-2,-2.359467000E-2
1.697449080E-1,7.009678334E-2,4.482223839E-2,-1.931861416E-2
1.717457740E-1,6.154467165E-2,3.871358559E-2,-1.382082608E-2
1.737460400E-1,5.177082866E-2,3.260493279E-2,-5.268712528E-3
1.757467060E-1,4.566217586E-2,3.199406713E-2,-1.603521290E-3
1.777467390E-1,3.527746722E-2,2.466368489E-2,1.450804994E-3
1.797467720E-1,1.572977938E-2,2.344195358E-2,1.427897532E-2
1.817468050E-1,5.955935922E-3,1.977676153E-2,1.733330078E-2
1.837468380E-1,-3.817907767E-3,2.099849284E-2,2.283108793E-2
1.857459710E-1,-6.979135424E-2,2.160935849E-2,6.131559983E-2
1.877450710E-1,-6.979135424E-2,2.160935849E-2,6.131559983E-2
1.897441710E-1,-7.834346592E-2,2.344195358E-2,6.192646548E-2
1.917432710E-1,-8.261952549E-2,2.405281924E-2,6.436992437E-2
1.937429040E-1,-8.261952549E-2,2.405281924E-2,6.436992437E-2
1.957419700E-1,-8.261952549E-2,2.405281924E-2,6.436992437E-2
1.977419360E-1,-8.933904022E-2,2.038762718E-2,6.864598393E-2
1.997419020E-1,-1.039998084E-1,2.466368489E-2,7.292203605E-2
2.017419020E-1,-1.107193232E-1,2.283108793E-2,7.475463301E-2
2.037429020E-1,-1.229366288E-1,2.405281924E-2,7.353290170E-2
2.057409020E-1,-1.308778822E-1,2.099849284E-2,7.170030475E-2
2.077409020E-1,-1.388191283E-1,1.916589774E-2,7.353290170E-2
2.097409020E-1,-1.498146951E-1,1.977676153E-2,6.864598393E-2
2.117409020E-1,-1.571450830E-1,1.672243699E-2,6.864598393E-2
2.137409020E-1,-1.620320082E-1,1.061378326E-2,6.375905871E-2
2.157430680E-1,-1.675297916E-1,1.305724494E-2,6.192646548E-2
2.177430680E-1,-1.699732542E-1,1.305724494E-2,5.581781268E-2
2.197429430E-1,-1.760819107E-1,1.550070569E-2,4.970915988E-2
2.217428310E-1,-1.791362315E-1,1.733330078E-2,4.970915988E-2
2.237427310E-1,-1.803579628E-1,2.099849284E-2,4.054617882E-2
2.257402760E-1,-1.852448881E-1,1.061378326E-2,2.649627998E-2
2.277380260E-1,-1.852448881E-1,1.061378326E-2,2.649627998E-2
2.297359490E-1,-1.852448881E-1,1.061378326E-2,2.649627998E-2
2.317340200E-1,-1.834122837E-1,6.337726954E-3,2.832887508E-2
2.337323530E-1,-1.852448881E-1,8.399396902E-4,2.527454868E-2
2.357306650E-1,-1.852448881E-1,8.399396902E-4,2.527454868E-2
2.377306650E-1,-1.852448881E-1,-6.490443368E-3,2.710714564E-2
2.397306090E-1,-1.840231568E-1,-1.382082608E-2,2.527454868E-2
2.417305560E-1,-1.828014255E-1,-1.687515154E-2,3.260493279E-2
2.437305060E-1,-1.748601794E-1,-2.298380435E-2,3.260493279E-2
2.457304580E-1,-1.669189334E-1,-2.542726509E-2,3.443752974E-2
2.477299580E-1,-1.614211351E-1,-2.603813075E-2,3.871358559E-2
2.497299140E-1,-1.492038369E-1,-2.970332280E-2,3.932445124E-2
2.517299140E-1,-1.351539344E-1,-2.542726509E-2,3.871358559E-2
2.537299140E-1,-1.253800988E-1,-2.420553565E-2,4.054617882E-2
2.557299140E-1,-1.107193232E-1,-2.298380435E-2,4.237877578E-2
2.577299140E-1,-9.422596544E-2,-2.115120925E-2,4.360050708E-2
2.597299140E-1,-8.445212245E-2,-1.992947794E-2,4.482223839E-2
2.617299140E-1,-6.734789163E-2,-1.992947794E-2,4.482223839E-2
2.637299140E-1,-4.657847434E-2,-2.115120925E-2,4.909829423E-2
2.657291140E-1,2.794708498E-2,-2.787072770E-2,4.604396969E-2
2.677282140E-1,2.794708498E-2,-2.787072770E-2,4.604396969E-2
2.697273140E-1,3.833179548E-2,-2.909245715E-2,4.604396969E-2
2.717264140E-1,4.627304152E-2,-2.664899640E-2,4.665483162E-2
2.737254800E-1,4.627304152E-2,-2.664899640E-2,4.665483162E-2
2.757241460E-1,4.627304152E-2,-2.664899640E-2,4.665483162E-2
2.777241120E-1,6.154467165E-2,-2.970332280E-2,3.871358559E-2
2.797241120E-1,6.887505949E-2,-2.909245715E-2,3.871358559E-2
2.817241450E-1,8.231408894E-2,-3.153591976E-2,3.688098863E-2
2.837241780E-1,9.514226019E-2,-3.153591976E-2,3.199406713E-2
2.857250440E-1,9.819658846E-2,-2.970332280E-2,2.710714564E-2
2.877259440E-1,1.073595658E-1,-2.970332280E-2,2.099849284E-2
2.897268440E-1,1.146899462E-1,-2.970332280E-2,1.672243699E-2
2.917277440E-1,1.171334088E-1,-2.725986205E-2,1.244637929E-2
2.937285770E-1,1.214094684E-1,-2.664899640E-2,5.726861767E-3
2.957294770E-1,1.250746548E-1,-2.420553565E-2,-4.046982154E-3
2.977294430E-1,1.275181174E-1,-2.115120925E-2,-1.137736533E-2
2.997294430E-1,1.256855279E-1,-2.298380435E-2,-1.992947794E-2
3.017294430E-1,1.250746548E-1,-2.298380435E-2,-3.092505224E-2
3.037294430E-1,1.177442744E-1,-1.992947794E-2,-3.886630014E-2
3.057285760E-1,8.109235764E-2,-1.809688285E-2,-8.468119800E-2
3.077280420E-1,7.498370856E-2,-1.443169173E-2,-8.895725012E-2
3.097271750E-1,6.948592514E-2,-1.382082608E-2,-9.323330969E-2
3.117262750E-1,6.948592514E-2,-1.382082608E-2,-9.323330969E-2
3.137253410E-1,6.948592514E-2,-1.382082608E-2,-9.323330969E-2
3.157244410E-1,6.948592514E-2,-1.382082608E-2,-9.323330969E-2
3.177244070E-1,6.459899992E-2,-1.259909570E-2,-9.262244403E-2
3.197243730E-1,4.688390717E-2,-8.933904581E-3,-1.011745557E-1
3.217236390E-1,3.466660157E-2,-3.436116967E-3,-1.060614809E-1
3.237446390E-1,2.428189293E-2,-3.436116967E-3,-1.030071527E-1
3.257436390E-1,6.566801574E-3,5.115996581E-3,-1.072832122E-1
3.277436390E-1,-9.926560335E-3,6.948592141E-3,-1.060614809E-1
3.297439720E-1,-2.092213556E-2,7.559457328E-3,-1.030071527E-1
3.317442220E-1,-3.558290005E-2,1.122464892E-2,-9.750936180E-2
3.337444220E-1,-5.635231733E-2,1.366810966E-2,-9.017898142E-2
3.357425880E-1,-7.284568250E-2,1.611157134E-2,-7.918340713E-2
3.377427300E-1,-8.200865984E-2,1.916589774E-2,-7.246389240E-2
3.397428550E-1,-9.789115191E-2,2.160935849E-2,-5.902485549E-2
3.417429660E-1,-1.137736514E-1,2.588541433E-2,-4.436408728E-2
3.437430660E-1,-1.217148975E-1,2.955060638E-2,-3.825543448E-2
3.457407020E-1,-1.821905524E-1,5.642867833E-2,4.665483162E-2
3.477385350E-1,-1.821905524E-1,5.642867833E-2,4.665483162E-2
3.497365350E-1,-1.895209402E-1,5.826127157E-2,5.703954399E-2
3.517346770E-1,-1.974621862E-1,6.009386852E-2,6.436992437E-2
3.537332770E-1,-2.005165219E-1,6.253732741E-2,7.414376736E-2
3.557320890E-1,-2.005165219E-1,6.253732741E-2,7.414376736E-2
3.577320890E-1,-2.066251636E-1,6.436992437E-2,8.636107296E-2
3.597320890E-1,-2.139555514E-1,6.559165567E-2,1.059087589E-1
3.617321410E-1,-2.170098722E-1,6.742425263E-2,1.187369302E-1
3.637321910E-1,-2.249511331E-1,7.231117040E-2,1.303433776E-1
3.657322380E-1,-2.292271852E-1,7.475463301E-2,1.498910636E-1
3.677322830E-1,-2.310597748E-1,7.231117040E-2,1.639409661E-1
3.697323260E-1,-2.341141105E-1,7.536549866E-2,1.676061451E-1
3.717323670E-1,-2.365575731E-1,7.292203605E-2,1.749365330E-1
3.737324070E-1,-2.353358418E-1,7.047858089E-2,1.847103834E-1
3.757324070E-1,-2.402227521E-1,6.986771524E-2,1.871538460E-1
3.777324070E-1,-2.383901626E-1,7.108944654E-2,1.865429729E-1
3.797319780E-1,-2.383901626E-1,7.292203605E-2,1.895972937E-1
3.817319780E-1,-2.377792895E-1,7.292203605E-2,1.877647042E-1
3.837319780E-1,-2.304489166E-1,7.719809562E-2,1.761582643E-1
3.857311440E-1,-1.950187236E-1,3.321579844E-2,1.162934676E-1
3.877302770E-1,-1.950187236E-1,3.321579844E-2,1.162934676E-1
3.897293770E-1,-1.919644028E-1,2.527454868E-2,1.016327068E-1
3.917284770E-1,-1.828014255E-1,1.427897532E-2,9.124799818E-2
3.937283770E-1,-1.828014255E-1,1.427897532E-2,9.124799818E-2
3.957278430E-1,-1.742493063E-1,5.726861767E-3,7.658722997E-2
3.977277760E-1,-1.675297916E-1,-7.101308554E-3,6.253732741E-2
3.997277420E-1,-1.485929638E-1,-2.848159149E-2,3.749185428E-2
4.017277080E-1,-1.388191283E-1,-3.764457256E-2,2.771801129E-2
4.037276740E-1,-1.131627858E-1,-5.841398984E-2,-9.926559869E-4
4.057284400E-1,-9.056077152E-2,-7.368562371E-2,-2.359467000E-2
4.077293060E-1,-7.528914511E-2,-7.979427278E-2,-3.520110995E-2
4.097302060E-1,-4.657847434E-2,-8.895725012E-2,-5.413793400E-2
4.117311060E-1,-1.908953860E-2,-8.834638447E-2,-7.185302675E-2
4.137318390E-1,-5.039638374E-3,-9.017898142E-2,-7.673994452E-2
4.157325050E-1,2.061670274E-2,-8.040513843E-2,-9.017898142E-2
4.177325380E-1,4.993823543E-2,-6.696610153E-2,-1.036180183E-1
4.197325710E-1,6.093380973E-2,-6.085744873E-2,-1.048397496E-1
4.217325710E-1,8.536841720E-2,-4.619668424E-2,-1.097266674E-1
4.237325370E-1,1.012509167E-1,-3.336851299E-2,-1.127809957E-1
4.257316370E-1,1.379028261E-1,6.337726954E-3,-1.146135926E-1
4.277307370E-1,1.372919679E-1,8.781188168E-3,-1.152244583E-1
4.297298370E-1,1.336267740E-1,1.000291854E-2,-1.115592644E-1
4.317289370E-1,1.336267740E-1,1.000291854E-2,-1.115592644E-1
4.337280030E-1,1.324050426E-1,1.061378326E-2,-1.085049361E-1
4.357273030E-1,1.324050426E-1,1.061378326E-2,-1.085049361E-1
4.377273360E-1,1.330159009E-1,1.427897532E-2,-1.085049361E-1
4.397277690E-1,1.287398487E-1,1.672243699E-2,-1.078940704E-1
4.417278020E-1,1.177442744E-1,2.038762718E-2,-1.054506153E-1
4.437278020E-1,1.091921628E-1,2.099849284E-2,-1.005636901E-1
4.457278020E-1,1.036943719E-1,1.977676153E-2,-9.934195876E-2
4.477278020E-1,8.475755155E-2,2.099849284E-2,-9.567677230E-2
4.497278020E-1,6.765332818E-2,2.099849284E-2,-8.895725012E-2
4.517278020E-1,6.154467165E-2,2.160935849E-2,-8.468119800E-2
4.537276020E-1,4.260785133E-2,2.038762718E-2,-7.979427278E-2
4.557272680E-1,2.489275858E-2,1.916589774E-2,-7.612907887E-2
4.577271250E-1,3.512475174E-3,2.038762718E-2,-7.063129544E-2
4.597270000E-1,-2.596177394E-3,1.855503209E-2,-6.513350457E-2
4.617268880E-1,-2.458732575E-2,1.855503209E-2,-5.658139288E-2
4.637267880E-1,-3.802636266E-2,1.672243699E-2,-4.680754989E-2
4.657243330E-1,-1.033889428E-1,-2.214386594E-3,-1.320996135E-2
4.677220830E-1,-1.033889428E-1,-2.214386594E-3,-1.320996135E-2
4.697200060E-1,-1.033889428E-1,-2.214386594E-3,-1.320996135E-2
4.717180770E-1,-1.137736514E-1,-7.101308554E-3,-9.544769302E-3
4.737162770E-1,-1.168279797E-1,-1.015563495E-2,-2.825251780E-3
4.757145890E-1,-1.168279797E-1,-1.015563495E-2,-2.825251780E-3
4.777145300E-1,-1.278235465E-1,-1.382082608E-2,8.399396902E-4
4.797144740E-1,-1.369865239E-1,-2.298380435E-2,1.183551457E-2
4.817144210E-1,-1.479821056E-1,-3.153591976E-2,1.916589774E-2
4.837143210E-1,-1.553124934E-1,-3.520110995E-2,2.710714564E-2
4.857142730E-1,-1.540907621E-1,-4.314235970E-2,4.054617882E-2
4.877142730E-1,-1.589776874E-1,-5.230533704E-2,5.276348442E-2
4.897142730E-1,-1.601994038E-1,-5.780312419E-2,6.498079002E-2
4.917142730E-1,-1.565342247E-1,-6.146831438E-2,6.986771524E-2
4.937142730E-1,-1.547016203E-1,-6.757696718E-2,8.330674469E-2
4.957142730E-1,-1.479821056E-1,-7.368562371E-2,9.124799818E-2
4.977142730E-1,-1.461495161E-1,-7.735081017E-2,9.796751291E-2
4.997142730E-1,-1.357648075E-1,-8.284860104E-2,1.065196246E-1
5.017142380E-1,-1.266018152E-1,-9.017898142E-2,1.162934676E-1
5.037142040E-1,-1.204931661E-1,-9.201157838E-2,1.156826094E-1
5.057133040E-1,-6.856962293E-2,-1.054506153E-1,1.224021241E-1
5.077124040E-1,-6.673702598E-2,-1.048397496E-1,1.211803928E-1
5.097115040E-1,-6.673702598E-2,-1.048397496E-1,1.211803928E-1
5.117106040E-1,-6.368270516E-2,-1.072832122E-1,1.144608781E-1
5.137100370E-1,-5.879577994E-2,-1.023962870E-1,1.071304902E-1
5.157091700E-1,-5.879577994E-2,-1.023962870E-1,1.071304902E-1
5.177092030E-1,-5.085453019E-2,-1.048397496E-1,1.052978933E-1
5.197092360E-1,-4.352414981E-2,-1.054506153E-1,8.880453557E-2
5.217092690E-1,-3.313944116E-2,-9.689849615E-2,7.658722997E-2
5.237089020E-1,-2.886338346E-2,-9.140071273E-2,6.864598393E-2
5.257097680E-1,-2.031126991E-2,-8.040513843E-2,5.215261877E-2
5.277106680E-1,-6.872233935E-3,-5.963572115E-2,4.237877578E-2
5.297115680E-1,-3.207042580E-3,-5.230533704E-2,3.443752974E-2
5.317124340E-1,1.389718428E-2,-3.214678168E-2,2.038762718E-2
5.337133000E-1,2.672535367E-2,-1.748601720E-2,8.170322515E-3
5.357141660E-1,3.405573592E-2,-1.382082608E-2,4.505131394E-3
5.377141660E-1,5.360342562E-2,-1.015563495E-2,-1.137736533E-2
5.397136320E-1,6.704246253E-2,-1.504255645E-2,-2.603813075E-2
5.417136320E-1,7.559457421E-2,-2.054034360E-2,-3.581197560E-2
5.437136650E-1,9.697485715E-2,-3.825543448E-2,-5.352706835E-2
5.457127980E-1,1.794416606E-1,-1.329395473E-1,-1.329395473E-1
5.477118980E-1,1.794416606E-1,-1.329395473E-1,-1.329395473E-1
5.497109980E-1,1.922698319E-1,-1.384373307E-1,-1.341612786E-1
5.517100980E-1,2.050980031E-1,-1.463785917E-1,-1.317178160E-1
5.537091640E-1,2.050980031E-1,-1.463785917E-1,-1.317178160E-1
5.557084640E-1,2.050980031E-1,-1.463785917E-1,-1.317178160E-1
5.577084300E-1,2.173153162E-1,-1.518763751E-1,-1.317178160E-1
5.597083960E-1,2.429716438E-1,-1.592067480E-1,-1.213331074E-1
5.617083960E-1,2.551889420E-1,-1.622610837E-1,-1.103375331E-1
5.637093960E-1,2.796235681E-1,-1.634828150E-1,-8.590292186E-2
5.657093960E-1,3.034473062E-1,-1.592067480E-1,-5.841398984E-2
5.677093960E-1,3.199406862E-1,-1.592067480E-1,-4.253149405E-2
5.697093960E-1,3.407101035E-1,-1.427133977E-1,-9.926559869E-4
5.717093960E-1,3.633120954E-1,-1.158353239E-1,4.543310404E-2
5.737093960E-1,3.724750876E-1,-9.995282441E-2,6.925684959E-2
5.757092290E-1,3.920227587E-1,-6.024658307E-2,1.211803928E-1
5.777062290E-1,4.005748928E-1,-1.259909570E-2,1.773799956E-1
5.797061040E-1,4.085161388E-1,3.627012298E-2,2.396882474E-1
5.817059920E-1,4.097378552E-1,5.703954399E-2,2.641228735E-1
5.837058920E-1,4.085161388E-1,1.126282811E-1,3.447570801E-1
5.857033460E-1,3.358231783E-1,1.517236531E-1,4.724279046E-1
5.877010120E-1,3.199406862E-1,1.443932652E-1,4.748713672E-1
5.896988580E-1,3.199406862E-1,1.443932652E-1,4.748713672E-1
5.916968580E-1,3.028364480E-1,1.401172131E-1,4.828126132E-1
5.936949910E-1,3.028364480E-1,1.401172131E-1,4.828126132E-1
5.956933030E-1,3.028364480E-1,1.401172131E-1,4.828126132E-1
5.976930080E-1,2.838996351E-1,1.303433776E-1,4.815908968E-1
5.996921740E-1,2.637410760E-1,1.205695271E-1,4.864778221E-1
6.016913840E-1,2.240348309E-1,9.246972948E-2,4.803691506E-1
6.036913840E-1,1.818851233E-1,6.253732741E-2,4.681518376E-1
6.056913840E-1,1.635591686E-1,4.604396969E-2,4.626540542E-1
6.076933840E-1,1.171334088E-1,1.244637929E-2,4.394411743E-1
6.096930500E-1,7.742717117E-2,-1.809688285E-2,4.070653319E-1
6.116953000E-1,3.405573592E-2,-2.787072770E-2,3.698025346E-1
6.136951000E-1,1.634064503E-2,-3.459024429E-2,3.496440053E-1
6.156949330E-1,-2.397646010E-2,-4.314235970E-2,3.007747829E-1
6.176947900E-1,-6.734789163E-2,-4.436408728E-2,2.451860309E-1
6.196970400E-1,-8.628471941E-2,-3.947716579E-2,2.134210467E-1
6.216969280E-1,-1.272126883E-1,-2.542726509E-2,1.523345262E-1
6.236968280E-1,-1.632537395E-1,2.672535367E-3,9.002626687E-2
6.256957370E-1,-2.457205504E-1,1.761582643E-1,-9.262244403E-2
6.276947370E-1,-2.493857294E-1,2.128101736E-1,-1.103375331E-1
6.296938130E-1,-2.493857294E-1,2.128101736E-1,-1.103375331E-1
6.316929550E-1,-2.530509233E-1,2.506838143E-1,-1.213331074E-1
6.336920880E-1,-2.585487068E-1,2.848922908E-1,-1.347721517E-1
6.356912750E-1,-2.585487068E-1,2.848922908E-1,-1.347721517E-1
6.376912160E-1,-2.609921694E-1,3.233767748E-1,-1.476003081E-1
6.396917160E-1,-2.658790946E-1,4.040110111E-1,-1.567633003E-1
6.416917160E-1,-2.658790946E-1,4.791474342E-1,-1.604284793E-1
6.436917160E-1,-2.603813112E-1,5.524512529E-1,-1.616502106E-1
6.456917160E-1,-2.628247738E-1,5.872705579E-1,-1.579850167E-1
6.476914430E-1,-2.634356320E-1,6.538549066E-1,-1.414916664E-1
6.496920950E-1,-2.646573782E-1,7.118870616E-1,-1.280526221E-1
6.516927200E-1,-2.658790946E-1,7.350999713E-1,-1.201113760E-1
6.536933200E-1,-2.713768780E-1,7.729735970E-1,-9.873109311E-2
6.556938960E-1,-2.762638032E-1,7.961865067E-1,-7.979427278E-2
6.576944140E-1,-2.774855494E-1,8.010734320E-1,-7.063129544E-2
6.596949140E-1,-2.817615867E-1,8.041277528E-1,-4.558581859E-2
6.616953960E-1,-2.884811163E-1,7.888560891E-1,-2.420553565E-2
6.636958620E-1,-2.903137207E-1,7.729735970E-1,-1.015563495E-2
6.656954620E-1,-2.756529450E-1,5.280166268E-1,1.370628923E-1
6.676949280E-1,-2.695443034E-1,4.889212847E-1,1.572214365E-1
6.696945610E-1,-2.585487068E-1,4.492150247E-1,1.761582643E-1
6.716938610E-1,-2.585487068E-1,4.492150247E-1,1.761582643E-1
6.736934610E-1,-2.585487068E-1,4.492150247E-1,1.761582643E-1
6.756940940E-1,-2.585487068E-1,4.492150247E-1,1.761582643E-1
6.776945940E-1,-2.554943860E-1,4.137848318E-1,1.914298981E-1
6.796944600E-1,-2.414444834E-1,3.410918713E-1,2.280818075E-1
6.816949600E-1,-2.212859392E-1,2.708423734E-1,2.561815977E-1
6.836949600E-1,-2.151772827E-1,2.433534414E-1,2.665663362E-1
6.856939600E-1,-1.931861341E-1,1.871538460E-1,2.812270820E-1
6.876944600E-1,-1.766927689E-1,1.431715488E-1,2.916117907E-1
6.896947930E-1,-1.693623960E-1,1.217912585E-1,2.952769995E-1
6.916950430E-1,-1.498146951E-1,9.369145334E-2,2.879466116E-1
6.936952430E-1,-1.327104717E-1,6.986771524E-2,2.775619030E-1
6.956942430E-1,-1.272126883E-1,5.826127157E-2,2.690097690E-1
6.976943850E-1,-1.101084575E-1,4.237877578E-2,2.537381649E-1
6.996945100E-1,-1.015563458E-1,2.344195358E-2,2.286926806E-1
7.016946210E-1,-9.361509979E-2,3.283400787E-3,2.042580694E-1
7.036942210E-1,-9.728029370E-2,-5.268712528E-3,1.895972937E-1
7.056918570E-1,-1.650863290E-1,-8.590292186E-2,5.765040591E-2
7.076896900E-1,-1.650863290E-1,-8.590292186E-2,5.765040591E-2
7.096876900E-1,-1.809688359E-1,-9.873109311E-2,3.993531689E-2
7.116858320E-1,-1.986839175E-1,-1.060614809E-1,2.222022414E-2
7.136840980E-1,-2.182316035E-1,-1.164461896E-1,6.948592141E-3
7.156824100E-1,-2.182316035E-1,-1.164461896E-1,6.948592141E-3
7.176824100E-1,-2.371684313E-1,-1.280526221E-1,-7.712173741E-3
7.196824650E-1,-2.811507285E-1,-1.476003081E-1,-4.130976275E-2
7.216825170E-1,-3.043636084E-1,-1.573741585E-1,-5.719225854E-2
7.236825170E-1,-3.440698385E-1,-1.726457924E-1,-7.857254148E-2
7.256825640E-1,-3.892738819E-1,-1.928043365E-1,-9.750936180E-2
7.276826090E-1,-4.118759036E-1,-1.909717470E-1,-9.995282441E-2
7.296821300E-1,-4.503603876E-1,-2.056325078E-1,-1.103375331E-1
7.316821710E-1,-4.931209683E-1,-2.178498209E-1,-1.219439730E-1
7.336822110E-1,-5.322163701E-1,-2.239584774E-1,-1.341612786E-1
7.356822110E-1,-5.529857874E-1,-2.202932835E-1,-1.384373307E-1
7.376822110E-1,-5.933028460E-1,-2.123520374E-1,-1.427133977E-1
7.396822110E-1,-6.305656433E-1,-1.995238662E-1,-1.451568604E-1
7.416822110E-1,-6.464481354E-1,-1.952477992E-1,-1.518763751E-1
7.436822110E-1,-6.806566119E-1,-1.811978966E-1,-1.512655020E-1
7.456813770E-1,-8.052731156E-1,-1.158353239E-1,-1.549306959E-1
7.476804770E-1,-8.052731156E-1,-1.158353239E-1,-1.549306959E-1
7.496795770E-1,-8.174903989E-1,-1.036180183E-1,-1.530981064E-1
