"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.216759680E-1,-1.300051570E0,5.341763496E0,8.059182167E0
8.236758680E-1,-1.070208192E0,5.420772076E0,8.044816971E0
8.256734130E-1,-8.595184088E-1,5.487809658E0,8.028057098E0
8.276711630E-1,-6.895300746E-1,5.540482044E0,8.013691902E0
8.296690860E-1,-5.291185975E-1,5.583577633E0,7.999327183E0
8.316671570E-1,-3.782838583E-1,5.617096424E0,7.987356186E0
8.336658230E-1,-2.585737705E-1,5.645826817E0,7.977779388E0
8.356641350E-1,-1.628057212E-1,5.667374611E0,7.970596790E0
8.376645460E-1,-4.309562966E-2,5.684134007E0,7.965808392E0
8.396644900E-1,6.943184882E-2,5.693710804E0,7.961019993E0
8.416644370E-1,2.035071403E-1,5.696105003E0,7.953837395E0
8.436643370E-1,3.447650373E-1,5.693710804E0,7.946654797E0
8.456643370E-1,4.716577232E-1,5.688922405E0,7.939472198E0
8.476643370E-1,6.009446383E-1,5.676951408E0,7.925107002E0
8.496643370E-1,7.254431248E-1,5.667374611E0,7.903559208E0
8.516634620E-1,8.355764151E-1,5.655403614E0,7.879617214E0
8.536634620E-1,9.409212470E-1,5.641038418E0,7.846098423E0
8.556634620E-1,1.034295082E0,5.629067421E0,7.807791233E0
8.576630170E-1,1.115697980E0,5.621884823E0,7.771877766E0
8.596629450E-1,1.189918280E0,5.624279022E0,7.728782177E0
8.616629100E-1,1.256955862E0,5.636250019E0,7.678503990E0
8.636628760E-1,1.319205165E0,5.700893402E0,7.582736015E0
8.656620090E-1,1.369483352E0,5.751171589E0,7.508515835E0
8.676611090E-1,1.407790542E0,5.794267178E0,7.451055050E0
8.696602090E-1,1.436521053E0,5.830180645E0,7.410353661E0
8.716593090E-1,1.455674648E0,5.858911037E0,7.386411667E0
8.736589750E-1,1.470039845E0,5.882853031E0,7.367258072E0
8.756581080E-1,1.482010841E0,5.902006626E0,7.350498676E0
8.776581410E-1,1.489193439E0,5.916371822E0,7.343316078E0
8.796585740E-1,1.479616642E0,5.918766022E0,7.352892876E0
8.816584740E-1,1.455674648E0,5.909189224E0,7.369652271E0
8.836585070E-1,1.417367458E0,5.885247231E0,7.393594265E0
8.856587400E-1,1.374271750E0,5.858911037E0,7.419930458E0
8.876596400E-1,1.312022567E0,5.822998047E0,7.455843449E0
8.896605060E-1,1.247379065E0,5.784690380E0,7.489362240E0
8.916613720E-1,1.163581967E0,5.736806393E0,7.527669430E0
8.936620050E-1,1.065419793E0,5.681739807E0,7.568370819E0
8.956628380E-1,9.720458984E-1,5.624279022E0,7.604283810E0
8.976625710E-1,8.690952063E-1,5.557241440E0,7.640196800E0
8.996616710E-1,7.493851185E-1,5.480627060E0,7.673715591E0
9.016609710E-1,6.368576288E-1,5.408801079E0,7.702445984E0
9.036614710E-1,3.974374831E-1,5.248389244E0,7.723993778E0
9.056605370E-1,1.915361285E-1,5.111919880E0,7.738358974E0
9.076596370E-1,1.197100803E-2,4.996998310E0,7.745541573E0
9.096591700E-1,-1.292868853E-1,4.906018734E0,7.750329971E0
9.116589360E-1,-2.537853718E-1,4.824316502E0,7.750329971E0
9.136580360E-1,-3.543418646E-1,4.757278919E0,7.750329971E0
9.156571360E-1,-4.333505034E-1,4.704606533E0,7.750329971E0
9.176566020E-1,-5.075707436E-1,4.651933670E0,7.747935772E0
9.196559350E-1,-5.746083856E-1,4.599261284E0,7.738358974E0
9.216553010E-1,-6.320692301E-1,4.548983097E0,7.723993778E0
9.236753010E-1,-6.847416759E-1,4.489128113E0,7.695263386E0
9.256753010E-1,-7.254431248E-1,4.434061527E0,7.666532993E0
9.276753010E-1,-7.541735172E-1,4.383783340E0,7.635408401E0
9.326582310E-1,-7.733271718E-1,4.328716755E0,7.599495411E0
9.346582310E-1,-7.829039693E-1,4.271255970E0,7.561188221E0
9.366540310E-1,-7.852981687E-1,4.213795185E0,7.527669430E0
9.386540310E-1,-7.852981687E-1,4.163516521E0,7.498939037E0
9.406500310E-1,-7.805097699E-1,4.110844135E0,7.491756439E0
9.426465310E-1,-7.398083210E-1,4.053383350E0,7.561188221E0
9.446434190E-1,-6.847416759E-1,3.971980572E0,7.656956196E0
9.466406190E-1,-6.105214357E-1,3.849876404E0,7.812579632E0
9.486381640E-1,-5.626373887E-1,3.756502390E0,7.951443195E0
9.506359140E-1,-5.243301988E-1,3.682282209E0,8.061576843E0
9.526338370E-1,-5.075707436E-1,3.627215624E0,8.162133217E0
9.546319080E-1,-5.075707436E-1,3.591302633E0,8.253112793E0
9.566303740E-1,-5.075707436E-1,3.562572241E0,8.324938774E0
9.586286860E-1,-5.243301988E-1,3.538630009E0,8.389581680E0
9.606286860E-1,-5.554547906E-1,3.533841610E0,8.444648743E0
9.626286860E-1,-6.153098345E-1,3.541024208E0,8.490138054E0
9.646286860E-1,-6.799532771E-1,3.567360640E0,8.521263123E0
9.666286860E-1,-7.924807668E-1,3.612850428E0,8.540416718E0
9.686286860E-1,-9.002198577E-1,3.658340216E0,8.554781914E0
9.706281400E-1,-1.003170490E0,3.703830004E0,8.564358711E0
9.726280960E-1,-1.122880578E0,3.756502390E0,8.571541786E0
9.746280540E-1,-1.249773264E0,3.816357613E0,8.571541786E0
9.766280140E-1,-1.381454349E0,3.881000996E0,8.561964989E0
9.786279750E-1,-1.496376038E0,3.938461781E0,8.549993515E0
9.806279370E-1,-1.608903527E0,3.995922565E0,8.533234596E0
9.826281150E-1,-1.704671621E0,4.048594952E0,8.514080048E0
9.846280800E-1,-1.788468719E0,4.108449936E0,8.487744331E0
9.866280460E-1,-1.805228114E0,4.204218388E0,8.315361977E0
9.886271460E-1,-1.802833915E0,4.285621166E0,8.147768021E0
9.906262460E-1,-1.783680320E0,4.355052948E0,7.980173588E0
9.926253120E-1,-1.745373011E0,4.412513733E0,7.812579632E0
9.946244120E-1,-1.714248419E0,4.460397720E0,7.678503990E0
9.966241780E-1,-1.690306425E0,4.498704910E0,7.570765018E0
9.986233110E-1,-1.671152830E0,4.527435303E0,7.484573841E0
1.000624211E0,-1.606509328E0,4.558559895E0,7.340921879E0
1.002625111E0,-1.529894829E0,4.587290287E0,7.187692642E0
1.004626044E0,-1.417367458E0,4.611232281E0,6.998550892E0
1.006626977E0,-1.271321058E0,4.637568474E0,6.783072472E0
1.008627677E0,-1.127668977E0,4.661510944E0,6.584353924E0
1.010628577E0,-9.624691010E-1,4.685452938E0,6.373664379E0
1.012629477E0,-7.709329724E-1,4.716577530E0,6.162974358E0
1.014630377E0,-5.889736414E-1,4.745307922E0,5.978621006E0
1.016631143E0,-3.495534360E-1,4.783615112E0,5.791872978E0
1.018632376E0,-1.221042871E-1,4.817133904E0,5.629067421E0
1.020632342E0,9.337386489E-2,4.845864296E0,5.487809658E0
1.022632308E0,3.399766386E-1,4.869806290E0,5.356128693E0
1.024632274E0,6.129156351E-1,4.884171486E0,5.236418247E0
1.026632240E0,1.091755986E0,4.817133904E0,5.281908035E0
1.028631340E0,1.498770237E0,4.750096321E0,5.344157696E0
1.030630840E0,1.845929503E0,4.683058739E0,5.420772076E0
1.032629973E0,2.145204782E0,4.618414879E0,5.509357452E0
1.034629106E0,2.384624958E0,4.568136692E0,5.581183434E0
1.036628206E0,2.576161146E0,4.527435303E0,5.638644218E0
1.038627339E0,2.729389906E0,4.493916512E0,5.684134007E0
1.040627339E0,2.868253708E0,4.458003521E0,5.751171589E0
1.042627139E0,2.995146275E0,4.419696331E0,5.875670433E0
1.044627139E0,3.088520288E0,4.381389141E0,6.057629585E0
1.046627139E0,3.145981073E0,4.355052948E0,6.297049522E0
1.048626139E0,3.179499865E0,4.340687752E0,6.543652534E0
1.050626639E0,3.186682463E0,4.340687752E0,6.857293129E0
1.052626972E0,3.177105665E0,4.350264549E0,7.170933247E0
1.054638722E0,3.141192675E0,4.374206543E0,7.549217224E0
1.056638722E0,3.088520288E0,4.414907932E0,7.977779388E0
1.058638888E0,3.016694069E0,4.465186119E0,8.437465668E0
1.060639030E0,2.947262287E0,4.513070107E0,8.861239433E0
1.062637655E0,2.870647907E0,4.568136692E0,9.311349869E0
1.064636432E0,2.798821688E0,4.623203278E0,9.768642426E0
1.066633732E0,2.715024710E0,4.656722069E0,1.044141293E1
1.068631277E0,2.647987127E0,4.685452938E0,1.098010826E1
1.070629027E0,2.595314741E0,4.707000732E0,1.141106415E1
1.072626950E0,2.554613113E0,4.714183331E0,1.177498341E1
1.074625021E0,2.528276920E0,4.709394932E0,1.207904720E1
1.076624421E0,2.506729126E0,4.704606533E0,1.232325554E1
1.078622733E0,2.499546528E0,4.692635536E0,1.252915668E1
1.080621144E0,2.501940727E0,4.673481941E0,1.270153904E1
1.082619977E0,2.533065319E0,4.642356873E0,1.284758568E1
1.084620819E0,2.578555346E0,4.611232281E0,1.296011353E1
1.086620869E0,2.638410330E0,4.558559895E0,1.301517963E1
1.088620869E0,2.703053713E0,4.508281708E0,1.303912163E1
1.090620914E0,2.798821688E0,4.448426723E0,1.299123764E1
1.092620957E0,2.892195702E0,4.390965939E0,1.291462326E1
1.094620998E0,2.995146275E0,4.326322556E0,1.277815342E1
1.096620558E0,3.098097086E0,4.264073372E0,1.258901215E1
1.098620558E0,3.184288263E0,4.209006786E0,1.240226364E1
1.100620558E0,3.258508444E0,4.158728123E0,1.217960358E1
1.102620558E0,3.318363667E0,4.115632534E0,1.193300056E1
1.104620558E0,3.361459255E0,4.082113743E0,1.170076275E1
1.106620558E0,3.272873640E0,4.096478939E0,1.121473980E1
1.108619724E0,3.203441858E0,4.108449936E0,1.082687950E1
1.110618824E0,3.129221678E0,4.120420933E0,1.049169159E1
1.112617924E0,3.045424461E0,4.134786129E0,1.019720459E1
1.114615490E0,2.978386879E0,4.146757126E0,9.962572098E0
1.116615356E0,2.925714493E0,4.156333923E0,9.775824547E0
1.118614422E0,2.856282711E0,4.168305397E0,9.601048470E0
1.120613488E0,2.777273893E0,4.185064793E0,9.433453560E0
1.122612954E0,2.691082716E0,4.204218388E0,9.275436401E0
1.124612420E0,2.588132143E0,4.230554581E0,9.095871925E0
1.126613286E0,2.489969730E0,4.264073372E0,8.894758224E0
1.128614219E0,2.396595955E0,4.302380562E0,8.684068680E0
1.130615152E0,2.315192938E0,4.338293552E0,8.492532730E0
1.132616085E0,2.240972757E0,4.381389141E0,8.296208382E0
1.134617018E0,2.181117773E0,4.424484730E0,8.092700958E0
1.136617351E0,2.126051188E0,4.469974518E0,7.891588211E0
1.138618284E0,2.078166962E0,4.510675907E0,7.712022781E0
1.140619217E0,2.037465572E0,4.548983097E0,7.532457829E0
1.142619950E0,2.006340981E0,4.577713490E0,7.372046471E0
1.144619416E0,1.982398987E0,4.589684486E0,7.209240437E0
1.146618982E0,1.929726601E0,4.496310711E0,6.998550892E0
1.148618115E0,1.886630893E0,4.402936935E0,6.826168537E0
1.150617181E0,1.850717902E0,4.311957359E0,6.682516098E0
1.152616247E0,1.821987510E0,4.240131378E0,6.567594528E0
1.154615313E0,1.800439715E0,4.182670593E0,6.476614952E0
1.156614779E0,1.778891921E0,4.120420933E0,6.397606373E0
1.158613879E0,1.762132406E0,4.070142746E0,6.335357189E0
1.160613012E0,1.747767210E0,4.012681961E0,6.280290127E0
1.162612145E0,1.731007814E0,3.952826977E0,6.232406139E0
1.164611311E0,1.714248419E0,3.869029999E0,6.186916351E0
1.166637311E0,1.702277422E0,3.770867586E0,6.146214962E0
1.168637311E0,1.699883223E0,3.672705412E0,6.115090370E0
1.170623811E0,1.704671621E0,3.531447411E0,6.103119373E0
1.172614811E0,1.719036818E0,3.347094059E0,6.103119373E0
1.174608061E0,1.735796213E0,3.165134668E0,6.110301971E0
1.176602461E0,1.759738207E0,2.952050686E0,6.129455566E0
1.178597794E0,1.786074519E0,2.765302896E0,6.148609161E0
1.180594651E0,1.817199111E0,2.597708941E0,6.162974358E0
1.182594526E0,1.853112102E0,2.425326347E0,6.177339554E0
1.184592081E0,1.903390408E0,2.236184359E0,6.201281548E0
1.186591981E0,2.025494576E0,1.958456993E0,6.206069946E0
1.188589526E0,2.130839586E0,1.731007814E0,6.203675747E0
1.190587276E0,2.214636564E0,1.549048543E0,6.203675747E0
1.192585199E0,2.291250944E0,1.398213744E0,6.194098949E0
1.194583270E0,2.363077164E0,1.271321058E0,6.174945354E0
1.196581603E0,2.420537949E0,1.168370485E0,6.160580158E0
1.198579915E0,2.466027737E0,1.086967587E0,6.148609161E0
1.200579973E0,2.516305923E0,1.015141487E0,6.129455566E0
1.202579917E0,2.578555346E0,9.481038451E-1,6.091148376E0
1.204579864E0,2.647987127E0,8.858546019E-1,6.031293392E0
1.206578814E0,2.724601507E0,8.355764151E-1,5.954679012E0
1.208578814E0,2.796427488E0,7.948749661E-1,5.880458832E0
1.210577859E0,2.865859509E0,7.637503147E-1,5.796661377E0
1.212576945E0,2.937685490E0,7.374141216E-1,5.705681801E0
1.214576903E0,3.002328873E0,7.110779285E-1,5.626673222E0
1.216576903E0,3.074155092E0,6.823474765E-1,5.550058842E0
1.218576903E0,3.153163671E0,6.512228847E-1,5.483021259E0
1.220576903E0,3.224989653E0,6.224924326E-1,5.427954674E0
1.222576867E0,3.296815634E0,5.913678408E-1,5.382464886E0
1.224576832E0,3.366247654E0,5.506663918E-1,5.351340294E0
1.226576798E0,3.483563423E0,4.620809257E-1,5.325003624E0
1.228575898E0,3.579331636E0,3.902548850E-1,5.303455830E0
1.230575898E0,3.663128614E0,3.280056417E-1,5.281908035E0
1.232575898E0,3.734954596E0,2.753331959E-1,5.260360241E0
1.234575898E0,3.792415380E0,2.322375625E-1,5.243600845E0
1.236576064E0,3.842693806E0,1.939303428E-1,5.224447250E0
1.238576097E0,3.883395195E0,1.628057212E-1,5.210082054E0
1.240576797E0,3.921702385E0,1.340752989E-1,5.193322659E0
1.242576830E0,3.964797974E0,1.029506698E-1,5.169380665E0
1.244577563E0,4.017470360E0,7.900865376E-2,5.138256073E0
1.246577596E0,4.079719543E0,6.224924326E-2,5.109525681E0
1.248578496E0,4.139574528E0,5.027823523E-2,5.083189487E0
1.250579396E0,4.213795185E0,5.267243832E-2,5.044882298E0
1.252581129E0,4.290409565E0,6.224924326E-2,5.001786709E0
1.254581295E0,4.374206543E0,8.619125932E-2,4.944325924E0
1.256582095E0,4.462791920E0,1.268926859E-1,4.879383087E0
1.258582661E0,4.539406300E0,1.699883193E-1,4.819528103E0
1.260582594E0,4.616020679E0,2.250549644E-1,4.757278919E0
1.262582594E0,4.692635536E0,2.873041928E-1,4.697423935E0
1.264582527E0,4.762067318E0,3.423708379E-1,4.647145271E0
1.266583193E0,4.836287498E0,4.022258818E-1,4.604049683E0
1.268582293E0,5.018546104E0,4.716577232E-1,4.560954094E0
1.270582093E0,5.176563263E0,5.243301988E-1,4.525041103E0
1.272581893E0,5.303455830E0,5.674257874E-1,4.496310711E0
1.274581026E0,5.418377876E0,5.985504389E-1,4.469974518E0
1.276580092E0,5.509357452E0,6.224924326E-1,4.448426723E0
1.278579825E0,5.583577633E0,6.416460276E-1,4.431667328E0
1.280579791E0,5.653009415E0,6.560112834E-1,4.414907932E0
1.282579791E0,5.729623795E0,6.631938815E-1,4.390965939E0
1.284579824E0,5.801449776E0,6.703764796E-1,4.371812344E0
1.286579824E0,5.875670433E0,6.703764796E-1,4.355052948E0
1.288593824E0,5.949890614E0,6.631938815E-1,4.343081951E0
1.290593824E0,6.014533997E0,6.536170840E-1,4.333505154E0
1.292593824E0,6.069600582E0,6.368576288E-1,4.333505154E0
1.294593824E0,6.112696171E0,6.129156351E-1,4.350264549E0
1.296593624E0,6.141426563E0,5.841852427E-1,4.383783340E0
1.298593624E0,6.162974358E0,5.506663918E-1,4.422090530E0
1.300593481E0,6.174945354E0,5.003881454E-1,4.484339714E0
1.302593356E0,6.182127953E0,4.357447028E-1,4.570530891E0
1.304593244E0,6.184522152E0,3.687070608E-1,4.659116745E0
1.306593144E0,6.179733753E0,2.849099934E-1,4.774038315E0
1.308590689E0,6.174945354E0,2.873042040E-2,5.102343082E0
1.310588439E0,6.167762756E0,-1.963245422E-1,5.399224281E0
1.312586362E0,6.158185959E0,-3.950432837E-1,5.674557209E0
1.314584433E0,6.151003361E0,-5.554547906E-1,5.894824028E0
1.316584766E0,6.146214962E0,-6.823474765E-1,6.069600582E0
1.318583078E0,6.141426563E0,-7.852981687E-1,6.210858345E0
1.320583078E0,6.124667168E0,-9.074024558E-1,6.395212173E0
1.322583078E0,6.105513573E0,-1.019929886E0,6.579565525E0
1.324583078E0,6.081571579E0,-1.137245774E0,6.807014942E0
1.326583078E0,6.060023785E0,-1.247379065E0,7.063194275E0
1.328583078E0,6.040870190E0,-1.352723956E0,7.343316078E0
1.330583078E0,6.026504993E0,-1.443703651E0,7.601889610E0
1.332583034E0,6.016928196E0,-1.522712231E0,7.872434616E0
1.334582992E0,6.012139797E0,-1.594538331E0,8.145373344E0
1.336582512E0,6.016928196E0,-1.651999116E0,8.415918350E0
1.338583281E0,6.021716595E0,-1.699883223E0,8.655338287E0
1.340583243E0,6.033687592E0,-1.735796213E0,8.894758224E0
1.342583207E0,6.045658588E0,-1.764526606E0,9.105448723E0
1.344583172E0,6.057629585E0,-1.778891921E0,9.299378395E0
1.346582238E0,6.081571579E0,-1.776497602E0,9.469367027E0
1.348580871E0,6.117484570E0,-1.754949808E0,9.608230591E0
1.350580837E0,6.155791759E0,-1.726219416E0,9.711181641E0
