"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.373693333E-1,-7.676037598E-1,4.143234100E0,9.029373322E0
3.473233333E-1,-8.418493652E-1,4.118984528E0,8.885372772E0
3.572763333E-1,-8.189469910E-1,4.214635620E0,8.737330627E0
3.672303333E-1,-7.912545776E-1,4.352648621E0,8.593629456E0
3.771843333E-1,-7.743397522E-1,4.471800842E0,8.491990814E0
3.871373333E-1,-8.098159790E-1,4.530029755E0,8.453969879E0
3.970913333E-1,-9.002279663E-1,4.467609558E0,8.526568909E0
4.070443333E-1,-9.162446594E-1,4.406087494E0,8.709937592E0
4.169983333E-1,-8.767268372E-1,4.342918854E0,8.891510010E0
4.269513333E-1,-8.646020508E-1,4.300407257E0,9.020391998E0
4.369053333E-1,-8.556207275E-1,4.247567139E0,9.091793518E0
4.468583333E-1,-8.318202209E-1,4.241878967E0,9.062753906E0
4.568123333E-1,-8.367599487E-1,4.247417450E0,8.922345886E0
4.667653333E-1,-8.815168762E-1,4.277055817E0,8.781339111E0
4.767193333E-1,-9.074130249E-1,4.318818970E0,8.654403076E0
4.866733333E-1,-9.095086670E-1,4.398004303E0,8.579109650E0
4.966263333E-1,-9.244775391E-1,4.428840179E0,8.558751984E0
5.065803333E-1,-9.026229858E-1,4.411326599E0,8.646170197E0
5.165333333E-1,-8.987310791E-1,4.380191345E0,8.805438995E0
5.264873333E-1,-8.988807678E-1,4.342469788E0,8.941056976E0
5.364403333E-1,-9.035211182E-1,4.278852081E0,8.994346161E0
5.463943333E-1,-8.940907288E-1,4.209695892E0,9.002429352E0
5.563473333E-1,-8.554710388E-1,4.203858032E0,8.941655731E0
5.663013333E-1,-8.143066406E-1,4.213138733E0,8.844657440E0
5.762553333E-1,-7.788304138E-1,4.270918579E0,8.704099731E0
5.862083333E-1,-7.596702576E-1,4.352798309E0,8.568930817E0
5.961623333E-1,-7.914042664E-1,4.380790100E0,8.511450348E0
6.061153333E-1,-8.146060181E-1,4.372557220E0,8.544381866E0
6.160693333E-1,-8.225395203E-1,4.286486206E0,8.704099731E0
6.260223333E-1,-8.289761353E-1,4.261338501E0,8.938811646E0
6.359763333E-1,-8.211923218E-1,4.291425934E0,8.967402191E0
6.459293333E-1,-8.580157471E-1,4.244723053E0,9.076225891E0
6.558843333E-1,-8.563691711E-1,4.245321808E0,9.125623169E0
6.658373333E-1,-8.075706482E-1,4.222419434E0,9.107211456E0
6.757913333E-1,-7.289840698E-1,4.217180328E0,9.038055267E0
6.857443333E-1,-6.432124329E-1,4.208648071E0,8.908574524E0
6.956983333E-1,-6.258485413E-1,4.214036865E0,8.758885803E0
7.056513333E-1,-6.524931335E-1,4.237687683E0,8.594228210E0
7.156053333E-1,-7.111711121E-1,4.294569397E0,8.467741241E0
7.255583333E-1,-7.897576904E-1,4.334087219E0,8.390202484E0
7.355123333E-1,-8.559201050E-1,4.350852356E0,8.453520813E0
7.454663333E-1,-9.199868774E-1,4.351151733E0,8.622818756E0
7.554193333E-1,-9.159452820E-1,4.364474030E0,8.817264404E0
7.653733333E-1,-8.803193665E-1,4.356690216E0,8.976383514E0
7.753263333E-1,-8.211923218E-1,4.326004028E0,9.099277954E0
7.852803333E-1,-7.927514648E-1,4.252357178E0,9.110205231E0
7.952333333E-1,-8.102650452E-1,4.256099396E0,9.080117798E0
8.051873333E-1,-8.125103760E-1,4.233346710E0,9.031019897E0
8.151403333E-1,-8.187973022E-1,4.238136749E0,8.892707520E0
8.250943333E-1,-8.048762512E-1,4.293970642E0,8.752449188E0
8.350473333E-1,-7.857160950E-1,4.364024963E0,8.633147278E0
8.450012083E-1,-8.120613098E-1,4.345463562E0,8.596772919E0
8.549552083E-1,-8.376580811E-1,4.330195312E0,8.673114166E0
8.649082083E-1,-8.595126343E-1,4.292922821E0,8.789871368E0
8.748622083E-1,-8.340655518E-1,4.233047333E0,8.932225342E0
8.848152083E-1,-8.301736450E-1,4.207450562E0,9.015003204E0
8.947692083E-1,-7.946974182E-1,4.166286163E0,9.065597992E0
9.047222083E-1,-7.776329041E-1,4.187092896E0,8.987610168E0
9.146762083E-1,-7.502398682E-1,4.233197021E0,8.885821838E0
9.246302083E-1,-7.550299072E-1,4.237537994E0,8.753646698E0
9.345832083E-1,-7.696994019E-1,4.246519318E0,8.665180664E0
9.445372083E-1,-7.864645386E-1,4.279600525E0,8.660690002E0
9.544902083E-1,-8.259823608E-1,4.265230408E0,8.734037476E0
9.644442083E-1,-8.307723999E-1,4.290827179E0,8.821455688E0
9.743972083E-1,-8.361611938E-1,4.327800293E0,8.881181488E0
9.843512083E-1,-7.978408813E-1,4.325704651E0,8.896300049E0
9.943042083E-1,-7.165599060E-1,4.293820953E0,8.911717987E0
1.004258208E0,-6.577322388E-1,4.261488190E0,8.958720245E0
1.014212208E0,-6.078858948E-1,4.200864258E0,9.007818146E0
1.024165208E0,-6.030958557E-1,4.148772583E0,9.025182037E0
1.034119208E0,-6.572831726E-1,4.076472931E0,8.981622620E0
1.044072208E0,-7.036866760E-1,4.074976044E0,8.948541412E0
1.054026208E0,-7.176077271E-1,4.136198730E0,8.867110748E0
1.063979208E0,-7.716453552E-1,4.205504608E0,8.750952301E0
1.073933208E0,-8.366102600E-1,4.217928772E0,8.661438446E0
1.083886208E0,-8.973838806E-1,4.261488190E0,8.625662842E0
1.093840208E0,-8.903485107E-1,4.242926788E0,8.678203583E0
1.103794208E0,-9.068142700E-1,4.239334259E0,8.723559265E0
1.113747208E0,-8.891510010E-1,4.244423676E0,8.777297516E0
1.123701208E0,-8.945397949E-1,4.270319824E0,8.820258179E0
1.133654208E0,-9.072633362E-1,4.279450836E0,8.853788452E0
1.143608208E0,-9.135502625E-1,4.308191071E0,8.878936157E0
1.153561208E0,-9.324110413E-1,4.288132782E0,8.922046509E0
1.163515208E0,-9.136999512E-1,4.254153442E0,8.986113281E0
1.173468208E0,-8.990304565E-1,4.235741730E0,9.061706085E0
1.183422208E0,-8.619076538E-1,4.249513092E0,9.111253052E0
1.193376208E0,-8.289761353E-1,4.284540253E0,9.109756165E0
1.203329208E0,-8.180488586E-1,4.286186829E0,9.070088654E0
1.213283208E0,-7.676037598E-1,4.297563171E0,8.980724487E0
1.223236208E0,-7.289840698E-1,4.265829163E0,8.923842773E0
1.233190208E0,-6.891668701E-1,4.193679199E0,8.904233551E0
1.243143208E0,-6.457571411E-1,4.169729004E0,8.851393433E0
1.253097208E0,-6.177653503E-1,4.154610443E0,8.739426270E0
1.263050208E0,-6.188131714E-1,4.164040833E0,8.599467316E0
1.273004208E0,-6.315367126E-1,4.205205231E0,8.510402527E0
1.282957208E0,-6.849755859E-1,4.252806244E0,8.528365173E0
1.292911208E0,-6.905140686E-1,4.279750214E0,8.597072296E0
1.302865208E0,-7.041357422E-1,4.353397064E0,8.792865143E0
1.312818208E0,-7.424560547E-1,4.299958191E0,8.965605927E0
1.322772208E0,-7.267387390E-1,4.283342743E0,9.130263519E0
1.332725208E0,-6.999444580E-1,4.238436127E0,9.217981110E0
1.342679208E0,-6.821315002E-1,4.145180054E0,9.211993561E0
1.352632208E0,-6.427633667E-1,4.079466705E0,9.130113831E0
1.362586208E0,-6.207591248E-1,4.069138184E0,8.948092346E0
1.372540208E0,-6.059399414E-1,4.121379547E0,8.721164246E0
1.382493208E0,-6.602769470E-1,4.155209198E0,8.513096924E0
1.392447208E0,-7.256909180E-1,4.190535736E0,8.381670227E0
1.402400208E0,-7.882608032E-1,4.219575348E0,8.388555908E0
1.412354208E0,-8.074209595E-1,4.198020172E0,8.514294434E0
1.422307208E0,-8.336164856E-1,4.232298889E0,8.690777435E0
1.432261208E0,-8.285270691E-1,4.270319824E0,8.830886078E0
1.442214208E0,-7.909552002E-1,4.351600800E0,8.932225342E0
1.452168208E0,-8.158035278E-1,4.349056091E0,9.026080170E0
1.462121208E0,-8.399034119E-1,4.260590057E0,9.090146942E0
1.472075208E0,-8.331674194E-1,4.197720795E0,9.192983093E0
1.482029208E0,-8.038284302E-1,4.128564606E0,9.224118347E0
1.491982208E0,-7.750881958E-1,4.083508301E0,9.125024414E0
1.501936208E0,-7.461982727E-1,4.095633087E0,8.949589233E0
1.511889208E0,-6.785389709E-1,4.179758148E0,8.746910706E0
1.521843208E0,-6.550378418E-1,4.241729279E0,8.565038910E0
1.531796208E0,-6.586303711E-1,4.276906128E0,8.497529297E0
1.541750208E0,-6.563850403E-1,4.318070526E0,8.539442139E0
1.551703208E0,-6.345304871E-1,4.308640137E0,8.638536072E0
1.561657208E0,-6.279441833E-1,4.275109863E0,8.798852692E0
1.571611208E0,-6.227050781E-1,4.218078461E0,8.946146393E0
1.581564208E0,-6.159690857E-1,4.178860016E0,9.085955658E0
1.591518208E0,-6.134243774E-1,4.131857758E0,9.115743713E0
1.601471208E0,-6.171665955E-1,4.148323517E0,9.124275970E0
1.611425208E0,-5.938151550E-1,4.157005463E0,9.080117798E0
1.621378208E0,-6.318360901E-1,4.139641571E0,8.981921997E0
1.631332208E0,-6.662644958E-1,4.124972076E0,8.918004913E0
1.641285208E0,-6.774911499E-1,4.165088654E0,8.844807129E0
1.651239208E0,-6.914122009E-1,4.160897369E0,8.711434479E0
1.661193208E0,-6.882687378E-1,4.186344452E0,8.607700195E0
1.671146208E0,-7.333250427E-1,4.179309082E0,8.660690002E0
1.681100208E0,-7.282356262E-1,4.264781342E0,8.721763000E0
1.691053208E0,-7.457492065E-1,4.300556946E0,8.675060120E0
1.701007208E0,-7.982899475E-1,4.282893677E0,8.786578217E0
1.710960208E0,-8.752299500E-1,4.235442352E0,8.885672150E0
1.720914208E0,-9.250762939E-1,4.124073944E0,9.013805695E0
1.730867208E0,-8.928932190E-1,4.072581024E0,9.108558655E0
1.740821208E0,-8.161029053E-1,4.052223358E0,9.075926514E0
1.750774208E0,-7.294331360E-1,4.073778534E0,8.930429077E0
1.760728208E0,-6.903643799E-1,4.123624878E0,8.734935608E0
1.770682208E0,-6.879693604E-1,4.211342468E0,8.573421478E0
1.780635208E0,-7.078779602E-1,4.278552704E0,8.499026184E0
1.790589208E0,-6.991960144E-1,4.306694183E0,8.558302917E0
1.800542208E0,-6.761439514E-1,4.339925079E0,8.724607086E0
1.810496208E0,-6.563850403E-1,4.328099670E0,8.896150360E0
1.820449208E0,-6.481521606E-1,4.262835388E0,9.054071960E0
1.830403208E0,-6.572831726E-1,4.183650055E0,9.189839630E0
1.840358083E0,-6.045927429E-1,4.129762115E0,9.232500916E0
1.850311083E0,-5.501060486E-1,4.089795227E0,9.165290680E0
1.860265083E0,-5.655239868E-1,4.042493591E0,8.996292114E0
1.870218083E0,-5.770500183E-1,4.026027832E0,8.728948059E0
1.880172083E0,-5.351371765E-1,4.079915771E0,8.519084473E0
1.890125083E0,-4.760101318E-1,4.211492157E0,8.399782562E0
1.900079083E0,-5.257067871E-1,4.297862549E0,8.360414429E0
1.910032083E0,-6.539900208E-1,4.309238892E0,8.495583344E0
1.919986083E0,-7.291337585E-1,4.316274261E0,8.793314209E0
1.929939083E0,-7.520361328E-1,4.298311615E0,9.157656555E0
1.939893083E0,-7.417076111E-1,4.215982819E0,9.413175201E0
1.949847083E0,-7.026388550E-1,4.123774567E0,9.535620575E0
1.959800083E0,-6.394702148E-1,4.073628845E0,9.439819794E0
1.969754083E0,-5.626799011E-1,4.070335693E0,9.194180603E0
1.979707083E0,-5.122348022E-1,4.117038574E0,8.851243744E0
1.989661083E0,-5.420228577E-1,4.220623169E0,8.502618713E0
1.999614083E0,-6.216572571E-1,4.257147217E0,8.297395477E0
2.009568083E0,-6.527925110E-1,4.323758698E0,8.307723999E0
2.019521083E0,-6.858737183E-1,4.364474030E0,8.467591553E0
2.029475083E0,-7.920030212E-1,4.291875000E0,8.735833740E0
2.039429083E0,-8.574169922E-1,4.192781067E0,9.013206940E0
2.049382083E0,-8.448431396E-1,4.132905579E0,9.277856598E0
2.059336083E0,-7.670050049E-1,4.072131958E0,9.408235474E0
2.069289083E0,-6.894662476E-1,4.070934448E0,9.333540802E0
2.079243083E0,-6.324348450E-1,4.118236084E0,9.100475464E0
2.089196083E0,-6.283932495E-1,4.205654297E0,8.820707245E0
2.099150083E0,-6.595285034E-1,4.312831421E0,8.576115875E0
2.109103083E0,-7.089257812E-1,4.376748505E0,8.433761902E0
2.119057083E0,-7.993377686E-1,4.352349243E0,8.427025909E0
2.129010083E0,-8.301736450E-1,4.283941498E0,8.597371674E0
2.138964083E0,-8.234376526E-1,4.163142700E0,8.868607635E0
2.148918083E0,-8.047265625E-1,4.030967560E0,9.080716553E0
2.158871083E0,-7.607180786E-1,3.963008881E0,9.135502625E0
2.168825083E0,-6.369255066E-1,4.009262695E0,9.100325775E0
2.178778083E0,-5.447172546E-1,4.066593475E0,8.966204681E0
2.188732083E0,-5.385800171E-1,4.120331726E0,8.795858917E0
2.198685083E0,-6.057902527E-1,4.177812195E0,8.669072571E0
2.208639083E0,-6.855743408E-1,4.204905853E0,8.679101715E0
2.218592083E0,-7.390132141E-1,4.196223907E0,8.770860901E0
2.228546083E0,-8.006849670E-1,4.150718536E0,8.949289856E0
2.238500083E0,-7.851173401E-1,4.114194489E0,9.109307098E0
2.248453083E0,-7.030879211E-1,4.130660248E0,9.190139008E0
2.258407083E0,-6.291416931E-1,4.167333984E0,9.108408966E0
2.268360083E0,-5.459147644E-1,4.215533752E0,8.944200439E0
2.278314083E0,-5.125341797E-1,4.256398773E0,8.766968994E0
2.288267083E0,-5.319937134E-1,4.288581848E0,8.636141052E0
2.298221083E0,-6.024971008E-1,4.296814728E0,8.579558716E0
2.308174083E0,-6.749464417E-1,4.325854340E0,8.614885254E0
2.318128083E0,-7.213499451E-1,4.314328308E0,8.716224518E0
2.328081083E0,-7.656578064E-1,4.271667023E0,8.838220825E0
2.338035083E0,-7.991880798E-1,4.187841339E0,9.015601959E0
2.347989083E0,-7.861651611E-1,4.105811920E0,9.152267761E0
2.357942083E0,-6.994953918E-1,4.051774292E0,9.223669281E0
2.367896083E0,-6.029461670E-1,4.034111023E0,9.141041107E0
2.377849083E0,-5.572911072E-1,4.038002930E0,8.949140167E0
2.387803083E0,-5.451663208E-1,4.066743164E0,8.660390625E0
2.397756083E0,-5.891748047E-1,4.234993286E0,8.641829224E0
2.407710083E0,-8.062234497E-1,4.165537720E0,8.681496735E0
2.417663083E0,-9.523196411E-1,4.182003479E0,8.821755066E0
2.427617083E0,-1.006207581E0,4.223167877E0,9.022188263E0
2.437571083E0,-9.982740784E-1,4.184248810E0,9.182355194E0
2.447524083E0,-9.762698364E-1,4.178710327E0,9.241631927E0
2.457478083E0,-9.178912354E-1,4.218078461E0,9.151968384E0
2.467431083E0,-7.699987793E-1,4.228406982E0,8.937614136E0
2.477385083E0,-7.036866760E-1,4.244423676E0,8.774303741E0
2.487338083E0,-7.044351196E-1,4.330943756E0,8.709189148E0
2.497292083E0,-5.638774109E-1,4.416266327E0,8.627608795E0
2.507245083E0,-5.243595886E-1,4.319118347E0,8.725056152E0
2.517199083E0,-6.571334839E-1,4.183200989E0,8.887169037E0
2.527152083E0,-5.754034424E-1,4.188889160E0,9.215586090E0
2.537106083E0,-5.433700562E-1,4.238585815E0,9.170978851E0
2.547060083E0,-6.122268677E-1,4.183350677E0,9.142537994E0
2.557013083E0,-6.707551575E-1,4.203708344E0,9.015751648E0
2.566967083E0,-5.989045715E-1,4.303251343E0,8.856482849E0
2.576920083E0,-5.602848816E-1,4.350403290E0,8.740324402E0
2.586874083E0,-4.872367859E-1,4.398004303E0,8.682394867E0
2.596827083E0,-4.104464722E-1,4.502936096E0,8.631949768E0
2.606781083E0,-5.057981873E-1,4.431983643E0,8.428373108E0
2.616734083E0,-6.646179199E-1,4.284839630E0,8.344397736E0
2.626688083E0,-7.277865601E-1,4.225263519E0,8.293054504E0
2.636641083E0,-7.318281555E-1,4.165238342E0,8.394693146E0
2.646595083E0,-7.177574158E-1,4.115391998E0,8.530011749E0
2.656549083E0,-6.737489319E-1,4.094734955E0,8.613987122E0
2.666502083E0,-6.824308777E-1,4.029770050E0,8.692723389E0
2.676456083E0,-5.953120422E-1,3.977229309E0,8.840166779E0
2.686409083E0,-4.519102478E-1,4.011058960E0,8.995693359E0
2.696363083E0,-2.827619934E-1,3.988605652E0,9.188193054E0
2.706316083E0,-1.610650635E-1,4.042942657E0,9.350904694E0
2.716270083E0,-1.574725342E-1,4.070036316E0,9.347461853E0
2.726223083E0,-2.523751831E-1,4.052373047E0,9.364077301E0
2.736177083E0,-3.583547974E-1,4.056115265E0,9.300609283E0
2.746130083E0,-4.264631653E-1,4.118385773E0,9.222172394E0
2.756084083E0,-4.993615723E-1,4.151167603E0,9.080716553E0
2.766038083E0,-5.007087708E-1,4.220473480E0,8.861871643E0
2.775991083E0,-4.855902100E-1,4.363276520E0,8.662336578E0
2.785945083E0,-5.105882263E-1,4.426445160E0,8.496481476E0
2.795898083E0,-6.045927429E-1,4.477339325E0,8.435109100E0
2.805852083E0,-6.727011108E-1,4.464915161E0,8.533604279E0
2.815805083E0,-7.667056274E-1,4.328997803E0,8.686885529E0
2.825759083E0,-8.030799866E-1,4.139641571E0,8.830437012E0
2.835712083E0,-7.250921631E-1,4.039649506E0,8.926986237E0
2.845665875E0,-5.909710693E-1,4.036955109E0,8.955427094E0
2.855619875E0,-4.505630493E-1,4.076921997E0,8.916807404E0
2.865572875E0,-3.797602844E-1,4.175267487E0,8.955127716E0
2.875526875E0,-4.528083801E-1,4.179159393E0,8.980125732E0
2.885479875E0,-6.116281128E-1,4.136198730E0,9.072184296E0
2.895433875E0,-7.336244202E-1,4.115391998E0,9.160201263E0
2.905386875E0,-7.828720093E-1,4.107608185E0,9.144034882E0
2.915340875E0,-7.006929016E-1,4.108057251E0,9.063801727E0
2.925293875E0,-6.237528992E-1,4.101470947E0,8.892557831E0
2.935247875E0,-5.806425476E-1,4.132755890E0,8.749455414E0
2.945200875E0,-5.541476440E-1,4.177812195E0,8.702153778E0
2.955154875E0,-5.655239868E-1,4.213438110E0,8.727900238E0
2.965108875E0,-5.936654663E-1,4.259093170E0,8.736881561E0
2.975061875E0,-6.493496704E-1,4.309987335E0,8.706345062E0
2.985015875E0,-7.122189331E-1,4.329446869E0,8.678203583E0
2.994968875E0,-7.688012695E-1,4.328399048E0,8.721313934E0
3.004922875E0,-8.258326721E-1,4.281247101E0,8.792416077E0
3.014875875E0,-8.042774963E-1,4.202510834E0,8.950637054E0
3.024829875E0,-7.445516968E-1,4.131558380E0,9.078471222E0
3.034782875E0,-6.242019653E-1,4.070335693E0,9.148974609E0
3.044736875E0,-4.662803650E-1,4.054768066E0,9.112001495E0
3.054689875E0,-3.381468201E-1,4.094435577E0,8.991801453E0
3.064643875E0,-3.210823059E-1,4.110901337E0,8.886121216E0
3.074597875E0,-4.035607910E-1,4.123774567E0,8.789721680E0
3.084550875E0,-5.411247253E-1,4.103865967E0,8.785530396E0
3.094504875E0,-6.914122009E-1,4.050127716E0,8.843310242E0
3.104457875E0,-7.782316589E-1,4.043541412E0,8.947643280E0
3.114411875E0,-7.276368713E-1,4.013304291E0,8.996591492E0
3.124364875E0,-6.471043396E-1,4.021836548E0,8.957672424E0
3.134318875E0,-5.355862427E-1,4.036356354E0,8.885073395E0
3.144271875E0,-4.855902100E-1,4.070335693E0,8.903185730E0
3.154225875E0,-5.236111450E-1,4.118236084E0,8.928183746E0
3.164178875E0,-5.719606018E-1,4.149820404E0,9.010362854E0
3.174132875E0,-6.108796692E-1,4.172573090E0,9.077872467E0
3.184086875E0,-6.432124329E-1,4.154909821E0,9.101672974E0
3.194039875E0,-6.020480347E-1,4.099375305E0,9.052126007E0
3.203993875E0,-5.203179932E-1,4.064797211E0,8.977880402E0
3.213946875E0,-4.397854614E-1,4.066743164E0,8.860524445E0
3.223900875E0,-4.032614136E-1,4.080813904E0,8.697663116E0
3.233853875E0,-4.225712585E-1,4.143084412E0,8.581804047E0
3.243807875E0,-4.971162415E-1,4.204756165E0,8.566984863E0
3.253760875E0,-6.529421997E-1,4.248465271E0,8.625662842E0
3.263714875E0,-7.846682739E-1,4.232448578E0,8.763226776E0
3.273667875E0,-9.018745422E-1,4.218677216E0,8.935518494E0
3.283621875E0,-8.939410400E-1,4.184548187E0,9.087751923E0
3.293575875E0,-7.994874573E-1,4.121978302E0,9.136550446E0
3.303528875E0,-6.216572571E-1,4.068838806E0,9.100625153E0
3.313482875E0,-4.020639038E-1,4.082909546E0,9.009015656E0
3.323435875E0,-2.460882568E-1,4.099824371E0,8.893156586E0
3.333389875E0,-2.206411743E-1,4.109254761E0,8.826545105E0
3.343342875E0,-2.857557678E-1,4.108805695E0,8.824748840E0
3.353296875E0,-4.436773682E-1,4.078718262E0,8.879085846E0
3.363249875E0,-6.111790466E-1,4.046984253E0,8.925639038E0
3.373203875E0,-7.045848083E-1,4.047882385E0,8.961863708E0
3.383156875E0,-7.256909180E-1,4.102369080E0,8.882378998E0
3.393110875E0,-6.988966370E-1,4.123475189E0,8.772058411E0
3.403064875E0,-6.539900208E-1,4.146377563E0,8.706195374E0
3.413017875E0,-6.274951172E-1,4.149371338E0,8.715027008E0
3.422971875E0,-6.283932495E-1,4.118385773E0,8.808582458E0
3.432924875E0,-6.024971008E-1,4.071233826E0,8.920848999E0
3.442878875E0,-5.390290833E-1,4.062252502E0,9.039552155E0
3.452831875E0,-4.936734009E-1,4.046385498E0,9.094936981E0
3.462785875E0,-4.550537109E-1,3.993994446E0,9.068142700E0
3.472738875E0,-3.909869385E-1,3.983216858E0,8.995992737E0
3.482692875E0,-3.118016052E-1,3.989653473E0,8.939560089E0
3.492645875E0,-2.255809021E-1,4.017046509E0,8.899443512E0
3.502599875E0,-1.936972046E-1,4.125271454E0,8.851243744E0
3.512552875E0,-2.040257263E-1,4.191134491E0,8.820258179E0
3.522506875E0,-3.239263916E-1,4.215084686E0,8.890911255E0
3.532460875E0,-4.893324280E-1,4.187242584E0,9.008566589E0
3.542413875E0,-6.415658569E-1,4.168381805E0,9.101223907E0
3.552367875E0,-7.683522034E-1,4.136797485E0,9.139693909E0
3.562320875E0,-8.177494812E-1,4.146676941E0,9.073232117E0
3.572274875E0,-8.199948120E-1,4.191583557E0,8.962013397E0
3.582227875E0,-7.753875732E-1,4.210144958E0,8.889564056E0
3.592181875E0,-7.279362488E-1,4.213737488E0,8.868158569E0
3.602134875E0,-6.569837952E-1,4.213887177E0,8.825197906E0
3.612088875E0,-6.343807983E-1,4.161645813E0,8.760532379E0
3.622042875E0,-5.810916138E-1,4.106560364E0,8.665929108E0
3.631995875E0,-4.659809875E-1,4.075275421E0,8.593330078E0
3.641949875E0,-3.531156921E-1,4.028572540E0,8.624615021E0
3.651902875E0,-2.517764282E-1,3.986510010E0,8.751700745E0
3.661856875E0,-2.149530029E-1,3.975582733E0,8.893306274E0
3.671809875E0,-2.504292297E-1,3.967200165E0,9.067394257E0
3.681763875E0,-2.881507874E-1,4.032165070E0,9.194479980E0
3.691716875E0,-3.445834351E-1,4.088148651E0,9.260642395E0
3.701670875E0,-5.013075256E-1,4.098477173E0,9.223070526E0
3.711623875E0,-6.484515381E-1,4.102668457E0,9.185199280E0
3.721577875E0,-6.942562866E-1,4.114793243E0,9.066047058E0
3.731530875E0,-6.427633667E-1,4.140390015E0,8.899144135E0
3.741484875E0,-5.629792786E-1,4.165986786E0,8.726702728E0
3.751438875E0,-5.113366699E-1,4.210444336E0,8.562494202E0
3.761391875E0,-5.355862427E-1,4.246669006E0,8.456813965E0
3.771345875E0,-6.242019653E-1,4.267924805E0,8.446036377E0
3.781298875E0,-6.572831726E-1,4.324656830E0,8.547375641E0
3.791252875E0,-6.764433289E-1,4.341871033E0,8.703051910E0
3.801205875E0,-6.483018494E-1,4.273163910E0,8.881181488E0
3.811159875E0,-5.182223511E-1,4.224515076E0,8.986113281E0
3.821112875E0,-3.055146790E-1,4.184997253E0,9.060358887E0
3.831066875E0,-1.594184875E-1,4.100273438E0,9.094188538E0
3.841019833E0,-6.466552734E-2,4.034111023E0,9.121581573E0
3.850973833E0,-1.377136230E-2,3.997886353E0,9.179810486E0
3.860927833E0,-2.350112915E-2,3.959116974E0,9.225315857E0
3.870880833E0,-1.101708984E-1,3.949836273E0,9.194330292E0
3.880834833E0,-2.417472839E-1,3.948040009E0,9.102271729E0
3.890787833E0,-3.939807129E-1,3.992647247E0,8.957971802E0
3.900741833E0,-5.264552307E-1,4.077221375E0,8.817863159E0
3.910694833E0,-6.581813049E-1,4.109703827E0,8.684041443E0
3.920648833E0,-6.990463257E-1,4.195325775E0,8.682544556E0
3.930601833E0,-6.854246521E-1,4.266278229E0,8.693172455E0
3.940555833E0,-6.471043396E-1,4.316274261E0,8.693621521E0
3.950508833E0,-6.435118103E-1,4.305796051E0,8.720415802E0
3.960462833E0,-6.670129395E-1,4.258344727E0,8.737330627E0
3.970416833E0,-6.451583862E-1,4.196223907E0,8.718918915E0
3.980369833E0,-5.971083069E-1,4.158352661E0,8.765771484E0
3.990323833E0,-5.119354248E-1,4.155508575E0,8.804690552E0
4.000276833E0,-4.722679138E-1,4.168980560E0,8.831035767E0
4.010230833E0,-4.643344116E-1,4.179907837E0,8.833879852E0
4.020183833E0,-4.489164734E-1,4.193080444E0,8.884774017E0
4.030137833E0,-4.447251892E-1,4.226461029E0,8.921896820E0
4.040090833E0,-4.363426208E-1,4.233795776E0,8.916058960E0
