"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.774993333E-1,-1.826394081E1,1.026417542E1,-1.035461426E0
5.874523333E-1,-1.832783699E1,1.040270996E1,-1.270080566E0
5.974063333E-1,-1.822183037E1,1.029154968E1,-1.200744629E0
6.073593333E-1,-1.814709282E1,1.004388428E1,-1.003906250E0
6.173133333E-1,-1.827329445E1,1.029376221E1,-1.172302246E0
6.272673333E-1,-1.802018929E1,1.005084229E1,-1.007629395E0
6.372203333E-1,-1.823955727E1,1.005940247E1,-1.411315918E0
6.471743333E-1,-1.842977333E1,1.018038940E1,-1.335205078E0
6.571283333E-1,-1.826918221E1,9.961090088E0,-1.471984863E0
6.670813333E-1,-1.829606819E1,9.933319092E0,-7.952270508E-1
6.770353333E-1,-1.846260262E1,9.655960083E0,-8.093872070E-1
6.869883333E-1,-1.837388802E1,1.006372070E1,-1.039001465E0
6.969423333E-1,-1.825913811E1,9.909042358E0,-4.141845703E-1
7.068953333E-1,-1.818266487E1,9.705413818E0,-1.220336914E0
7.168493333E-1,-1.827255821E1,9.831207275E0,-7.334594727E-1
7.268023333E-1,-1.827627754E1,9.683868408E0,-5.469970703E-1
7.367563333E-1,-1.864777184E1,9.800155640E0,-9.506835938E-1
7.467103333E-1,-1.856281090E1,1.008116150E1,-1.904907227E-1
7.566633333E-1,-1.855995750E1,9.864593506E0,-8.164062500E-1
7.666173333E-1,-1.867986870E1,1.015866089E1,-4.609985352E-1
7.765703333E-1,-1.862682915E1,1.036679077E1,-7.012939453E-2
7.865243333E-1,-1.876543236E1,1.011174011E1,-5.438232422E-1
7.964773333E-1,-1.916898346E1,1.116378784E1,-2.026367188E-2
8.064313333E-1,-1.917835617E1,1.111428833E1,-1.763916016E-1
8.163843333E-1,-1.922876740E1,1.119445801E1,2.601928711E-1
8.263383333E-1,-1.921968079E1,1.148487854E1,4.061279297E-1
8.362913333E-1,-1.903895569E1,1.135035706E1,-2.340087891E-1
8.462452083E-1,-1.913896942E1,1.132054138E1,1.585083008E-1
8.561992083E-1,-1.911891174E1,1.131364441E1,-6.591796875E-2
8.661522083E-1,-1.910187149E1,1.096711731E1,-2.160644531E-2
8.761062083E-1,-1.909638977E1,1.121775818E1,3.270263672E-1
8.860592083E-1,-1.882151413E1,1.107839966E1,-6.555175781E-2
8.960132083E-1,-1.881296921E1,1.098059082E1,3.372192383E-1
9.059662083E-1,-1.890467834E1,1.126448059E1,1.770019531E-2
9.159202083E-1,-1.890467834E1,1.126448059E1,1.770019531E-2
9.258742083E-1,-1.886431122E1,1.102182007E1,2.075195312E-1
9.358272083E-1,-1.874323654E1,1.119416809E1,4.077148438E-1
9.457812083E-1,-1.869441223E1,1.133609009E1,5.950927734E-2
9.557342083E-1,-1.881808853E1,1.114617920E1,2.694091797E-1
9.656882083E-1,-1.885329056E1,1.140151978E1,-1.362915039E-1
9.756412083E-1,-1.860069275E1,1.123020935E1,3.817138672E-1
9.855952083E-1,-1.854802322E1,1.121362305E1,3.233642578E-1
9.955482083E-1,-1.852672195E1,1.151426697E1,-2.213134766E-1
1.005502208E0,-1.835205078E1,1.140577698E1,2.282714844E-1
1.015456208E0,-1.841923904E1,1.162391663E1,-1.968994141E-1
1.025409208E0,-1.820903778E1,1.176670837E1,5.340576172E-1
1.035363208E0,-1.828517151E1,1.187545776E1,7.891845703E-1
1.045316208E0,-1.847758865E1,1.233039856E1,3.394775391E-1
1.055270208E0,-1.856955338E1,1.235217285E1,1.100158691E0
1.065223208E0,-1.859431839E1,1.225245667E1,1.156616211E-1
1.075177208E0,-1.838924789E1,1.254090881E1,6.677856445E-1
1.085130208E0,-1.825837708E1,1.236199951E1,8.142089844E-1
1.095084208E0,-1.848299408E1,1.271977234E1,2.352905273E-1
1.105038208E0,-1.830022049E1,1.275236511E1,1.013671875E0
1.114991208E0,-1.842132950E1,1.273542786E1,-9.338378906E-2
1.124945208E0,-1.855790710E1,1.305375671E1,6.810302734E-1
1.134898208E0,-1.845476151E1,1.310974121E1,1.258117676E0
1.144852208E0,-1.847245407E1,1.327413940E1,6.519165039E-1
1.154805208E0,-1.862547684E1,1.347195435E1,1.258666992E0
1.164759208E0,-1.867679977E1,1.333586121E1,8.226318359E-1
1.174712208E0,-1.855004501E1,1.348751831E1,1.305236816E0
1.184666208E0,-1.854760361E1,1.352647400E1,1.737915039E0
1.194620208E0,-1.860076332E1,1.365019226E1,3.689575195E-1
1.204573208E0,-1.868097496E1,1.402688599E1,1.278991699E0
1.214527208E0,-1.875423622E1,1.399263000E1,9.332275391E-1
1.224480208E0,-1.886515617E1,1.422839355E1,1.051513672E0
1.234434208E0,-1.871829414E1,1.431712341E1,1.359741211E0
1.244387208E0,-1.872242928E1,1.425823975E1,8.468017578E-1
1.254341208E0,-1.877509499E1,1.452484131E1,1.342773438E0
1.264294208E0,-1.858460426E1,1.451188660E1,1.014892578E0
1.274248208E0,-1.876164436E1,1.465466309E1,8.098754883E-1
1.284201208E0,-1.865919685E1,1.487355042E1,1.394165039E0
1.294155208E0,-1.852420616E1,1.469924927E1,7.299194336E-1
1.304109208E0,-1.872203255E1,1.497671509E1,1.205139160E0
1.314062208E0,-1.865577126E1,1.503622437E1,8.626098633E-1
1.324016208E0,-1.884730721E1,1.503804016E1,1.182434082E0
1.333969208E0,-1.882272148E1,1.523919678E1,1.581420898E0
1.343923208E0,-1.885688972E1,1.519664001E1,1.195190430E0
1.353876208E0,-1.873236656E1,1.540811157E1,1.680297852E0
1.363830208E0,-1.862380028E1,1.547770691E1,1.195739746E0
1.373784208E0,-1.876776695E1,1.535816956E1,1.194519043E0
1.383737208E0,-1.855434227E1,1.562344360E1,1.554809570E0
1.393691208E0,-1.855615807E1,1.547642517E1,1.340087891E0
1.403644208E0,-1.861802483E1,1.564712524E1,1.730773926E0
1.413598208E0,-1.839711952E1,1.573095703E1,1.299255371E0
1.423551208E0,-1.843909264E1,1.556828308E1,1.062866211E0
1.433505208E0,-1.854353142E1,1.588449097E1,2.007690430E0
1.443458208E0,-1.856281853E1,1.570913696E1,1.456848145E0
1.453412208E0,-1.844406319E1,1.569221497E1,1.524353027E0
1.463365208E0,-1.830619240E1,1.591871643E1,1.230346680E0
1.473319208E0,-1.826817513E1,1.583830261E1,9.643554688E-1
1.483273208E0,-1.827248573E1,1.614282227E1,1.405883789E0
1.493226208E0,-1.826196480E1,1.606333923E1,8.344726562E-1
1.503180208E0,-1.828998375E1,1.610670471E1,1.483825684E0
1.513133208E0,-1.827573204E1,1.630186462E1,1.405944824E0
1.523087208E0,-1.829472160E1,1.625312805E1,1.110412598E0
1.533040208E0,-1.828364372E1,1.659783936E1,1.689025879E0
1.542994208E0,-1.833182716E1,1.655035400E1,1.327209473E0
1.552947208E0,-1.818597984E1,1.666738892E1,1.471374512E0
1.562901208E0,-1.810109138E1,1.685142517E1,1.247436523E0
1.572855208E0,-1.804620171E1,1.669799805E1,1.227294922E0
1.582808208E0,-1.805641747E1,1.726022339E1,2.016235352E0
1.592762208E0,-1.800696373E1,1.714955139E1,1.559143066E0
1.602715208E0,-1.848697472E1,1.734777832E1,1.783142090E0
1.612669208E0,-1.846067238E1,1.758129883E1,1.441894531E0
1.622622208E0,-1.842328835E1,1.749781799E1,1.170227051E0
1.632576208E0,-1.854881477E1,1.756355286E1,1.600708008E0
1.642529208E0,-1.858009911E1,1.755973816E1,1.297912598E0
1.652483208E0,-1.865864372E1,1.746331787E1,1.578674316E0
1.662437208E0,-1.865166664E1,1.762515259E1,1.178649902E0
1.672390208E0,-1.860701180E1,1.758930969E1,1.173095703E0
1.682344208E0,-1.872875404E1,1.777503967E1,1.444641113E0
1.692297208E0,-1.862125587E1,1.764550781E1,1.355834961E0
1.702251208E0,-1.856310844E1,1.755447388E1,1.253967285E0
1.712204208E0,-1.871547508E1,1.764370728E1,1.212036133E0
1.722158208E0,-1.876027870E1,1.744442749E1,1.108337402E0
1.732111208E0,-1.897345924E1,1.771553040E1,1.469177246E0
1.742065208E0,-1.884136772E1,1.753584290E1,7.827148438E-1
1.752018208E0,-1.888887596E1,1.749050903E1,1.204833984E0
1.761972208E0,-1.898612022E1,1.774681091E1,9.114379883E-1
1.771926208E0,-1.892961311E1,1.764999390E1,6.002807617E-1
1.781879208E0,-1.886107826E1,1.790182495E1,1.086547852E0
1.791833208E0,-1.901898003E1,1.757933044E1,7.843627930E-1
1.801786208E0,-1.917125893E1,1.746318054E1,9.190063477E-1
1.811740208E0,-1.907104301E1,1.741864014E1,6.788940430E-1
1.821693208E0,-1.902557945E1,1.735227966E1,3.696899414E-1
1.831647208E0,-1.890987587E1,1.764903259E1,1.196166992E0
1.841602083E0,-1.897966576E1,1.740573120E1,6.347656250E-1
1.851555083E0,-1.893977165E1,1.767825317E1,1.069152832E0
1.861509083E0,-1.892466545E1,1.752416992E1,7.268676758E-1
1.871462083E0,-1.884966087E1,1.733576965E1,5.705566406E-1
1.881416083E0,-1.884867287E1,1.760772705E1,1.037963867E0
1.891369083E0,-1.886314964E1,1.748042297E1,5.989379883E-1
1.901323083E0,-1.878863335E1,1.771118164E1,1.001281738E0
1.911276083E0,-1.884863853E1,1.748626709E1,6.656494141E-1
1.921230083E0,-1.871974754E1,1.743673706E1,3.708496094E-1
1.931183083E0,-1.866414833E1,1.763095093E1,1.186950684E0
1.941137083E0,-1.867617989E1,1.740364075E1,7.194213867E-1
1.951091083E0,-1.850714302E1,1.753141785E1,1.005126953E0
1.961044083E0,-1.844368553E1,1.729095459E1,5.468750000E-1
1.970998083E0,-1.848936272E1,1.727522278E1,2.572631836E-1
1.980951083E0,-1.838860893E1,1.742466736E1,1.021667480E0
1.990905083E0,-1.851501656E1,1.724362183E1,3.876953125E-1
2.000858083E0,-1.833493042E1,1.761364746E1,7.829589844E-1
2.010812083E0,-1.845626450E1,1.742346191E1,7.065429688E-1
2.020765083E0,-1.832637024E1,1.754261780E1,3.801269531E-1
2.030719083E0,-1.826786423E1,1.755177307E1,9.745483398E-1
2.040673083E0,-1.826827240E1,1.742327881E1,3.885498047E-1
2.050626083E0,-1.824584961E1,1.755053711E1,1.184570312E0
2.060580083E0,-1.792261887E1,1.745732117E1,8.535766602E-1
2.070533083E0,-1.791980743E1,1.773229980E1,5.489501953E-1
2.080487083E0,-1.773485565E1,1.737533569E1,7.517089844E-1
2.090440083E0,-1.760632706E1,1.755366516E1,1.900024414E-1
2.100394083E0,-1.758432007E1,1.753024292E1,5.504150391E-1
2.110347083E0,-1.768364716E1,1.762394714E1,7.073364258E-1
2.120301083E0,-1.764877701E1,1.780995178E1,3.569335938E-1
2.130254083E0,-1.762405396E1,1.755249023E1,5.618896484E-1
2.140208083E0,-1.746575165E1,1.779046631E1,3.057250977E-1
2.150162083E0,-1.723237610E1,1.787658691E1,7.684326172E-1
2.160115083E0,-1.730978394E1,1.802070618E1,9.352416992E-1
2.170069083E0,-1.709741592E1,1.820469666E1,5.598144531E-1
2.180022083E0,-1.716896057E1,1.814903259E1,1.107604980E0
2.189976083E0,-1.712961197E1,1.860490417E1,6.730346680E-1
2.199929083E0,-1.705329895E1,1.839573669E1,1.245056152E0
2.209883083E0,-1.700972366E1,1.867535400E1,1.324768066E0
2.219836083E0,-1.698575211E1,1.871672058E1,6.907348633E-1
2.229790083E0,-1.706314468E1,1.882038879E1,1.329101562E0
2.239744083E0,-1.686602402E1,1.917727661E1,1.245666504E0
2.249697083E0,-1.686602402E1,1.917727661E1,1.245666504E0
2.259651083E0,-1.679381943E1,1.945170593E1,2.161437988E0
2.269604083E0,-1.665810776E1,1.942782593E1,1.355590820E0
2.279558083E0,-1.689650726E1,1.974331665E1,2.007995605E0
2.289511083E0,-1.703418732E1,1.988267517E1,1.677429199E0
2.299465083E0,-1.699235535E1,2.012881470E1,1.757446289E0
2.309418083E0,-1.699235535E1,2.012881470E1,1.757446289E0
2.319372083E0,-1.692524719E1,2.049896240E1,2.507446289E0
2.329325083E0,-1.688095093E1,2.048042297E1,1.937255859E0
2.339279083E0,-1.688073349E1,2.092248535E1,2.905151367E0
2.349233083E0,-1.696689987E1,2.093070984E1,2.115783691E0
2.359186083E0,-1.704359055E1,2.109460449E1,2.609619141E0
2.369140083E0,-1.676620865E1,2.134121704E1,3.249633789E0
2.379093083E0,-1.689493179E1,2.152722168E1,2.480957031E0
2.389047083E0,-1.693475342E1,2.198608398E1,3.513061523E0
2.399000083E0,-1.697823906E1,2.217785645E1,2.814331055E0
2.408954083E0,-1.682766151E1,2.249470520E1,3.466430664E0
2.418907083E0,-1.681282616E1,2.246565247E1,3.507141113E0
2.428861083E0,-1.681040382E1,2.279768372E1,3.428405762E0
2.438815083E0,-1.693757439E1,2.307524109E1,4.233459473E0
2.448768083E0,-1.706202507E1,2.318154907E1,3.570251465E0
2.458722083E0,-1.695295143E1,2.350611877E1,4.133666992E0
2.468675083E0,-1.695849800E1,2.347668457E1,4.269165039E0
2.478629083E0,-1.695104790E1,2.402832031E1,4.156616211E0
2.488582083E0,-1.719819450E1,2.401548767E1,4.618713379E0
2.498536083E0,-1.736026192E1,2.432084656E1,4.159484863E0
2.508489083E0,-1.734117699E1,2.438864136E1,4.492431641E0
2.518443083E0,-1.743652153E1,2.464337158E1,4.970092773E0
2.528396083E0,-1.738389397E1,2.493197632E1,4.579650879E0
2.538350083E0,-1.777625465E1,2.497108459E1,5.168395996E0
2.548304083E0,-1.778637505E1,2.542361450E1,5.072998047E0
2.558257083E0,-1.782270241E1,2.554502869E1,5.401733398E0
2.568211083E0,-1.780800819E1,2.593707275E1,6.029296875E0
2.578164083E0,-1.804808235E1,2.604850769E1,5.707580566E0
2.588118083E0,-1.838402748E1,2.654922485E1,6.362121582E0
2.598071083E0,-1.829868507E1,2.653161621E1,6.020996094E0
2.608025083E0,-1.856471825E1,2.672938538E1,6.339233398E0
2.617978083E0,-1.878822517E1,2.710949707E1,7.084350586E0
2.627932083E0,-1.895822716E1,2.712751770E1,6.588928223E0
2.637885083E0,-1.907037163E1,2.740496826E1,7.232421875E0
2.647839083E0,-1.925964165E1,2.745201111E1,6.783142090E0
2.657793083E0,-1.933385658E1,2.781320190E1,7.399658203E0
2.667746083E0,-1.954335594E1,2.782734680E1,7.855468750E0
2.677700083E0,-1.984435463E1,2.803553772E1,7.535278320E0
2.687653083E0,-2.010461235E1,2.819993591E1,8.729797363E0
2.697607083E0,-2.033644295E1,2.808787537E1,8.136413574E0
2.707560083E0,-2.044185448E1,2.854959106E1,8.420837402E0
2.717514083E0,-2.070456123E1,2.859173584E1,8.818725586E0
2.727467083E0,-2.100419044E1,2.894146729E1,8.733276367E0
2.737421083E0,-2.123499870E1,2.886976624E1,9.161987305E0
2.747374083E0,-2.149681664E1,2.902243042E1,8.807128906E0
2.757328083E0,-2.170908165E1,2.908789062E1,9.198730469E0
2.767282083E0,-2.210949516E1,2.911318970E1,9.552062988E0
2.777235083E0,-2.246915245E1,2.927763367E1,8.968994141E0
2.787189083E0,-2.279246330E1,2.925883484E1,9.667663574E0
2.797142083E0,-2.304796028E1,2.950804138E1,9.508483887E0
2.807096083E0,-2.722737694E1,2.617683411E1,8.727050781E0
2.817049083E0,-2.761783409E1,2.622972107E1,9.016113281E0
2.827003083E0,-2.788030052E1,2.600000000E1,8.706848145E0
2.836956083E0,-2.831531715E1,2.617900085E1,9.301513672E0
2.846909875E0,-2.856878471E1,2.610656738E1,8.965515137E0
2.856863875E0,-2.878959084E1,2.613128662E1,8.842407227E0
2.866816875E0,-2.904493904E1,2.604289246E1,9.583801270E0
2.876770875E0,-2.938098335E1,2.600531006E1,9.189575195E0
2.886723875E0,-2.948389244E1,2.611083984E1,9.814697266E0
2.896677875E0,-2.991357231E1,2.604426575E1,9.455139160E0
2.906630875E0,-3.028675270E1,2.607527161E1,9.611572266E0
2.916584875E0,-3.040795326E1,2.579866028E1,9.874267578E0
2.926537875E0,-3.079202080E1,2.578204346E1,9.201416016E0
2.936491875E0,-3.110817909E1,2.553968811E1,9.637817383E0
2.946444875E0,-3.122946739E1,2.559085083E1,9.314331055E0
2.956398875E0,-3.144659996E1,2.552919006E1,9.651916504E0
2.966352875E0,-3.166921425E1,2.533306885E1,1.001312256E1
2.976305875E0,-3.201069641E1,2.530630493E1,9.891296387E0
2.986259875E0,-3.228361511E1,2.516021729E1,9.905822754E0
2.996212875E0,-3.277324677E1,2.539434814E1,9.789733887E0
3.006166875E0,-3.296628571E1,2.502287292E1,9.604675293E0
3.016119875E0,-3.303665161E1,2.504203796E1,1.047784424E1
3.026073875E0,-3.333514404E1,2.460081482E1,1.013610840E1
3.036026875E0,-3.341988373E1,2.468432617E1,1.069757080E1
3.045980875E0,-3.372994995E1,2.443013000E1,1.032391357E1
3.055933875E0,-3.396789551E1,2.440213013E1,1.035571289E1
3.065887875E0,-3.412667847E1,2.402030945E1,1.102368164E1
3.075841875E0,-3.426623535E1,2.368038940E1,1.004718018E1
3.085794875E0,-3.440741730E1,2.356492615E1,1.080749512E1
3.095748875E0,-3.462267303E1,2.318350220E1,1.006488037E1
3.105701875E0,-3.473044586E1,2.320947266E1,1.021063232E1
3.115655875E0,-3.492623901E1,2.260777283E1,1.047277832E1
3.125608875E0,-3.490048218E1,2.241636658E1,1.020959473E1
3.135562875E0,-3.513516998E1,2.185241699E1,1.031158447E1
3.145515875E0,-3.515683746E1,2.183769226E1,9.836975098E0
3.155469875E0,-3.543248749E1,2.146255493E1,9.720275879E0
3.165422875E0,-3.528443909E1,2.128776550E1,1.052484131E1
3.175376875E0,-3.538077545E1,2.079840088E1,1.010748291E1
3.185330875E0,-3.552845001E1,2.064488220E1,1.048107910E1
3.195283875E0,-3.549797058E1,2.034701538E1,1.010540771E1
3.205237875E0,-3.524793243E1,1.919662476E1,1.336779785E1
3.215190875E0,-3.531141281E1,1.899491882E1,1.372967529E1
3.225144875E0,-3.523891068E1,1.866114807E1,1.325213623E1
3.235097875E0,-3.518351746E1,1.854429626E1,1.360638428E1
3.245051875E0,-3.532553101E1,1.826416016E1,1.301855469E1
3.255004875E0,-3.535680389E1,1.815576172E1,1.272125244E1
3.264958875E0,-3.547749329E1,1.783352661E1,1.346936035E1
3.274911875E0,-3.550144196E1,1.797927856E1,1.292907715E1
3.284865875E0,-3.527029800E1,1.761465454E1,1.317840576E1
3.294819875E0,-3.517704773E1,1.776982117E1,1.292321777E1
3.304772875E0,-3.529481888E1,1.750852966E1,1.257366943E1
3.314726875E0,-3.513968658E1,1.746784973E1,1.290850830E1
3.324679875E0,-3.500081635E1,1.727265930E1,1.239910889E1
3.334633875E0,-3.505208206E1,1.727969360E1,1.270220947E1
3.344586875E0,-3.511664581E1,1.703193665E1,1.222930908E1
3.354540875E0,-3.515738678E1,1.691999817E1,1.188513184E1
3.364493875E0,-3.522350693E1,1.702154541E1,1.247033691E1
3.374447875E0,-3.517853165E1,1.675929260E1,1.214654541E1
3.384400875E0,-3.513021088E1,1.670304871E1,1.255273438E1
3.394354875E0,-3.504290771E1,1.634350586E1,1.213232422E1
3.404308875E0,-3.493063354E1,1.632476807E1,1.177246094E1
3.414261875E0,-3.490732574E1,1.608937073E1,1.205450439E1
3.424215875E0,-3.496986771E1,1.625405884E1,1.184747314E1
3.434168875E0,-3.476531982E1,1.583660889E1,1.175323486E1
3.444122875E0,-3.454044724E1,1.609010315E1,1.125305176E1
3.454075875E0,-3.441920471E1,1.575947571E1,1.117230225E1
3.464029875E0,-3.439152908E1,1.569276428E1,1.138037109E1
3.473982875E0,-3.451788712E1,1.548933411E1,1.079528809E1
3.483936875E0,-3.437073517E1,1.549859619E1,1.122991943E1
3.493889875E0,-3.428607178E1,1.541920471E1,1.118896484E1
3.503843875E0,-3.428205109E1,1.548692322E1,1.050494385E1
3.513796875E0,-3.425728607E1,1.549812317E1,1.118298340E1
3.523750875E0,-3.410884094E1,1.542857361E1,1.062976074E1
3.533704875E0,-3.402087784E1,1.532002258E1,1.101062012E1
3.543657875E0,-3.403831482E1,1.516203308E1,1.077716064E1
3.553611875E0,-3.394682693E1,1.526997375E1,1.044598389E1
3.563564875E0,-3.392567825E1,1.517817688E1,1.082580566E1
3.573518875E0,-3.366295624E1,1.538368225E1,1.032434082E1
3.583471875E0,-3.380579376E1,1.511907959E1,1.061102295E1
3.593425875E0,-3.370861053E1,1.535025024E1,1.069097900E1
3.603378875E0,-3.258938599E1,1.578411865E1,1.060357666E1
3.613332875E0,-3.253561020E1,1.591096497E1,1.091436768E1
3.623286875E0,-3.259735107E1,1.562712097E1,1.041717529E1
3.633239875E0,-3.230465698E1,1.573013306E1,1.077618408E1
3.643193875E0,-3.238824844E1,1.527766418E1,1.072290039E1
3.653146875E0,-3.230126572E1,1.543978882E1,1.028839111E1
3.663100875E0,-3.202342224E1,1.519993591E1,1.091027832E1
3.673053875E0,-3.196866608E1,1.514569092E1,9.920654297E0
3.683007875E0,-3.196166992E1,1.494891357E1,1.051202393E1
3.692960875E0,-3.200261307E1,1.500932312E1,1.041351318E1
3.702914875E0,-3.188504410E1,1.481918335E1,9.874633789E0
3.712867875E0,-3.188504410E1,1.481918335E1,9.874633789E0
3.722821875E0,-3.167937088E1,1.477091980E1,1.031604004E1
3.732774875E0,-3.152853012E1,1.477053833E1,9.716491699E0
3.742728875E0,-3.163807297E1,1.477917480E1,1.016796875E1
3.752682875E0,-3.164766693E1,1.469120789E1,1.058831787E1
3.762635875E0,-3.181140900E1,1.454428101E1,9.796386719E0
3.772589875E0,-3.175812912E1,1.460508728E1,1.040344238E1
3.782542875E0,-3.162456131E1,1.445848083E1,9.549072266E0
3.792496875E0,-3.163031769E1,1.447042847E1,1.001904297E1
3.802449875E0,-3.157025909E1,1.429003906E1,1.006652832E1
3.812403875E0,-3.149580383E1,1.416642761E1,9.837158203E0
3.822356875E0,-3.136168671E1,1.387059021E1,9.742675781E0
3.832310875E0,-3.121873474E1,1.397798157E1,9.576110840E0
3.842263833E0,-3.121507645E1,1.377879333E1,1.001953125E1
3.852217833E0,-3.121401215E1,1.383769226E1,1.026025391E1
3.862171833E0,-3.095858002E1,1.359118652E1,9.518432617E0
3.872124833E0,-3.090681839E1,1.385395813E1,1.037200928E1
3.882078833E0,-3.095056534E1,1.356811523E1,9.812316895E0
3.892031833E0,-3.101340485E1,1.374711609E1,1.017620850E1
3.901985833E0,-3.094175339E1,1.355189514E1,1.036065674E1
3.911938833E0,-3.102256393E1,1.369320679E1,9.891357422E0
3.921892833E0,-3.091489029E1,1.341131592E1,1.024981689E1
3.931845833E0,-3.101245117E1,1.370175171E1,9.964599609E0
3.941799833E0,-3.088028717E1,1.341400146E1,1.048681641E1
3.951752833E0,-3.069675827E1,1.352430725E1,1.072009277E1
3.961706833E0,-3.078554916E1,1.336720276E1,1.023999023E1
3.971660833E0,-3.077903366E1,1.350967407E1,1.057653809E1
3.981613833E0,-3.072719193E1,1.317240906E1,9.924743652E0
3.991567833E0,-3.041086197E1,1.336906433E1,1.062445068E1
4.001520833E0,-3.073245049E1,1.249757385E1,1.094354248E1
4.011474833E0,-3.093340111E1,1.264242554E1,1.060223389E1
4.021427833E0,-3.090504265E1,1.237796021E1,1.104217529E1
4.031381833E0,-3.094478416E1,1.260826111E1,1.019067383E1
4.041334833E0,-3.094561577E1,1.218112183E1,1.058605957E1
4.051288833E0,-3.077856636E1,1.237969971E1,1.095129395E1
4.061241833E0,-3.074955559E1,1.209651184E1,1.050286865E1
4.071195833E0,-3.063206291E1,1.218388367E1,1.076837158E1
4.081148833E0,-3.064280128E1,1.203880310E1,1.017187500E1
4.091102833E0,-3.043754768E1,1.204489136E1,1.064556885E1
4.101056833E0,-3.062962914E1,1.192036438E1,1.108892822E1
4.111009833E0,-3.055305672E1,1.182844543E1,1.040399170E1
4.120963833E0,-3.041370964E1,1.142935181E1,1.087213135E1
4.130916833E0,-3.040172005E1,1.147396851E1,1.026300049E1
4.140870833E0,-3.041252327E1,1.133503723E1,1.054357910E1
4.150823833E0,-3.018029213E1,1.153630066E1,1.091125488E1
