"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.216384337E1,-2.779270935E1,2.254901123E1,-7.548980713E1
4.217379737E1,-2.780320358E1,2.291415405E1,-7.551104736E1
4.218375137E1,-2.778831100E1,2.264910889E1,-7.464733887E1
4.219370537E1,-2.794145966E1,2.250930786E1,-7.530249023E1
4.220365837E1,-2.816920090E1,2.262434387E1,-7.491448975E1
4.221361237E1,-2.809403992E1,2.228768921E1,-7.510485840E1
4.222356637E1,-2.789958382E1,2.218183899E1,-7.613916016E1
4.223352037E1,-2.782729149E1,2.232478333E1,-7.546813965E1
4.224347337E1,-2.784479332E1,2.197547913E1,-7.587280273E1
4.225342737E1,-2.790697289E1,2.203102112E1,-7.534802246E1
4.226338137E1,-2.794739723E1,2.202366638E1,-7.583612061E1
4.227333437E1,-2.794442940E1,2.172552490E1,-7.587371826E1
4.228328837E1,-2.799524879E1,2.157621765E1,-7.542651367E1
4.229324237E1,-2.807841682E1,2.159455872E1,-7.550756836E1
4.230319637E1,-2.790321159E1,2.128373718E1,-7.517626953E1
4.231314937E1,-2.809771919E1,2.140576172E1,-7.532281494E1
4.232310337E1,-2.797627449E1,2.122599792E1,-7.532580566E1
4.233305737E1,-2.797682762E1,2.081762695E1,-7.492053223E1
4.234301138E1,-2.799333382E1,2.078608704E1,-7.532025146E1
4.235296437E1,-2.780414391E1,2.068269348E1,-7.460125732E1
4.236291837E1,-2.787159538E1,2.027320862E1,-7.523547363E1
4.237287237E1,-2.788721275E1,2.023655701E1,-7.498687744E1
4.238282638E1,-2.765178108E1,2.009420776E1,-7.439935303E1
4.239277937E1,-2.759390831E1,1.979710388E1,-7.494470215E1
4.240273338E1,-2.754559517E1,1.985813904E1,-7.414367676E1
4.241268737E1,-2.747054100E1,1.965794373E1,-7.467248535E1
4.242264037E1,-2.754249001E1,1.942848206E1,-7.473590088E1
4.243259437E1,-2.706550407E1,1.951777649E1,-7.390185547E1
4.244254838E1,-2.703244591E1,1.919125366E1,-7.474127197E1
4.245250237E1,-2.689416313E1,1.904899597E1,-7.433245850E1
4.246245537E1,-2.661071587E1,1.915950012E1,-7.474371338E1
4.247240937E1,-2.646574974E1,1.895971680E1,-7.511505127E1
4.248236337E1,-2.635698509E1,1.899534607E1,-7.462310791E1
4.249231737E1,-2.597089958E1,1.899981689E1,-7.508160400E1
4.250227038E1,-2.585226250E1,1.901138306E1,-7.443518066E1
4.251222437E1,-2.569745064E1,1.911392212E1,-7.508709717E1
4.252217837E1,-2.516220284E1,1.912985229E1,-7.506457520E1
4.253213237E1,-2.510438728E1,1.906127930E1,-7.471105957E1
4.254208537E1,-2.502153969E1,1.935450745E1,-7.532971191E1
4.255203937E1,-2.493480110E1,1.956639099E1,-7.451733398E1
4.256199337E1,-2.497603798E1,1.964852905E1,-7.536254883E1
4.257194637E1,-2.463311195E1,2.001716614E1,-7.553466797E1
4.258190037E1,-2.454775047E1,2.009857178E1,-7.502496338E1
4.259185437E1,-2.463878059E1,2.038829041E1,-7.565051270E1
4.260180837E1,-2.446815681E1,2.077149963E1,-7.503192139E1
4.261176137E1,-2.413656807E1,2.090544128E1,-7.550866699E1
4.262171537E1,-2.405331612E1,2.131179810E1,-7.553460693E1
4.263166937E1,-2.390295982E1,2.177728271E1,-7.459313965E1
4.264162337E1,-2.395092201E1,2.195231628E1,-7.512689209E1
4.265157637E1,-2.412189293E1,2.245933533E1,-7.471508789E1
4.266153037E1,-2.408346748E1,2.308053589E1,-7.484002686E1
4.267148437E1,-2.412878990E1,2.317828369E1,-7.514416504E1
4.268143837E1,-2.417989540E1,2.352955627E1,-7.440844727E1
4.269139137E1,-2.419522667E1,2.406877136E1,-7.472424316E1
4.270134537E1,-2.419194984E1,2.423141479E1,-7.452685547E1
4.271129937E1,-2.445839119E1,2.465701294E1,-7.465771484E1
4.272125237E1,-2.441479301E1,2.507498169E1,-7.468792725E1
4.273120637E1,-2.449839973E1,2.521350098E1,-7.385052490E1
4.274116037E1,-2.472576714E1,2.553927612E1,-7.449871826E1
4.275111437E1,-2.500088692E1,2.583894348E1,-7.374182129E1
4.276106737E1,-2.513550377E1,2.593414307E1,-7.372711182E1
4.277102137E1,-2.527972221E1,2.620092773E1,-7.390814209E1
4.278097537E1,-2.548564339E1,2.644560242E1,-7.311718750E1
4.279092937E1,-2.581077766E1,2.620095825E1,-7.348535156E1
4.280088237E1,-2.594761086E1,2.647998047E1,-7.289562988E1
4.281083637E1,-2.606606483E1,2.670989990E1,-7.262567139E1
4.282079037E1,-2.632771492E1,2.658793640E1,-7.317236328E1
4.283074437E1,-2.656161308E1,2.658584595E1,-7.253991699E1
4.284069737E1,-2.679152870E1,2.667692566E1,-7.271447754E1
4.285065137E1,-2.699438667E1,2.651477051E1,-7.227716064E1
4.286060537E1,-2.718869209E1,2.659425354E1,-7.214190674E1
4.287055837E1,-2.739259148E1,2.654568481E1,-7.269342041E1
4.288051250E1,-2.771216011E1,2.639505005E1,-7.205401611E1
4.289046650E1,-2.807284737E1,2.636470032E1,-7.245849609E1
4.290042050E1,-2.825159645E1,2.620127869E1,-7.205261230E1
4.291037350E1,-2.858789253E1,2.598562622E1,-7.187945557E1
4.292032750E1,-2.889520073E1,2.603588867E1,-7.234240723E1
4.293028150E1,-2.921559715E1,2.574540710E1,-7.174456787E1
4.294023550E1,-2.935872459E1,2.545120239E1,-7.231738281E1
4.295018850E1,-2.959603691E1,2.546287537E1,-7.179772949E1
4.296014250E1,-2.962221718E1,2.541917419E1,-7.125891113E1
4.297009650E1,-2.994305611E1,2.509172058E1,-7.221203613E1
4.298004950E1,-3.022634697E1,2.500839233E1,-7.174084473E1
4.299000350E1,-3.050024223E1,2.478031921E1,-7.212615967E1
4.299995750E1,-3.050024223E1,2.478031921E1,-7.212615967E1
4.300991150E1,-3.065976143E1,2.451634216E1,-7.188433838E1
4.301986450E1,-3.059691429E1,2.448304749E1,-7.117156982E1
4.302981850E1,-3.070745659E1,2.412863159E1,-7.176733398E1
4.303977250E1,-3.089362907E1,2.373286438E1,-7.147497559E1
4.304972650E1,-3.099868584E1,2.345086670E1,-7.202044678E1
4.305967950E1,-3.104915047E1,2.309120178E1,-7.160662842E1
4.306963350E1,-3.126323128E1,2.287210083E1,-7.126605225E1
4.307958750E1,-3.117856407E1,2.267294312E1,-7.187634277E1
4.308954150E1,-3.124889183E1,2.232478333E1,-7.157098389E1
4.309949450E1,-3.132631493E1,2.175704956E1,-7.222253418E1
4.310944850E1,-3.137174034E1,2.170338440E1,-7.201403809E1
4.311940250E1,-3.130946922E1,2.132772827E1,-7.175097656E1
4.312935550E1,-3.148334312E1,2.070532227E1,-7.247888184E1
4.313930950E1,-3.150514793E1,2.051376343E1,-7.191766357E1
4.314926350E1,-3.159470940E1,2.013502502E1,-7.222174072E1
4.315921750E1,-3.153110313E1,1.973097229E1,-7.193078613E1
4.316917050E1,-3.154229927E1,1.940313721E1,-7.190966797E1
4.317912450E1,-3.138931847E1,1.899839783E1,-7.235437012E1
4.318907850E1,-3.149239159E1,1.864076233E1,-7.221240234E1
4.319903250E1,-3.158021736E1,1.843721008E1,-7.295129395E1
4.320898550E1,-3.133138466E1,1.803143311E1,-7.256341553E1
4.321893950E1,-3.130909538E1,1.751950073E1,-7.243029785E1
4.322889350E1,-3.140612602E1,1.747656250E1,-7.280096436E1
4.323884750E1,-3.128279686E1,1.722474670E1,-7.236889648E1
4.324880050E1,-3.130527687E1,1.662649536E1,-7.310260010E1
4.325875450E1,-3.117014122E1,1.632006836E1,-7.276342773E1
4.326870850E1,-3.104390144E1,1.600312805E1,-7.244525146E1
4.327866150E1,-3.101495934E1,1.557231140E1,-7.324096680E1
4.328861550E1,-3.094138145E1,1.537556458E1,-7.287628174E1
4.329856950E1,-3.057109642E1,1.509051514E1,-7.309606934E1
4.330852350E1,-3.042722893E1,1.457116699E1,-7.320904541E1
4.331847650E1,-3.042738152E1,1.456039429E1,-7.298382568E1
4.332843050E1,-3.004660988E1,1.435260010E1,-7.347839355E1
4.333838450E1,-2.982119560E1,1.388702393E1,-7.321875000E1
4.334833850E1,-2.975982475E1,1.382299805E1,-7.395593262E1
4.335829150E1,-2.936971855E1,1.372351074E1,-7.356201172E1
4.336824550E1,-2.915525246E1,1.340731812E1,-7.333874512E1
4.337819950E1,-2.922619820E1,1.343162537E1,-7.398944092E1
4.338815350E1,-2.879730797E1,1.351963806E1,-7.343658447E1
4.339810650E1,-2.870235634E1,1.330819702E1,-7.399786377E1
4.340806050E1,-2.854123878E1,1.311660767E1,-7.372912598E1
4.341801450E1,-2.824145699E1,1.322064209E1,-7.286114502E1
4.342796750E1,-2.883982658E1,1.293182373E1,-7.613677979E1
4.343792150E1,-2.892855263E1,1.296609497E1,-7.558886719E1
4.344787550E1,-2.859903526E1,1.305802917E1,-7.579376221E1
4.345782950E1,-2.849126625E1,1.293704224E1,-7.579864502E1
4.346778250E1,-2.863046837E1,1.297633362E1,-7.570562744E1
4.347773650E1,-2.858601189E1,1.324066162E1,-7.621343994E1
4.348769050E1,-2.834165764E1,1.301560974E1,-7.584509277E1
4.349764450E1,-2.842901802E1,1.298817444E1,-7.629760742E1
4.350759750E1,-2.821376228E1,1.320375061E1,-7.571179199E1
4.351755150E1,-2.822868156E1,1.326098633E1,-7.506610107E1
4.352750550E1,-2.845622444E1,1.310891724E1,-7.595959473E1
4.353745950E1,-2.834471321E1,1.323106384E1,-7.544866943E1
4.354741250E1,-2.846097755E1,1.316918945E1,-7.555200195E1
4.355736650E1,-2.845532417E1,1.298396301E1,-7.560388184E1
4.356732050E1,-2.843181801E1,1.322035217E1,-7.518731689E1
4.357727350E1,-2.839607048E1,1.318867493E1,-7.567999268E1
4.358722750E1,-2.862521935E1,1.305696106E1,-7.530200195E1
4.359718150E1,-2.865503502E1,1.319992065E1,-7.550384521E1
4.360713550E1,-2.844709206E1,1.324427795E1,-7.530944824E1
4.361708850E1,-2.866631126E1,1.317187500E1,-7.504992676E1
4.362704250E1,-2.904635811E1,1.342247009E1,-7.537567139E1
4.363699650E1,-2.913860512E1,1.348170471E1,-7.451690674E1
4.364695050E1,-2.913438225E1,1.326991272E1,-7.518096924E1
4.365690350E1,-2.915042686E1,1.327813721E1,-7.495019531E1
4.366685750E1,-2.896911812E1,1.336766052E1,-7.422485352E1
4.367681150E1,-2.914652061E1,1.311772156E1,-7.483428955E1
4.368676550E1,-2.941472054E1,1.309205627E1,-7.469244385E1
4.369671850E1,-2.954903984E1,1.314070129E1,-7.476727295E1
4.370667250E1,-2.953716469E1,1.304356384E1,-7.476391602E1
4.371662650E1,-2.966924095E1,1.295298767E1,-7.417639160E1
4.372657950E1,-2.967403984E1,1.310827637E1,-7.435516357E1
4.373653350E1,-2.964140129E1,1.275622559E1,-7.399822998E1
4.374648750E1,-2.979613686E1,1.258572388E1,-7.463269043E1
4.375644150E1,-2.983422661E1,1.266587830E1,-7.468542480E1
4.376639450E1,-2.992661858E1,1.245449829E1,-7.386761475E1
4.377634850E1,-3.003949165E1,1.224327087E1,-7.442401123E1
4.378630250E1,-2.987680626E1,1.227987671E1,-7.387384033E1
4.379625650E1,-3.001738930E1,1.203070068E1,-7.422235107E1
4.380620950E1,-3.002495766E1,1.162976074E1,-7.451538086E1
4.381616350E1,-2.993107033E1,1.159323120E1,-7.375347900E1
4.382611750E1,-2.976507378E1,1.138169861E1,-7.422998047E1
4.383607150E1,-2.969461250E1,1.100335693E1,-7.390496826E1
4.384602450E1,-3.003320885E1,1.091670227E1,-7.459729004E1
4.385597850E1,-2.994633675E1,1.078796387E1,-7.424987793E1
4.386593250E1,-2.999562263E1,1.048901367E1,-7.367810059E1
4.387588550E1,-2.996609306E1,1.019792175E1,-7.423217773E1
4.388583946E1,-2.992266273E1,1.005664062E1,-7.380084229E1
4.389579346E1,-2.976035881E1,9.874526978E0,-7.413995361E1
4.390574746E1,-2.993247414E1,9.655441284E0,-7.441082764E1
4.391570046E1,-2.975058556E1,9.568237305E0,-7.396997070E1
4.392565446E1,-2.963496208E1,9.366989136E0,-7.422375488E1
4.393560846E1,-2.970875740E1,9.028305054E0,-7.422546387E1
4.394556246E1,-2.957963371E1,9.002731323E0,-7.462945557E1
4.395551546E1,-2.924106789E1,8.870697021E0,-7.469213867E1
4.396546946E1,-2.937339592E1,8.524337769E0,-7.425964355E1
4.397542346E1,-2.921756172E1,8.455474854E0,-7.486602783E1
4.398537746E1,-2.907718086E1,8.283432007E0,-7.428417969E1
4.399533046E1,-2.887457085E1,7.922927856E0,-7.471179199E1
4.400528446E1,-2.878824806E1,7.579605103E0,-7.505590820E1
4.401523846E1,-2.850584602E1,7.434951782E0,-7.446423340E1
4.402519146E1,-2.817286491E1,7.102279663E0,-7.497637939E1
4.403514546E1,-2.810422707E1,6.920837402E0,-7.477990723E1
4.404509946E1,-2.767428398E1,6.957946777E0,-7.494317627E1
4.405505346E1,-2.733170891E1,6.733245850E0,-7.525549316E1
4.406500646E1,-2.739282036E1,6.666183472E0,-7.491296387E1
4.407496046E1,-2.717521095E1,6.802566528E0,-7.527313232E1
4.408491446E1,-2.681965065E1,6.810806274E0,-7.471093750E1
4.409486846E1,-2.663035011E1,6.543457031E0,-7.523846436E1
4.410482146E1,-2.629147911E1,6.649139404E0,-7.566033936E1
4.411477546E1,-2.603521156E1,6.684753418E0,-7.502954102E1
4.412472946E1,-2.587037468E1,6.705276489E0,-7.553485107E1
4.413468346E1,-2.565995979E1,6.709472656E0,-7.507025146E1
4.414463646E1,-2.531495857E1,6.885009766E0,-7.539703369E1
4.415459046E1,-2.508371544E1,6.772613525E0,-7.538757324E1
4.416454446E1,-2.485901833E1,6.703887939E0,-7.525793457E1
4.417449746E1,-2.461718941E1,6.913589478E0,-7.557806396E1
4.418445146E1,-2.428322411E1,6.766372681E0,-7.528356934E1
4.419440546E1,-2.428604698E1,6.987640381E0,-7.555993652E1
4.420435946E1,-2.404124260E1,7.173385620E0,-7.591595459E1
4.421431246E1,-2.387688255E1,7.288528442E0,-7.548577881E1
4.422426646E1,-2.375859261E1,7.356399536E0,-7.598413086E1
4.423422046E1,-2.361913109E1,7.601577759E0,-7.523577881E1
4.424417446E1,-2.360776329E1,7.797622681E0,-7.755072021E1
4.425412746E1,-2.363104057E1,7.913879395E0,-7.789184570E1
4.426408146E1,-2.344242287E1,8.173767090E0,-7.730682373E1
4.427403546E1,-2.320134544E1,8.561691284E0,-7.751416016E1
4.428398946E1,-2.315216255E1,8.684494019E0,-7.726861572E1
4.429394246E1,-2.300609398E1,8.906997681E0,-7.701989746E1
4.430389646E1,-2.296687889E1,9.384994507E0,-7.728784180E1
4.431385046E1,-2.283959389E1,9.579635620E0,-7.674621582E1
4.432380346E1,-2.261532784E1,9.746078491E0,-7.749206543E1
4.433375746E1,-2.264355278E1,1.025334167E1,-7.658422852E1
4.434371146E1,-2.231296349E1,1.059156799E1,-7.642077637E1
4.435366546E1,-2.245730019E1,1.083128357E1,-7.695031738E1
4.436361846E1,-2.243017769E1,1.130091858E1,-7.628759766E1
4.437357246E1,-2.220079613E1,1.157498169E1,-7.654968262E1
4.438352646E1,-2.217051125E1,1.172662354E1,-7.622546387E1
4.439348046E1,-2.241869926E1,1.222343445E1,-7.614483643E1
4.440343346E1,-2.241869926E1,1.222343445E1,-7.614483643E1
4.441338746E1,-2.232481194E1,1.254925537E1,-7.619281006E1
4.442334146E1,-2.225308418E1,1.288786316E1,-7.590783691E1
4.443329546E1,-2.241591454E1,1.306614685E1,-7.645654297E1
4.444324846E1,-2.245661354E1,1.355494690E1,-7.567175293E1
4.445320246E1,-2.232628059E1,1.395158386E1,-7.492803955E1
4.446315646E1,-2.252890968E1,1.405393982E1,-7.591625977E1
4.447311046E1,-2.271981239E1,1.448434448E1,-7.525378418E1
4.448306346E1,-2.265104485E1,1.483412170E1,-7.556298828E1
4.449301746E1,-2.279806328E1,1.508828735E1,-7.517559814E1
4.450297146E1,-2.303388023E1,1.537950134E1,-7.466137695E1
4.451292446E1,-2.323655128E1,1.573556519E1,-7.545739746E1
4.452287846E1,-2.328494453E1,1.594891357E1,-7.476879883E1
4.453283246E1,-2.365597725E1,1.616659546E1,-7.538934326E1
4.454278646E1,-2.374526787E1,1.630564880E1,-7.487304688E1
4.455273946E1,-2.363438225E1,1.661950684E1,-7.450262451E1
4.456269346E1,-2.402947426E1,1.636932373E1,-7.540692139E1
4.457264746E1,-2.403503227E1,1.673719788E1,-7.458697510E1
4.458260146E1,-2.409919548E1,1.687048340E1,-7.507531738E1
4.459255446E1,-2.433532906E1,1.679359436E1,-7.496899414E1
4.460250846E1,-2.472582436E1,1.695706177E1,-7.474542236E1
4.461246246E1,-2.467025566E1,1.701376343E1,-7.507135010E1
4.462241646E1,-2.461268425E1,1.686428833E1,-7.482257080E1
4.463236946E1,-2.501568031E1,1.682249451E1,-7.551934814E1
4.464232346E1,-2.490298843E1,1.679617310E1,-7.487280273E1
4.465227746E1,-2.490036774E1,1.682118225E1,-7.429534912E1
4.466223046E1,-2.504535294E1,1.667268372E1,-7.536840820E1
4.467218446E1,-2.507413864E1,1.673074341E1,-7.477203369E1
4.468213846E1,-2.501235962E1,1.666838074E1,-7.519732666E1
4.469209246E1,-2.501303864E1,1.636183167E1,-7.543261719E1
4.470204546E1,-2.510242844E1,1.612359619E1,-7.524945068E1
4.471199946E1,-2.507475281E1,1.641494751E1,-7.566479492E1
4.472195346E1,-2.498756790E1,1.618251038E1,-7.550750732E1
4.473190746E1,-2.497077942E1,1.596640015E1,-7.617633057E1
4.474186046E1,-2.480051422E1,1.596252441E1,-7.580004883E1
4.475181446E1,-2.465991211E1,1.590298462E1,-7.556732178E1
4.476176846E1,-2.467350388E1,1.572012329E1,-7.650555420E1
4.477172246E1,-2.449227142E1,1.567224121E1,-7.606683350E1
4.478167546E1,-2.420722961E1,1.580584717E1,-7.645727539E1
4.479162946E1,-2.413048172E1,1.560762024E1,-7.610314941E1
4.480158346E1,-2.395082474E1,1.555682373E1,-7.597271729E1
4.481153646E1,-2.388568878E1,1.563667297E1,-7.677746582E1
4.482149046E1,-2.361564636E1,1.560394287E1,-7.641467285E1
4.483144446E1,-2.354236984E1,1.548837280E1,-7.705621338E1
4.484139846E1,-2.327040482E1,1.554272461E1,-7.687347412E1
4.485135146E1,-2.312905502E1,1.558332825E1,-7.632299805E1
4.486130546E1,-2.299407196E1,1.546983337E1,-7.723669434E1
4.487125946E1,-2.295938873E1,1.574127197E1,-7.684167480E1
4.488121533E1,-2.287222290E1,1.605624390E1,-7.729656982E1
4.489116833E1,-2.237265396E1,1.595574951E1,-7.683575439E1
4.490112233E1,-2.236852646E1,1.594132996E1,-7.689843750E1
4.491107633E1,-2.243791580E1,1.623054504E1,-7.767877197E1
4.492103033E1,-2.234181213E1,1.644621277E1,-7.702587891E1
4.493098333E1,-2.202069855E1,1.638377380E1,-7.805474854E1
4.494093733E1,-2.196338654E1,1.643975830E1,-7.773937988E1
4.495089133E1,-2.151178741E1,1.667967224E1,-7.728961182E1
4.496084433E1,-2.146498871E1,1.670178223E1,-7.788385010E1
4.497079833E1,-2.136638260E1,1.679856873E1,-7.747528076E1
4.498075233E1,-2.130498123E1,1.726777649E1,-7.817938232E1
4.499070633E1,-2.121373367E1,1.755603027E1,-7.800402832E1
4.500065933E1,-2.124851227E1,1.791149902E1,-7.771563721E1
4.501061333E1,-2.126619339E1,1.839691162E1,-7.811450195E1
4.502056733E1,-2.099709320E1,1.874638367E1,-7.750036621E1
4.503052133E1,-2.096506119E1,1.872488403E1,-7.821966553E1
4.504047433E1,-2.095883942E1,1.869883728E1,-7.857922363E1
4.505042833E1,-1.994491768E1,9.351654053E-1,-7.695648193E1
4.506038233E1,-1.992364311E1,9.435577393E-1,-7.725329590E1
4.507033633E1,-1.985135078E1,8.009338379E-1,-7.707171631E1
4.508028933E1,-2.005274010E1,1.067413330E0,-7.749780273E1
4.509024333E1,-1.992556572E1,1.407470703E0,-7.726928711E1
4.510019733E1,-1.993081856E1,1.554534912E0,-7.688055420E1
4.511015133E1,-1.999138069E1,1.891174316E0,-7.722998047E1
4.512010433E1,-2.011513710E1,2.271987915E0,-7.700177002E1
4.513005833E1,-2.004880714E1,2.488037109E0,-7.726751709E1
4.514001233E1,-2.016170692E1,2.608795166E0,-7.741302490E1
4.514996533E1,-2.027240181E1,2.877410889E0,-7.688574219E1
4.515991933E1,-2.018279076E1,2.939193726E0,-7.698547363E1
4.516987333E1,-2.045667076E1,2.831710815E0,-7.674816895E1
4.517982733E1,-2.071448326E1,3.020553589E0,-7.712091064E1
4.518978033E1,-2.053648567E1,3.290176392E0,-7.702258301E1
4.519973433E1,-2.054399681E1,3.273193359E0,-7.618908691E1
4.520968833E1,-2.073576546E1,3.112060547E0,-7.699511719E1
4.521964233E1,-2.094962120E1,3.339477539E0,-7.645373535E1
4.522959533E1,-2.091483879E1,3.501495361E0,-7.661566162E1
4.523954933E1,-2.117261314E1,3.321166992E0,-7.702099609E1
4.524950333E1,-2.127774239E1,3.482086182E0,-7.654241943E1
4.525945733E1,-2.146474266E1,3.803802490E0,-7.678442383E1
4.526941033E1,-2.167516899E1,3.841110229E0,-7.576593018E1
4.527936433E1,-2.199059868E1,3.766555786E0,-7.669543457E1
4.528931833E1,-2.214007378E1,3.810714722E0,-7.682116699E1
4.529927133E1,-2.217746544E1,3.830245972E0,-7.611572266E1
4.530922533E1,-2.224729347E1,3.595962524E0,-7.656518555E1
4.531917933E1,-2.238251686E1,3.573196411E0,-7.612573242E1
4.532913333E1,-2.233283424E1,3.470001221E0,-7.661828613E1
4.533908633E1,-2.220020103E1,3.270919800E0,-7.675445557E1
4.534904033E1,-2.230761147E1,3.086212158E0,-7.645727539E1
4.535899433E1,-2.222575951E1,3.224670410E0,-7.685180664E1
4.536894833E1,-2.214539146E1,3.048873901E0,-7.622747803E1
4.537890133E1,-2.225795555E1,2.798263550E0,-7.676434326E1
4.538885533E1,-2.232348061E1,2.800567627E0,-7.675988770E1
4.539880933E1,-2.209183693E1,2.917907715E0,-7.624652100E1
4.540876333E1,-2.209473610E1,2.684860229E0,-7.665100098E1
4.541871633E1,-2.213960457E1,2.555511475E0,-7.618804932E1
4.542867033E1,-2.218644524E1,2.569686890E0,-7.692846680E1
4.543862433E1,-2.199895668E1,2.534210205E0,-7.694134521E1
4.544857833E1,-2.061485481E1,2.018478394E0,-7.441925049E1
4.545853133E1,-2.065886879E1,1.925994873E0,-7.498760986E1
4.546848533E1,-2.055484581E1,2.045852661E0,-7.435760498E1
4.547843933E1,-2.053898048E1,1.953048706E0,-7.494934082E1
4.548839233E1,-2.047865486E1,1.751937866E0,-7.516418457E1
4.549834633E1,-2.026515007E1,1.693664551E0,-7.442578125E1
4.550830033E1,-2.025789452E1,1.714355469E0,-7.467041016E1
4.551825433E1,-1.999480629E1,1.612640381E0,-7.431427002E1
4.552820733E1,-1.995506477E1,1.668563843E0,-7.497802734E1
4.553816133E1,-1.998145866E1,1.804687500E0,-7.487567139E1
4.554811533E1,-1.952892876E1,1.636169434E0,-7.423248291E1
4.555806933E1,-1.967707253E1,1.561172485E0,-7.507037354E1
4.556802233E1,-1.957923698E1,1.628463745E0,-7.474938965E1
4.557797633E1,-1.930720329E1,1.787612915E0,-7.486309814E1
4.558793033E1,-1.900138283E1,1.700912476E0,-7.498541260E1
4.559788433E1,-1.903059959E1,1.652954102E0,-7.444842529E1
4.560783733E1,-1.882562828E1,1.732238770E0,-7.488134766E1
4.561779133E1,-1.877583885E1,1.654174805E0,-7.428521729E1
4.562774533E1,-1.877938271E1,1.627349854E0,-7.453125000E1
4.563769933E1,-1.864921379E1,1.812728882E0,-7.449084473E1
4.564765233E1,-1.850501442E1,1.813461304E0,-7.421520996E1
4.565760633E1,-1.849273872E1,1.752029419E0,-7.448883057E1
4.566756033E1,-1.848111153E1,1.750045776E0,-7.378503418E1
4.567751333E1,-1.818132591E1,1.804260254E0,-7.402075195E1
4.568746733E1,-1.798971367E1,1.830398560E0,-7.403491211E1
4.569742133E1,-1.811400414E1,1.587097168E0,-7.354083252E1
4.570737533E1,-1.829680061E1,1.887664795E0,-7.381030273E1
4.571732833E1,-1.806342888E1,2.078491211E0,-7.326007080E1
4.572728233E1,-1.803993034E1,2.089050293E0,-7.329711914E1
4.573723633E1,-1.780788994E1,1.851303101E0,-7.383209229E1
4.574719033E1,-1.771879768E1,2.005279541E0,-7.307135010E1
4.575714333E1,-1.771425819E1,2.125946045E0,-7.312811279E1
4.576709733E1,-1.760611916E1,1.973648071E0,-7.287695312E1
4.577705133E1,-1.760706520E1,2.021362305E0,-7.286212158E1
4.578700533E1,-1.758803368E1,2.333770752E0,-7.322857666E1
4.579695833E1,-1.734934044E1,2.245346069E0,-7.253814697E1
4.580691233E1,-1.732433891E1,2.117996216E0,-7.291253662E1
4.581686633E1,-1.732433891E1,2.117996216E0,-7.291253662E1
4.582681933E1,-1.715709877E1,2.169677734E0,-7.241967773E1
4.583677333E1,-1.710521889E1,2.420349121E0,-7.219598389E1
4.584672733E1,-1.612963486E1,2.991241455E0,-7.386840820E1
4.585668133E1,-1.614348221E1,2.930969238E0,-7.327722168E1
4.586663433E1,-1.622278595E1,3.002700806E0,-7.356085205E1
4.587658833E1,-1.612071991E1,3.115173340E0,-7.297369385E1
4.588654021E1,-1.588651276E1,3.054031372E0,-7.299200439E1
4.589649421E1,-1.602680206E1,3.073059082E0,-7.362365723E1
4.590644721E1,-1.590711594E1,3.316894531E0,-7.283514404E1
4.591640121E1,-1.594102478E1,3.203704834E0,-7.306732178E1
4.592635521E1,-1.573659134E1,2.979873657E0,-7.273364258E1
4.593630921E1,-1.571169281E1,3.186981201E0,-7.232360840E1
4.594626221E1,-1.575766754E1,3.256118774E0,-7.268682861E1
4.595621621E1,-1.565675735E1,3.204284668E0,-7.222357178E1
4.596617021E1,-1.567966843E1,3.114883423E0,-7.276568604E1
4.597612321E1,-1.564285278E1,3.165023804E0,-7.222644043E1
4.598607721E1,-1.559793472E1,3.087860107E0,-7.183282471E1
4.599603121E1,-1.581454086E1,3.028350830E0,-7.233050537E1
4.600598521E1,-1.572459793E1,3.021697998E0,-7.190716553E1
4.601593821E1,-1.551409531E1,3.128219604E0,-7.226055908E1
4.602589221E1,-1.545096207E1,3.022018433E0,-7.188623047E1
4.603584621E1,-1.535470581E1,2.879699707E0,-7.158789062E1
4.604580021E1,-1.534062576E1,2.884384155E0,-7.240032959E1
4.605575321E1,-1.519776917E1,3.027420044E0,-7.147998047E1
4.606570721E1,-1.503283310E1,2.948120117E0,-7.210839844E1
4.607566121E1,-1.512097549E1,2.771453857E0,-7.175140381E1
4.608561521E1,-1.504385376E1,2.907089233E0,-7.107745361E1
4.609556821E1,-1.494757843E1,2.981903076E0,-7.154071045E1
4.610552221E1,-1.499212265E1,2.975402832E0,-7.090618896E1
4.611547621E1,-1.480220032E1,2.950561523E0,-7.165179443E1
4.612543021E1,-1.475212097E1,3.128189087E0,-7.088800049E1
4.613538321E1,-1.456567764E1,3.144912720E0,-7.034466553E1
4.614533721E1,-1.444152069E1,3.028198242E0,-7.129107666E1
4.615529121E1,-1.451552963E1,3.060943604E0,-7.052880859E1
4.616524521E1,-1.425583267E1,3.411788940E0,-7.086993408E1
4.617519821E1,-1.408295441E1,3.309829712E0,-7.052136230E1
4.618515221E1,-1.395479965E1,3.133468628E0,-7.039727783E1
4.619510621E1,-1.403897858E1,3.281463623E0,-7.086291504E1
4.620505921E1,-1.391144562E1,3.685012817E0,-6.977697754E1
4.621501321E1,-1.373727798E1,3.640197754E0,-7.033984375E1
4.622496721E1,-1.383878708E1,3.604797363E0,-7.016864014E1
4.623492121E1,-1.378181076E1,3.784561157E0,-6.957373047E1
