"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.931820488E1,5.231117050E1,4.948211053E0,1.828644349E0,1.003083441E-1,3.298243246E2,4.737852225E0,3.373024360E0
6.031820560E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738575352E0,3.372008403E0
6.131820679E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738397928E0,3.372257717E0
6.231820869E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738436680E0,3.372203265E0
6.331820905E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738130514E0,3.372633432E0
6.431821001E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738451342E0,3.372182664E0
6.531821072E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738480500E0,3.372141691E0
6.631821227E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738549401E0,3.372044870E0
6.731821346E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738910982E0,3.371536703E0
6.831821382E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.739008798E0,3.371399212E0
6.931821418E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738837981E0,3.371639308E0
7.031821609E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738834062E0,3.371644816E0
7.131821632E1,5.231116991E1,4.948211491E0,1.830204140E0,0.000000000E0,3.298243249E2,4.738343198E0,3.372334617E0
7.231821740E1,5.231117424E1,4.948251421E0,1.542349564E0,2.886693487E-2,3.298243574E2,4.738035745E0,3.372766566E0
7.331821847E1,5.231117416E1,4.948251569E0,1.537384065E0,0.000000000E0,3.298243575E2,4.738291999E0,3.372406554E0
7.431821883E1,5.231117416E1,4.948251569E0,1.537384065E0,0.000000000E0,3.298243575E2,4.738274635E0,3.372430950E0
7.531822038E1,5.231117416E1,4.948251569E0,1.537384065E0,0.000000000E0,3.298243575E2,4.738257517E0,3.372455001E0
7.631822133E1,5.231117616E1,4.948263642E0,1.758613102E0,7.763506063E-2,3.298243673E2,4.738102637E0,3.372672595E0
7.731822217E1,5.231117585E1,4.948266262E0,1.923497805E0,1.282041988E-2,3.298243694E2,4.738032693E0,3.372770853E0
7.831822252E1,5.231117372E1,4.948267333E0,1.639174000E0,0.000000000E0,3.298243703E2,4.738192118E0,3.372546884E0
7.931822407E1,5.231117372E1,4.948267333E0,1.639174000E0,0.000000000E0,3.298243703E2,4.738290334E0,3.372408893E0
8.031822383E1,5.231117645E1,4.948272342E0,2.032574960E0,0.000000000E0,3.298243744E2,4.738386130E0,3.372274295E0
8.131822598E1,5.231117712E1,4.948272638E0,2.143870189E0,3.869456588E-2,3.298243746E2,4.738391670E0,3.372266510E0
8.231822586E1,5.231117683E1,4.948272927E0,2.119995070E0,0.000000000E0,3.298243749E2,4.738468996E0,3.372157857E0
8.331822717E1,5.231117683E1,4.948272927E0,2.119995070E0,0.000000000E0,3.298243749E2,4.738676312E0,3.371866523E0
8.431822789E1,5.231117683E1,4.948272927E0,2.119995070E0,0.000000000E0,3.298243749E2,4.738777965E0,3.371723659E0
8.531822884E1,5.231117683E1,4.948272927E0,2.119995070E0,0.000000000E0,3.298243749E2,4.738580542E0,3.372001109E0
8.631822979E1,5.231117683E1,4.948272927E0,2.119995070E0,0.000000000E0,3.298243749E2,4.738656673E0,3.371894122E0
8.731823003E1,5.231117944E1,4.948276986E0,1.808839499E0,7.113604134E-2,3.298243782E2,4.738430857E0,3.372211448E0
8.831823111E1,5.231117921E1,4.948277220E0,1.801451762E0,0.000000000E0,3.298243784E2,4.738615843E0,3.371951501E0
8.931823146E1,5.231119157E1,4.948267338E0,1.656942670E0,9.164429929E-1,3.326646627E2,4.737866390E0,3.373004462E0
9.031823289E1,5.231119633E1,4.948264219E0,1.608940383E0,0.000000000E0,3.339434345E2,4.737433857E0,3.373611934E0
9.131823349E1,5.231119633E1,4.948264219E0,1.608940383E0,0.000000000E0,3.339434345E2,4.737079181E0,3.374109937E0
9.231823397E1,5.231126569E1,4.948203364E0,1.297982323E0,3.423585977E0,3.319819476E2,4.738253652E0,3.372460431E0
9.331823492E1,5.231130350E1,4.948165690E0,9.124750374E-1,4.278819041E0,3.296023473E2,4.739582591E0,3.370592514E0
9.431823599E1,5.231135032E1,4.948126153E0,9.019554695E-1,5.217655604E0,3.305170082E2,4.738919546E0,3.371524666E0
9.531823671E1,5.231140208E1,4.948077030E0,8.591377297E-1,6.083417100E0,3.304313759E2,4.737411996E0,3.373642633E0
9.631823790E1,5.231146106E1,4.948033852E0,1.396987583E0,6.781757215E0,3.327422342E2,4.736106609E0,3.375474962E0
9.731823897E1,5.231152508E1,4.947977482E0,1.672595166E0,7.581580547E0,3.312937489E2,4.737589326E0,3.373393605E0
9.831823921E1,5.231159420E1,4.947904151E0,2.328017131E0,8.359874547E0,3.294952497E2,4.739403574E0,3.370844226E0
9.931809938E1,5.231166949E1,4.947814999E0,2.398801579E0,9.326967108E0,3.272415185E2,4.737247781E0,3.373873219E0
1.003180985E2,5.231175676E1,4.947736027E0,2.429106623E0,1.028171165E1,3.299910453E2,4.730310587E0,3.383592585E0
1.013180995E2,5.231183932E1,4.947646731E0,2.350290861E0,1.070425302E1,3.302355698E2,4.732498084E0,3.380532343E0
1.023181014E2,5.231193752E1,4.947544912E0,1.616879337E0,1.175492946E1,3.299864150E2,4.728675978E0,3.385876626E0
1.033181034E2,5.231204157E1,4.947443029E0,1.213255077E0,1.260031378E1,3.304924925E2,4.718767354E0,3.399672291E0
1.043181077E2,5.231215794E1,4.947329332E0,1.427834558E0,1.381520545E1,3.306221414E2,4.723919283E0,3.392509933E0
1.053181138E2,5.231226562E1,4.947215107E0,1.201603333E0,1.399801004E1,3.291735619E2,4.728073711E0,3.386717587E0
1.063181195E2,5.231239154E1,4.947096718E0,1.655113837E0,1.478325091E1,3.290636900E2,4.730899465E0,3.382769175E0
1.073181230E2,5.231252349E1,4.946983680E0,9.068051027E-1,1.556938792E1,3.307105475E2,4.742164446E0,3.366959073E0
1.083181270E2,5.231266487E1,4.946852124E0,1.059840386E0,1.685534124E1,3.307571802E2,4.753349117E0,3.351150430E0
1.093181292E2,5.231279984E1,4.946718626E0,8.398348913E-1,1.738079191E1,3.302209294E2,4.752662268E0,3.352124461E0
1.103181310E2,5.231294364E1,4.946600008E0,2.582876326E0,1.751082126E1,3.319501227E2,4.741507933E0,3.367883542E0
1.113181312E2,5.231308884E1,4.946464410E0,2.562874639E0,1.786785611E1,3.314742125E2,4.709328635E0,3.412735097E0
1.123181320E2,5.231322766E1,4.946332915E0,1.901900657E0,1.785529754E1,3.307025870E2,4.711170327E0,3.410192250E0
1.133181384E2,5.231336806E1,4.946206882E0,2.136239048E0,1.767495019E1,3.308702104E2,4.710255211E0,3.411456123E0
1.143181412E2,5.231351460E1,4.946068560E0,2.407595034E0,1.798890951E1,3.304348709E2,4.709765673E0,3.412131934E0
1.153181456E2,5.231365715E1,4.945940704E0,2.860808285E0,1.786002807E1,3.306675290E2,4.711691509E0,3.409472123E0
1.163181486E2,5.231379949E1,4.945812019E0,3.130021342E0,1.785298762E1,3.308922529E2,4.713485619E0,3.406991394E0
1.173181510E2,5.231394331E1,4.945682765E0,3.653517865E0,1.784608339E1,3.305905824E2,4.716445259E0,3.402893056E0
1.183181547E2,5.231408444E1,4.945554707E0,3.784849549E0,1.780410072E1,3.308860994E2,4.718213648E0,3.400440707E0
1.193181572E2,5.231422342E1,4.945423943E0,3.790148830E0,1.777539509E1,3.306624447E2,4.719925184E0,3.398064639E0
1.203181607E2,5.231436263E1,4.945292294E0,3.582642327E0,1.777395137E1,3.306957238E2,4.720760812E0,3.396903647E0
1.213181630E2,5.231449966E1,4.945165256E0,3.072121015E0,1.748846052E1,3.305598409E2,4.723173236E0,3.393548528E0
1.223181658E2,5.231464100E1,4.945036534E0,3.403334034E0,1.773928339E1,3.309007369E2,4.724895613E0,3.391150023E0
1.233181679E2,5.231477875E1,4.944905754E0,3.376850441E0,1.769160804E1,3.305669085E2,4.726395522E0,3.389059221E0
1.243181704E2,5.231491617E1,4.944776659E0,3.395135640E0,1.762098713E1,3.305858064E2,4.726836218E0,3.388444541E0
1.253181728E2,5.231505237E1,4.944652673E0,3.313388422E0,1.746605143E1,3.308795555E2,4.727865341E0,3.387008467E0
1.263181748E2,5.231519029E1,4.944526776E0,3.333046678E0,1.750645823E1,3.310230933E2,4.728175007E0,3.386576167E0
1.273181775E2,5.231532701E1,4.944398290E0,3.208584964E0,1.754073442E1,3.305107929E2,4.729316187E0,3.384982340E0
1.283181790E2,5.231546416E1,4.944274299E0,3.267250113E0,1.747997653E1,3.307952449E2,4.729932969E0,3.384120438E0
1.293181828E2,5.231560051E1,4.944148652E0,3.154389678E0,1.745355101E1,3.307361917E2,4.730300133E0,3.383607200E0
1.303181841E2,5.231573440E1,4.944022321E0,3.216400756E0,1.726309804E1,3.304890933E2,4.730446046E0,3.383403203E0
1.313181859E2,5.231586737E1,4.943900690E0,3.186187312E0,1.699112789E1,3.308088472E2,4.730940787E0,3.382711383E0
1.323181882E2,5.231599571E1,4.943777195E0,3.215540385E0,1.655645555E1,3.301292578E2,4.732131467E0,3.381045520E0
1.333181900E2,5.231612528E1,4.943667562E0,3.257471822E0,1.615260499E1,3.315862359E2,4.732676983E0,3.380281883E0
1.343181915E2,5.231624507E1,4.943553913E0,3.248172678E0,1.555581712E1,3.306499038E2,4.732621089E0,3.380360138E0
1.353181931E2,5.231636349E1,4.943450726E0,3.285314491E0,1.503133728E1,3.311057599E2,4.731995053E0,3.381236439E0
1.363181949E2,5.231647671E1,4.943348822E0,3.429907187E0,1.453301793E1,3.309353645E2,4.731607690E0,3.381778482E0
1.373181963E2,5.231658470E1,4.943251604E0,3.670321207E0,1.394522940E1,3.307776820E2,4.731224975E0,3.382313893E0
1.383181989E2,5.231668770E1,4.943160256E0,3.928004798E0,1.330079299E1,3.308925903E2,4.730191241E0,3.383759427E0
1.393182005E2,5.231678936E1,4.943074656E0,4.628799066E0,1.283349282E1,3.315714713E2,4.728091312E0,3.386693015E0
1.403182013E2,5.231688890E1,4.942984468E0,4.701551310E0,1.265527991E1,3.310771363E2,4.726424753E0,3.389018455E0
1.413182039E2,5.231698379E1,4.942899239E0,4.434971649E0,1.225844679E1,3.309358698E2,4.724991636E0,3.391016230E0
1.423182055E2,5.231707587E1,4.942816554E0,4.136241058E0,1.192700861E1,3.308224495E2,4.727963601E0,3.386871303E0
1.433182069E2,5.231716203E1,4.942734103E0,4.058236774E0,1.138374063E1,3.299232692E2,4.727981109E0,3.386846862E0
1.443182083E2,5.231724587E1,4.942655604E0,4.210156164E0,1.088358370E1,3.297846523E2,4.728933372E0,3.385517124E0
1.453182093E2,5.231732734E1,4.942583158E0,4.299689038E0,1.044788035E1,3.307979197E2,4.729397696E0,3.384868457E0
1.463182117E2,5.231740466E1,4.942511541E0,4.334148233E0,9.960319936E0,3.306857845E2,4.729979726E0,3.384055086E0
1.473182125E2,5.231747977E1,4.942444230E0,4.605908156E0,9.523331845E0,3.308202641E2,4.730724193E0,3.383014284E0
1.483182137E2,5.231755019E1,4.942379785E0,4.413248882E0,9.007638582E0,3.307503165E2,4.731846905E0,3.381443760E0
1.493182155E2,5.231761818E1,4.942315593E0,4.351135973E0,8.703507959E0,3.308022063E2,4.732299109E0,3.380810876E0
1.503182175E2,5.231768236E1,4.942255921E0,4.313521533E0,8.320295954E0,3.307712301E2,4.733004957E0,3.379822645E0
1.513182186E2,5.231774475E1,4.942198097E0,4.106734945E0,7.931767544E0,3.307661610E2,4.733386079E0,3.379288868E0
1.523182195E2,5.231780325E1,4.942144977E0,4.025953685E0,7.423492705E0,3.311647256E2,4.733393751E0,3.379278123E0
1.533182213E2,5.231785652E1,4.942101386E0,3.696587605E0,6.842287153E0,3.324767227E2,4.733150585E0,3.379618703E0
1.543182236E2,5.231790828E1,4.942058710E0,3.234974240E0,6.386369989E0,3.330705453E2,4.733456349E0,3.379190439E0
1.553182241E2,5.231795670E1,4.942016156E0,3.032990454E0,6.047993314E0,3.328696115E2,4.732974816E0,3.379864854E0
1.563182253E2,5.231800000E1,4.941972697E0,3.005763196E0,5.701917798E0,3.315154285E2,4.732785783E0,3.380129548E0
1.573182284E2,5.231804083E1,4.941935073E0,2.861606153E0,5.255627342E0,3.310602220E2,4.732757252E0,3.380169497E0
1.583182286E2,5.231807767E1,4.941901678E0,2.698911362E0,4.798367539E0,3.307597102E2,4.732705261E0,3.380242290E0
1.593182293E2,5.231811001E1,4.941874816E0,2.592915546E0,4.261196001E0,3.309475716E2,4.732471330E0,3.380569796E0
1.603182309E2,5.231813605E1,4.941852030E0,2.485224852E0,3.502339198E0,3.308242995E2,4.732120133E0,3.381061384E0
1.613182322E2,5.231815695E1,4.941834602E0,2.345098751E0,2.809660411E0,3.306011541E2,4.730815830E0,3.382886136E0
1.623182333E2,5.231817042E1,4.941824326E0,2.378087468E0,1.969069677E0,3.302503187E2,4.729334902E0,3.384956191E0
1.633182352E2,5.231818025E1,4.941817248E0,2.322442154E0,1.411284970E0,3.301392045E2,4.728778789E0,3.385733037E0
1.643182362E2,5.231818529E1,4.941813802E0,2.212771760E0,7.607281750E-1,3.300544504E2,4.733614056E0,3.378969518E0
1.653182372E2,5.231818678E1,4.941814176E0,2.118554588E0,2.788980719E-1,3.300544507E2,4.734528119E0,3.377688636E0
1.663182387E2,5.231818582E1,4.941814000E0,1.899165718E0,8.148445887E-2,3.300544506E2,4.734762766E0,3.377359705E0
1.673182395E2,5.231818555E1,4.941812779E0,1.793971092E0,9.978028887E-2,3.300544496E2,4.734865651E0,3.377215465E0
1.683182412E2,5.231818547E1,4.941813411E0,1.730065754E0,6.793468897E-2,3.300544501E2,4.734726693E0,3.377410277E0
1.693182425E2,5.231818514E1,4.941813219E0,1.717691356E0,0.000000000E0,3.300544500E2,4.734967150E0,3.377073160E0
1.703182440E2,5.231818514E1,4.941813219E0,1.717691356E0,0.000000000E0,3.300544500E2,4.735086912E0,3.376905235E0
1.713182460E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.735485091E0,3.376346840E0
1.723182456E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.735841210E0,3.375847311E0
1.733182473E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.736377807E0,3.375094414E0
1.743182492E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.735788999E0,3.375920555E0
1.753182514E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.734689474E0,3.377462453E0
1.763182515E2,5.231818554E1,4.941820649E0,1.849395961E0,0.000000000E0,3.300544559E2,4.733341632E0,3.379351125E0
1.773182529E2,5.231818830E1,4.941837127E0,1.593111884E0,5.117867517E-3,3.300544689E2,4.736987456E0,3.374238710E0
1.783182536E2,5.231818840E1,4.941838874E0,1.493285988E0,0.000000000E0,3.300544703E2,4.737068340E0,3.374125157E0
1.793182551E2,5.231818840E1,4.941838874E0,1.493285988E0,0.000000000E0,3.300544703E2,4.737211539E0,3.373924105E0
1.803182569E2,5.231818928E1,4.941847767E0,1.344197667E0,8.179367796E-3,3.300544773E2,4.737243027E0,3.373879893E0
1.813182571E2,5.231818923E1,4.941850539E0,1.215254031E0,4.449203610E-3,3.300544795E2,4.737361372E0,3.373713719E0
1.823182595E2,5.231818922E1,4.941850556E0,1.215257316E0,0.000000000E0,3.300544796E2,4.737091803E0,3.374092216E0
1.833182604E2,5.231819062E1,4.941855390E0,1.059847896E0,3.100283045E-1,3.300544834E2,4.737256344E0,3.373861196E0
1.843182616E2,5.231819855E1,4.941851031E0,9.491695408E-1,8.984741535E-1,3.300544799E2,4.737353899E0,3.373724213E0
1.853182633E2,5.231821219E1,4.941841136E0,9.359762464E-1,1.623246364E0,3.300544721E2,4.737458569E0,3.373577232E0
1.863182634E2,5.231823022E1,4.941825277E0,8.203856014E-1,2.197699915E0,3.298856332E2,4.736907569E0,3.374350859E0
1.873182653E2,5.231825359E1,4.941803914E0,7.575286152E-1,2.832160968E0,3.296226981E2,4.734655425E0,3.377510184E0
1.883182656E2,5.231828259E1,4.941778300E0,7.487882022E-1,3.497889029E0,3.298117118E2,4.733721002E0,3.378819691E0
1.893182676E2,5.231831868E1,4.941752598E0,9.217606690E-1,4.255855908E0,3.309533146E2,4.733128846E0,3.379649147E0
1.903182683E2,5.231835922E1,4.941722141E0,9.843771383E-1,4.920978544E0,3.316653248E2,4.732594224E0,3.380397749E0
1.913182701E2,5.231840481E1,4.941683757E0,1.163339317E0,5.607552273E0,3.317070948E2,4.732431061E0,3.380626168E0
1.923182709E2,5.231845521E1,4.941640740E0,1.213387943E0,6.239928381E0,3.314291333E2,4.732771716E0,3.380149245E0
1.933182722E2,5.231851093E1,4.941594427E0,1.257660609E0,6.962228916E0,3.313493401E2,4.732853747E0,3.380034385E0
1.943182739E2,5.231857126E1,4.941543016E0,1.195010020E0,7.609305272E0,3.313894309E2,4.732427481E0,3.380631179E0
1.953182746E2,5.231863670E1,4.941487127E0,1.219417731E0,8.255300104E0,3.314794786E2,4.732368394E0,3.380713892E0
1.963182766E2,5.231870676E1,4.941423795E0,1.150083890E0,8.859384909E0,3.312570264E2,4.731953682E0,3.381294335E0
1.973182781E2,5.231878217E1,4.941358259E0,1.341982157E0,9.511283379E0,3.312988574E2,4.732574727E0,3.380425045E0
1.983182784E2,5.231886314E1,4.941288901E0,1.438824418E0,1.021479010E1,3.313505811E2,4.732556981E0,3.380449890E0
1.993182799E2,5.231894927E1,4.941214006E0,1.417695646E0,1.088303128E1,3.314362245E2,4.732233216E0,3.380903107E0
2.003182814E2,5.231903926E1,4.941133483E0,1.456008602E0,1.143631476E1,3.310012322E2,4.732633950E0,3.380342132E0
2.013182833E2,5.231913472E1,4.941051317E0,1.711423186E0,1.212456961E1,3.309844344E2,4.733379749E0,3.379297735E0
2.023182833E2,5.231923550E1,4.940961361E0,1.717722555E0,1.276451075E1,3.310089392E2,4.733294894E0,3.379416588E0
2.033182847E2,5.231934141E1,4.940869767E0,1.908830808E0,1.339925774E1,3.313154452E2,4.733311465E0,3.379393379E0
2.043182861E2,5.231945123E1,4.940768616E0,1.970732436E0,1.399441198E1,3.316060997E2,4.733110881E0,3.379674306E0
2.053182876E2,5.231956233E1,4.940650049E0,1.323401779E0,1.462699415E1,3.310065128E2,4.733409038E0,3.379256711E0
2.063182884E2,5.231967904E1,4.940529336E0,9.818762653E-1,1.512111755E1,3.308441539E2,4.733822734E0,3.378677161E0
2.073182893E2,5.231979986E1,4.940407712E0,9.688233184E-1,1.566879662E1,3.306461159E2,4.734260676E0,3.378063482E0
2.083182914E2,5.231992683E1,4.940281427E0,1.124412915E0,1.611222216E1,3.307028182E2,4.734239249E0,3.378093511E0
2.093182921E2,5.232005508E1,4.940155975E0,1.223563548E0,1.653760447E1,3.307172769E2,4.734106591E0,3.378279417E0
2.103182935E2,5.232018586E1,4.940026935E0,1.286532824E0,1.691963374E1,3.306913194E2,4.734248838E0,3.378080072E0
2.113182942E2,5.232031990E1,4.939897286E0,1.511810466E0,1.719859580E1,3.306367453E2,4.734580259E0,3.377615550E0
2.123182964E2,5.232045597E1,4.939766905E0,1.697038898E0,1.741400605E1,3.306309671E2,4.734699738E0,3.377448064E0
2.133182962E2,5.232059339E1,4.939634966E0,1.858155515E0,1.748491285E1,3.306041688E2,4.734988472E0,3.377043263E0
2.143182976E2,5.232072847E1,4.939504016E0,2.003791580E0,1.738224640E1,3.304695112E2,4.735638532E0,3.376131622E0
