"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.933042534E2,2.438292466E-2,-3.470048308E-3,-5.226697773E-3
1.933142074E2,1.512364484E-2,-8.393167518E-3,3.805146553E-3
1.933241614E2,1.094383281E-2,-1.217039488E-2,1.136363111E-2
1.933341154E2,5.559720565E-3,-1.406416856E-2,1.448645350E-2
1.933440694E2,3.882401856E-3,-1.343280636E-2,1.123531256E-2
1.933540234E2,7.654381916E-4,-1.087963395E-2,1.723832684E-3
1.933639784E2,-2.988609020E-3,-1.936045941E-3,-6.727088708E-3
1.933739324E2,-1.545442268E-3,1.349377632E-2,-1.768892631E-2
1.933838864E2,1.750985044E-3,2.062229812E-2,-2.694940753E-2
1.933938404E2,4.300961737E-3,1.810960472E-2,-2.816594020E-2
1.934037944E2,7.096345071E-3,1.500403415E-2,-1.880535670E-2
1.934137484E2,6.017232314E-3,5.064051598E-3,-6.828589365E-3
1.934237034E2,2.127965447E-3,-4.757393617E-3,4.898882937E-3
1.934336574E2,4.229731858E-3,-1.006640494E-2,1.336480491E-2
1.934436114E2,3.750158474E-3,-1.100009307E-2,1.567199454E-2
1.934535654E2,-6.295285188E-3,-8.527614176E-3,9.402114898E-3
1.934635194E2,-1.548279542E-2,3.207278438E-3,-2.269712277E-4
1.934734734E2,-3.357578069E-2,1.110488269E-2,-1.265807450E-2
1.934834284E2,-4.921311140E-2,1.157867070E-2,-1.482840069E-2
1.934933824E2,-5.753548816E-2,5.337553099E-3,-1.024962775E-2
1.935033364E2,-5.067275465E-2,-2.497239504E-3,-2.332174685E-3
1.935132904E2,-2.928863466E-2,-9.340498596E-3,8.637119085E-3
1.935232444E2,-4.519769922E-3,-8.349476382E-3,1.600491256E-2
1.935331984E2,1.611706614E-2,-5.821603350E-3,1.741825230E-2
1.935431534E2,2.615320683E-2,-4.298328422E-4,1.521518547E-2
1.935531074E2,2.343784831E-2,5.778261926E-3,8.879259229E-3
1.935630614E2,1.326705981E-2,3.160179127E-3,8.029993623E-4
1.935730154E2,2.886324190E-3,1.148161013E-3,-5.152894184E-3
1.935829694E2,-2.560871420E-3,-2.244478557E-3,-1.089692581E-2
1.935929234E2,-4.885811359E-3,-1.947269775E-3,-1.408712659E-2
1.936028784E2,-3.622803139E-3,-7.929955609E-4,-1.286457479E-2
1.936128324E2,1.984748989E-3,7.460452616E-4,-8.842669427E-3
1.936227864E2,3.259999678E-3,1.673830440E-3,-3.756991122E-3
1.936327404E2,4.949509166E-3,2.452272456E-3,9.256449994E-4
1.936426944E2,6.612258032E-3,-1.610319596E-3,1.702649985E-3
1.936526484E2,1.044374797E-2,-3.542975523E-3,1.305306330E-3
1.936626034E2,1.304347813E-2,-1.245988999E-3,-3.142821137E-3
1.936725574E2,8.790675551E-3,-2.180086449E-4,-7.302412763E-3
1.936825114E2,9.994837455E-5,1.066470984E-3,-8.920686319E-3
1.936924654E2,-1.121315919E-2,-9.463462047E-4,-7.956622168E-3
1.937024194E2,-1.376048103E-2,-7.258688100E-3,-5.385131575E-3
1.937123734E2,-7.750259712E-3,-1.160123851E-2,2.140961820E-3
1.937223284E2,9.350752458E-3,-1.164480671E-2,3.612530883E-3
1.937322824E2,2.325724624E-2,-5.489176605E-3,2.951800823E-3
1.937422364E2,2.417915314E-2,6.993905175E-3,-7.411891129E-4
1.937521904E2,1.278454997E-2,1.711072214E-2,-1.732683973E-3
1.937621444E2,-7.900679484E-3,1.388626639E-2,-6.792091299E-4
1.937720984E2,-2.357844263E-2,2.850778401E-5,5.730753299E-3
1.937820534E2,-2.641144767E-2,-1.440457068E-2,1.433384977E-2
1.937920074E2,-1.759931445E-2,-2.484655939E-2,1.922714151E-2
1.938019614E2,2.992878668E-3,-2.154324949E-2,1.945946179E-2
1.938119154E2,1.731589250E-2,-1.129114442E-2,1.334377937E-2
1.938218694E2,1.898566633E-2,2.723154379E-3,4.303458147E-3
1.938318234E2,1.134186052E-2,1.447355375E-2,-3.456221893E-4
1.938417774E2,-1.977762673E-3,1.388465799E-2,-2.798702102E-3
1.938517324E2,-1.191614754E-2,8.147676475E-3,-2.813882194E-3
1.938616864E2,-1.193767693E-2,-1.305931248E-3,9.091431275E-4
1.938716404E2,-5.663002841E-3,-6.744904909E-3,3.121697344E-3
1.938815944E2,-1.955221174E-3,-1.105555799E-2,2.838710090E-3
1.938915484E2,-6.273689214E-4,-5.132154562E-3,3.880272387E-3
1.939015034E2,1.224484062E-3,-4.037600942E-3,8.655644953E-3
1.939114574E2,1.096339803E-2,-5.833903328E-3,8.085462265E-3
1.939214114E2,2.795950696E-2,-6.570316851E-3,8.039649576E-3
1.939313654E2,4.846185073E-2,1.921438845E-3,1.944738440E-3
1.939413194E2,5.634226277E-2,7.001277991E-3,-7.102027070E-3
1.939512734E2,4.543422163E-2,1.251561940E-2,-1.298441738E-2
1.939612274E2,2.084518038E-2,1.815668494E-2,-1.564072259E-2
1.939711824E2,-7.129995618E-3,1.380214933E-2,-1.081747189E-2
1.939811364E2,-2.382638305E-2,-6.136709824E-3,-1.118098153E-3
1.939910904E2,-2.142287977E-2,-1.763171330E-2,5.732351448E-3
1.940010444E2,-1.024352480E-2,-1.969620958E-2,9.731262922E-3
1.940109984E2,3.798245452E-4,-1.150033250E-2,3.987357020E-3
1.940209530E2,7.378188428E-3,5.090900231E-3,-4.352123942E-3
1.940309080E2,6.538494024E-3,1.815263927E-2,-9.275243618E-3
1.940408620E2,-1.854778035E-3,1.842704788E-2,-8.913625032E-3
1.940508160E2,-1.008714084E-2,1.069988683E-2,-4.625136498E-3
1.940607700E2,-1.600433886E-2,3.753515426E-3,-1.536680036E-3
1.940707240E2,-1.602750830E-2,-6.717234850E-3,3.823197912E-3
1.940806780E2,-1.443526521E-2,-1.237114333E-2,6.469755433E-3
1.940906330E2,-1.102641784E-2,-7.684245240E-3,6.053769961E-3
1.941005870E2,-1.050304528E-2,-1.594378147E-3,7.331320085E-4
1.941105410E2,-8.934976533E-3,1.777183730E-3,-1.612846390E-3
1.941204950E2,-6.549720652E-3,3.814441152E-3,-5.249017850E-3
1.941304490E2,-3.399467561E-3,9.918672964E-3,-9.911414236E-3
1.941404030E2,-7.901390083E-3,8.900100365E-3,-1.293050591E-2
1.941503580E2,-1.695826836E-2,9.197309613E-3,-1.284155622E-2
1.941603120E2,-2.381250635E-2,5.931725260E-3,-3.713397775E-3
1.941702660E2,-2.702800743E-2,-7.964847609E-4,4.389536567E-3
1.941802200E2,-1.679705083E-2,-9.589183144E-3,9.128422476E-3
1.941901740E2,6.309599616E-3,-1.392507646E-2,1.565157063E-2
1.942001280E2,2.622067556E-2,-1.321932580E-2,1.300347224E-2
1.942100830E2,3.460430354E-2,-6.323603913E-3,5.191621836E-3
1.942200370E2,2.348573878E-2,3.021901008E-3,-3.834788688E-3
1.942299910E2,2.933325246E-3,1.381915528E-2,-1.064955164E-2
1.942399450E2,-1.994169690E-2,8.542443626E-3,-1.258168928E-2
1.942498990E2,-3.691295907E-2,-1.142674126E-3,-6.238572299E-3
1.942598530E2,-3.615530208E-2,-1.041423064E-2,1.993548358E-3
1.942698080E2,-2.353458293E-2,-1.795150712E-2,6.189358421E-3
1.942797620E2,-3.754536156E-4,-1.692669652E-2,7.092678919E-3
1.942897160E2,2.502204850E-2,-7.155292667E-3,4.001814406E-3
1.942996700E2,3.947498277E-2,4.770733882E-3,-2.873982303E-3
1.943096240E2,4.332032055E-2,1.008986495E-2,-8.848251775E-3
1.943195780E2,4.082455859E-2,9.922232479E-3,-9.890090674E-3
1.943295330E2,2.904592641E-2,6.577569060E-3,-1.060514897E-2
1.943394870E2,1.273136027E-2,4.779587500E-3,-1.003116556E-2
1.943494410E2,-5.437789019E-3,1.517215045E-3,-8.377342485E-3
1.943593950E2,-1.900849119E-2,-2.077481244E-3,-3.892187728E-3
1.943693490E2,-2.310230397E-2,-8.385444991E-3,2.361180726E-3
1.943793030E2,-1.538399141E-2,-1.278713346E-2,7.211769931E-3
1.943892580E2,-6.104740314E-3,-1.270643994E-2,8.730570786E-3
1.943992120E2,-3.343833145E-3,-7.893724367E-3,7.470955141E-3
1.944091660E2,-7.205150090E-3,1.705373637E-3,1.961939968E-3
1.944191200E2,-2.206705883E-2,1.152066234E-2,-4.653516691E-3
1.944290740E2,-3.684893250E-2,6.056122016E-3,-4.545925185E-3
1.944390280E2,-3.524535894E-2,-6.934121251E-3,6.413432304E-3
1.944489830E2,-1.396297198E-2,-1.817692257E-2,1.582104899E-2
1.944589370E2,1.647372544E-2,-2.237899229E-2,1.753978617E-2
1.944688910E2,4.487447441E-2,-1.510643214E-2,1.338365674E-2
1.944788450E2,5.579986051E-2,1.548673492E-3,5.529335234E-3
1.944887990E2,4.885540158E-2,1.827226020E-2,-6.994179450E-3
1.944987530E2,2.407216094E-2,2.689297125E-2,-1.626607962E-2
1.945087080E2,-6.787484512E-3,2.179355174E-2,-1.552998181E-2
1.945186620E2,-3.633994982E-2,2.877269406E-3,-8.039953187E-3
1.945286160E2,-5.170798674E-2,-1.550253667E-2,4.275835119E-3
1.945385700E2,-4.868738726E-2,-2.475614101E-2,1.385009103E-2
1.945485240E2,-3.500699624E-2,-2.440699935E-2,1.901289448E-2
1.945584780E2,-1.623401046E-2,-1.294078119E-2,1.646901108E-2
1.945684320E2,-2.172520850E-3,-4.310275428E-3,1.337441616E-2
1.945783870E2,1.168083958E-2,-1.901773270E-3,8.854608051E-3
1.945883410E2,2.970165201E-2,8.604573086E-4,3.779422259E-3
1.945982950E2,4.753705487E-2,3.951159306E-3,6.200748030E-4
1.946082490E2,6.387528032E-2,5.214829464E-3,-5.705199204E-3
1.946182030E2,7.017514855E-2,5.196622107E-3,-9.487705305E-3
1.946281570E2,6.272495538E-2,1.057380997E-2,-1.131223701E-2
1.946381120E2,4.652518034E-2,9.546667337E-3,-8.165321313E-3
1.946480660E2,2.665640227E-2,2.439755481E-3,-5.042232573E-3
1.946580200E2,4.865899682E-3,-1.762951724E-3,-2.428630600E-3
1.946679740E2,-1.969590224E-2,-3.614647314E-3,-1.566032763E-3
1.946779280E2,-4.227864742E-2,-4.371501971E-3,-1.698565786E-3
1.946878820E2,-6.016284227E-2,-1.898224000E-3,-6.130065769E-3
1.946978370E2,-6.368373334E-2,-5.521677900E-3,-2.124601277E-3
1.947077910E2,-4.929786548E-2,-1.225388236E-2,2.749068663E-4
1.947177450E2,-1.488217711E-2,-1.486195996E-2,5.401688162E-3
1.947276990E2,2.414671518E-2,-6.125458982E-3,5.064265337E-3
1.947376530E2,5.620506778E-2,3.809397575E-3,2.744689118E-4
1.947476070E2,7.026682794E-2,1.655581966E-2,-8.772555739E-3
1.947575620E2,5.556038767E-2,2.641044930E-2,-1.714698225E-2
1.947675160E2,2.523257397E-2,2.618780732E-2,-1.670542918E-2
1.947774700E2,-1.410213672E-2,1.292067021E-2,-7.260045037E-3
1.947874240E2,-4.439612851E-2,-7.453844417E-3,3.267697059E-3
1.947973780E2,-5.617258325E-2,-2.280156314E-2,1.530485135E-2
1.948073320E2,-5.230194330E-2,-3.041340783E-2,1.910917833E-2
1.948172870E2,-4.061734676E-2,-2.011191472E-2,1.717808470E-2
1.948272410E2,-2.177415043E-2,-8.811589330E-3,1.080593839E-2
1.948371950E2,-2.939258935E-3,4.495705478E-3,2.387836808E-3
1.948471490E2,1.546877623E-2,1.215735357E-2,-4.833324347E-3
1.948571030E2,3.093582205E-2,1.570493355E-2,-1.093977783E-2
1.948670570E2,3.874900192E-2,1.201805286E-2,-1.105775591E-2
1.948770120E2,3.439089283E-2,8.827939630E-3,-1.222328562E-2
1.948869660E2,2.608875185E-2,4.738389980E-3,-7.783796173E-3
1.948969200E2,1.597768627E-2,1.396378502E-4,-3.537328215E-3
1.949068740E2,8.818577975E-3,-4.393595271E-3,-6.712342147E-4
1.949168280E2,-4.181043245E-3,-6.200891919E-3,-2.463260666E-3
1.949267820E2,-1.247545891E-2,-2.688981593E-3,-2.051003277E-3
1.949367370E2,-1.882614754E-2,-4.990397952E-3,-2.318781335E-3
1.949466910E2,-2.335272171E-2,-1.691274345E-3,-5.262639374E-3
1.949566450E2,-2.305451035E-2,-7.850169204E-4,-4.901341628E-3
1.949665990E2,-1.307458058E-2,6.064847112E-4,-7.169828750E-4
1.949765530E2,4.386435729E-3,-1.523777843E-3,-4.538625944E-4
1.949865070E2,1.731554978E-2,-1.483297907E-3,3.315575887E-3
1.949964620E2,2.429334447E-2,-3.591882996E-4,4.435550887E-3
1.950064160E2,2.297241613E-2,1.816347940E-3,6.349831354E-3
1.950163692E2,9.007591754E-3,-2.306612674E-3,8.873660117E-3
1.950263233E2,-4.700497724E-3,-8.133875206E-3,8.796695620E-3
1.950362772E2,-1.642367616E-2,-9.927936830E-3,1.321264636E-2
1.950462312E2,-2.209008485E-2,-1.641566306E-2,1.344620530E-2
1.950561862E2,-2.320560627E-2,-1.751311123E-2,1.103957742E-2
1.950661402E2,-1.741376333E-2,-1.217906456E-2,9.714921005E-3
1.950760943E2,-1.245034952E-2,-5.223201588E-3,8.168412372E-3
1.950860482E2,-2.714365022E-3,-3.747011535E-3,8.530868217E-3
1.950960022E2,9.923693724E-3,-7.348350249E-3,1.116735116E-2
1.951059562E2,2.778019011E-2,-9.551317431E-3,1.216417179E-2
1.951159112E2,4.273649305E-2,-1.021829247E-2,1.212070882E-2
1.951258653E2,4.786733910E-2,-7.639553864E-3,1.034517959E-2
1.951358192E2,4.277338088E-2,-6.515372545E-3,4.589181393E-3
1.951457732E2,2.892281488E-2,-1.299838535E-3,1.843129285E-4
1.951557272E2,1.201790012E-2,1.531438902E-4,-7.652291097E-4
1.951656812E2,-1.659562346E-3,-4.258272238E-4,-3.364740638E-3
1.951756352E2,-5.729828030E-3,-4.012034275E-3,-8.683651686E-6
1.951855902E2,-3.462146968E-3,-1.040814817E-2,-3.447744530E-4
1.951955442E2,4.018106032E-3,-6.730817258E-3,7.259417325E-4
1.952054982E2,3.651388921E-3,-3.955003805E-3,-2.550811740E-3
1.952154522E2,-5.771141499E-3,-4.325184040E-3,-3.540442325E-3
1.952254062E2,-1.190333534E-2,-4.987778142E-3,2.603203990E-3
1.952353602E2,-1.156937517E-2,-8.444028907E-3,5.824297201E-3
1.952453152E2,-1.820075558E-3,-1.298684813E-2,1.096446440E-2
1.952552692E2,1.624389365E-2,-1.062752679E-2,9.738321416E-3
1.952652232E2,3.334538266E-2,-6.032242905E-3,6.180337630E-3
1.952751772E2,4.539621994E-2,6.689084694E-5,1.578003168E-3
1.952851312E2,4.570221901E-2,4.840606824E-3,-2.608485986E-3
1.952950852E2,3.974339366E-2,3.285853658E-3,-2.952641807E-4
1.953050402E2,3.428657725E-2,-3.680176567E-3,5.711495411E-3
1.953149942E2,2.737213671E-2,-8.468585089E-3,8.854225278E-3
1.953249482E2,1.353515126E-2,-9.415337816E-3,1.146412361E-2
1.953349022E2,-8.098449558E-3,-5.345387384E-3,9.047741070E-3
1.953448562E2,-3.182774782E-2,-1.041186042E-3,5.596551113E-3
1.953548102E2,-4.807587340E-2,-3.142828122E-3,1.445661765E-3
1.953647652E2,-4.198069498E-2,-1.322635449E-2,3.921070136E-3
1.953747192E2,-2.034647949E-2,-2.030924335E-2,6.783383898E-3
1.953846732E2,6.427611224E-3,-1.835634559E-2,6.269127131E-3
1.953946272E2,3.164993972E-2,-5.875692237E-3,6.104636006E-3
1.954045812E2,3.686147928E-2,7.962891832E-3,-2.049430273E-3
1.954145352E2,2.557085082E-2,1.503944956E-2,-6.467140280E-3
1.954244902E2,1.179911196E-2,9.829772636E-3,-4.613846075E-3
1.954344442E2,3.397076856E-3,3.824201412E-4,-6.752470508E-4
1.954443982E2,1.081458293E-3,-1.084200479E-2,2.010550583E-3
1.954543522E2,3.466801718E-4,-1.511965878E-2,3.065590514E-3
1.954643062E2,-1.434708247E-3,-1.242267527E-2,2.518310910E-3
1.954742602E2,2.380945953E-3,-4.213246051E-3,-8.973809890E-4
1.954842152E2,9.114748798E-3,2.608441049E-3,-2.018039115E-3
1.954941692E2,9.819112718E-3,8.614588529E-3,-2.272036858E-3
1.955041232E2,6.965269800E-3,2.007551724E-3,1.617510105E-3
1.955140772E2,4.719487391E-3,-5.087092984E-3,4.398741294E-3
1.955240312E2,5.966912024E-3,-1.132608019E-2,6.119143683E-3
1.955339853E2,1.376228407E-2,-1.524922065E-2,5.475064740E-3
1.955439402E2,2.405833080E-2,-7.878655568E-3,2.933077747E-3
1.955538942E2,2.692998387E-2,4.697893281E-3,1.898817718E-4
1.955638482E2,1.024767756E-2,2.884014510E-3,1.531848684E-3
1.955738022E2,7.917621406E-4,-2.141880803E-3,7.343433797E-3
1.955837563E2,7.787087001E-3,-8.854644373E-3,1.438323408E-2
1.955937102E2,2.430168912E-2,-1.293797418E-2,1.795314439E-2
1.956036652E2,4.273609072E-2,-1.466316916E-2,1.803383790E-2
1.956136192E2,5.834971368E-2,-5.081831478E-3,1.490268111E-2
1.956235732E2,5.020869523E-2,6.978559308E-3,4.828474019E-3
1.956335273E2,2.579104528E-2,8.229756728E-3,-4.863291979E-4
1.956434812E2,2.003957517E-3,2.794777509E-3,1.058836933E-3
1.956534352E2,-1.147522964E-2,-4.009274300E-3,1.175425388E-2
1.956633902E2,-1.331840269E-2,-1.489254832E-2,1.931443624E-2
1.956733442E2,-1.970140077E-2,-2.109406143E-2,2.149264701E-2
1.956832982E2,-2.666210383E-2,-1.536054164E-2,1.377960015E-2
1.956932522E2,-2.839200199E-2,-1.096359175E-2,9.497549385E-3
1.957032062E2,-1.369348448E-2,-1.069887355E-2,7.974486798E-3
1.957131602E2,9.252187796E-3,-1.194340177E-2,1.092907786E-2
1.957231152E2,3.575995937E-2,-1.548806950E-2,1.595606096E-2
1.957330692E2,5.435112864E-2,-1.471999101E-2,1.416884921E-2
1.957430232E2,6.417472661E-2,-7.477160543E-4,1.078263950E-2
1.957529772E2,5.614450574E-2,7.915720344E-3,6.333485246E-3
1.957629312E2,4.228195176E-2,6.391060539E-3,3.571254434E-3
1.957728852E2,2.430632710E-2,-9.444770403E-4,5.019573029E-3
1.957828402E2,9.053072892E-3,-9.093749337E-3,9.249204770E-3
1.957927942E2,2.693293151E-3,-1.623084024E-2,1.533997897E-2
1.958027483E2,-3.066857811E-3,-2.111880481E-2,1.555303205E-2
1.958127022E2,-4.833974876E-3,-1.962344535E-2,1.762929186E-2
1.958226562E2,-4.045945592E-3,-1.858614571E-2,1.983012818E-2
1.958326102E2,4.629977047E-3,-1.804608852E-2,1.076001581E-2
1.958425652E2,2.365000732E-2,-1.844929159E-2,1.120289974E-2
1.958525193E2,4.499981180E-2,-1.302781422E-2,2.397242002E-2
1.958624732E2,6.244058535E-2,-7.905756123E-3,1.594645157E-2
1.958724272E2,6.659054756E-2,7.347776555E-3,5.770930089E-3
1.958823812E2,5.740290508E-2,2.026650496E-2,-2.799921436E-3
1.958923352E2,3.814501315E-2,1.262927614E-2,-3.345532808E-3
1.959022903E2,1.395259146E-2,-1.805323176E-3,5.579252727E-3
1.959122442E2,-5.022321828E-3,-1.060946099E-2,1.735808887E-2
1.959221982E2,-1.155345887E-2,-2.153348178E-2,2.720166557E-2
1.959321522E2,-1.172665879E-2,-2.724327892E-2,2.885286137E-2
1.959421062E2,-1.018415578E-2,-1.685108989E-2,2.310708910E-2
1.959520602E2,-8.834185079E-3,-1.293674856E-2,1.599749178E-2
1.959620142E2,9.856880642E-4,-1.627874933E-2,1.620202139E-2
1.959719692E2,2.180686034E-2,-1.819756813E-2,1.687192172E-2
1.959819232E2,4.726694897E-2,-1.643269137E-2,4.623231944E-4
1.959918772E2,6.619700789E-2,-1.345422398E-2,3.966892138E-3
1.960018312E2,6.278336793E-2,2.909836359E-3,7.991195656E-3
1.960117852E2,4.282001406E-2,1.119736489E-2,-6.846804172E-5
1.960217391E2,1.700173318E-2,1.276942901E-2,-3.054670524E-3
1.960316941E2,-1.266675442E-2,2.971349750E-3,-4.310420249E-3
1.960416481E2,-3.465141356E-2,-2.823770419E-2,-4.397239536E-3
1.960516021E2,-3.057811223E-2,-3.804106638E-2,9.984096512E-3
1.960615561E2,-1.205582544E-2,-2.791599184E-2,2.626479976E-2
1.960715101E2,-2.164766192E-4,-2.316171676E-2,2.760037594E-2
1.960814641E2,9.333086200E-3,-1.504919585E-2,1.872539148E-2
1.960914191E2,1.857237145E-2,3.698989749E-3,3.484757151E-3
1.961013731E2,2.204806358E-2,1.517268643E-2,-1.250672620E-2
1.961113271E2,1.648525707E-2,1.209717616E-2,-1.710981503E-2
1.961212811E2,1.515261177E-2,-7.714838721E-4,-1.554680523E-2
1.961312351E2,1.731110364E-2,-2.243413124E-3,-6.858242210E-3
1.961411891E2,1.959316805E-2,-9.930590168E-4,6.444151513E-4
1.961511441E2,1.122481935E-2,-4.747752566E-3,4.165137187E-3
1.961610981E2,-6.341657601E-3,-4.619122017E-3,7.996893488E-3
1.961710521E2,-2.533382736E-2,2.216086723E-4,7.318296470E-3
1.961810061E2,-3.732444718E-2,-6.972388364E-3,9.031774476E-3
1.961909601E2,-3.507227823E-2,-1.525687333E-2,1.115110610E-2
1.962009141E2,-2.109813690E-2,-2.095444128E-2,1.305979304E-2
1.962108691E2,-2.704982180E-3,-2.437184751E-2,1.320107840E-2
1.962208231E2,1.369050238E-2,-1.603695005E-2,1.232676394E-2
1.962307771E2,2.681164443E-2,-3.226852976E-3,7.319731638E-3
1.962407311E2,3.184368834E-2,8.215419017E-3,9.904627223E-4
1.962506851E2,2.918942459E-2,1.150922105E-2,-6.261915434E-3
1.962606391E2,2.312460728E-2,3.835322335E-3,-5.168953910E-3
1.962705941E2,1.900700480E-2,-3.449825570E-3,-2.418220043E-3
1.962805481E2,1.426870842E-2,-5.158204585E-4,-1.273060800E-3
1.962905021E2,4.878754262E-4,1.294991234E-3,-2.711490029E-3
1.963004561E2,-1.766609401E-2,5.280411802E-3,-4.806065932E-3
1.963104101E2,-3.329727426E-2,3.542021848E-3,-6.225300487E-3
1.963203641E2,-3.695086390E-2,4.564835690E-4,-6.276433356E-3
1.963303191E2,-2.691143751E-2,-4.650122486E-3,-5.628544372E-3
1.963402731E2,-1.606012136E-2,-4.646127112E-3,-1.088216249E-2
1.963502271E2,-6.096804515E-3,2.635866636E-3,-1.677482389E-2
1.963601811E2,-7.627323270E-3,1.475165132E-2,-2.564128488E-2
1.963701351E2,-1.646445692E-2,1.613273099E-2,-2.858154476E-2
1.963800891E2,-2.222886868E-2,1.651116461E-2,-2.698604390E-2
1.963900441E2,-2.896914072E-2,1.392652467E-2,-2.237964422E-2
1.963999981E2,-4.152354598E-2,1.128493436E-2,-2.174474485E-2
1.964099521E2,-6.151396409E-2,-6.536180153E-4,-2.487300523E-2
1.964199061E2,-7.595761865E-2,-5.380462389E-3,-2.527673915E-2
1.964298601E2,-8.282678574E-2,-1.004982460E-2,-1.978803985E-2
1.964398141E2,-8.179640770E-2,-1.312204637E-2,-1.413254999E-2
1.964497681E2,-7.328075916E-2,-1.240436826E-2,-1.118263789E-2
1.964597231E2,-5.869196355E-2,-1.147545781E-2,-1.389453467E-2
1.964696771E2,-3.914283589E-2,-4.813070409E-3,-1.720624417E-2
1.964796311E2,-2.205253392E-2,5.481645465E-3,-2.382047102E-2
1.964895851E2,-1.073438488E-2,1.398891211E-2,-2.900101431E-2
1.964995391E2,-3.275403520E-3,1.595059596E-2,-3.276272863E-2
1.965094931E2,-7.187819574E-3,1.659610868E-2,-3.156416863E-2
1.965194481E2,-2.050761878E-2,1.222053543E-2,-2.305483632E-2
1.965294021E2,-3.786212951E-2,7.806941867E-3,-1.478774473E-2
1.965393561E2,-5.853758007E-2,4.254817497E-3,-8.319193497E-3
1.965493101E2,-7.646802813E-2,-4.173868336E-3,-6.053613033E-4
1.965592641E2,-8.060231805E-2,-1.608911902E-2,1.160048181E-3
1.965692181E2,-6.698799133E-2,-2.184556797E-2,8.388939314E-4
1.965791731E2,-4.272685945E-2,-1.839544252E-2,-1.302021090E-3
1.965891271E2,-1.528099459E-2,-1.041791029E-2,-7.881174795E-3
1.965990811E2,1.244011428E-2,6.969868671E-3,-2.009443194E-2
1.966090351E2,3.433298320E-2,2.295902371E-2,-2.731021680E-2
1.966189891E2,4.327694327E-2,3.569692373E-2,-3.630184755E-2
1.966289431E2,2.978485823E-2,4.160481691E-2,-4.085409641E-2
1.966388981E2,1.466402551E-3,3.994753212E-2,-4.249433801E-2
1.966488521E2,-3.477123007E-2,3.076122329E-2,-3.721435741E-2
1.966588061E2,-5.821849778E-2,1.265119575E-2,-2.617128938E-2
1.966687601E2,-5.694419891E-2,-2.289608121E-3,-1.057997160E-2
1.966787141E2,-4.124113545E-2,-1.116086356E-2,-4.246441647E-3
1.966886681E2,-3.454393893E-2,-8.459118195E-3,1.217122562E-2
1.966986231E2,-3.742548078E-2,1.450505294E-2,6.377518643E-3
1.967085771E2,-5.575805902E-2,1.477682218E-2,-1.664240472E-2
1.967185311E2,-6.505595148E-2,1.177836955E-2,-1.971489377E-2
1.967284851E2,-4.923933744E-2,9.109180421E-3,-1.535847411E-2
1.967384391E2,-1.770671085E-2,6.130434573E-3,-8.909364231E-3
1.967483931E2,5.693467334E-3,7.650556508E-3,-4.641266074E-3
1.967583471E2,1.143391058E-2,2.473260462E-2,1.505494118E-2
1.967683021E2,-1.218106970E-2,2.070902288E-2,-8.402700536E-3
1.967782561E2,-4.379811883E-2,3.608601168E-3,-6.777107716E-3
1.967882101E2,-5.963594466E-2,-3.049476072E-3,5.164053291E-3
1.967981641E2,-5.444863811E-2,-2.487434819E-2,1.671897620E-2
1.968081181E2,-3.349873051E-2,-3.385018185E-2,2.475467697E-2
1.968180721E2,-9.171552956E-3,-3.261394426E-2,2.217460796E-2
1.968280271E2,1.297013741E-2,-2.125521377E-2,1.479541324E-2
1.968379811E2,1.864054054E-2,-5.627785809E-3,2.577493433E-4
1.968479351E2,1.635226980E-2,7.029203698E-3,-1.026918553E-2
1.968578891E2,9.666404687E-3,1.058052853E-2,-1.199278235E-2
1.968678431E2,5.903413519E-3,4.192244262E-3,-5.073714070E-3
1.968777971E2,6.294099148E-3,-1.178858709E-2,3.728566226E-3
1.968877521E2,7.261679508E-3,-2.166502178E-2,9.231753647E-3
1.968977061E2,1.109370217E-2,-2.300805226E-2,1.074203197E-2
1.969076601E2,1.885262318E-2,-1.802748442E-2,1.171516813E-2
1.969176141E2,2.569348365E-2,-9.745053947E-3,5.449815653E-3
1.969275681E2,3.166287392E-2,-9.444979951E-4,-4.479328636E-4
1.969375221E2,3.440486267E-2,1.742098946E-3,-7.547121495E-3
1.969474771E2,2.835367620E-2,4.616438411E-3,-1.433966402E-2
1.969574311E2,1.907602139E-2,1.076940633E-2,-2.043990046E-2
1.969673851E2,1.197111793E-2,1.517610624E-2,-2.469821647E-2
1.969773391E2,3.582959995E-3,1.948803104E-2,-2.322096005E-2
1.969872931E2,-5.388588179E-3,1.780198887E-2,-1.699667796E-2
1.969972471E2,-1.124035195E-2,6.075557321E-3,-2.474993235E-3
1.970072021E2,-1.054824423E-2,-8.601378649E-3,1.254884899E-2
1.970171565E2,7.895478047E-3,-2.204714529E-2,2.272665128E-2
1.970271105E2,3.358097747E-2,-2.469245717E-2,2.564009093E-2
1.970370645E2,5.661172420E-2,-1.496792678E-2,2.237425745E-2
1.970470185E2,5.867791548E-2,4.200180992E-3,1.133006997E-2
1.970569725E2,3.583971038E-2,3.088026121E-2,-4.316533916E-3
1.970669275E2,-1.926041674E-3,3.984552622E-2,-1.523363031E-2
1.970768815E2,-3.449650109E-2,3.830968216E-2,-1.914741099E-2
1.970868355E2,-4.072755575E-2,2.522945777E-2,-9.309598245E-3
1.970967895E2,-2.077834867E-2,5.406750832E-3,2.339866944E-3
