"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.681541625E2,3.144889697E-2,-9.134130552E-3,-1.264636219E-2
5.681641175E2,2.779344469E-2,-1.287374180E-2,-4.469533451E-4
5.681740725E2,1.251432486E-2,-9.478235617E-3,8.812148124E-3
5.681840275E2,-2.579672728E-3,-1.509191282E-2,1.179009490E-2
5.681939825E2,-1.143186167E-2,-2.431365103E-2,3.772462718E-3
5.682039375E2,-1.372617483E-2,-2.537412196E-2,-3.047626466E-3
5.682138925E2,-2.007345483E-2,-3.008775041E-2,-5.710859783E-3
5.682238475E2,-2.718995512E-2,-2.583920956E-2,-3.635458183E-3
5.682338025E2,-3.306435794E-2,-1.048875041E-2,5.841400474E-3
5.682437575E2,-3.104434721E-2,5.005521700E-3,1.065053698E-2
5.682537125E2,-2.274914458E-2,1.633742824E-2,8.524276316E-3
5.682636675E2,-6.584554445E-3,2.015027590E-2,6.200142670E-4
5.682736225E2,1.157165319E-2,1.792148873E-2,-6.467803381E-3
5.682835775E2,2.134758420E-2,1.304497384E-2,-8.177552372E-3
5.682935325E2,1.911990158E-2,7.675220259E-3,1.575104427E-3
5.683034875E2,1.202364266E-2,-8.091758937E-3,1.524431072E-2
5.683134425E2,5.847833119E-3,-2.100427449E-2,2.409574762E-2
5.683233975E2,6.651042961E-3,-2.450073883E-2,2.155482583E-2
5.683333525E2,1.547457743E-2,-2.635587379E-2,1.213533059E-2
5.683433075E2,2.188720182E-2,-2.345036529E-2,1.022359356E-5
5.683532627E2,1.937370561E-2,-2.064451389E-2,-5.046715960E-3
5.683632177E2,1.194668189E-2,-1.699438505E-2,-6.684791297E-4
5.683731727E2,1.093768398E-3,-1.327767782E-2,6.905284245E-3
5.683831277E2,-9.136718698E-3,-4.353234544E-3,7.387881167E-3
5.683930827E2,-1.425327640E-2,-1.865155995E-3,-4.136464559E-4
5.684030377E2,-1.404208783E-2,-4.061198793E-3,-8.651603013E-3
5.684129927E2,-6.670570001E-3,-1.030531246E-2,-1.416945457E-2
5.684229477E2,-4.742174875E-3,-1.120759174E-2,-1.379581355E-2
5.684329027E2,-5.330098793E-3,-3.456664272E-4,-8.379952982E-3
5.684428577E2,-1.180477533E-2,1.864293776E-2,-2.642172389E-3
5.684528127E2,-1.621316746E-2,3.213628754E-2,2.133785980E-3
5.684627677E2,-1.745207049E-2,2.528637275E-2,9.558696765E-4
5.684727227E2,-1.213869452E-2,8.053280413E-3,2.712262794E-4
5.684826777E2,-2.508171601E-3,-1.213214919E-2,-2.026815433E-3
5.684926327E2,4.713537171E-3,-2.343976684E-2,-2.376364311E-3
5.685025877E2,5.066139624E-3,-2.152042650E-2,-5.694094580E-4
5.685125427E2,2.042540349E-3,-7.150609046E-3,1.981849317E-3
5.685224978E2,1.930953935E-3,4.226948135E-3,7.359037641E-3
5.685324527E2,5.016450770E-3,1.446134038E-2,7.919465192E-3
5.685424077E2,1.141549367E-2,1.532287337E-2,8.313613012E-3
5.685523627E2,7.784699555E-3,1.084182784E-2,4.781809170E-3
5.685623178E2,4.964265972E-4,-4.229532555E-3,5.454257596E-3
5.685722727E2,-9.671339765E-3,-1.001294609E-2,-4.169554450E-4
5.685822277E2,-1.224475261E-2,-1.085450500E-2,-1.039768383E-2
5.685921827E2,-5.813313182E-4,-1.676005311E-2,-2.138596773E-2
5.686021378E2,2.314589918E-3,-1.533180103E-2,-2.200275660E-2
5.686120927E2,-3.464016831E-3,3.086670302E-3,-1.634267531E-2
5.686220477E2,-1.192487963E-2,2.258899808E-2,-7.235995494E-3
5.686320027E2,-2.065120824E-2,3.385761008E-2,-4.624871071E-3
5.686419578E2,-2.474368736E-2,4.107317701E-2,-5.580945872E-3
5.686519127E2,-2.328187972E-2,2.391017228E-2,-4.881866276E-3
5.686618677E2,-1.894545369E-2,-4.934526514E-3,-2.792616375E-3
5.686718227E2,-1.016862784E-2,-2.945391834E-2,6.388147362E-3
5.686817778E2,4.741633311E-4,-5.234378576E-2,1.390811615E-2
5.686917327E2,1.112714130E-2,-5.549789220E-2,2.047175728E-2
5.687016877E2,2.326476388E-2,-4.836408049E-2,2.221479639E-2
5.687116437E2,3.350417688E-2,-3.474456817E-2,2.171764895E-2
5.687215987E2,3.925181180E-2,-1.201661676E-2,1.422963850E-2
5.687315537E2,3.573499620E-2,1.232966967E-2,6.050490774E-3
5.687415087E2,1.795306802E-2,2.654242888E-2,3.722355468E-3
5.687514637E2,-7.568423636E-3,2.583009936E-2,1.822238322E-3
5.687614187E2,-3.808079287E-2,2.022201382E-2,-5.006639287E-3
5.687713737E2,-5.814009160E-2,1.217957772E-2,-1.683539152E-2
5.687813287E2,-5.908018351E-2,-1.845959574E-3,-2.829337679E-2
5.687912837E2,-4.719972238E-2,-1.792830043E-2,-3.052851185E-2
5.688012387E2,-2.723719925E-2,-2.773406170E-2,-2.226312459E-2
5.688111937E2,-2.229800215E-3,-3.560958058E-2,-3.218431724E-3
5.688211487E2,1.724003814E-2,-3.294029459E-2,1.733078621E-2
5.688311037E2,3.188987076E-2,-2.261124551E-2,3.118577786E-2
5.688410587E2,3.776773810E-2,-1.318019535E-2,3.622101247E-2
5.688510137E2,3.742706031E-2,-1.057059597E-2,3.183449805E-2
5.688609687E2,2.990602702E-2,-1.214984991E-2,1.497935131E-2
5.688709237E2,1.693889126E-2,-1.059261337E-2,-2.770729829E-3
5.688808788E2,1.015051268E-3,-1.803915016E-3,-1.373602916E-2
5.688908337E2,-1.404173300E-2,4.063897766E-3,-1.594154164E-2
5.689007887E2,-2.670320123E-2,1.109331101E-2,-1.358783897E-2
5.689107437E2,-2.706066146E-2,2.013300359E-2,-7.644482888E-3
5.689206988E2,-2.391839772E-2,2.437728271E-2,-6.199984346E-3
5.689306537E2,-1.523519866E-2,1.479701325E-2,-4.724627826E-3
5.689406087E2,-2.332715783E-3,-4.428080283E-3,-2.870535245E-3
5.689505637E2,9.147213772E-3,-2.271226794E-2,3.086875658E-3
5.689605188E2,1.470310055E-2,-2.806202509E-2,7.733292878E-3
5.689704737E2,1.981173456E-2,-2.796323225E-2,1.305117458E-2
5.689804287E2,2.111535147E-2,-1.794708520E-2,1.777295768E-2
5.689903837E2,2.265642025E-2,1.026116777E-3,1.499629021E-2
5.690003388E2,2.165746875E-2,1.243163645E-2,1.177493110E-2
5.690102937E2,1.687363349E-2,1.425483637E-2,4.956173711E-3
5.690202487E2,5.853206385E-3,1.869379357E-2,-5.083145108E-3
5.690302037E2,-9.523020126E-3,1.689816639E-2,-7.573183626E-3
5.690401588E2,-2.288409881E-2,7.115044631E-3,-6.948139984E-3
5.690501137E2,-2.694837935E-2,1.404899871E-3,-4.222108983E-3
5.690600687E2,-2.165348269E-2,-5.638628267E-3,-2.317416482E-3
5.690700237E2,-1.133366209E-2,-7.274678443E-3,1.924962271E-4
5.690799788E2,-4.408379085E-3,4.349752795E-3,8.455035277E-4
5.690899337E2,-8.715044241E-4,1.423600968E-2,2.058423590E-3
5.690998887E2,-4.349859431E-3,1.849333942E-2,3.139933106E-3
5.691098437E2,-9.638499469E-3,2.801761962E-2,-2.809531288E-3
5.691197988E2,-1.031574141E-2,2.763119526E-2,-1.142725348E-2
5.691297537E2,-1.139054168E-2,1.747334376E-2,-2.485368587E-2
5.691397087E2,-1.201025955E-2,5.860364065E-3,-2.981888317E-2
5.691496637E2,-1.739788987E-2,1.016985811E-2,-2.137428895E-2
5.691596187E2,-2.216388471E-2,1.078637969E-2,-4.883198068E-3
5.691695737E2,-2.133362740E-2,4.008514807E-3,1.291878987E-2
5.691795287E2,-8.518230170E-3,-1.265195478E-2,2.185316198E-2
5.691894837E2,8.862853982E-3,-2.072141320E-2,2.098999359E-2
5.691994387E2,2.292115055E-2,-3.007150441E-2,1.674784347E-2
5.692093937E2,2.913806960E-2,-2.816966176E-2,8.063314483E-3
5.692193487E2,2.607809752E-2,-1.678305119E-2,4.922135267E-4
5.692293037E2,1.423986442E-2,-4.029725678E-3,-2.899960149E-3
5.692392587E2,-1.116188476E-3,7.776333485E-3,-2.548156772E-3
5.692492137E2,-1.224300917E-2,2.426105365E-2,-1.380059635E-3
5.692591687E2,-1.892754436E-2,3.291339800E-2,1.893764362E-3
5.692691237E2,-1.737323217E-2,3.793276846E-2,3.661901457E-3
5.692790787E2,-8.819423616E-3,3.046393394E-2,2.539112931E-3
5.692890337E2,4.181098193E-4,1.528988779E-2,-1.870487817E-3
5.692989887E2,7.847530767E-3,1.937597059E-3,-7.199473213E-3
5.693089437E2,3.679165151E-3,-9.182268754E-3,-1.357708685E-2
5.693188987E2,-2.216274617E-3,-2.002692595E-2,-1.000791881E-2
5.693288537E2,-6.195149850E-3,-2.776427194E-2,-3.095999826E-3
5.693388087E2,-2.775118221E-3,-2.886708826E-2,2.118736040E-3
5.693487632E2,5.246379413E-3,-2.602067031E-2,7.656804286E-3
5.693587182E2,1.520873234E-2,-2.500840276E-2,1.012555417E-2
5.693686732E2,2.141085081E-2,-1.129510626E-2,1.438936219E-2
5.693786282E2,1.861453243E-2,7.193623111E-3,1.072085742E-2
5.693885832E2,1.362459734E-2,1.510860026E-2,6.789477542E-3
5.693985382E2,3.949865699E-3,1.681595296E-2,7.524243556E-3
5.694084932E2,-1.943689073E-3,7.038605399E-3,7.400588598E-3
5.694184482E2,-5.473176017E-3,-7.814909332E-3,1.015536301E-2
5.694284032E2,-7.342022844E-3,-1.581452228E-2,4.527650774E-3
5.694383582E2,-8.423533291E-3,-1.423500292E-2,-6.428759079E-4
5.694483132E2,-5.394388456E-3,-2.104162704E-3,-7.689581253E-3
5.694582682E2,1.620910713E-3,4.941229708E-3,-6.834173575E-3
5.694682232E2,1.217992418E-2,5.690975580E-3,-2.179718111E-3
5.694781782E2,1.477890275E-2,-5.906224251E-4,7.043873891E-3
5.694881332E2,8.515184745E-3,-1.077526808E-2,1.570664160E-2
5.694980882E2,2.407757565E-3,-1.579879038E-2,1.666750945E-2
5.695080432E2,-7.089663297E-3,-1.296415366E-2,1.248818636E-2
5.695179982E2,-5.266729742E-3,-1.069886796E-2,6.408189423E-3
5.695279532E2,-8.985570166E-4,-1.988194883E-2,-7.232138887E-5
5.695379082E2,2.849043347E-3,-2.627273649E-2,3.429735545E-3
5.695478632E2,3.628482111E-3,-2.511578612E-2,1.039800979E-2
5.695578182E2,7.658503018E-4,-1.895882562E-2,2.002027817E-2
5.695677732E2,-2.475835150E-3,-1.243275590E-2,1.973046176E-2
5.695777282E2,-2.014575759E-3,-1.195738092E-2,1.531254314E-2
5.695876832E2,2.588852542E-3,-1.458092593E-2,4.585547373E-3
5.695976382E2,5.511671770E-3,-1.940231211E-2,-8.076203521E-4
5.696075932E2,3.755979706E-4,-2.046687528E-2,7.177626248E-4
5.696175482E2,-1.659113541E-2,-1.563030854E-2,7.890187204E-3
5.696275032E2,-3.549401835E-2,-9.615319781E-3,1.420969702E-2
5.696374582E2,-4.822872207E-2,-1.199731138E-3,1.568349078E-2
5.696474132E2,-4.572999105E-2,-2.865604125E-3,1.318699494E-2
5.696573682E2,-3.276945278E-2,-1.111554448E-2,1.000638120E-2
5.696673232E2,-1.238383912E-2,-3.112499788E-2,8.672735654E-3
5.696772782E2,5.680648610E-3,-4.563975707E-2,9.262359701E-3
5.696872332E2,1.818597689E-2,-4.452441260E-2,1.237079129E-2
5.696971882E2,2.429393679E-2,-3.805239871E-2,1.372474153E-2
5.697071432E2,2.563154511E-2,-2.442650124E-2,1.923463121E-2
5.697170982E2,2.453352511E-2,-9.790301323E-3,1.605854556E-2
5.697270532E2,2.049920894E-2,-2.474586479E-3,1.323631220E-2
5.697370082E2,1.124286000E-2,-2.956352197E-3,7.378955837E-3
5.697469632E2,-7.137849461E-4,6.834650412E-5,-2.249616198E-3
5.697569182E2,-1.452147681E-2,2.378105884E-3,-9.635627270E-3
5.697668732E2,-2.586110309E-2,2.474843990E-3,-6.603302434E-3
5.697768282E2,-2.726725303E-2,-7.718937472E-3,2.212293446E-3
5.697867832E2,-1.853080839E-2,-2.404201776E-2,1.108885184E-2
5.697967382E2,-2.639194485E-3,-3.472901881E-2,1.868951134E-2
5.698066932E2,1.326721720E-2,-4.103177041E-2,2.525375783E-2
5.698166482E2,2.561576292E-2,-4.667980224E-2,3.332047164E-2
5.698266032E2,2.849864401E-2,-3.844786435E-2,3.058566712E-2
5.698365582E2,2.833805606E-2,-2.984798327E-2,2.319885604E-2
5.698465132E2,2.433228679E-2,-1.743819751E-2,9.427998215E-3
5.698564682E2,1.398084685E-2,-2.116234042E-3,-3.020415781E-3
5.698664232E2,4.317192826E-3,4.856709857E-3,-7.840123959E-3
5.698763782E2,-1.065003872E-2,-2.442215569E-3,-6.896033417E-3
5.698863342E2,-2.531405352E-2,-5.141181871E-3,5.465212744E-4
5.698962882E2,-3.333283216E-2,-6.201652810E-3,1.907130238E-3
5.699062442E2,-3.055706620E-2,7.173153572E-4,7.667350583E-4
5.699161992E2,-1.536133327E-2,6.024196278E-3,-5.861506797E-4
5.699261542E2,4.000113346E-3,-1.542909537E-3,2.355044475E-3
5.699361092E2,2.327021398E-2,-2.334008366E-2,1.270328928E-2
5.699460642E2,4.205322266E-2,-4.431514069E-2,2.705453150E-2
5.699560192E2,5.271039531E-2,-4.999779537E-2,3.805737942E-2
5.699659742E2,5.377789587E-2,-3.586151078E-2,3.615754098E-2
5.699759292E2,5.208385736E-2,-1.231916714E-2,2.340472490E-2
5.699858842E2,4.940263554E-2,-3.010109998E-3,1.006058417E-2
5.699958392E2,4.386805743E-2,-5.753166042E-3,3.189894604E-3
5.700057942E2,3.553695232E-2,-4.855007399E-3,-2.830693033E-3
5.700157492E2,1.776701026E-2,-1.953759696E-3,1.581366174E-3
5.700257042E2,-5.388117395E-3,-2.468124032E-3,1.046567690E-2
5.700356592E2,-2.374954894E-2,2.488551429E-3,8.155384101E-3
5.700456142E2,-2.879719064E-2,-4.886742216E-3,4.221146926E-3
5.700555692E2,-2.182636783E-2,-2.479813248E-2,-4.744651727E-3
5.700655242E2,-5.232851952E-3,-3.625665978E-2,-1.445632055E-2
5.700754792E2,9.440100752E-3,-2.935561165E-2,-1.613650844E-2
5.700854342E2,2.054527216E-2,-1.711515710E-2,-6.967753172E-3
5.700953892E2,2.272586711E-2,1.456207782E-2,2.969566267E-3
5.701053442E2,2.647193708E-2,4.277548194E-2,5.681481212E-3
5.701152992E2,2.916785516E-2,5.194954202E-2,-1.450463547E-3
5.701252542E2,2.626927011E-2,4.256296158E-2,-9.315843694E-3
5.701352092E2,2.084494382E-2,2.013248950E-2,-8.188527077E-3
5.701451642E2,1.243451238E-2,-7.493911311E-3,5.050505046E-3
5.701551192E2,5.894854199E-3,-3.859723732E-2,2.441621386E-2
5.701650742E2,4.318305291E-3,-5.418378487E-2,3.760009259E-2
5.701750292E2,1.209446974E-2,-5.803391710E-2,3.476009890E-2
5.701849842E2,2.672725543E-2,-5.098300800E-2,1.923389733E-2
5.701949392E2,3.887126967E-2,-3.399416804E-2,3.859072458E-4
5.702048942E2,3.979748860E-2,-1.034766808E-2,-1.071631908E-2
5.702148492E2,1.922829635E-2,2.028574469E-3,-8.074996993E-3
5.702248042E2,-1.252650656E-2,2.188197896E-2,-4.427679814E-3
5.702347592E2,-4.182340577E-2,5.232403800E-2,-9.264779277E-3
5.702447142E2,-5.435326323E-2,8.125633746E-2,-2.345074527E-2
5.702546692E2,-4.686951637E-2,8.071864396E-2,-4.063053057E-2
5.702646242E2,-2.366794087E-2,5.089481920E-2,-4.387434572E-2
5.702745792E2,3.073127242E-3,-9.630522691E-4,-2.825117856E-2
5.702845342E2,2.107482590E-2,-4.285155982E-2,2.297830535E-3
5.702944892E2,3.117539547E-2,-6.454087794E-2,3.495591134E-2
5.703044442E2,3.738733381E-2,-7.079843432E-2,5.573980138E-2
5.703143992E2,4.460583255E-2,-6.881864369E-2,5.145370960E-2
5.703243542E2,5.237025395E-2,-6.372242421E-2,3.388072178E-2
5.703343092E2,5.484965444E-2,-5.968533829E-2,1.418531314E-2
5.703442642E2,4.306059331E-2,-4.850371554E-2,1.071345527E-3
5.703542196E2,1.115139667E-2,-7.818072103E-3,-5.602003541E-3
5.703641746E2,-2.126991563E-2,3.088362515E-2,-9.652145207E-3
5.703741296E2,-3.926463053E-2,5.333806947E-2,-1.144205593E-2
5.703840846E2,-3.193061799E-2,4.271297902E-2,-1.910052635E-2
5.703940396E2,-8.764843456E-3,7.466208190E-4,-2.631263435E-2
5.704039946E2,1.601283439E-2,-3.977258876E-2,-2.064801008E-2
5.704139496E2,2.374372445E-2,-5.583704263E-2,-9.708009660E-3
5.704239046E2,7.255243137E-3,-4.384959862E-2,2.192945685E-4
5.704338596E2,-2.249626070E-2,-8.741145954E-3,5.488624796E-3
5.704438146E2,-3.945472836E-2,7.915170863E-3,1.314147934E-2
5.704537696E2,-3.609701619E-2,9.114924818E-3,1.150842849E-2
5.704637246E2,-1.698398963E-2,9.278155863E-3,5.797707476E-3
5.704736796E2,4.967648536E-3,9.334614500E-3,1.782725565E-3
5.704836346E2,1.362104900E-2,2.545248903E-2,-7.408803795E-4
5.704935896E2,1.314567495E-2,4.379394278E-2,4.011264071E-3
5.705035446E2,1.490729116E-2,5.687791482E-2,1.116422657E-2
5.705134996E2,1.901654899E-2,4.188591614E-2,1.414004248E-2
5.705234546E2,2.310835011E-2,1.328134350E-2,1.603679359E-2
5.705334096E2,2.231472731E-2,-2.061750181E-2,1.773908548E-2
5.705433646E2,1.332639996E-2,-3.014867753E-2,1.665137149E-2
5.705533196E2,2.968567889E-3,-2.512755431E-2,1.068056375E-2
5.705632746E2,-1.106229611E-2,-1.213425770E-2,4.796308931E-3
5.705732296E2,-1.838678680E-2,2.066782443E-3,-4.391993862E-4
5.705831846E2,-2.373144776E-2,4.748135339E-3,-7.942888886E-3
5.705931396E2,-2.969772555E-2,4.713780247E-3,-1.284976304E-2
5.706030946E2,-3.856983036E-2,9.010067210E-3,-1.504610106E-2
5.706130496E2,-3.942310438E-2,1.931277290E-2,-1.496008039E-2
5.706230046E2,-3.157118335E-2,2.963594534E-2,-1.945505477E-2
5.706329596E2,-1.550166961E-2,4.243509471E-2,-2.550176345E-2
5.706429146E2,4.459144548E-4,3.751477972E-2,-2.600546554E-2
5.706528696E2,1.546853967E-2,2.611511573E-2,-1.506333519E-2
5.706628246E2,2.359548025E-2,1.501540933E-2,9.702593088E-4
5.706727796E2,2.768423036E-2,-1.628281549E-3,1.676280424E-2
5.706827346E2,3.429628164E-2,-3.025425598E-2,3.171136603E-2
5.706926896E2,3.558818251E-2,-5.948618054E-2,3.787285462E-2
5.707026446E2,3.444830701E-2,-8.058707416E-2,3.470805287E-2
5.707125996E2,2.408993803E-2,-7.866746932E-2,2.455555275E-2
5.707225546E2,7.049600594E-3,-5.486728624E-2,1.326076500E-2
5.707325096E2,-7.323213387E-3,-1.688767970E-2,3.628085833E-4
5.707424656E2,-1.935858466E-2,2.441565506E-2,-8.746925741E-3
5.707524206E2,-3.071989492E-2,5.275248736E-2,-1.785839908E-2
5.707623756E2,-3.467643633E-2,6.253279746E-2,-1.749176532E-2
5.707723306E2,-3.745464608E-2,5.833965167E-2,-1.973920688E-2
5.707822856E2,-3.587872535E-2,4.425602034E-2,-2.117687650E-2
5.707922406E2,-3.134789318E-2,2.000927180E-2,-1.716056466E-2
5.708021956E2,-1.700029522E-2,-2.013707906E-2,-6.781889591E-3
5.708121506E2,-3.848540364E-3,-5.995639786E-2,8.831690997E-3
5.708221056E2,7.253164425E-3,-9.005120397E-2,2.991130576E-2
5.708320606E2,1.095549110E-2,-9.652908146E-2,4.516349360E-2
5.708420156E2,1.328010298E-2,-8.094647527E-2,5.050084740E-2
5.708519706E2,1.271151938E-2,-4.931904003E-2,3.854884580E-2
5.708619256E2,1.366249099E-2,-1.263120398E-2,1.908123866E-2
5.708718806E2,6.428014487E-3,2.233849838E-2,-3.263748018E-3
5.708818356E2,-1.321210247E-2,4.702098668E-2,-1.473883167E-2
5.708917906E2,-3.940668702E-2,3.682054579E-2,-5.979428999E-3
5.709017456E2,-5.732858554E-2,9.902710095E-3,1.223344635E-2
5.709117006E2,-5.150211975E-2,-8.365510032E-3,2.599639818E-2
5.709216556E2,-2.142432891E-2,-3.250628710E-2,2.958596498E-2
5.709316106E2,1.947596483E-2,-6.712684780E-2,3.248614818E-2
5.709415656E2,5.441805720E-2,-9.050294757E-2,3.613114730E-2
5.709515206E2,6.911657751E-2,-9.722317010E-2,4.528389871E-2
5.709614756E2,5.977028981E-2,-8.114888519E-2,5.064352602E-2
5.709714306E2,3.288168460E-2,-4.591499269E-2,5.171038955E-2
5.709813856E2,3.930553794E-5,-1.313771587E-2,4.257335514E-2
5.709913406E2,-2.784212679E-2,8.128957823E-3,1.947575808E-2
5.710012956E2,-5.112012848E-2,2.224657685E-2,-7.206236012E-3
5.710112506E2,-6.352487206E-2,1.576870307E-2,-2.894801833E-2
5.710212056E2,-6.348593533E-2,-1.617286820E-3,-2.688190714E-2
5.710311606E2,-5.774442852E-2,-1.684817299E-2,-1.560661569E-2
5.710411156E2,-3.896025196E-2,-3.309189901E-2,4.275267944E-3
5.710510706E2,-9.206085466E-3,-2.144083753E-2,2.539546788E-2
5.710610256E2,2.003035881E-2,1.691475511E-2,2.642917447E-2
5.710709806E2,3.754303977E-2,1.179935411E-2,2.365629189E-2
5.710809356E2,4.518222064E-2,-1.644789800E-2,2.140573040E-2
5.710908906E2,4.389458150E-2,-3.778780624E-2,2.139188163E-2
5.711008456E2,3.209416568E-2,-2.364271507E-2,1.164780185E-2
5.711108006E2,1.531598251E-2,1.094881631E-2,2.535796724E-3
5.711207556E2,3.631326836E-4,3.633460030E-2,-6.121607497E-3
5.711307106E2,-1.217556279E-2,3.906167671E-2,-1.416914724E-2
5.711406656E2,-1.877682842E-2,3.952047974E-2,-2.115454897E-2
5.711506206E2,-1.882796176E-2,2.928115800E-2,-2.012976259E-2
5.711605756E2,-2.021725103E-2,1.253089309E-2,-1.276672352E-2
5.711705306E2,-1.494206302E-2,-2.103176434E-3,4.033029079E-3
5.711804856E2,-5.095222034E-3,-1.428002119E-2,1.777695864E-2
5.711904406E2,1.186858118E-2,-1.538416743E-2,2.279781550E-2
5.712003956E2,2.807892114E-2,-3.671883605E-3,1.159786619E-2
5.712103506E2,3.897631168E-2,1.266687550E-2,-4.195744172E-3
5.712203056E2,3.922228143E-2,2.478297055E-2,-1.585938036E-2
5.712302606E2,3.178993240E-2,3.002646938E-2,-1.616377942E-2
5.712402156E2,1.769124530E-2,2.734041214E-2,-1.075457223E-2
5.712501706E2,3.249188885E-3,2.188199759E-2,-5.084435921E-3
5.712601256E2,-8.351700380E-3,3.005231917E-2,-5.705298856E-3
5.712700806E2,-1.365165692E-2,3.591367230E-2,-1.390783489E-2
5.712800356E2,-8.981473744E-3,3.306555748E-2,-2.208771184E-2
5.712899906E2,4.654176999E-3,2.295300364E-2,-2.924495563E-2
5.712999456E2,1.518820785E-2,6.764756516E-3,-2.730702795E-2
5.713099006E2,1.615227200E-2,2.956436016E-3,-1.807837561E-2
5.713198556E2,1.308420300E-2,1.123273186E-2,-5.314297043E-3
5.713298106E2,6.582094822E-3,2.448142692E-2,3.234449774E-3
5.713397656E2,4.054436926E-3,3.203417361E-2,3.024432110E-3
5.713497206E2,8.577017114E-3,3.576792032E-2,-1.222030073E-2
5.713596756E2,1.346844994E-2,2.273659781E-2,-3.003352135E-2
5.713696306E2,1.490282826E-2,7.564302534E-3,-3.259814531E-2
5.713795856E2,1.161163859E-2,4.751971923E-3,-2.511708438E-2
5.713895406E2,7.544630207E-4,1.363441348E-2,-5.313552916E-3
5.713994956E2,-3.100196132E-3,1.022743061E-2,2.177132852E-2
5.714094506E2,-1.133718062E-3,1.128474949E-3,3.763604537E-2
5.714194056E2,9.519033134E-3,-9.292462841E-3,3.577255085E-2
5.714293606E2,2.347799204E-2,-2.203169465E-2,2.157284319E-2
5.714393166E2,3.087044507E-2,-3.379303217E-2,6.887000985E-3
5.714492716E2,2.922088467E-2,-2.979030088E-2,-4.402937833E-3
5.714592266E2,1.544728130E-2,-2.118722722E-2,-5.799232982E-3
5.714691816E2,8.627459174E-4,-8.630423807E-3,7.239135448E-4
5.714791366E2,-1.051487029E-2,1.928447932E-2,-5.311253481E-4
5.714890916E2,-1.432798430E-2,3.730475903E-2,-1.587068662E-3
5.714990466E2,-1.569194347E-2,3.718817607E-2,-6.805215031E-3
5.715090016E2,-1.819664612E-2,2.998352610E-2,-9.858262725E-3
5.715189566E2,-2.158524841E-2,2.333686315E-2,-8.784611709E-3
5.715289116E2,-2.362336591E-2,1.722890325E-2,-4.189326894E-3
5.715388666E2,-2.414864115E-2,1.090399362E-2,2.189551480E-3
5.715488216E2,-1.588245481E-2,-5.614529829E-3,9.189669974E-3
5.715587766E2,-6.565356161E-4,-2.069856040E-2,8.493047208E-3
5.715687316E2,1.751634292E-2,-2.926115319E-2,3.912144341E-3
5.715786866E2,2.574167773E-2,-2.954873256E-2,2.258799039E-3
5.715886416E2,2.405642904E-2,-1.733494364E-2,4.862571601E-3
5.715985966E2,1.945438050E-2,-7.451164536E-3,1.226064749E-2
5.716085516E2,1.304734871E-2,-2.164257225E-3,1.666232012E-2
5.716185066E2,2.471549204E-3,-1.517813653E-3,1.807774231E-2
5.716284616E2,-1.264535263E-2,-2.889874391E-3,1.436183229E-2
5.716384166E2,-2.596242167E-2,-6.362176500E-3,9.924627841E-3
5.716483716E2,-3.377027437E-2,-6.743008271E-3,6.339240354E-4
5.716583266E2,-2.853322402E-2,-1.457241457E-2,-4.777247552E-3
5.716682816E2,-1.361579169E-2,-2.714945748E-2,-2.701579826E-3
5.716782366E2,6.753877737E-3,-3.919251636E-2,5.457919091E-3
5.716881916E2,2.212005109E-2,-3.608460724E-2,1.201595273E-2
5.716981466E2,2.615451068E-2,-1.380638406E-2,1.594761200E-2
5.717081016E2,1.863907091E-2,1.007338241E-2,1.555985585E-2
5.717180566E2,7.911282592E-3,2.718112431E-2,9.522037581E-3
5.717280116E2,3.073384520E-3,2.437947877E-2,-1.284803264E-3
5.717379666E2,-2.974237548E-3,3.436794505E-3,-5.653996486E-4
5.717479216E2,-1.422263123E-2,-1.928422973E-2,5.303674378E-3
5.717578766E2,-2.292024903E-2,-3.085939586E-2,1.287291106E-2
5.717678316E2,-2.754669264E-2,-3.023435175E-2,1.754116639E-2
5.717777866E2,-1.889882423E-2,-2.007627673E-2,1.322247740E-2
5.717877416E2,3.037900198E-3,-1.744800247E-2,3.678507404E-3
5.717976966E2,2.842677198E-2,-2.231440693E-2,-3.587847110E-3
5.718076516E2,3.794278204E-2,-2.489048429E-2,-8.917631581E-3
5.718176066E2,3.019038215E-2,-2.650421858E-2,5.749624688E-4
5.718275616E2,1.009763125E-2,-1.881380752E-2,1.280313358E-2
5.718375166E2,-1.053781621E-2,-6.044717040E-3,1.668364927E-2
5.718474716E2,-1.905087754E-2,1.607896015E-2,3.399536246E-3
5.718574266E2,-1.561295614E-2,2.824127674E-2,-1.275516860E-2
5.718673816E2,-8.958249353E-3,3.184213489E-2,-2.343551069E-2
5.718773366E2,-4.515666515E-3,3.743401915E-2,-2.900769748E-2
5.718872916E2,-8.197752759E-3,3.528671339E-2,-2.200944163E-2
5.718972466E2,-1.389489975E-2,9.155975655E-3,5.213264376E-5
5.719072016E2,-1.441261824E-2,-2.250527963E-2,1.888227835E-2
5.719171566E2,-4.413504153E-3,-4.480301961E-2,2.361045033E-2
5.719271116E2,1.351942308E-2,-6.053378060E-2,2.424188703E-2
5.719370666E2,3.233479708E-2,-6.495405734E-2,1.970954053E-2
5.719470216E2,4.016049579E-2,-4.245939851E-2,1.051817276E-2
