"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.123040417E-1,-3.111511756E-2,-2.074767530E-2,1.964664459E-2
9.222580417E-1,-2.089407496E-2,-1.204818785E-2,-1.399823427E-2
9.322110417E-1,3.565796558E-3,-1.473863795E-2,-1.478293061E-2
9.421650417E-1,2.654873449E-3,-3.365949690E-3,-3.636383414E-3
9.521190417E-1,2.376017908E-2,4.606144130E-3,4.058552384E-3
9.620720417E-1,1.881993966E-2,-4.147868603E-3,2.118680120E-2
9.720260417E-1,1.834753945E-2,-3.584197015E-3,1.966886401E-2
9.819800417E-1,2.880139260E-2,1.844416469E-2,-1.156696200E-2
9.919340417E-1,3.724404110E-2,7.794484645E-3,-6.253129363E-2
1.001887042E0,4.390599316E-2,1.841741368E-2,-6.082273722E-2
1.011841042E0,4.661849823E-2,1.226760462E-2,-9.463718534E-3
1.021795042E0,3.010850111E-2,1.067467690E-2,4.217187345E-2
1.031748042E0,1.253072932E-2,-1.800313845E-2,4.692741394E-2
1.041702042E0,-3.342231922E-2,-2.147945434E-2,1.529163837E-2
1.051656042E0,-5.567780871E-2,-3.179715872E-3,2.442206562E-2
1.061609042E0,-7.114815261E-2,6.330488026E-3,-4.349743724E-3
1.071563042E0,-8.274826102E-2,8.122951984E-3,-1.431281447E-2
1.081517042E0,-4.678413888E-2,2.555584073E-2,-6.537187099E-4
1.091470042E0,-9.921939243E-3,3.124021143E-3,-6.888020039E-3
1.101424042E0,2.575793512E-2,3.439712316E-2,-1.467066407E-3
1.111378042E0,9.237449560E-3,1.886267915E-2,-2.039333403E-2
1.121331042E0,-1.162808368E-2,1.241963223E-2,-4.077380419E-2
1.131285042E0,1.650815159E-2,3.112092823E-2,-4.859503984E-2
1.141239042E0,7.071969789E-2,2.732783943E-2,-2.709658206E-2
1.151192042E0,3.490979606E-2,1.562244460E-2,1.598570287E-2
1.161146042E0,-5.337904897E-3,-2.733090922E-2,4.517558813E-2
1.171100042E0,-3.620734803E-2,-3.583173752E-2,6.483334243E-2
1.181053042E0,-1.747032920E-2,-2.515589118E-2,3.025875628E-2
1.191007042E0,-9.306848701E-3,-2.220670179E-2,-1.782465219E-2
1.200961042E0,-3.928031567E-3,-9.250295162E-3,-7.914030969E-2
1.210914042E0,7.241630405E-3,-1.436587796E-2,-1.139856219E-1
1.220868042E0,1.401394866E-3,1.057732075E-2,-1.538104230E-1
1.230822042E0,-4.937169626E-3,1.409178972E-3,-1.005656773E-1
1.240775042E0,2.125177838E-2,-3.320341408E-3,-7.116704643E-2
1.250729042E0,3.451607745E-2,1.344859600E-5,-1.285451889E-2
1.260683042E0,2.345376670E-2,-3.802882880E-3,5.991700351E-2
1.270636042E0,2.382130075E-2,5.978778005E-4,1.317044395E-1
1.280590042E0,2.464966848E-2,-1.022078678E-2,1.587682772E-1
1.290544042E0,2.614297427E-2,-1.721654177E-2,1.158766115E-1
1.300497042E0,1.579159359E-2,1.324686706E-3,4.124625921E-2
1.310451042E0,1.482316677E-2,1.118820861E-2,-5.828446090E-2
1.320405042E0,-3.357233685E-3,1.325096011E-2,-1.209467322E-1
1.330358042E0,-2.995729577E-3,3.044615954E-2,-1.533999485E-1
1.340312042E0,3.196965158E-4,2.431389213E-2,-9.885770559E-2
1.350266042E0,1.695588386E-2,1.422612950E-2,-1.180377424E-2
1.360219042E0,1.685543966E-2,-1.241568536E-2,5.517666578E-2
1.370173042E0,-9.411824495E-4,-3.914126158E-2,8.641950846E-2
1.380127042E0,9.821659494E-3,-4.679000437E-2,1.181044006E-1
1.390080042E0,-7.156480327E-3,-3.955202848E-2,8.968517840E-2
1.400034042E0,-2.096281629E-3,-2.120697409E-2,2.357188046E-2
1.409988042E0,-9.663784672E-3,7.438973933E-3,-7.827959955E-2
1.419941042E0,-1.702800561E-3,1.982059926E-2,-1.272500306E-1
1.429895042E0,-2.751252009E-2,2.243591264E-2,-1.461458927E-1
1.439849042E0,-3.356279857E-2,2.998320624E-2,-1.449115455E-1
1.449802042E0,-4.482910406E-2,9.914538860E-3,-1.175062305E-1
1.459756042E0,-2.935198104E-2,-1.231379762E-2,-4.588836372E-2
1.469710042E0,-2.632564494E-2,-2.343403235E-2,3.742978156E-2
1.479663042E0,1.050633190E-2,-2.680860668E-2,1.035518503E-1
1.489617042E0,5.536765046E-4,-2.549079046E-2,1.036851668E-1
1.499571042E0,-9.520272072E-3,-4.026758149E-2,9.243103087E-2
1.509524042E0,-2.772822753E-3,-2.740663067E-2,3.202344596E-2
1.519478042E0,4.223114960E-3,9.200593829E-4,-3.456113756E-2
1.529432042E0,3.030071005E-2,8.831195980E-3,-9.769937217E-2
1.539385042E0,6.299844962E-3,1.827094093E-2,-1.059264046E-1
1.549339042E0,6.660033446E-3,4.663154483E-5,-8.132424474E-2
1.559293042E0,1.537768381E-2,2.522298798E-2,-3.277013540E-2
1.569246042E0,8.586764093E-3,-1.665550143E-2,2.833560705E-2
1.579200042E0,7.877734378E-3,-3.623811901E-4,6.398023367E-2
1.589154042E0,2.620027699E-2,-1.195682511E-2,9.092186451E-2
1.599107042E0,4.707935018E-2,-3.660795540E-3,1.010287768E-1
1.609061042E0,4.207141098E-2,6.949415803E-3,3.362675250E-2
1.619015042E0,3.926107468E-2,3.743679821E-4,-4.032532275E-2
1.628968042E0,5.894046368E-2,9.998738766E-5,-9.382910013E-2
1.638922042E0,5.840312283E-2,2.708824977E-2,-9.438283145E-2
1.648876042E0,3.561465964E-2,3.505990505E-3,-7.424852908E-2
1.658829042E0,1.138218999E-2,8.558861911E-4,-2.777368963E-2
1.668783042E0,-1.650080603E-2,-1.125238180E-2,8.145171404E-3
1.678737042E0,-1.885217244E-2,-1.629999071E-2,4.733671904E-2
1.688690042E0,-2.673615603E-2,-2.679735079E-2,6.190856516E-2
1.698644042E0,2.504240038E-2,-2.212235570E-2,2.445305586E-3
1.708598042E0,4.854924884E-2,-1.703440100E-3,-1.066882968E-2
1.718551042E0,6.505681571E-2,-6.772537529E-3,-1.487297773E-2
1.728505042E0,1.952520523E-2,-1.204643369E-2,-6.622381032E-2
1.738459042E0,-2.860642450E-2,-1.407819495E-2,-9.363087952E-2
1.748412042E0,-6.510191236E-2,-2.677293867E-2,-1.440251076E-1
1.758366042E0,-1.041506783E-1,-2.402109280E-2,-9.352972269E-2
1.768320042E0,-8.621995395E-2,-1.986854643E-2,-2.740122199E-2
1.778273042E0,-7.174347226E-2,-1.784321710E-2,3.910325468E-2
1.788227042E0,-7.600731673E-2,-3.381284013E-2,1.102574372E-1
1.798181042E0,-5.870962657E-2,-1.628215671E-2,1.722338301E-1
1.808134042E0,-5.803295754E-2,5.839906633E-3,2.082281202E-1
1.818088042E0,-3.032252748E-2,3.298721328E-2,1.735979855E-1
1.828042042E0,8.642056827E-3,4.583471552E-2,1.050200862E-1
1.837995042E0,3.429209255E-2,5.416436657E-2,2.453900993E-2
1.847949042E0,4.111279652E-2,9.436017349E-2,-4.259638131E-2
1.857903042E0,3.548885314E-2,7.728294164E-2,-1.211736041E-1
1.867856042E0,1.856289972E-2,5.591283023E-2,-1.643664014E-1
1.877810042E0,1.183743227E-2,3.189480722E-2,-1.786067104E-1
1.887764042E0,1.819925772E-2,-1.149767250E-2,-1.341941839E-1
1.897717042E0,-1.766061952E-2,-6.266168654E-2,-4.243675232E-2
1.907671250E0,-9.320918564E-3,-7.042825073E-2,3.386648834E-2
1.917625250E0,1.050636845E-2,-7.417397708E-2,7.679499149E-2
1.927578250E0,2.223606577E-2,-5.749479443E-2,1.194738185E-1
1.937532250E0,4.299061155E-2,-3.115206465E-2,1.113385874E-1
1.947486250E0,7.817610383E-2,6.613493264E-3,5.253606319E-2
1.957439250E0,7.604800969E-2,5.410954893E-2,-5.522402823E-2
1.967393250E0,6.908898253E-2,6.365878299E-2,-1.256929171E-1
1.977347250E0,5.047139307E-2,6.212666631E-2,-1.971499854E-1
1.987300250E0,1.226557637E-2,5.684282988E-2,-2.021628034E-1
1.997254250E0,-2.448358929E-2,5.480112836E-2,-1.861671603E-1
2.007208250E0,-6.837918537E-2,1.734196454E-2,-1.220658892E-1
2.017161250E0,-7.264224412E-2,-7.812757194E-3,-4.740571618E-2
2.027115250E0,-4.290683191E-2,-2.136251003E-2,3.504470229E-2
2.037069250E0,-1.925663531E-2,-5.277141362E-2,1.463522995E-1
2.047022250E0,-1.346966425E-2,-5.289040446E-2,1.876944530E-1
2.056976250E0,-1.230952185E-2,-5.930757746E-2,1.728933960E-1
2.066930250E0,1.321657117E-2,-5.234062001E-2,1.276651829E-1
2.076883250E0,1.810197467E-2,-4.649267346E-2,4.179005027E-2
2.086837250E0,1.038697561E-2,1.085842565E-2,-5.024687827E-2
2.096791250E0,-4.239870887E-3,2.918433040E-2,-1.431538725E-1
2.106744250E0,-3.066736702E-3,5.502668470E-2,-1.710018218E-1
2.116698250E0,-4.093124047E-3,4.659777716E-2,-1.328171647E-1
2.126652250E0,-1.773811340E-2,2.375358269E-2,-4.147605479E-2
2.136605250E0,-3.248528464E-2,1.157646373E-2,5.965914130E-2
2.146559250E0,-2.268286614E-2,-1.189542934E-2,1.318552977E-1
2.156513250E0,1.061434094E-3,-3.834428608E-2,1.460429817E-1
2.166466250E0,1.484394265E-2,-4.254887268E-2,1.241966146E-1
2.176420250E0,4.089591963E-2,-2.582481265E-2,8.853386164E-2
2.186374250E0,4.586378714E-2,-1.091528982E-3,7.416023612E-3
2.196327250E0,3.431548141E-2,3.612468302E-2,-7.530687511E-2
2.206281250E0,4.219469586E-2,4.417045176E-2,-1.344210559E-1
2.216235250E0,2.591155244E-2,6.298226014E-2,-1.319400823E-1
2.226188250E0,-1.791407805E-2,4.958336547E-2,-8.082372308E-2
2.236142250E0,-3.976289369E-3,1.080755487E-2,-4.473119974E-2
2.246096250E0,1.030973755E-3,-1.204424098E-2,5.331491232E-3
2.256049250E0,-2.183657303E-2,-1.818805665E-2,6.986604095E-2
2.266003250E0,-1.606959214E-2,-3.163153633E-2,6.337621629E-2
2.275957250E0,-6.062685549E-3,-3.948975563E-2,4.906223238E-2
2.285910250E0,-1.016264353E-3,-2.466633305E-2,-1.375206649E-2
2.295864250E0,7.126696073E-3,-1.438970536E-2,-2.273572862E-2
2.305818250E0,2.407178085E-2,-1.437669531E-2,-6.799200833E-2
2.315771250E0,4.272328416E-2,3.171822131E-3,-6.753534079E-2
2.325725250E0,2.329020912E-2,8.073981553E-3,-5.986087024E-2
2.335679250E0,-2.810829654E-3,-1.214262038E-2,-3.372498572E-2
2.345632250E0,-3.057481656E-2,-2.470229343E-2,7.892571688E-3
2.355586250E0,-2.727028091E-2,-1.320447475E-2,1.473907650E-2
2.365539250E0,-8.939753193E-3,-9.296488166E-3,-2.014365792E-2
2.375493250E0,-1.013145229E-2,-3.622350097E-4,-3.241813302E-2
2.385447250E0,-1.219096955E-2,1.747791231E-2,-3.097796381E-2
2.395400250E0,3.466722798E-3,3.116434380E-2,3.346770823E-2
2.405354250E0,-8.087192606E-3,2.195161700E-2,8.953665912E-2
2.415308250E0,-2.078529848E-2,2.055442482E-3,1.065245748E-1
2.425261250E0,-5.305940727E-2,-1.313635468E-2,6.808322489E-2
2.435215250E0,-4.977182854E-2,-6.880418658E-3,-1.329832256E-2
2.445169250E0,-2.354432546E-2,-1.151857629E-2,-1.086137849E-1
2.455122250E0,6.035550814E-3,1.522892699E-2,-1.575380230E-1
2.465076250E0,2.448411919E-3,3.490685418E-2,-1.244521379E-1
2.475030250E0,-1.127789028E-2,1.605967015E-2,-3.005468845E-2
2.484983250E0,-1.997916844E-2,-2.082105786E-2,7.095713139E-2
2.494937250E0,-2.769972235E-3,-6.648649648E-2,1.633513248E-1
2.504891250E0,2.188835744E-2,-8.488198310E-2,2.096665353E-1
2.514844250E0,2.248904921E-2,-6.773897007E-2,2.044069648E-1
2.524798250E0,2.386811502E-2,-3.995636344E-2,1.079922259E-1
2.534752250E0,9.515320212E-3,1.143876180E-2,-4.532527685E-2
2.544705250E0,8.496150523E-3,4.000372589E-2,-1.774343437E-1
2.554659250E0,-4.419234227E-3,5.595566109E-2,-2.268228507E-1
2.564613250E0,-1.755617363E-2,5.803814694E-2,-2.319432575E-1
2.574566250E0,5.252352823E-3,2.673873246E-2,-1.941088486E-1
2.584520250E0,-1.462109065E-2,-1.034109324E-2,-7.911692083E-2
2.594474250E0,-1.007519111E-2,-4.663315281E-2,3.282276034E-2
2.604427250E0,-1.566129204E-2,-4.372036234E-2,1.644476777E-1
2.614381250E0,-2.075597104E-3,-6.905342415E-2,1.706428027E-1
2.624335250E0,1.579097232E-2,-6.848507479E-2,1.369762892E-1
2.634288250E0,4.910833402E-2,-2.680349037E-2,1.807198942E-2
2.644242250E0,6.748563945E-2,1.111833438E-2,-5.462410390E-2
2.654196250E0,7.842342278E-2,2.717361912E-2,-1.205497062E-1
2.664149250E0,7.531716255E-2,5.743354484E-2,-1.403530562E-1
2.674103250E0,4.517489377E-2,7.486204818E-2,-1.015637970E-1
2.684057250E0,-1.259446397E-2,5.234178945E-2,-2.571020722E-2
2.694010250E0,-4.525077967E-2,4.369755819E-2,3.098965824E-2
2.703964250E0,-4.865641734E-2,-3.762537092E-3,7.752530873E-2
2.713918250E0,-3.423928488E-2,-2.811078161E-2,1.027273929E-1
2.723871250E0,-4.400654700E-2,-4.020530865E-2,7.617343247E-2
2.733825250E0,-5.954566877E-2,-2.630837739E-2,6.875740886E-3
2.743779250E0,-2.653459154E-2,-2.731570646E-2,-3.045112967E-2
2.753732250E0,-3.543986443E-2,-6.388083100E-3,-3.982363164E-2
2.763686250E0,-7.405864075E-5,5.190865695E-4,-3.029559374E-2
2.773640250E0,-9.879108388E-3,-3.311570585E-3,-2.673639357E-2
2.783593250E0,-9.756810218E-4,1.049326703E-2,-1.666105628E-2
2.793547250E0,-8.476726804E-3,1.161154702E-2,-3.937515020E-3
2.803501250E0,-1.832765892E-2,-4.716802686E-3,1.647511482E-2
2.813454250E0,-7.162967082E-3,3.365072608E-3,2.111312628E-2
2.823408250E0,3.510394190E-3,6.709679961E-5,1.146931350E-2
2.833362250E0,1.549058989E-2,2.869667262E-3,-2.578797519E-2
2.843315250E0,1.605170332E-2,5.807308406E-3,-4.258410215E-2
2.853269250E0,-1.536209732E-3,7.295278609E-3,-6.576948166E-3
2.863223250E0,-9.620095007E-3,-1.010281920E-2,-4.666078091E-3
2.873176250E0,1.230541052E-2,-2.847901002E-2,-1.351642370E-2
2.883130250E0,2.526536202E-2,-6.135191023E-3,-1.538811743E-2
2.893084250E0,2.925944885E-2,-1.175173402E-2,-1.618275404E-2
2.903037250E0,2.433914479E-2,-1.371332869E-2,-1.852397919E-2
2.912991000E0,3.554975554E-2,-1.306238741E-2,-2.965064585E-2
2.922944000E0,3.023195045E-2,-5.263371170E-3,6.416734457E-3
2.932898000E0,1.110115819E-2,3.364341706E-3,3.049206018E-2
2.942852000E0,-3.626351785E-3,-3.707865626E-3,2.324619055E-2
2.952805000E0,-1.794442875E-2,-1.951990619E-2,1.824331284E-3
2.962759000E0,-9.865129888E-3,-3.034149438E-2,-3.325019181E-2
2.972713000E0,8.053041212E-3,-3.270757020E-2,-3.854484558E-2
2.982666000E0,6.183412280E-3,-2.787177667E-2,-3.563117802E-2
2.992620000E0,4.197021760E-3,-2.453009292E-2,-2.844553471E-2
3.002574000E0,-1.676235929E-2,-2.070162848E-2,1.968757510E-3
3.012527000E0,-2.436035922E-2,-1.584683150E-2,4.653038800E-2
3.022481000E0,-3.512574105E-2,-1.347987860E-2,4.605383992E-2
3.032435000E0,-4.474026293E-2,-1.494709119E-2,1.304338396E-2
3.042388000E0,-2.294686792E-2,-1.600163653E-2,1.955601275E-2
3.052342000E0,-5.485510547E-3,-1.294193476E-2,-1.941626430E-2
3.062296000E0,2.230776725E-2,4.225051850E-3,-3.470556378E-2
3.072249000E0,5.997543912E-3,1.961404637E-2,-4.104862332E-2
3.082203000E0,-1.548861645E-2,2.353036523E-2,-3.907986581E-2
3.092157000E0,-4.335666552E-2,5.824411511E-3,-1.197860599E-2
3.102110000E0,-6.305069083E-2,-8.622596562E-3,-9.858990312E-3
3.112064000E0,-6.534296382E-2,-1.303856000E-2,-1.248380542E-2
3.122018000E0,-4.447065147E-2,-1.210271314E-2,-9.501140714E-3
3.131971000E0,-2.608729782E-2,-3.535518944E-2,9.109961987E-3
3.141925000E0,-1.558483969E-2,-3.143828586E-2,2.683579624E-2
3.151879000E0,9.763169065E-3,-5.593051806E-2,4.454993606E-2
3.161832000E0,2.382539380E-2,-5.631555721E-2,2.695040166E-2
3.171786000E0,3.784184581E-2,-5.972623810E-2,1.708907247E-2
3.181740000E0,3.541596394E-2,-3.573949769E-2,3.377410233E-2
3.191693000E0,1.796140395E-2,-1.039020985E-2,2.774503827E-2
3.201647000E0,3.074571971E-2,1.429205686E-3,-4.179005027E-2
3.211601000E0,1.704627816E-3,7.001748383E-3,-8.822980642E-2
3.221554000E0,3.500472195E-3,1.699595556E-2,-9.201120079E-2
3.231508000E0,3.063961102E-2,2.868439347E-2,-1.083962685E-1
3.241462000E0,5.177106466E-2,2.096372992E-3,-9.100664914E-2
3.251415000E0,4.969508383E-2,-3.369501874E-2,-2.058278382E-2
3.261369000E0,3.793191120E-2,-2.655922294E-2,3.991367877E-2
3.271323000E0,1.236282287E-2,-4.483133331E-2,5.936736524E-2
3.281276000E0,1.608057395E-3,-5.201887697E-2,5.902764201E-2
3.291230000E0,-1.464857256E-2,-4.397632420E-2,5.154788375E-2
3.301184000E0,-1.612183336E-2,-7.006718516E-3,1.617632210E-2
3.311137000E0,-2.164796378E-2,4.023995340E-2,-1.795738399E-2
3.321091000E0,-1.481803218E-2,3.472135127E-2,-6.017545044E-2
3.331045000E0,-3.094193034E-2,5.627170309E-2,-7.603894651E-2
3.340998000E0,-2.745426720E-2,6.285479084E-2,-6.887201428E-2
3.350952000E0,-2.237999864E-2,6.101394117E-2,-5.190397918E-2
3.360906000E0,-9.384927303E-3,3.026518822E-2,1.952034473E-2
3.370859000E0,-5.624436736E-3,5.725885928E-4,3.959149718E-2
3.380813000E0,-1.022900943E-2,-2.975370303E-2,5.391191304E-2
3.390766000E0,-1.620729407E-2,-4.872411713E-2,1.757029831E-2
3.400720000E0,-1.238306886E-2,-4.044752955E-2,5.584090948E-3
3.410674000E0,1.121760914E-2,-2.377097815E-2,1.158976614E-2
3.420627000E0,-3.030264694E-3,-6.500642002E-3,-3.060432673E-2
3.430581000E0,4.021057114E-3,1.893708497E-2,-2.049916863E-2
3.440535000E0,-2.492602251E-2,3.363040701E-2,-2.707026958E-2
3.450488000E0,-2.762436636E-2,4.057002872E-2,-4.160469353E-2
3.460442000E0,-2.112810977E-2,3.514498204E-2,-3.510902166E-2
3.470396000E0,9.742356632E-3,4.498409182E-3,-1.409939110E-2
3.480349000E0,4.124048509E-2,1.091061205E-2,5.841368437E-3
3.490303000E0,7.089580871E-2,1.967588067E-4,-1.081793368E-2
3.500257000E0,8.815487070E-2,2.273543626E-3,-1.608627498E-2
3.510210000E0,6.557804016E-2,5.533951074E-3,1.758900940E-2
3.520164000E0,1.866933731E-2,1.495863944E-3,2.311404347E-2
3.530118000E0,3.124742908E-2,-3.057845280E-2,1.326382399E-2
3.540071000E0,2.713009391E-2,-2.066055179E-2,-1.161490917E-2
3.550025000E0,1.241844451E-2,-7.167955488E-3,-1.448530734E-2
3.559979000E0,-4.135132637E-3,-3.715905547E-4,-1.598745704E-2
3.569932000E0,-1.425092535E-2,2.161861807E-3,-5.006912291E-2
3.579886000E0,-2.899524607E-3,-2.949043214E-3,-6.629631579E-2
3.589840000E0,-2.251892483E-2,6.802065969E-3,-4.370793700E-2
3.599793000E0,-2.373823375E-2,-7.964492440E-3,-3.294906020E-3
3.609747000E0,-2.709707541E-2,-8.438993990E-3,6.011931717E-2
3.619701000E0,-4.851277683E-2,-1.962574080E-2,5.198700964E-2
3.629654000E0,-3.263367601E-2,-9.474535882E-3,4.146026731E-2
3.639608000E0,-3.424213540E-2,-9.276607633E-3,2.533364654E-2
3.649562000E0,-2.163409492E-2,-9.523213953E-3,-1.646868289E-2
3.659515000E0,-1.439332332E-2,4.883009791E-3,-6.993562281E-2
3.669469000E0,-5.254216623E-3,6.506196856E-3,-9.010617793E-2
3.679423000E0,2.354838196E-3,-5.961528718E-3,-4.667481422E-2
3.689376000E0,-1.907328855E-2,2.263018638E-3,1.631373167E-4
3.699330000E0,-3.844728844E-2,-1.496843353E-2,3.384602308E-2
3.709284000E0,-5.975808715E-2,-3.697486818E-2,8.343976736E-3
3.719237000E0,-4.846989116E-2,-2.327381864E-2,2.347657084E-3
3.729191000E0,-2.640704915E-2,-2.731073633E-2,-4.800564051E-3
3.739144000E0,-1.572084228E-2,-2.970385551E-4,-7.007887959E-3
3.749098000E0,4.083914682E-5,7.988758385E-4,-2.493545115E-2
