"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.507055512E1,-6.311153412E0,-1.586927032E1,-3.441839600E1
5.508050912E1,-6.370468140E0,-1.579592896E1,-3.502575684E1
5.509046312E1,-6.428131104E0,-1.566645813E1,-3.465209961E1
5.510041612E1,-6.418029785E0,-1.561750031E1,-3.532879639E1
5.511037012E1,-6.429508209E0,-1.546835327E1,-3.493054199E1
5.512032412E1,-6.410419464E0,-1.532540894E1,-3.456182861E1
5.513027812E1,-6.439010620E0,-1.516862488E1,-3.522851562E1
5.514023213E1,-6.529846191E0,-1.498378754E1,-3.499688721E1
5.515018513E1,-6.540920258E0,-1.489112854E1,-3.539019775E1
5.516013912E1,-6.463424683E0,-1.485224915E1,-3.500396729E1
5.517009312E1,-6.336215973E0,-1.468183136E1,-3.462445068E1
5.518004712E1,-6.660675049E0,-1.474018097E1,-3.524377441E1
5.519000112E1,-6.709823608E0,-1.472247314E1,-3.483129883E1
5.519995512E1,-6.937938690E0,-1.470903778E1,-3.554937744E1
5.520990812E1,-6.841384888E0,-1.459768677E1,-3.509582520E1
5.521986212E1,-6.868461609E0,-1.457936096E1,-3.484033203E1
5.522981612E1,-7.093975067E0,-1.446609497E1,-3.516949463E1
5.523977012E1,-7.122581482E0,-1.437722015E1,-3.488360596E1
5.524972412E1,-7.271530151E0,-1.436210632E1,-3.554504395E1
5.525967712E1,-7.279525757E0,-1.439202881E1,-3.509210205E1
5.526963112E1,-7.295425415E0,-1.435274506E1,-3.487493896E1
5.527958512E1,-7.413421631E0,-1.438293457E1,-3.535388184E1
5.528953912E1,-7.324005127E0,-1.448532867E1,-3.502606201E1
5.529949312E1,-7.400806427E0,-1.447872925E1,-3.556292725E1
5.530944612E1,-7.485614777E0,-1.442258453E1,-3.500012207E1
5.531940012E1,-7.612560272E0,-1.446710205E1,-3.498730469E1
5.532935413E1,-7.700649261E0,-1.443454742E1,-3.554827881E1
5.533930812E1,-7.736526489E0,-1.457405090E1,-3.534271240E1
5.534926212E1,-7.708129883E0,-1.477429199E1,-3.586053467E1
5.535921512E1,-7.720928192E0,-1.482642365E1,-3.543041992E1
5.536916912E1,-7.625019073E0,-1.501324463E1,-3.538482666E1
5.537912312E1,-5.567081451E0,-1.382099152E1,-3.598791504E1
5.538907712E1,-5.451850891E0,-1.390888977E1,-3.549169922E1
5.539903112E1,-5.512771606E0,-1.377299500E1,-3.592779541E1
5.540898412E1,-5.513778687E0,-1.386660004E1,-3.569067383E1
5.541893812E1,-5.567268372E0,-1.379927826E1,-3.567779541E1
5.542889212E1,-5.374465942E0,-1.373410797E1,-3.614074707E1
5.543884612E1,-5.515010834E0,-1.376670837E1,-3.588494873E1
5.544880012E1,-5.693721771E0,-1.383312225E1,-3.625750732E1
5.545875312E1,-5.567714691E0,-1.393940735E1,-3.591375732E1
5.546870712E1,-5.489101410E0,-1.408692932E1,-3.574139404E1
5.547866112E1,-5.426296234E0,-1.407225037E1,-3.667993164E1
5.548861512E1,-5.176521301E0,-1.419848633E1,-3.608673096E1
5.549856912E1,-5.278789520E0,-1.421169281E1,-3.665332031E1
5.550852313E1,-5.210197449E0,-1.421439362E1,-3.616009521E1
5.551847613E1,-5.201320648E0,-1.404584503E1,-3.606854248E1
5.552843012E1,-5.254695892E0,-1.392964935E1,-3.638739014E1
5.553838412E1,-5.117202759E0,-1.386739349E1,-3.598858643E1
5.554833812E1,-5.048992157E0,-1.383707428E1,-3.650000000E1
5.555829212E1,-4.890258789E0,-1.383399963E1,-3.628967285E1
5.556824512E1,-5.052867889E0,-1.380100250E1,-3.581719971E1
5.557819912E1,-5.120826721E0,-1.383461761E1,-3.620202637E1
5.558815312E1,-5.161571503E0,-1.396371460E1,-3.583715820E1
5.559810712E1,-5.065834045E0,-1.396977234E1,-3.595349121E1
5.560806112E1,-5.068210602E0,-1.397313690E1,-3.551971436E1
5.561801412E1,-5.011196136E0,-1.400873566E1,-3.526416016E1
5.562796812E1,-5.143981934E0,-1.383782196E1,-3.574523926E1
5.563792212E1,-5.036220551E0,-1.379141235E1,-3.512603760E1
5.564787612E1,-5.141117096E0,-1.374118042E1,-3.570996094E1
5.565783012E1,-5.235877991E0,-1.361855316E1,-3.574493408E1
5.566778312E1,-5.222797394E0,-1.380020142E1,-3.547967529E1
5.567773712E1,-5.420410156E0,-1.374141693E1,-3.586169434E1
5.568769112E1,-5.362907410E0,-1.390254974E1,-3.530505371E1
5.569764513E1,-5.303314209E0,-1.407131958E1,-3.563238525E1
5.570759912E1,-5.383419037E0,-1.408609009E1,-3.569372559E1
5.571755312E1,-5.504341125E0,-1.409658051E1,-3.527069092E1
5.572750612E1,-5.356624603E0,-1.403919983E1,-3.578302002E1
5.573746012E1,-5.296134949E0,-1.414117432E1,-3.532574463E1
5.574741412E1,-5.321838379E0,-1.412206268E1,-3.576342773E1
5.575736812E1,-5.498275757E0,-1.419034576E1,-3.574896240E1
5.576732212E1,-5.394618988E0,-1.411715698E1,-3.515252686E1
5.577727512E1,-6.104110718E0,-1.414088440E1,-3.552075195E1
5.578722912E1,-6.070251465E0,-1.424133301E1,-3.528009033E1
5.579718312E1,-6.132331848E0,-1.415543365E1,-3.578869629E1
5.580713712E1,-6.225311279E0,-1.429601288E1,-3.606689453E1
5.581709112E1,-6.072837830E0,-1.424394989E1,-3.539703369E1
5.582704412E1,-5.917369843E0,-1.418424225E1,-3.591180420E1
5.583699812E1,-5.956878662E0,-1.424094391E1,-3.549877930E1
5.584695212E1,-6.225151062E0,-1.425205994E1,-3.596942139E1
5.585690612E1,-6.295841217E0,-1.422350311E1,-3.626617432E1
5.586686012E1,-6.261531830E0,-1.434745026E1,-3.558032227E1
5.587681312E1,-6.341781616E0,-1.429228973E1,-3.603308105E1
5.588676713E1,-6.261779785E0,-1.430991364E1,-3.544488525E1
5.589672112E1,-6.185958862E0,-1.438181305E1,-3.607958984E1
5.590667512E1,-6.307064056E0,-1.418860626E1,-3.583728027E1
5.591662912E1,-6.258918762E0,-1.425178528E1,-3.519146729E1
5.592658212E1,-6.287647247E0,-1.413796234E1,-3.548614502E1
5.593653612E1,-6.229770660E0,-1.419433594E1,-3.522448730E1
5.594649012E1,-6.393554688E0,-1.410683441E1,-3.537841797E1
5.595644379E1,-6.420856476E0,-1.407877350E1,-3.541027832E1
5.596639779E1,-6.484825134E0,-1.431291962E1,-3.546600342E1
5.597635079E1,-6.507690430E0,-1.436447144E1,-3.593695068E1
5.598630479E1,-6.607639313E0,-1.446884155E1,-3.540118408E1
5.599625879E1,-6.479301453E0,-1.450950623E1,-3.605273438E1
5.600621279E1,-6.639884949E0,-1.454367065E1,-3.649938965E1
5.601616679E1,-6.725593567E0,-1.458282471E1,-3.584460449E1
5.602612079E1,-6.706912994E0,-1.443453979E1,-3.634356689E1
5.603607379E1,-6.421676636E0,-1.439216614E1,-3.616522217E1
5.604602779E1,-6.692493439E0,-1.412673187E1,-3.608129883E1
5.605598179E1,-6.738330841E0,-1.411101532E1,-3.616619873E1
5.606593579E1,-6.760478973E0,-1.422934723E1,-3.605718994E1
5.607588979E1,-6.724864960E0,-1.421375275E1,-3.553320312E1
5.608584279E1,-6.648056030E0,-1.437589264E1,-3.565063477E1
5.609579679E1,-6.801219940E0,-1.452841949E1,-3.591430664E1
5.610575079E1,-6.709148407E0,-1.460981750E1,-3.630468750E1
5.611570479E1,-6.769256592E0,-1.475802612E1,-3.608923340E1
5.612565879E1,-6.814460754E0,-1.502971649E1,-3.606805420E1
5.613561179E1,-6.905277252E0,-1.509870148E1,-3.628967285E1
5.614556579E1,-6.922252655E0,-1.506597137E1,-3.616058350E1
5.615551979E1,-7.037498474E0,-1.503818512E1,-3.610864258E1
5.616547379E1,-6.948127747E0,-1.494088745E1,-3.621502686E1
5.617542779E1,-6.985752106E0,-1.489257050E1,-3.597991943E1
5.618538079E1,-8.034278870E0,-1.417694855E1,-3.640722656E1
5.619533479E1,-8.070686340E0,-1.425029755E1,-3.597814941E1
5.620528879E1,-8.172687531E0,-1.439701080E1,-3.625262451E1
5.621524279E1,-8.141952515E0,-1.464672852E1,-3.638781738E1
5.622519679E1,-8.137737274E0,-1.463082123E1,-3.610870361E1
5.623514979E1,-8.031044006E0,-1.476541138E1,-3.629351807E1
5.624510379E1,-8.091587067E0,-1.468035126E1,-3.600518799E1
5.625505779E1,-8.008468628E0,-1.484297180E1,-3.660076904E1
5.626501179E1,-8.050308228E0,-1.477503967E1,-3.670666504E1
5.627496579E1,-8.279300690E0,-1.475031281E1,-3.634667969E1
5.628491979E1,-8.177658081E0,-1.469493103E1,-3.660845947E1
5.629487279E1,-8.244777679E0,-1.480840302E1,-3.643725586E1
5.630482679E1,-8.245018005E0,-1.491309357E1,-3.665490723E1
5.631478079E1,-8.383216858E0,-1.494177246E1,-3.674072266E1
5.632473479E1,-8.301784515E0,-1.493227386E1,-3.651251221E1
5.633468879E1,-8.286895752E0,-1.487040710E1,-3.709289551E1
5.634464179E1,-8.439029694E0,-1.487659454E1,-3.659027100E1
5.635459579E1,-8.491203308E0,-1.495214081E1,-3.669281006E1
5.636454979E1,-8.492473602E0,-1.510948944E1,-3.685046387E1
5.637450379E1,-8.461177826E0,-1.506673431E1,-3.639001465E1
5.638445779E1,-8.410015106E0,-1.507875061E1,-3.652429199E1
5.639441079E1,-8.413692474E0,-1.516398621E1,-3.627996826E1
5.640436479E1,-8.506793976E0,-1.540496826E1,-3.647473145E1
5.641431879E1,-8.529109955E0,-1.540032959E1,-3.670172119E1
5.642427279E1,-8.516227722E0,-1.530514526E1,-3.639343262E1
5.643422679E1,-8.550178528E0,-1.542728424E1,-3.649310303E1
5.644417979E1,-8.519748688E0,-1.542890167E1,-3.650549316E1
5.645413379E1,-8.412273407E0,-1.553333282E1,-3.688269043E1
5.646408779E1,-8.610202789E0,-1.561331940E1,-3.675439453E1
5.647404179E1,-8.610481262E0,-1.568517303E1,-3.652581787E1
5.648399579E1,-8.610626221E0,-1.578791809E1,-3.652850342E1
5.649394879E1,-8.610626221E0,-1.578791809E1,-3.652850342E1
5.650390279E1,-8.594348907E0,-1.588684082E1,-3.643621826E1
5.651385679E1,-8.491493225E0,-1.590463257E1,-3.674017334E1
5.652381079E1,-8.536045074E0,-1.604806519E1,-3.679119873E1
5.653376479E1,-8.629776001E0,-1.597445679E1,-3.649298096E1
5.654371879E1,-8.508769989E0,-1.610072327E1,-3.662579346E1
5.655367179E1,-8.361228943E0,-1.619595337E1,-3.677050781E1
5.656362579E1,-8.209346771E0,-1.629080963E1,-3.658862305E1
5.657357979E1,-8.321441650E0,-1.642507172E1,-3.707403564E1
5.658353379E1,-1.066098022E1,-1.630222321E1,-3.762854004E1
5.659348779E1,-1.054374695E1,-1.621980286E1,-3.681372070E1
5.660344079E1,-1.039406204E1,-1.633723450E1,-3.666699219E1
5.661339479E1,-1.033794403E1,-1.646476746E1,-3.757452393E1
5.662334879E1,-1.019823074E1,-1.670449066E1,-3.731274414E1
5.663330279E1,-1.012161255E1,-1.659941864E1,-3.757312012E1
5.664325679E1,-1.012092972E1,-1.663771820E1,-3.710705566E1
5.665320979E1,-9.804946899E0,-1.674797821E1,-3.667370605E1
5.666316379E1,-9.873634338E0,-1.697931671E1,-3.775952148E1
5.667311779E1,-9.544548035E0,-1.697923279E1,-3.744122314E1
5.668307179E1,-9.642498016E0,-1.712184906E1,-3.805163574E1
5.669302579E1,-9.505008698E0,-1.721544647E1,-3.761065674E1
5.670297879E1,-9.472557068E0,-1.722077942E1,-3.716046143E1
5.671293279E1,-9.364097595E0,-1.725881195E1,-3.793316650E1
5.672288679E1,-9.236160278E0,-1.723283386E1,-3.744384766E1
5.673284079E1,-9.185768127E0,-1.725893402E1,-3.800030518E1
5.674279479E1,-9.082241058E0,-1.730523682E1,-3.747186279E1
5.675274779E1,-8.953430176E0,-1.727272034E1,-3.735461426E1
5.676270179E1,-8.870811462E0,-1.740122223E1,-3.824389648E1
5.677265579E1,-8.715148926E0,-1.731900787E1,-3.795629883E1
5.678260979E1,-8.792407990E0,-1.734697723E1,-3.820660400E1
5.679256379E1,-8.548416138E0,-1.727613068E1,-3.760076904E1
5.680251679E1,-8.673923492E0,-1.735424042E1,-3.729638672E1
5.681247079E1,-8.562057495E0,-1.739788818E1,-3.825817871E1
5.682242479E1,-8.481567383E0,-1.737500763E1,-3.741131592E1
5.683237879E1,-8.408699036E0,-1.732542419E1,-3.793072510E1
5.684233279E1,-8.241073608E0,-1.744645691E1,-3.777014160E1
5.685228679E1,-8.218460083E0,-1.747370148E1,-3.757202148E1
5.686223979E1,-8.382793427E0,-1.743309784E1,-3.832440186E1
5.687219379E1,-8.309665680E0,-1.740505981E1,-3.803680420E1
5.688214779E1,-8.202877045E0,-1.735438538E1,-3.836334229E1
5.689210179E1,-8.062755585E0,-1.719745636E1,-3.808117676E1
5.690205579E1,-8.293495178E0,-1.711508942E1,-3.756658936E1
5.691200879E1,-8.106788635E0,-1.718489075E1,-3.810705566E1
5.692196279E1,-8.134078979E0,-1.722521210E1,-3.786981201E1
5.693191679E1,-8.195739746E0,-1.713324738E1,-3.809106445E1
5.694187079E1,-8.291336060E0,-1.706878662E1,-3.751031494E1
5.695182479E1,-7.983402252E0,-1.719377136E1,-3.764843750E1
5.696177737E1,-8.140933990E0,-1.716585541E1,-3.802886963E1
5.697173137E1,-8.287277222E0,-1.716699982E1,-3.762506104E1
5.698168537E1,-9.237312317E0,-1.920876312E1,-3.778009033E1
5.699163937E1,-9.235446930E0,-1.923626709E1,-3.767736816E1
5.700159337E1,-9.103168488E0,-1.918556213E1,-3.739593506E1
5.701154637E1,-9.305160522E0,-1.918601990E1,-3.799237061E1
5.702150037E1,-9.300144196E0,-1.917251587E1,-3.738220215E1
5.703145437E1,-9.322566986E0,-1.909350586E1,-3.773980713E1
5.704140837E1,-9.210861206E0,-1.920040894E1,-3.731420898E1
5.705136237E1,-9.342414856E0,-1.906699371E1,-3.717181396E1
5.706131537E1,-9.420825958E0,-1.920353699E1,-3.789984131E1
5.707126937E1,-9.386913300E0,-1.931056976E1,-3.777545166E1
5.708122337E1,-9.511222839E0,-1.928838348E1,-3.804614258E1
5.709117737E1,-9.593757629E0,-1.938449097E1,-3.761627197E1
5.710113137E1,-9.610088348E0,-1.935297394E1,-3.739709473E1
5.711108437E1,-9.578929901E0,-1.946012878E1,-3.788299561E1
5.712103837E1,-9.620407104E0,-1.940164948E1,-3.782873535E1
5.713099238E1,-9.617649078E0,-1.957896423E1,-3.834686279E1
5.714094637E1,-9.682643890E0,-1.965260315E1,-3.813751221E1
5.715090037E1,-9.730354309E0,-1.958159637E1,-3.801141357E1
5.716085337E1,-9.796493530E0,-1.959569550E1,-3.843414307E1
5.717080737E1,-9.752452850E0,-1.963819885E1,-3.827679443E1
5.718076137E1,-9.776401520E0,-1.971298218E1,-3.873315430E1
5.719071537E1,-9.804447174E0,-1.971488190E1,-3.847082520E1
5.720066937E1,-9.692234039E0,-1.984763336E1,-3.824700928E1
5.721062237E1,-9.771793365E0,-1.992559814E1,-3.879644775E1
5.722057637E1,-9.541404724E0,-2.019716644E1,-3.852941895E1
5.723053037E1,-9.651439667E0,-2.017887878E1,-3.892614746E1
5.724048437E1,-9.618297577E0,-2.028589630E1,-3.879791260E1
5.725043837E1,-9.638294220E0,-2.034399414E1,-3.834509277E1
5.726039137E1,-9.480670929E0,-2.043524933E1,-3.905773926E1
5.727034537E1,-9.495487213E0,-2.039567566E1,-3.860137939E1
5.728029937E1,-9.537395477E0,-2.039990234E1,-3.910705566E1
5.729025337E1,-9.529651642E0,-2.037216187E1,-3.887982178E1
5.730020737E1,-9.443004608E0,-2.051480103E1,-3.887573242E1
5.731016138E1,-9.468502045E0,-2.054746246E1,-3.927667236E1
5.732011438E1,-9.273376465E0,-2.069467163E1,-3.909710693E1
5.733006837E1,-9.393272400E0,-2.067115784E1,-3.921380615E1
5.734002237E1,-9.272048950E0,-2.084429932E1,-3.960217285E1
5.734997637E1,-9.214275360E0,-2.098043060E1,-3.887927246E1
5.735993037E1,-9.191032410E0,-2.103605652E1,-3.947357178E1
5.736988337E1,-9.158054352E0,-2.109349823E1,-3.916247559E1
5.737983737E1,-9.159595490E0,-2.094435120E1,-3.969500732E1
5.738979137E1,-1.049325180E1,-2.093116760E1,-3.984637451E1
5.739974537E1,-1.050320816E1,-2.101925659E1,-3.932757568E1
5.740969937E1,-1.041807175E1,-2.106404877E1,-3.979479980E1
5.741965237E1,-1.031208038E1,-2.112816620E1,-3.976629639E1
5.742960637E1,-1.053115845E1,-2.117689514E1,-4.002691650E1
5.743956037E1,-1.052706528E1,-2.110248566E1,-3.994744873E1
5.744951437E1,-1.030181503E1,-2.115332031E1,-3.946643066E1
5.745946837E1,-1.033646393E1,-2.130894470E1,-3.990972900E1
5.746942137E1,-1.036361694E1,-2.135614014E1,-3.972967529E1
5.747937537E1,-1.012339783E1,-2.127037811E1,-3.993359375E1
5.748932937E1,-1.022534180E1,-2.121660614E1,-4.010180664E1
5.749928338E1,-1.011895370E1,-2.116711426E1,-3.980535889E1
5.750923737E1,-1.014315796E1,-2.116857147E1,-4.013653564E1
5.751919037E1,-1.002542877E1,-2.112216949E1,-3.947094727E1
5.752914437E1,-1.011002350E1,-2.111319733E1,-3.991223145E1
5.753909837E1,-1.010245514E1,-2.116242981E1,-4.011016846E1
5.754905237E1,-1.003412628E1,-2.107215118E1,-3.982739258E1
5.755900637E1,-1.014767075E1,-2.112184906E1,-4.019891357E1
5.756895937E1,-1.008194733E1,-2.117037201E1,-3.966357422E1
5.757891337E1,-1.012760162E1,-2.114272308E1,-4.061785889E1
5.758886737E1,-1.020264435E1,-2.108115387E1,-4.056225586E1
5.759882137E1,-1.019569778E1,-2.101381683E1,-4.008105469E1
5.760877537E1,-1.013443375E1,-2.102698517E1,-4.066210938E1
5.761872837E1,-1.020060349E1,-2.102802277E1,-4.030212402E1
5.762868237E1,-1.014918137E1,-2.096749115E1,-4.059576416E1
5.763863637E1,-1.025752640E1,-2.094210052E1,-4.079028320E1
5.764859037E1,-1.031854248E1,-2.100233459E1,-4.035955811E1
5.765854437E1,-1.034762192E1,-2.087506866E1,-4.081402588E1
5.766849737E1,-1.028326416E1,-2.073262787E1,-4.022302246E1
5.767845137E1,-1.040911484E1,-2.071607971E1,-4.062738037E1
5.768840538E1,-1.021694183E1,-2.066555786E1,-4.081311035E1
5.769835937E1,-1.015550232E1,-2.060193634E1,-4.026477051E1
5.770831337E1,-1.024969482E1,-2.059678650E1,-4.081677246E1
5.771826637E1,-1.031145859E1,-2.049280548E1,-4.015527344E1
5.772822037E1,-1.039745712E1,-2.045233154E1,-4.036755371E1
5.773817437E1,-1.047579193E1,-2.057835388E1,-4.065637207E1
5.774812837E1,-1.029876328E1,-2.058344269E1,-4.024237061E1
5.775808237E1,-1.036147690E1,-2.064388275E1,-4.069146729E1
5.776803637E1,-1.038783264E1,-2.071908569E1,-4.051177979E1
5.777798937E1,-1.046436310E1,-2.054880524E1,-4.087768555E1
5.778794337E1,-9.648609161E0,-2.042176056E1,-4.063623047E1
5.779789737E1,-9.616775513E0,-2.041902161E1,-4.036749268E1
5.780785137E1,-9.672348022E0,-2.035852814E1,-4.095050049E1
5.781780537E1,-9.897609711E0,-2.024963379E1,-4.016119385E1
5.782775837E1,-9.859375000E0,-2.024234772E1,-4.081842041E1
5.783771237E1,-9.939586639E0,-2.031023407E1,-4.091143799E1
5.784766637E1,-9.884136200E0,-2.044499969E1,-4.038616943E1
5.785762037E1,-9.806579590E0,-2.052770233E1,-4.069354248E1
5.786757438E1,-9.730342865E0,-2.054924011E1,-4.010888672E1
5.787752738E1,-9.743282318E0,-2.056864166E1,-4.066296387E1
5.788748137E1,-9.852149963E0,-2.059047699E1,-4.095043945E1
5.789743537E1,-9.845890045E0,-2.048926544E1,-4.020434570E1
5.790738937E1,-9.796417236E0,-2.046689606E1,-4.072650146E1
5.791734337E1,-9.941238403E0,-2.037220001E1,-4.029473877E1
5.792729637E1,-9.941238403E0,-2.037220001E1,-4.029473877E1
5.793725037E1,-9.882476807E0,-2.037273407E1,-4.077984619E1
5.794720437E1,-9.804862976E0,-2.044010925E1,-4.048474121E1
5.795715892E1,-9.688087463E0,-2.045359802E1,-4.023614502E1
5.796711292E1,-9.697437286E0,-2.068674469E1,-4.093737793E1
5.797706592E1,-9.736064911E0,-2.078278351E1,-4.061853027E1
5.798701992E1,-9.720981598E0,-2.078582764E1,-4.087115479E1
5.799697392E1,-9.631217957E0,-2.080442047E1,-4.127441406E1
5.800692792E1,-9.622753143E0,-2.088037109E1,-4.069268799E1
5.801688192E1,-9.571353912E0,-2.081625366E1,-4.100970459E1
5.802683492E1,-9.558525085E0,-2.071153259E1,-4.043395996E1
5.803678892E1,-9.547603607E0,-2.065338898E1,-4.061267090E1
5.804674292E1,-9.303657532E0,-2.073176575E1,-4.124829102E1
5.805669692E1,-9.235633850E0,-2.070577240E1,-4.073284912E1
5.806665092E1,-9.030189514E0,-2.069381714E1,-4.103485107E1
5.807660392E1,-9.045726776E0,-2.080866241E1,-4.048986816E1
5.808655792E1,-8.950630188E0,-2.092031860E1,-4.041235352E1
5.809651192E1,-8.710975647E0,-2.078656769E1,-4.106134033E1
5.810646592E1,-8.658702850E0,-2.087626648E1,-4.071838379E1
5.811641992E1,-8.565853119E0,-2.078292847E1,-4.120257568E1
5.812637292E1,-8.471225739E0,-2.092459869E1,-4.093280029E1
5.813632692E1,-8.170955658E0,-2.091390228E1,-4.091296387E1
5.814628092E1,-8.075958252E0,-2.079019928E1,-4.124548340E1
5.815623492E1,-8.098663330E0,-2.083992004E1,-4.064141846E1
5.816618892E1,-7.892078400E0,-2.071265411E1,-4.132366943E1
5.817614192E1,-7.689453125E0,-2.073639679E1,-4.097460938E1
5.818609592E1,-7.975753784E0,-2.220590973E1,-4.004119873E1
5.819604992E1,-7.861530304E0,-2.196286774E1,-4.038110352E1
5.820600392E1,-7.814186096E0,-2.201096344E1,-4.009552002E1
5.821595792E1,-7.694858551E0,-2.189574432E1,-4.063281250E1
5.822591192E1,-7.549945831E0,-2.192618561E1,-4.000476074E1
5.823586492E1,-7.596370697E0,-2.189823151E1,-3.981201172E1
5.824581892E1,-7.449737549E0,-2.194580078E1,-4.065960693E1
5.825577292E1,-7.273826599E0,-2.204938507E1,-4.011657715E1
5.826572692E1,-7.205913544E0,-2.202011108E1,-4.037982178E1
5.827567992E1,-7.044544220E0,-2.207400513E1,-3.994238281E1
5.828563392E1,-6.953208923E0,-2.204987335E1,-3.978247070E1
5.829558792E1,-6.736606598E0,-2.211125183E1,-4.087524414E1
5.830554192E1,-6.815876007E0,-2.213573456E1,-4.025897217E1
5.831549592E1,-6.736057281E0,-2.220604706E1,-4.065850830E1
5.832544992E1,-6.737461090E0,-2.232407379E1,-4.056530762E1
5.833540292E1,-6.599514008E0,-2.240324402E1,-4.039611816E1
5.834535692E1,-6.620880127E0,-2.240417480E1,-4.084338379E1
5.835531092E1,-6.368350983E0,-2.244286346E1,-4.036468506E1
5.836526492E1,-6.223251343E0,-2.261714935E1,-4.114129639E1
5.837521892E1,-6.276794434E0,-2.270748901E1,-4.097766113E1
5.838517192E1,-6.088710785E0,-2.272300720E1,-4.064245605E1
5.839512592E1,-6.143054962E0,-2.273538971E1,-4.118249512E1
5.840507992E1,-6.090316772E0,-2.282405853E1,-4.074566650E1
5.841503392E1,-6.041183472E0,-2.294830322E1,-4.118170166E1
5.842498792E1,-5.993656158E0,-2.291270447E1,-4.089788818E1
5.843494092E1,-5.980094910E0,-2.293243408E1,-4.064331055E1
5.844489492E1,-5.864116669E0,-2.302357483E1,-4.127301025E1
5.845484892E1,-5.856674194E0,-2.317151642E1,-4.067352295E1
5.846480292E1,-5.864913940E0,-2.333156586E1,-4.140051270E1
5.847475692E1,-5.936511993E0,-2.349720764E1,-4.122601318E1
5.848470992E1,-6.013664246E0,-2.360113525E1,-4.092419434E1
5.849466392E1,-6.047027588E0,-2.359506989E1,-4.164569092E1
5.850461792E1,-5.872905731E0,-2.372212982E1,-4.100701904E1
5.851457192E1,-5.844394684E0,-2.373257446E1,-4.161798096E1
5.852452592E1,-5.730133057E0,-2.391270447E1,-4.126013184E1
5.853447892E1,-5.959171295E0,-2.401845551E1,-4.098248291E1
5.854443292E1,-5.874011993E0,-2.415394592E1,-4.133239746E1
5.855438692E1,-5.957561493E0,-2.421039581E1,-4.118963623E1
5.856434092E1,-6.064651489E0,-2.425163269E1,-4.190045166E1
5.857429492E1,-5.897758484E0,-2.438817596E1,-4.132922363E1
5.858424792E1,-8.253303528E0,-2.577056885E1,-4.070745850E1
5.859420192E1,-8.245326996E0,-2.589102173E1,-4.152081299E1
5.860415592E1,-8.263557434E0,-2.605767059E1,-4.123718262E1
5.861410992E1,-8.440757751E0,-2.609986115E1,-4.181756592E1
5.862406392E1,-8.506366730E0,-2.622123718E1,-4.139727783E1
5.863401692E1,-8.502235413E0,-2.624043274E1,-4.109741211E1
5.864397092E1,-8.624496460E0,-2.628479767E1,-4.165576172E1
5.865392492E1,-8.676826477E0,-2.627532196E1,-4.127685547E1
5.866387892E1,-8.838245392E0,-2.642011261E1,-4.203698730E1
5.867383292E1,-8.784881592E0,-2.647852325E1,-4.155694580E1
5.868378592E1,-8.867153168E0,-2.656577301E1,-4.118389893E1
5.869373992E1,-8.994216919E0,-2.657304382E1,-4.151953125E1
5.870369392E1,-9.161838531E0,-2.676893616E1,-4.142889404E1
5.871364792E1,-9.345645905E0,-2.684555054E1,-4.185540771E1
5.872360192E1,-9.404827118E0,-2.690899658E1,-4.156604004E1
5.873355492E1,-9.498703003E0,-2.697083282E1,-4.145556641E1
5.874350892E1,-9.682483673E0,-2.689093018E1,-4.190270996E1
5.875346292E1,-9.557205200E0,-2.705278778E1,-4.164764404E1
5.876341692E1,-9.710617065E0,-2.705322266E1,-4.203796387E1
5.877337092E1,-9.687046051E0,-2.704375458E1,-4.177270508E1
5.878332392E1,-9.811832428E0,-2.718209076E1,-4.178576660E1
5.879327792E1,-9.789447784E0,-2.723786926E1,-4.225659180E1
5.880323192E1,-9.693634033E0,-2.726078796E1,-4.194458008E1
5.881318592E1,-9.827026367E0,-2.747299957E1,-4.212963867E1
5.882313992E1,-9.945102692E0,-2.758171082E1,-4.193444824E1
5.883309392E1,-9.768203735E0,-2.764569855E1,-4.139086914E1
5.884304692E1,-9.862667084E0,-2.793032074E1,-4.211486816E1
5.885300092E1,-9.980472565E0,-2.809117889E1,-4.143438721E1
5.886295492E1,-1.010293198E1,-2.812268066E1,-4.209655762E1
5.887290892E1,-1.011375046E1,-2.811898804E1,-4.213281250E1
5.888286292E1,-1.013626099E1,-2.809063721E1,-4.119976807E1
5.889281592E1,-1.030724716E1,-2.806260681E1,-4.187854004E1
5.890276992E1,-1.020895767E1,-2.817044830E1,-4.162438965E1
5.891272392E1,-1.021735764E1,-2.831626129E1,-4.201342773E1
5.892267792E1,-1.039121628E1,-2.848849487E1,-4.201550293E1
5.893263192E1,-1.046066284E1,-2.851407623E1,-4.158630371E1
5.894258492E1,-1.048968506E1,-2.869708252E1,-4.204089355E1
5.895253892E1,-1.045640945E1,-2.869766998E1,-4.158599854E1
5.896249275E1,-1.049947739E1,-2.867945099E1,-4.190411377E1
5.897244675E1,-1.046896744E1,-2.878677368E1,-4.185980225E1
5.898240075E1,-1.068473816E1,-2.878559113E1,-4.136914062E1
5.899235375E1,-1.288324356E1,-2.658347321E1,-4.366375732E1
5.900230775E1,-1.320737457E1,-2.669937134E1,-4.326898193E1
5.901226175E1,-1.329152679E1,-2.691782379E1,-4.368713379E1
5.902221575E1,-1.338611221E1,-2.687658691E1,-4.380688477E1
5.903216975E1,-1.326694489E1,-2.701717377E1,-4.303082275E1
