"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.933406951E2,-3.746708679E-1,3.752845917E0,1.102622086E1
2.933506491E2,-4.040098572E-1,3.332220612E0,1.047806076E1
2.933606041E2,-1.413061523E-1,3.420686646E0,9.238338776E0
2.933705581E2,1.651066589E-1,3.877237244E0,7.920329590E0
2.933805131E2,3.441343689E-1,4.488865356E0,6.803052979E0
2.933904671E2,5.066963196E-1,5.115911407E0,6.147715759E0
2.934004211E2,6.755451965E-1,5.704637146E0,6.209986267E0
2.934103761E2,6.556365967E-1,5.943240967E0,6.793622589E0
2.934203301E2,3.838018799E-1,5.724695435E0,7.649692383E0
2.934302851E2,1.618135071E-1,5.093308411E0,8.528065796E0
2.934402391E2,3.278182983E-2,4.463567963E0,9.387428741E0
2.934501931E2,-1.448986816E-1,3.889362030E0,9.979597321E0
2.934601481E2,-2.911445618E-1,3.601660309E0,1.000190094E1
2.934701021E2,-1.972897339E-1,3.647614746E0,9.547595673E0
2.934800571E2,5.628295898E-2,4.129163361E0,8.954678650E0
2.934900111E2,1.477427673E-1,4.707710266E0,8.515641632E0
2.934999651E2,6.735992432E-2,5.014871521E0,8.069269867E0
2.935099201E2,1.092727661E-2,5.076692963E0,7.777825928E0
2.935198741E2,2.948867798E-2,5.012027435E0,7.796986084E0
2.935298291E2,9.385482788E-2,4.872667236E0,8.053103485E0
2.935397831E2,1.616638184E-1,4.756059723E0,8.502918091E0
2.935497371E2,1.499880981E-1,4.625830536E0,8.991352386E0
2.935596921E2,2.005828857E-2,4.467609558E0,9.364975433E0
2.935696461E2,-8.741821289E-2,4.309238892E0,9.520651703E0
2.935796011E2,-1.862127686E-1,4.253554688E0,9.450896759E0
2.935895551E2,-2.386038208E-1,4.347858582E0,9.118887177E0
2.935995091E2,-1.695973206E-1,4.567152557E0,8.648565216E0
2.936094641E2,-3.921844482E-2,4.780608673E0,8.299191742E0
2.936194181E2,5.583389282E-2,4.873715057E0,8.126301270E0
2.936293731E2,7.978408813E-2,4.802912292E0,8.081394653E0
2.936393271E2,9.430389404E-2,4.684209137E0,8.193661194E0
2.936492811E2,9.385482788E-2,4.608466644E0,8.449628906E0
2.936592361E2,7.274871826E-2,4.572990417E0,8.801696777E0
2.936691901E2,2.260299683E-2,4.597838745E0,9.199719086E0
2.936791451E2,-3.353027344E-2,4.650379486E0,9.528136139E0
2.936890991E2,-7.140151978E-2,4.682412872E0,9.709558868E0
2.936990531E2,-1.071771240E-1,4.583618317E0,9.714348907E0
2.937090081E2,-9.340576172E-2,4.344715118E0,9.412875824E0
2.937189621E2,1.646575928E-3,4.230053558E0,8.919202423E0
2.937289171E2,1.851649475E-1,4.274960175E0,8.275540924E0
2.937388711E2,3.571572876E-1,4.401746521E0,7.722740479E0
2.937488261E2,4.561015320E-1,4.557572479E0,7.439679108E0
2.937587801E2,4.553530884E-1,4.679868164E0,7.485783234E0
2.937687341E2,3.959266663E-1,4.706063690E0,7.863747253E0
2.937786891E2,2.534230042E-1,4.596192169E0,8.434061279E0
2.937886431E2,1.127156067E-1,4.476441193E0,9.084009705E0
2.937985981E2,-8.831634521E-3,4.471950531E0,9.661957855E0
2.938085521E2,-3.382965088E-2,4.574337616E0,1.011581406E1
2.938185061E2,-4.281097412E-2,4.633314972E0,1.032507889E1
2.938284611E2,-9.295669556E-2,4.563260651E0,1.019290375E1
2.938384151E2,-2.002835083E-1,4.358935547E0,9.619895325E0
2.938483701E2,-1.594184875E-1,4.284989319E0,8.769962769E0
2.938583241E2,8.083190918E-3,4.394112396E0,7.901618500E0
2.938682781E2,1.133143616E-1,4.594695282E0,7.253316650E0
2.938782331E2,7.903564453E-2,4.867278442E0,6.913373566E0
2.938881871E2,-1.541793823E-2,5.173242188E0,7.046446838E0
2.938981421E2,-1.243913269E-1,5.320984955E0,7.681127014E0
2.939080961E2,-2.764750671E-1,5.220843201E0,8.711733856E0
2.939180501E2,-3.873944092E-1,4.982987823E0,9.817185059E0
2.939280051E2,-4.001179504E-1,4.760101318E0,1.066906357E1
2.939379591E2,-3.802093506E-1,4.555925903E0,1.099673218E1
2.939479141E2,-2.656974792E-1,4.446952515E0,1.077848602E1
2.939578681E2,-1.022373962E-1,4.579876099E0,1.012210098E1
2.939678221E2,5.763015747E-2,4.844974823E0,9.204658813E0
2.939777771E2,1.416055298E-1,5.083279266E0,8.279133453E0
2.939877311E2,1.200503540E-1,5.230572968E0,7.649093628E0
2.939976861E2,5.718109131E-2,5.278173981E0,7.419920197E0
2.940076401E2,-4.340972900E-3,5.267995148E0,7.615114288E0
2.940175951E2,2.155517578E-2,5.159470825E0,8.139174500E0
2.940275491E2,7.798782349E-2,4.882846069E0,8.913963318E0
2.940375031E2,6.990463257E-2,4.519701233E0,9.655221863E0
2.940474581E2,1.414558411E-1,4.226161652E0,1.005968079E1
2.940574121E2,2.881507874E-1,4.093387756E0,1.005908203E1
2.940673671E2,4.340972900E-1,4.106260986E0,9.732760620E0
2.940773211E2,5.912704468E-1,4.164190521E0,9.035360870E0
2.940872751E2,7.315287781E-1,4.473447418E0,8.435109100E0
2.940972301E2,7.090754700E-1,4.809498596E0,8.120912476E0
2.941071841E2,5.382806396E-1,4.897066498E0,7.915539551E0
2.941171391E2,3.855981445E-1,4.781357117E0,7.873027954E0
2.941270931E2,2.636018372E-1,4.563110962E0,8.059839478E0
2.941370471E2,2.005828857E-1,4.306843872E0,8.290060730E0
2.941470021E2,2.146536255E-1,4.125271454E0,8.445587311E0
2.941569561E2,2.493814087E-1,4.028422852E0,8.546327820E0
2.941669108E2,2.451901245E-1,3.946842499E0,8.544681244E0
2.941768648E2,2.320175171E-1,3.906875610E0,8.397237854E0
2.941868188E2,2.457888794E-1,3.925437012E0,8.132139130E0
2.941967738E2,2.791694641E-1,3.988755341E0,7.855514374E0
2.942067278E2,3.591032410E-1,4.118236084E0,7.689659271E0
2.942166828E2,3.625460815E-1,4.291875000E0,7.669151917E0
2.942266368E2,2.725831604E-1,4.370760956E0,7.766449585E0
2.942365908E2,1.194515991E-1,4.303101654E0,7.996970215E0
2.942465458E2,-3.008743286E-2,4.186045074E0,8.301886139E0
2.942564998E2,-1.692979431E-1,4.015699310E0,8.509654083E0
2.942664548E2,-2.639012146E-1,3.986510010E0,8.579708405E0
2.942764088E2,-2.881507874E-1,4.080963593E0,8.520581360E0
2.942863638E2,-2.230361938E-1,4.290228424E0,8.336015167E0
2.942963178E2,-1.589694214E-1,4.531526642E0,8.120014343E0
2.943062718E2,-1.722917175E-1,4.605622559E0,7.903414764E0
2.943162268E2,-2.402503967E-1,4.580325165E0,7.772886200E0
2.943261808E2,-2.558180237E-1,4.550836487E0,7.668852539E0
2.943361358E2,-2.101629639E-1,4.562212830E0,7.635471954E0
2.943460898E2,-1.492396545E-1,4.590953064E0,7.749385071E0
2.943560438E2,-1.139131165E-1,4.601730652E0,8.053702240E0
2.943659988E2,-1.341210938E-1,4.529131622E0,8.475674744E0
2.943759528E2,-1.818717957E-1,4.452490997E0,8.919052734E0
2.943859078E2,-1.899549866E-1,4.408183136E0,9.221723328E0
2.943958618E2,-1.761836243E-1,4.326004028E0,9.335187378E0
2.944058168E2,-1.318757629E-1,4.240531769E0,9.225016479E0
2.944157708E2,-9.550140381E-2,4.152215424E0,8.904383240E0
2.944257248E2,-3.517684937E-2,4.135899353E0,8.371341705E0
2.944356798E2,8.098159790E-2,4.212390289E0,7.847431183E0
2.944456338E2,1.884580994E-1,4.398603058E0,7.521259460E0
2.944555888E2,3.391946411E-1,4.625830536E0,7.553292847E0
2.944655428E2,4.393363953E-1,4.829706573E0,7.977810059E0
2.944754968E2,4.451742554E-1,4.915478210E0,8.712931366E0
2.944854518E2,3.794609070E-1,4.916526031E0,9.493558044E0
2.944954058E2,2.959346008E-1,4.831951904E0,1.012314880E1
2.945053608E2,1.586700439E-1,4.528981934E0,1.040740768E1
2.945153148E2,7.484436035E-2,4.209995270E0,1.017030075E1
2.945252688E2,1.302291870E-1,4.164938965E0,9.531129913E0
2.945352238E2,3.019221497E-1,4.431983643E0,8.619525604E0
2.945451778E2,4.320016479E-1,4.902305603E0,7.937244415E0
2.945551328E2,5.034031677E-1,5.480852509E0,7.778125305E0
2.945650868E2,4.673281860E-1,5.870641937E0,8.127349091E0
2.945750408E2,3.998185730E-1,5.949677582E0,8.913813629E0
2.945849958E2,2.996768188E-1,5.802234192E0,9.966574402E0
2.945949498E2,2.395019531E-1,5.463787994E0,1.077234879E1
2.946049048E2,2.029779053E-1,5.126988373E0,1.116483261E1
2.946148588E2,2.270777893E-1,4.979544983E0,1.103924377E1
2.946248138E2,3.400927734E-1,5.085823975E0,1.039857605E1
2.946347678E2,3.838018799E-1,5.410798187E0,9.494905243E0
2.946447218E2,2.869532776E-1,5.724096680E0,8.706045685E0
2.946546768E2,8.053253174E-2,5.974825287E0,8.224946136E0
2.946646308E2,-1.100212097E-1,6.125112762E0,8.108488312E0
2.946745858E2,-1.538800049E-1,6.146518250E0,8.284671936E0
2.946845398E2,-2.743794250E-1,6.055806885E0,8.876990204E0
2.946944938E2,-3.266207886E-1,5.637426910E0,9.527387695E0
2.947044488E2,-2.170486450E-1,5.263504486E0,1.002225861E1
2.947144028E2,-8.023315430E-2,5.003345490E0,1.032717453E1
2.947243578E2,-8.831634521E-3,4.852908325E0,1.025936554E1
2.947343118E2,5.298980713E-2,4.863685913E0,9.805958405E0
2.947442668E2,6.870712280E-2,5.004542999E0,9.136101379E0
2.947542208E2,-1.706451416E-2,5.162314911E0,8.521778870E0
2.947641748E2,-1.056802368E-1,5.178630981E0,8.019872589E0
2.947741298E2,-1.930984497E-1,5.066663818E0,7.652686157E0
2.947840838E2,-2.751278687E-1,4.882397003E0,7.476502533E0
2.947940388E2,-2.595602417E-1,4.711302795E0,7.425308990E0
2.948039928E2,-2.056723022E-1,4.570745087E0,7.478448486E0
2.948139468E2,-1.056802368E-1,4.481979675E0,7.730973358E0
2.948239018E2,-4.969665527E-2,4.447251892E0,8.168064423E0
2.948338558E2,-5.014572144E-2,4.336033173E0,8.536897430E0
2.948438108E2,-3.353027344E-2,4.187541962E0,8.768615570E0
2.948537648E2,4.894821167E-2,4.071682892E0,8.770860901E0
2.948637198E2,1.371148682E-1,3.991599426E0,8.425379333E0
2.948736738E2,2.384541321E-1,3.957021332E0,7.830815735E0
2.948836278E2,3.119512939E-1,4.003125458E0,7.228767700E0
2.948935828E2,3.841012573E-1,4.032913513E0,6.791826324E0
2.949035368E2,4.177812195E-1,4.133803711E0,6.556216278E0
2.949134918E2,4.580474854E-1,4.309238892E0,6.608757019E0
2.949234458E2,4.668791199E-1,4.456981659E0,6.919510803E0
2.949333998E2,4.123924255E-1,4.443958740E0,7.476203156E0
2.949433548E2,3.126997375E-1,4.256249084E0,8.109087067E0
2.949533088E2,2.722837830E-1,3.977079620E0,8.563392334E0
2.949632638E2,3.216810608E-1,3.790567474E0,8.740025024E0
2.949732178E2,4.504133606E-1,3.755690002E0,8.590036926E0
2.949831718E2,5.986051941E-1,3.861819305E0,8.186925201E0
2.949931268E2,7.099736023E-1,4.150419159E0,7.842641144E0
2.950030808E2,7.189549255E-1,4.435276794E0,7.559130707E0
2.950130358E2,5.978567505E-1,4.618495789E0,7.482939148E0
2.950229898E2,4.712200928E-1,4.681514740E0,7.666008453E0
2.950329448E2,3.833528137E-1,4.586612091E0,8.011340332E0
2.950428988E2,3.213816833E-1,4.387825470E0,8.379873962E0
2.950528528E2,2.824626160E-1,4.191433868E0,8.710985413E0
2.950628078E2,3.357518005E-1,4.060905304E0,8.912466431E0
2.950727618E2,4.674778748E-1,4.094136200E0,9.007967834E0
2.950827168E2,6.008505249E-1,4.180506592E0,9.052874451E0
2.950926708E2,6.735992432E-1,4.256997528E0,9.123976593E0
2.951026248E2,7.274871826E-1,4.299060059E0,9.245823212E0
2.951125798E2,7.137158203E-1,4.231999512E0,9.265133057E0
2.951225338E2,5.852828979E-1,4.103416901E0,9.197623444E0
2.951324888E2,4.270619202E-1,3.999383240E0,9.069489899E0
2.951424428E2,3.483256531E-1,4.020639038E0,8.920998688E0
2.951523978E2,3.049159241E-1,4.135599976E0,8.805139618E0
2.951623519E2,2.492317200E-1,4.302353210E0,8.859776001E0
2.951723059E2,1.802252197E-1,4.401746521E0,9.088799744E0
2.951822609E2,1.625619507E-1,4.405937805E0,9.359736328E0
2.951922149E2,2.004331970E-1,4.407135315E0,9.651030579E0
2.952021699E2,2.189945984E-1,4.473447418E0,9.890682220E0
2.952121239E2,2.745291138E-1,4.580175476E0,1.006791367E1
2.952220789E2,3.040177917E-1,4.718038788E0,1.020323227E1
2.952320329E2,2.293231201E-1,4.798721008E0,1.024888733E1
2.952419869E2,5.882766724E-2,4.714296570E0,1.006192612E1
2.952519419E2,-1.185534668E-1,4.684807892E0,9.735305328E0
2.952618959E2,-1.498384094E-1,4.747826843E0,9.249415741E0
2.952718509E2,-4.041595459E-2,4.906047821E0,8.783584442E0
2.952818049E2,1.790277100E-1,5.092110901E0,8.493637390E0
2.952917589E2,3.124003601E-1,5.226830750E0,8.477321320E0
2.953017139E2,3.430865479E-1,5.168003082E0,8.593030701E0
2.953116679E2,3.059637451E-1,5.023852844E0,8.769962769E0
2.953216229E2,2.146536255E-1,4.902155914E0,8.978030090E0
2.953315769E2,1.535806274E-1,4.844226379E0,9.128916321E0
2.953415319E2,1.490899658E-1,4.812791748E0,9.226064301E0
2.953514859E2,1.700463867E-1,4.779560852E0,9.273665314E0
2.953614399E2,1.758842468E-1,4.718487854E0,9.261839905E0
2.953713949E2,1.847158813E-1,4.649631042E0,9.049132233E0
2.953813489E2,2.224374390E-1,4.633015594E0,8.721613312E0
2.953913039E2,2.872526550E-1,4.730163574E0,8.341553650E0
2.954012579E2,3.297642517E-1,4.817731476E0,8.046367493E0
2.954112119E2,3.179388428E-1,4.869074707E0,7.865244141E0
2.954211669E2,2.351609802E-1,4.861590271E0,7.840695190E0
2.954311209E2,9.984237671E-2,4.837939453E0,7.971822510E0
2.954410759E2,2.245330811E-2,4.822820892E0,8.206085358E0
2.954510299E2,-4.909790039E-2,4.799020386E0,8.490344238E0
2.954609849E2,-9.759704590E-2,4.711003418E0,8.686286774E0
2.954709389E2,-6.451583862E-2,4.587210846E0,8.751700745E0
2.954808929E2,4.311035156E-2,4.430636444E0,8.611592102E0
2.954908479E2,1.419049072E-1,4.271816711E0,8.326135712E0
2.955008019E2,2.586621094E-1,4.293072510E0,8.003257141E0
2.955107569E2,3.531156921E-1,4.488865356E0,7.727680206E0
2.955207109E2,3.579057312E-1,4.727319489E0,7.742200012E0
2.955306659E2,3.742218018E-1,4.941524048E0,8.025261383E0
2.955406199E2,3.020718384E-1,4.950056305E0,8.447383575E0
2.955505739E2,1.206491089E-1,4.755011902E0,8.791817322E0
2.955605289E2,-3.966751099E-2,4.464017029E0,8.925938416E0
2.955704829E2,-1.577719116E-1,4.223317566E0,8.815468140E0
2.955804379E2,-1.595681763E-1,4.156107330E0,8.515941010E0
2.955903919E2,-4.176315308E-2,4.315974884E0,8.202193451E0
2.956003459E2,9.954299927E-2,4.571343842E0,7.938890991E0
2.956103009E2,1.701960754E-1,4.812342682E0,7.918383636E0
2.956202549E2,1.392105103E-1,4.935985565E0,8.146060181E0
2.956302099E2,3.008743286E-2,4.903503113E0,8.525670776E0
2.956401639E2,-4.730163574E-2,4.788691864E0,8.886420593E0
2.956501189E2,-4.939727783E-2,4.646038513E0,9.148675232E0
2.956600729E2,1.781295776E-2,4.520599365E0,9.294172668E0
2.956700269E2,6.212081909E-2,4.470453644E0,9.324559479E0
2.956799819E2,9.160949707E-2,4.397854614E0,9.152417450E0
2.956899359E2,1.610650635E-1,4.468058624E0,8.867260437E0
2.956998909E2,1.489402771E-1,4.669988708E0,8.737630005E0
2.957098449E2,-3.412902832E-2,4.729115753E0,8.664132843E0
2.957197999E2,-2.377056885E-1,4.690945129E0,8.603209534E0
2.957297539E2,-2.842588806E-1,4.664300537E0,8.621920624E0
2.957397079E2,-2.318678284E-1,4.665198669E0,8.712482300E0
2.957496629E2,-1.314266968E-1,4.667893066E0,8.856183472E0
2.957596169E2,-5.358856201E-2,4.623884583E0,9.041198730E0
2.957695719E2,-2.395019531E-2,4.527634735E0,9.215436401E0
2.957795259E2,-6.735992432E-3,4.449796600E0,9.379944305E0
2.957894809E2,-5.239105225E-3,4.422852631E0,9.426796875E0
2.957994349E2,-1.736389160E-2,4.372706909E0,9.356592865E0
2.958093889E2,-5.568420410E-2,4.330045624E0,9.219627686E0
2.958193439E2,-1.067280579E-1,4.308490448E0,8.973689117E0
2.958292979E2,-1.148112488E-1,4.320315857E0,8.699160004E0
2.958392529E2,-9.041198730E-2,4.367767181E0,8.408763885E0
2.958492069E2,-8.098159790E-2,4.406686249E0,8.222850494E0
2.958591609E2,-1.374142456E-1,4.446802826E0,8.200995941E0
2.958691159E2,-1.657054138E-1,4.506229248E0,8.357121277E0
2.958790699E2,-1.628613281E-1,4.539759521E0,8.622968445E0
2.958890249E2,-1.399589539E-1,4.498595123E0,8.953930206E0
2.958989789E2,-1.520837402E-1,4.346361694E0,9.213490448E0
2.959089339E2,-9.280700684E-2,4.201013947E0,9.282946014E0
2.959188879E2,-8.232879639E-3,4.161645813E0,9.105564880E0
2.959288419E2,6.810836792E-2,4.215833130E0,8.712931366E0
2.959387969E2,1.124162292E-1,4.320764923E0,8.282725983E0
2.959487509E2,9.639953613E-2,4.406835938E0,7.949219513E0
2.959587059E2,1.916015625E-2,4.459077301E0,7.768096161E0
2.959686599E2,-3.607498169E-2,4.482428741E0,7.708070984E0
2.959786149E2,-1.047821045E-1,4.502636719E0,7.864346008E0
2.959885689E2,-1.444496155E-1,4.506828003E0,8.227640533E0
2.959985229E2,-1.640588379E-1,4.462071075E0,8.698561249E0
2.960084779E2,-2.163002014E-1,4.385430450E0,9.120084686E0
2.960184319E2,-2.264790344E-1,4.242926788E0,9.345815277E0
2.960283869E2,-1.517843628E-1,4.128714294E0,9.313033447E0
2.960383409E2,-6.077362061E-2,4.134252777E0,9.037456512E0
2.960482959E2,2.365081787E-2,4.298760681E0,8.581205292E0
2.960582499E2,4.071533203E-2,4.544549561E0,8.153544617E0
2.960682039E2,-5.837860107E-3,4.760849762E0,7.909552002E0
2.960781589E2,-5.912704468E-2,4.835694122E0,7.915838928E0
2.960881129E2,-1.071771240E-1,4.694387970E0,8.089477844E0
2.960980679E2,-1.395098877E-1,4.509971466E0,8.349786530E0
2.961080219E2,-1.196012878E-1,4.421355743E0,8.703650665E0
2.961179769E2,-9.205856323E-2,4.458179169E0,9.123826904E0
2.961279309E2,-9.834548950E-2,4.500541077E0,9.542955322E0
2.961378849E2,-8.307723999E-2,4.473148041E0,9.787995758E0
2.961478399E2,-5.209167480E-2,4.418811035E0,9.812844086E0
2.961577939E2,-4.685256958E-2,4.343218231E0,9.585915985E0
2.961677492E2,-2.035766602E-2,4.304897919E0,9.131610718E0
2.961777032E2,3.697311401E-2,4.361330566E0,8.624016266E0
2.961876582E2,1.505868530E-1,4.560416565E0,8.229736176E0
2.961976122E2,2.619552612E-1,4.799170074E0,8.012986908E0
2.962075662E2,2.466870117E-1,4.967719574E0,8.079598389E0
2.962175212E2,6.002517700E-2,4.922513580E0,8.481213226E0
2.962274752E2,-1.392105103E-1,4.731211395E0,9.101523285E0
2.962374302E2,-2.216889954E-1,4.555027771E0,9.647737427E0
2.962473842E2,-2.213896179E-1,4.468507690E0,9.978549500E0
2.962573392E2,-1.480421448E-1,4.430187378E0,1.003722748E1
2.962672932E2,-1.187031555E-1,4.341272278E0,9.792187042E0
2.962772472E2,-1.143621826E-1,4.263883209E0,9.279054108E0
2.962872022E2,-5.478607178E-2,4.305796051E0,8.685538330E0
2.962971562E2,5.538482666E-2,4.511618042E0,8.164621582E0
2.963071112E2,9.460327148E-2,4.733905792E0,7.899073792E0
2.963170652E2,-9.280700684E-3,4.924309845E0,7.995473328E0
2.963270202E2,-1.375639343E-1,4.955894165E0,8.523724823E0
2.963369742E2,-2.257305908E-1,4.754263458E0,9.194779358E0
2.963469282E2,-2.460882568E-1,4.435576172E0,9.687704315E0
2.963568832E2,-1.695973206E-1,4.154610443E0,9.841883698E0
2.963668372E2,-4.101470947E-2,4.006867676E0,9.616003418E0
2.963767922E2,1.070274353E-1,4.048481140E0,9.088949432E0
2.963867462E2,2.377056885E-1,4.248914337E0,8.521479492E0
2.963967012E2,2.975811768E-1,4.477339325E0,8.099656677E0
2.964066552E2,2.133064270E-1,4.679419098E0,8.024962006E0
2.964166092E2,1.856140137E-2,4.781057739E0,8.294401703E0
2.964265642E2,-1.237925720E-1,4.704866180E0,8.784033508E0
2.964365182E2,-1.411564636E-1,4.457430725E0,9.318571930E0
2.964464732E2,-6.526428223E-2,4.118685150E0,9.561067657E0
2.964564272E2,5.373825073E-2,3.859124908E0,9.408684540E0
2.964663822E2,1.788780212E-1,3.826193390E0,8.844058685E0
2.964763362E2,3.373983765E-1,4.035308533E0,8.175698547E0
2.964862902E2,4.090992737E-1,4.315825195E0,7.676486664E0
2.964962452E2,3.683839417E-1,4.536166992E0,7.530989227E0
2.965061992E2,2.555186462E-1,4.585264893E0,7.751181335E0
2.965161542E2,1.116677856E-1,4.432881775E0,8.215964813E0
2.965261082E2,2.888992310E-2,4.226161652E0,8.772058411E0
2.965360632E2,2.514770508E-2,4.018244019E0,9.275162201E0
2.965460172E2,8.307723999E-2,3.843407593E0,9.521400146E0
2.965559712E2,1.583706665E-1,3.794010315E0,9.456285553E0
2.965659262E2,1.604663086E-1,3.809278564E0,8.972491608E0
2.965758802E2,1.681004333E-1,3.926784210E0,8.271349640E0
2.965858352E2,1.567240906E-1,4.143234100E0,7.649991760E0
2.965957892E2,1.257385254E-1,4.358935547E0,7.241790619E0
2.966057442E2,8.637039185E-2,4.580474854E0,7.139852600E0
2.966156982E2,4.191284180E-2,4.730762329E0,7.386689301E0
2.966256522E2,5.987548828E-3,4.708159332E0,7.963140564E0
2.966356072E2,-9.565109253E-2,4.498295746E0,8.660540314E0
2.966455612E2,-1.345701599E-1,4.210594025E0,9.214388580E0
2.966555162E2,-9.999206543E-2,3.983067169E0,9.390272827E0
2.966654702E2,2.140548706E-2,3.897295532E0,9.192384338E0
2.966754252E2,1.451980591E-1,4.011208649E0,8.736432495E0
2.966853792E2,1.981878662E-1,4.295168152E0,8.095315704E0
2.966953332E2,2.095642090E-1,4.632566528E0,7.645052032E0
2.967052882E2,1.290316772E-1,4.950655060E0,7.511080627E0
2.967152422E2,1.077758789E-2,5.095553741E0,7.643405457E0
2.967251972E2,-8.217910767E-2,5.110372925E0,8.080197144E0
2.967351512E2,-1.405577087E-1,4.980443115E0,8.567284241E0
2.967451062E2,-1.607656860E-1,4.735552368E0,9.005572815E0
2.967550602E2,-1.016386414E-1,4.519102478E0,9.238787842E0
2.967650152E2,-9.729766846E-3,4.409081268E0,9.197623444E0
2.967749692E2,1.573228455E-1,4.472399597E0,8.966504059E0
2.967849232E2,2.776725769E-1,4.724475403E0,8.640482025E0
2.967948782E2,2.932402039E-1,4.991819458E0,8.368796997E0
2.968048322E2,2.299218750E-1,5.210514679E0,8.380323029E0
2.968147872E2,5.897735596E-2,5.304818573E0,8.644523621E0
2.968247412E2,-7.708969116E-2,5.206173706E0,9.032666473E0
2.968346962E2,-1.243913269E-1,4.974006500E0,9.344318390E0
2.968446502E2,-9.580078125E-2,4.725523224E0,9.425000610E0
2.968546042E2,4.340972900E-3,4.585414581E0,9.194779358E0
2.968645592E2,1.365161133E-1,4.615502014E0,8.834179230E0
2.968745132E2,2.245330811E-1,4.768633575E0,8.473878479E0
2.968844682E2,2.342628479E-1,4.959786072E0,8.205935669E0
2.968944222E2,2.201921082E-1,5.167254639E0,8.232580261E0
2.969043772E2,1.456471252E-1,5.305117950E0,8.500373383E0
2.969143312E2,8.831634521E-3,5.267396393E0,8.981472931E0
2.969242852E2,-1.152603149E-1,5.118605804E0,9.536369019E0
2.969342402E2,-1.871109009E-1,4.913083191E0,9.931846619E0
2.969441942E2,-1.425036621E-1,4.704267426E0,9.935738525E0
2.969541492E2,-4.595443726E-2,4.568499756E0,9.573791199E0
2.969641032E2,2.933898926E-2,4.545148315E0,8.938811646E0
2.969740582E2,7.783813477E-2,4.640350342E0,8.233328705E0
2.969840122E2,8.577163696E-2,4.840334473E0,7.685617676E0
2.969939662E2,4.580474854E-2,5.090015259E0,7.458539886E0
2.970039212E2,1.197509766E-2,5.258564758E0,7.626340942E0
2.970138752E2,-3.996688843E-2,5.273833008E0,8.164322205E0
2.970238302E2,-1.323248291E-1,5.066663818E0,8.911867676E0
2.970337842E2,-1.968406677E-1,4.740641785E0,9.522597656E0
2.970437392E2,-1.673519897E-1,4.427343292E0,9.767189026E0
2.970536932E2,-8.128097534E-2,4.229604492E0,9.642049255E0
2.970636482E2,4.370910645E-2,4.199217682E0,9.165140991E0
2.970736022E2,1.187031555E-1,4.399650879E0,8.534951477E0
2.970835562E2,9.056167603E-2,4.628075867E0,7.909701691E0
2.970935112E2,6.586303711E-3,4.818629608E0,7.497309265E0
2.971034652E2,-9.460327148E-2,4.930896149E0,7.454498291E0
2.971134202E2,-2.104623413E-1,4.952002258E0,7.777526550E0
2.971233742E2,-2.685415649E-1,4.868775330E0,8.379275208E0
2.971333292E2,-3.073109436E-1,4.642745361E0,9.026229858E0
2.971432832E2,-2.799179077E-1,4.338278503E0,9.511820068E0
2.971532372E2,-1.936972046E-1,4.043990479E0,9.699529724E0
2.971631915E2,-6.855743408E-2,3.899540863E0,9.470356293E0
2.971731455E2,8.187973022E-2,3.952530670E0,8.971443787E0
2.971831005E2,1.606159973E-1,4.200115814E0,8.407416687E0
2.971930545E2,1.372645569E-1,4.466412048E0,7.995173950E0
2.972030095E2,4.266128540E-2,4.645739136E0,7.910450134E0
2.972129635E2,-9.430389404E-2,4.583618317E0,8.134534149E0
2.972229175E2,-2.116598511E-1,4.355343018E0,8.532107391E0
2.972328725E2,-1.968406677E-1,4.108057251E0,8.936117249E0
2.972428265E2,-8.292755127E-2,3.909420319E0,9.211544495E0
2.972527815E2,1.676513672E-2,3.783981171E0,9.256151733E0
2.972627355E2,3.906875610E-2,3.790268097E0,9.180708618E0
2.972726905E2,1.345701599E-1,3.771856384E0,8.765472107E0
2.972826445E2,2.962339783E-1,4.014202423E0,8.524473267E0
2.972925995E2,2.384541321E-1,4.271517334E0,8.554111633E0
2.973025535E2,-6.436614990E-3,4.338727570E0,8.654403076E0
2.973125075E2,-6.915618896E-2,4.309987335E0,8.773405609E0
2.973224625E2,3.817062378E-2,4.118086395E0,8.893605652E0
2.973324165E2,1.347198486E-1,3.905229034E0,8.864116974E0
2.973423715E2,2.044747925E-1,3.777544556E0,8.609197083E0
2.973523255E2,3.089575195E-1,3.792812805E0,8.230933685E0
2.973622805E2,3.782633972E-1,3.958069153E0,8.010442200E0
2.973722345E2,3.791615295E-1,4.216282196E0,8.063581696E0
2.973821885E2,3.121009827E-1,4.309388580E0,8.348738708E0
2.973921435E2,1.411564636E-1,4.234544220E0,8.771609344E0
2.974020975E2,2.469863892E-2,4.115391998E0,9.194180603E0
2.974120525E2,-2.694396973E-2,4.043840790E0,9.462871857E0
2.974220065E2,2.335144043E-2,4.032464447E0,9.482331390E0
2.974319615E2,1.616638184E-1,4.103416901E0,9.304800568E0
2.974419155E2,2.426454163E-1,4.156556396E0,8.967551880E0
2.974518695E2,2.829116821E-1,4.236789551E0,8.505762177E0
2.974618245E2,3.173400879E-1,4.342469788E0,8.096962280E0
2.974717785E2,2.929408264E-1,4.497397614E0,7.831863556E0
2.974817335E2,2.173480225E-1,4.617298279E0,7.756420441E0
2.974916875E2,1.640588379E-1,4.636308746E0,7.958649902E0
