"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.136937917E-1,1.341469004E-3,-2.506538760E-3,-4.706867505E-3
6.236477917E-1,5.986021832E-3,3.389167134E-3,-4.272505641E-3
6.336007917E-1,2.921156352E-3,6.375787780E-3,2.630311064E-5
6.435547917E-1,1.763480250E-3,6.462340243E-3,3.257249948E-3
6.535087917E-1,1.835407573E-3,1.971144229E-4,-4.738538992E-4
6.634617917E-1,6.534821354E-3,-1.606111880E-3,5.301579367E-4
6.734157917E-1,7.955197245E-3,-2.013817430E-3,1.188046299E-4
6.833697917E-1,7.361844182E-3,-7.588346023E-3,-1.971510472E-3
6.933227917E-1,3.622322343E-3,-1.358561777E-2,-1.123977127E-3
7.032767917E-1,1.835607691E-3,-1.382184029E-2,3.316649236E-5
7.132307917E-1,-2.694801427E-3,-1.030319091E-2,1.092310995E-3
7.231837917E-1,-4.320128355E-3,-6.854663603E-3,-5.716322921E-4
7.331377917E-1,-6.796495989E-3,1.117694192E-3,-2.494173590E-3
7.430917917E-1,-6.305409595E-3,6.112453062E-3,-1.730911434E-3
7.530447917E-1,-3.662000643E-3,3.248805879E-3,2.211267129E-4
7.629987917E-1,3.734396771E-3,3.002729965E-3,-1.380498521E-3
7.729527917E-1,1.008076034E-2,3.451261669E-3,-1.540917670E-3
7.829057917E-1,1.133137941E-2,4.327175207E-3,-2.632281044E-3
7.928597917E-1,8.563318290E-3,1.035440713E-3,-1.119693741E-3
8.028137917E-1,3.430607961E-3,9.856396355E-4,-5.644245539E-4
8.127667917E-1,-3.571729176E-4,9.510554373E-4,-5.153992679E-4
8.227207917E-1,-2.743365243E-3,-5.188063253E-3,-3.375001252E-4
8.326747917E-1,-9.648117702E-4,-5.076470785E-3,7.253270596E-4
8.426277917E-1,-1.134721562E-3,-1.128600910E-3,1.374872401E-3
8.525817917E-1,1.023167279E-4,2.938844962E-3,1.553759445E-3
8.625357917E-1,-1.313952263E-3,3.305562306E-3,2.400378231E-3
8.724887917E-1,-1.056984998E-3,6.119524129E-3,2.594409278E-3
8.824427917E-1,7.363876794E-4,2.363934182E-3,2.994149690E-3
8.923967917E-1,3.368556267E-3,-2.889259718E-3,5.314508453E-4
9.023497917E-1,6.302827038E-3,-6.253099069E-3,-2.557283267E-3
9.123040417E-1,7.893932983E-3,-2.984990831E-3,1.155796694E-3
9.222580417E-1,6.337847561E-3,-5.135492887E-3,1.029829262E-3
9.322110417E-1,5.177286454E-3,-6.397078279E-3,-7.453809958E-4
9.421650417E-1,1.812648959E-3,-5.278816912E-3,4.383942578E-4
9.521190417E-1,9.155572625E-4,-1.533839852E-3,2.967644250E-3
9.620720417E-1,2.684162464E-3,1.628599130E-4,4.125586711E-3
9.720260417E-1,6.088176277E-3,5.342571065E-3,4.411469679E-3
9.819800417E-1,4.584289156E-3,8.420119993E-3,7.706624456E-4
9.919340417E-1,-1.172366552E-3,4.634207115E-3,-1.126550138E-3
1.001887042E0,-3.297835588E-3,7.177623920E-4,5.935528316E-5
1.011841042E0,-3.109516343E-3,3.145802533E-3,-4.821177572E-5
1.021795042E0,2.690315945E-3,4.294690210E-3,-2.518027090E-3
1.031748042E0,5.935438443E-3,-2.015545033E-4,-2.904516878E-3
1.041702042E0,8.672369644E-3,-2.383482642E-3,-2.439262578E-3
1.051656042E0,9.711273946E-3,-3.157031257E-3,-2.761255018E-4
1.061609042E0,6.820945069E-3,-4.075288307E-3,1.183020649E-3
1.071563042E0,5.111956038E-3,-6.625402253E-3,6.466324441E-3
1.081517042E0,2.502857009E-3,-1.297970489E-2,3.742709523E-3
1.091470042E0,4.382987507E-3,-1.556160860E-2,-4.205461591E-4
1.101424042E0,6.137744524E-3,-1.555787958E-2,-1.530019101E-3
1.111378042E0,6.171988323E-3,-7.601444609E-3,1.654750900E-3
1.121331042E0,3.528268076E-3,1.779147424E-4,7.870036177E-3
1.131285042E0,-2.721698955E-3,1.550006447E-3,4.422637634E-3
1.141239042E0,-6.225087680E-3,-1.055097673E-3,2.224731492E-3
1.151192042E0,-4.099141806E-3,-4.109881353E-3,-5.088183098E-4
1.161146042E0,3.867704887E-3,-1.696258783E-3,1.245405758E-3
1.171100042E0,1.167961024E-2,-4.194010980E-4,7.061564364E-3
1.181053042E0,1.452866010E-2,1.110318583E-3,8.395275101E-3
1.191007042E0,1.384159829E-2,2.644816414E-5,7.041082717E-3
1.200961042E0,9.238057770E-3,-2.586379182E-3,6.707921624E-3
1.210914042E0,5.687514786E-3,-5.718807224E-3,4.110927694E-3
1.220868042E0,9.721219540E-4,-4.604540300E-3,4.232900217E-3
1.230822042E0,-4.810599610E-3,-4.957453348E-4,2.637984930E-3
1.240775042E0,-9.755556472E-3,-2.433194779E-3,1.545023872E-3
1.250729042E0,-1.394104678E-2,-5.723068025E-3,-2.266011667E-3
1.260683042E0,-9.812082164E-3,-6.524096243E-4,1.310997177E-4
1.270636042E0,-3.315173322E-3,3.319203854E-3,2.203823300E-3
1.280590042E0,7.147587836E-3,1.533554401E-3,1.724187983E-3
1.290544042E0,1.666202396E-2,1.700735185E-3,5.589332432E-5
1.300497042E0,1.805219427E-2,4.990804475E-3,1.609847881E-3
1.310451042E0,1.172454562E-2,4.319272470E-3,1.722230809E-3
1.320405042E0,8.199665463E-4,-1.217705663E-3,2.479634015E-3
1.330358042E0,-8.369714953E-3,-3.423694987E-3,1.333783381E-3
1.340312042E0,-1.445077639E-2,1.341765746E-3,7.896991447E-4
1.350266042E0,-1.384087931E-2,-7.146918215E-4,-2.701945836E-3
1.360219042E0,-9.996872395E-3,-2.284625079E-3,-3.163737943E-3
1.370173042E0,-5.276594311E-4,-3.123000264E-3,-8.504362777E-4
1.380127042E0,1.075508818E-2,2.088806126E-3,2.031102777E-4
1.390080042E0,1.785236783E-2,5.154151004E-3,2.280904446E-4
1.400034042E0,1.766008884E-2,5.101420451E-3,-6.488885265E-4
1.409988042E0,1.213617623E-2,1.925617689E-3,-5.978753325E-4
1.419941042E0,6.370965391E-3,2.257218584E-4,-2.175760455E-4
1.429895042E0,9.331342299E-4,4.781177267E-5,-1.141346991E-3
1.439849042E0,-6.583104841E-3,1.215813681E-4,-1.560262172E-3
1.449802042E0,-1.337714028E-2,-1.770017203E-3,1.176883699E-3
1.459756042E0,-1.206792984E-2,-2.939677332E-3,4.527938552E-3
1.469710042E0,-6.144438405E-3,-2.734120935E-4,4.844428040E-3
1.479663042E0,-2.875505015E-5,-6.936588325E-4,3.483552253E-3
1.489617042E0,1.035377849E-2,-3.080190159E-3,1.527411165E-3
1.499571042E0,1.580127329E-2,-3.465815447E-3,3.323180368E-3
1.509524042E0,1.448234357E-2,-1.564976294E-3,4.245270044E-3
1.519478042E0,1.046949252E-2,-2.004398033E-3,3.315826878E-3
1.529432042E0,3.664788557E-3,-2.877354156E-3,3.348119091E-3
1.539385042E0,-5.222333129E-4,-3.587352578E-3,1.441828441E-3
1.549339042E0,-2.246724209E-3,-3.682965878E-3,2.309286501E-4
1.559293042E0,-3.940761089E-3,4.622442648E-4,1.033072593E-3
1.569246042E0,-7.428819314E-3,5.604154896E-3,1.902900636E-3
1.579200042E0,-3.773364704E-3,4.017443396E-3,4.448083695E-3
1.589154042E0,4.425503779E-3,2.016580198E-3,3.607259132E-3
1.599107042E0,8.810664527E-3,1.888748258E-3,2.615298145E-4
1.609061042E0,1.031952258E-2,3.495365381E-4,-2.427166328E-4
1.619015042E0,7.921080105E-3,3.314269707E-4,2.653737552E-3
1.628968042E0,4.637996666E-3,2.151402179E-3,1.752990065E-3
1.638922042E0,-4.670170601E-4,3.997239284E-3,-1.547465567E-3
1.648876042E0,-4.854319617E-3,-1.094644424E-3,-3.362434916E-3
1.658829042E0,-5.711058620E-3,-9.322746657E-3,-5.855686031E-3
1.668783042E0,-2.557004802E-3,-8.618184365E-3,-3.227453213E-3
1.678737042E0,3.098484129E-3,-2.585591748E-3,6.954022683E-5
1.688690042E0,4.182284698E-3,-1.154600177E-3,2.788773272E-4
1.698644042E0,2.925006673E-3,-2.009328455E-5,2.283172449E-3
1.708598042E0,6.863023154E-3,4.240165465E-3,1.568912296E-3
1.718551042E0,9.284102358E-3,1.105253119E-2,-2.217037138E-3
1.728505042E0,7.685878780E-3,1.038730145E-2,-3.955747467E-3
1.738459042E0,1.344093238E-3,3.980535083E-3,-4.095563665E-3
1.748412042E0,-3.023307538E-3,-1.611123327E-3,-2.549533034E-3
1.758366042E0,-5.460899323E-3,-2.359471750E-3,-5.604180042E-4
1.768320042E0,-4.704744555E-3,-8.796779439E-3,-1.680875430E-3
1.778273042E0,-3.949738108E-3,-1.576067880E-2,-3.299012082E-3
1.788227042E0,2.699294128E-4,-2.343885973E-2,-1.242626691E-3
1.798181042E0,6.966182031E-3,-1.752850786E-2,9.867053013E-4
1.808134042E0,1.335825585E-2,-9.913420305E-3,6.659986451E-3
1.818088042E0,1.714180969E-2,-1.039731596E-2,9.203838184E-3
1.828042042E0,1.668482088E-2,-1.376070175E-2,8.391864598E-3
1.837995042E0,1.590850949E-2,-6.969907321E-3,6.270656362E-3
1.847949042E0,1.045003440E-2,4.345626570E-3,6.071519107E-3
1.857903042E0,8.301640628E-4,1.038168091E-2,8.918171749E-3
1.867856042E0,-1.048289984E-2,4.723216873E-3,5.652923137E-3
1.877810042E0,-1.918664202E-2,-1.291266177E-3,1.854988979E-3
1.887764042E0,-2.165199071E-2,-2.760502975E-3,-1.277887262E-3
1.897717042E0,-1.860213839E-2,-1.845440827E-3,1.123485155E-3
1.907671250E0,-1.153497025E-2,-2.728250343E-3,-6.695541088E-4
1.917625250E0,-2.887952607E-3,-1.694944222E-3,-1.519368729E-3
1.927578250E0,8.303931914E-3,-4.364282358E-3,-1.456691651E-3
1.937532250E0,1.769157499E-2,3.825360909E-4,-1.578131807E-3
1.947486250E0,2.123228088E-2,6.301712710E-3,-2.293430269E-3
1.957439250E0,1.683300361E-2,1.091643795E-2,7.617480587E-4
1.967393250E0,9.220325388E-3,1.186262444E-2,-6.737224758E-4
1.977347250E0,1.639637630E-3,1.110096090E-2,-4.587504081E-3
1.987300250E0,-7.907023653E-3,7.413610816E-3,-5.408196244E-3
1.997254250E0,-1.583312452E-2,2.553874860E-3,-3.415322863E-4
2.007208250E0,-2.147014253E-2,-8.634882979E-4,4.304784816E-4
2.017161250E0,-2.338309027E-2,-6.128024776E-3,3.038512310E-3
2.027115250E0,-1.823058911E-2,-8.922931738E-3,-4.628603347E-5
2.037069250E0,-7.593125105E-3,-5.194772035E-3,-1.823413302E-3
2.047022250E0,3.014034126E-3,-2.593783196E-3,2.035894431E-4
2.056976250E0,1.165998634E-2,-2.923748922E-3,3.407372395E-3
2.066930250E0,1.807322167E-2,-1.205755863E-3,4.009858705E-3
2.076883250E0,2.128446102E-2,-1.170556061E-4,3.885755548E-3
2.086837250E0,1.590251178E-2,4.564017057E-3,1.197588397E-3
2.096791250E0,2.756084548E-3,8.220802993E-3,3.388837213E-3
2.106744250E0,-1.270309370E-2,6.052485667E-3,1.199786784E-3
2.116698250E0,-2.058818191E-2,-2.611842472E-3,-1.606652397E-3
2.126652250E0,-2.160358801E-2,-1.067868900E-3,-3.159728134E-3
2.136605250E0,-1.850100607E-2,1.574517228E-4,-1.283531310E-3
2.146559250E0,-1.044337358E-2,9.482088499E-4,1.268927008E-6
2.156513250E0,1.919597853E-4,-1.159416512E-3,1.993579557E-3
2.166466250E0,9.677840397E-3,3.968198784E-3,4.158969503E-3
2.176420250E0,1.576529443E-2,1.031797379E-2,2.244689502E-3
2.186374250E0,1.447931956E-2,1.186587196E-2,2.828774275E-3
2.196327250E0,5.132423248E-3,7.913208567E-3,1.363186166E-4
2.206281250E0,-5.037390161E-3,3.409536555E-3,-6.122961640E-4
2.216235250E0,-1.164202951E-2,-6.828550249E-5,-3.892511595E-3
2.226188250E0,-1.377512701E-2,1.644804142E-4,-2.112494549E-3
2.236142250E0,-1.367525756E-2,-5.343469325E-3,-2.419290598E-3
2.246096250E0,-1.215054933E-2,-1.925251912E-3,-2.868922194E-3
2.256049250E0,-5.420474336E-3,3.038081573E-3,-6.323994603E-4
2.266003250E0,-2.197923604E-4,6.437312812E-3,2.524443204E-3
2.275957250E0,2.578390762E-3,4.590410274E-3,1.851728419E-3
2.285910250E0,5.408953875E-3,2.232158789E-3,-9.500246961E-4
2.295864250E0,2.892799210E-3,6.904674694E-3,-1.683459268E-3
2.305818250E0,-9.260461666E-4,8.389692754E-3,-1.127377618E-4
2.315771250E0,-7.061968558E-3,3.655923530E-3,-4.067265894E-3
2.325725250E0,-8.855957538E-3,4.475293681E-3,-5.701850634E-3
2.335679250E0,-6.237537600E-3,6.516872905E-3,-2.567043528E-3
2.345632250E0,9.424552554E-4,7.317975163E-3,-4.766220227E-4
2.355586250E0,4.596578889E-3,4.197549075E-3,7.119029760E-5
2.365539250E0,3.532440402E-3,-8.481042460E-4,-1.152865123E-3
2.375493250E0,-1.130754594E-3,-5.789333023E-3,-7.614912465E-5
2.385447250E0,-7.001382299E-3,-8.604023606E-4,9.737238288E-4
2.395400250E0,-9.179581888E-3,-1.148290001E-3,-3.373504151E-4
2.405354250E0,-6.813779473E-3,-4.675259348E-3,-9.389980696E-4
2.415308250E0,1.932574320E-3,-2.719168086E-3,-6.939871237E-4
2.425261250E0,1.101466361E-2,3.980099224E-3,3.379220841E-3
2.435215250E0,1.226821356E-2,7.267239038E-3,5.058609881E-3
2.445169250E0,4.217522219E-3,5.747864023E-3,6.026716903E-3
2.455122250E0,-6.065475754E-3,4.483128898E-3,-1.541188220E-3
2.465076250E0,-1.750208251E-2,-1.815619413E-3,-5.804422311E-3
2.475030250E0,-2.202120051E-2,-7.242342457E-3,-7.502187043E-3
2.484983250E0,-2.035711147E-2,-7.963469252E-3,-5.827190354E-3
2.494937250E0,-7.353962865E-3,-4.253153689E-3,-1.759211998E-3
2.504891250E0,9.068453684E-3,2.798663452E-3,1.571632456E-3
2.514844250E0,2.466259338E-2,1.275116205E-2,4.411361180E-3
2.524798250E0,2.879595757E-2,1.322809607E-2,6.044688635E-3
2.534752250E0,2.139370143E-2,5.854868330E-3,5.134952255E-3
2.544705250E0,9.733555838E-3,2.570717828E-3,5.273269489E-3
2.554659250E0,-3.860816360E-3,3.011720255E-4,3.752870485E-3
2.564613250E0,-1.856811158E-2,-5.838023964E-3,7.991793100E-4
2.574566250E0,-2.684521675E-2,-1.095395535E-2,-2.332431730E-3
2.584520250E0,-2.663217485E-2,-1.068623178E-2,-1.613665372E-3
2.594474250E0,-1.756677590E-2,-8.612427860E-3,-2.330055693E-3
2.604427250E0,-3.953105770E-3,-5.368751474E-3,-2.165344078E-3
2.614381250E0,7.440429647E-3,-1.521016937E-3,-6.782349665E-4
2.624335250E0,1.451093424E-2,1.150388736E-3,2.305916278E-3
2.634288250E0,1.686197147E-2,1.104909182E-2,2.759452676E-3
2.644242250E0,1.070153713E-2,1.560104266E-2,3.586078063E-3
2.654196250E0,2.159980591E-3,1.508971490E-2,-5.444849376E-4
2.664149250E0,-8.231202140E-3,9.452096187E-3,-5.641970783E-3
2.674103250E0,-1.473011449E-2,1.122549549E-2,-8.661729284E-3
2.684057250E0,-1.679500751E-2,7.319650613E-3,-7.652531378E-3
2.694010250E0,-1.501122210E-2,-5.076457746E-4,-6.323081441E-3
2.703964250E0,-8.122955449E-3,-3.722614143E-3,-4.315856844E-3
2.713918250E0,7.981010713E-4,1.221011858E-3,-1.897706650E-3
2.723871250E0,6.772464607E-3,3.773390781E-3,1.170748146E-3
2.733825250E0,4.750059918E-3,3.466594499E-3,3.185695736E-3
2.743779250E0,8.220804157E-4,1.396169886E-3,2.930360148E-3
2.753732250E0,-1.904730219E-3,2.382338513E-3,1.778276404E-3
2.763686250E0,-3.006845713E-3,1.822436694E-3,1.794672105E-3
2.773640250E0,-3.936288878E-3,3.252287861E-3,-1.611510757E-3
2.783593250E0,-7.294291630E-3,1.384241506E-3,-2.123384736E-3
2.793547250E0,-7.000012323E-3,-2.360695507E-3,-1.589154708E-3
2.803501250E0,-2.113660332E-3,-2.252853476E-3,1.225776505E-4
2.813454250E0,8.389861323E-4,-4.977533594E-3,-8.015392814E-4
2.823408250E0,3.334069625E-4,-2.664334606E-3,-1.182795968E-4
2.833362250E0,-1.450378215E-3,-4.890471231E-3,-1.198775135E-4
2.843315250E0,-4.851662088E-3,-2.377587371E-3,-1.222439343E-3
2.853269250E0,-5.779507570E-3,-3.404235933E-3,-1.899318304E-4
2.863223250E0,-6.109057460E-3,-7.089898456E-3,-2.202994656E-4
2.873176250E0,-1.468232600E-3,-6.776445080E-3,-1.416058978E-3
2.883130250E0,-1.629902748E-3,-8.658412844E-4,-7.336388808E-4
2.893084250E0,-2.529518912E-3,1.032992732E-3,4.347134382E-5
2.903037250E0,-5.372554064E-3,2.497176640E-3,1.488394337E-3
2.912991000E0,-5.260967650E-3,1.434841659E-3,-5.007209256E-4
2.922944000E0,-3.668442136E-3,5.300622433E-6,-2.629701048E-3
2.932898000E0,-1.318202354E-3,-3.565465566E-3,-5.354381166E-3
2.942852000E0,-5.834694020E-4,-4.895481281E-3,-2.325864043E-3
2.952805000E0,-1.294533256E-3,-8.088611066E-3,-3.179673571E-3
2.962759000E0,2.202226315E-4,-5.993552040E-3,-9.659638163E-4
2.972713000E0,9.798351675E-5,1.981549663E-3,-1.454439480E-4
2.982666000E0,-4.587515257E-3,6.751337089E-3,-2.141159028E-3
2.992620000E0,-6.112707779E-3,5.938007962E-3,6.447080523E-5
3.002574000E0,-2.747176914E-3,5.299653858E-3,-2.490072511E-3
3.012527000E0,-1.833515707E-4,1.451119781E-3,-2.173156478E-3
3.022481000E0,1.743412577E-5,-5.153003149E-3,-3.888912965E-3
3.032435000E0,1.103737508E-3,-8.815115318E-3,-1.174885314E-3
3.042388000E0,1.847147709E-3,-3.850773443E-3,8.148921188E-4
3.052342000E0,3.442114918E-3,3.003937192E-3,2.856471343E-3
3.062296000E0,1.954634208E-3,4.205893725E-3,5.817924626E-3
3.072249000E0,-1.843033591E-3,4.477269948E-3,2.375788987E-3
3.082203000E0,-8.087561000E-4,4.754499067E-3,2.295868471E-4
3.092157000E0,-1.240188256E-3,5.414696876E-3,1.233065734E-3
3.102110000E0,-1.945365220E-3,1.044854335E-2,1.440017950E-4
3.112064000E0,-3.784012049E-3,1.060433872E-2,-1.268006163E-3
3.122018000E0,-3.576424206E-3,-5.827634595E-4,-1.567889005E-3
3.131971000E0,-1.703422749E-3,-9.843373671E-3,-1.731915399E-4
3.141925000E0,1.773839118E-3,-1.177304052E-2,-6.412751973E-4
3.151879000E0,2.955217380E-3,-1.038979553E-2,1.491916599E-3
3.161832000E0,2.799938200E-3,-6.999607664E-3,6.316883024E-3
3.171786000E0,7.531576790E-3,-4.351093899E-3,8.418649435E-3
3.181740000E0,1.258073002E-2,2.280505141E-3,8.972918615E-3
3.191693000E0,1.523270551E-2,1.028385013E-4,5.409341771E-3
3.201647000E0,1.126623899E-2,-5.841643550E-3,4.992868751E-3
3.211601000E0,4.120178055E-3,-4.788362421E-4,2.042086562E-3
3.221554000E0,-3.417660715E-3,4.519439768E-3,1.954572974E-3
3.231508000E0,-1.115254592E-2,1.424580347E-3,-3.043203615E-4
3.241462000E0,-1.084340829E-2,-2.173219807E-3,-2.470581792E-3
3.251415000E0,-6.946670823E-3,-9.444369934E-4,-6.542555057E-3
3.261369000E0,-6.748712622E-4,-2.395987045E-3,-7.128903642E-3
3.271323000E0,5.649603903E-3,-5.999514833E-4,-5.846858025E-3
3.281276000E0,1.082693320E-2,-2.285939641E-3,-2.135877963E-3
3.291230000E0,1.446800679E-2,9.183757938E-4,4.665630404E-4
3.301184000E0,1.485733874E-2,6.052571349E-3,2.998076379E-4
3.311137000E0,1.261628885E-2,7.170566358E-3,-7.995916530E-5
3.321091000E0,6.553064566E-3,4.250053316E-3,-1.517396886E-3
3.331045000E0,-1.798342448E-3,5.254863761E-3,-3.874294460E-3
3.340998000E0,-6.546714343E-3,-9.314385243E-4,-1.798308687E-3
3.350952000E0,-1.058859378E-2,-3.275286872E-3,-2.276346087E-3
3.360906000E0,-1.013096888E-2,-7.790137548E-3,-3.963232506E-3
3.370859000E0,-3.487180453E-3,-7.501717191E-3,-3.397576977E-3
3.380813000E0,9.450741345E-4,-7.211653981E-3,-1.017294824E-3
3.390766000E0,5.674049258E-3,-4.398556892E-3,2.360392129E-3
3.400720000E0,8.310506120E-3,1.168082468E-3,5.366886966E-3
3.410674000E0,9.087882936E-3,2.502592513E-3,3.176436992E-3
3.420627000E0,9.703867137E-3,-4.538721405E-4,3.629422281E-4
3.430581000E0,6.005534902E-3,-4.134839401E-5,-1.769983443E-3
3.440535000E0,1.540485071E-3,-6.543633062E-3,-1.389552839E-3
3.450488000E0,-4.906229209E-3,-1.248754188E-2,-1.486758236E-3
3.460442000E0,-5.080621690E-3,-1.334725134E-2,1.923998818E-3
3.470396000E0,-2.179374220E-3,-3.540959675E-3,3.740541171E-3
3.480349000E0,-1.812307397E-3,-4.569394514E-4,4.673694260E-3
3.490303000E0,-3.259735415E-3,-9.861094877E-4,3.687259043E-3
3.500257000E0,-1.739874948E-3,1.975749619E-4,8.950321935E-4
3.510210000E0,5.307361716E-4,1.131812111E-3,1.277195755E-3
3.520164000E0,2.595252125E-3,4.684501328E-4,-2.572864760E-4
3.530118000E0,2.108159941E-3,-1.801362261E-3,-3.238429083E-3
3.540071000E0,3.047922859E-3,-4.698412493E-3,-3.291220637E-3
3.550025000E0,6.817627698E-3,-2.257359214E-3,-5.105898716E-3
3.559979000E0,6.183878519E-3,4.593968391E-3,-2.334136516E-3
3.569932000E0,1.569419168E-3,1.786463894E-3,-1.524269348E-3
3.579886000E0,-3.407895798E-3,3.769856878E-3,-3.315897658E-3
3.589840000E0,-6.344296969E-3,1.310959924E-3,-1.296688803E-3
3.599793000E0,-4.365124740E-3,2.778183902E-3,-1.215359662E-4
3.609747000E0,5.524019944E-4,4.018151667E-3,2.696826123E-4
3.619701000E0,4.699632060E-3,1.113768667E-5,8.852968458E-4
3.629654000E0,6.032544188E-3,-4.209972452E-3,-1.325393328E-3
3.639608000E0,8.966703899E-3,-5.475262180E-3,1.521417173E-3
3.649562000E0,6.211929955E-3,-5.525596440E-3,1.225806540E-3
3.659515000E0,4.417089513E-4,-4.286645446E-3,2.932538278E-3
3.669469000E0,-5.238813348E-3,-8.432121947E-3,-7.910935674E-4
3.679423000E0,-2.379050246E-3,-5.739159416E-3,-4.742471501E-4
3.689376000E0,-1.104194904E-3,-1.583563164E-3,-3.978144377E-4
3.699330000E0,2.023083158E-3,1.896221424E-3,1.583062112E-5
3.709284000E0,1.865157741E-3,-2.402120735E-3,3.378071357E-3
3.719237000E0,2.729724860E-3,2.180975862E-4,4.266742617E-3
3.729191000E0,3.703909228E-3,-1.993658021E-3,5.679815076E-3
3.739144000E0,3.110179678E-3,-5.395068787E-3,8.018608205E-4
3.749098000E0,4.241154529E-4,-9.466775693E-3,-3.388090525E-3
3.759052000E0,-2.023046603E-3,-1.095333695E-2,-7.495484315E-4
3.769005000E0,-3.479795763E-3,-1.184096746E-2,-1.130527817E-4
