"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.092094010E2,2.145684510E-2,-1.209158823E-2,-5.872227717E-3
1.092193540E2,2.417752892E-2,-1.490521803E-2,-3.571522888E-3
1.092293080E2,1.842228137E-2,-8.164394647E-3,-1.317129657E-2
1.092392620E2,7.769369520E-3,-3.464980517E-3,-1.814901084E-2
1.092492160E2,-1.115224417E-2,2.632410033E-3,-1.678762771E-2
1.092591700E2,-2.819035016E-2,1.458167098E-4,-1.591943577E-2
1.092691240E2,-4.171534255E-2,-4.435397219E-3,-2.003840916E-2
1.092790780E2,-4.751730338E-2,-4.395982716E-3,-2.164908871E-2
1.092890310E2,-3.984371945E-2,-4.148470704E-3,-2.203458548E-2
1.092989850E2,-2.009291761E-2,-3.375088330E-3,-1.207569428E-2
1.093089390E2,3.473177087E-3,-6.407047622E-4,1.234066905E-3
1.093188930E2,2.162315138E-2,-5.389717408E-4,9.256040677E-3
1.093288470E2,3.493908048E-2,-3.684561234E-3,9.332974441E-3
1.093388010E2,4.090722278E-2,-5.243309308E-3,6.001360714E-3
1.093487540E2,3.539077193E-2,-1.225625165E-3,7.639319636E-3
1.093587080E2,2.618795075E-2,6.426435895E-3,7.559425198E-3
1.093686620E2,1.522354409E-2,8.918900974E-3,7.804385852E-3
1.093786160E2,1.687124185E-2,-6.224365439E-3,1.416774280E-2
1.093885700E2,3.181506693E-2,-1.613279991E-2,1.811456867E-2
1.093985240E2,4.350101948E-2,-2.644296177E-2,2.457832731E-2
1.094084770E2,5.481514707E-2,-3.671493381E-2,2.937241457E-2
1.094184310E2,7.193794101E-2,-3.482941538E-2,3.924368322E-2
1.094283850E2,8.456589282E-2,-3.201562539E-2,5.266775191E-2
1.094383390E2,7.732422650E-2,1.030360162E-2,6.420030445E-2
1.094482930E2,8.075668663E-2,-9.138597175E-3,8.125252277E-2
1.094582470E2,8.564465493E-2,-3.685509320E-3,1.123915315E-1
1.094682010E2,9.911710024E-2,2.830587514E-2,1.485382169E-1
1.094781540E2,1.198767051E-1,7.005305588E-2,1.675835401E-1
1.094881080E2,1.355006546E-1,8.623411506E-2,1.632629782E-1
1.094980620E2,1.430251449E-1,6.030558050E-2,1.464997083E-1
1.095080160E2,1.412356049E-1,3.550112993E-2,1.289528459E-1
1.095179700E2,1.329992414E-1,2.284978330E-2,1.165915206E-1
1.095279240E2,1.244045198E-1,1.021496207E-2,1.149565503E-1
1.095378780E2,1.196481138E-1,-9.309470654E-3,1.208421364E-1
1.095478310E2,1.238899603E-1,-2.868936956E-2,1.342019290E-1
1.095577850E2,1.212470382E-1,-2.489969134E-2,1.462790966E-1
1.095677390E2,1.038356423E-1,-2.245227247E-2,1.412317008E-1
1.095776930E2,6.868724525E-2,-1.808468811E-2,1.136208475E-1
1.095876470E2,2.304421365E-2,-1.066053659E-2,6.525864452E-2
1.095976010E2,-2.051844448E-2,-1.471573301E-2,5.830738693E-3
1.096075540E2,-4.519942403E-2,-1.209753472E-2,-2.747329324E-2
1.096175080E2,-5.031748861E-2,7.472971454E-3,-2.364713140E-2
1.096274620E2,-5.744052306E-2,1.614516228E-2,-1.224297564E-2
1.096374160E2,-6.409389526E-2,1.302367076E-2,-1.002562791E-2
1.096473700E2,-6.185673550E-2,4.038482439E-3,-1.405998413E-2
1.096573240E2,-4.686366767E-2,8.840695024E-3,-1.663339697E-2
1.096672770E2,-2.344665304E-2,1.130395010E-2,-1.670837775E-2
1.096772310E2,-1.865460072E-3,4.102230072E-3,-1.746285148E-2
1.096871850E2,7.817042992E-3,-3.410963342E-3,-1.578045264E-2
1.096971390E2,9.185908362E-3,5.049366970E-3,-9.251980111E-3
1.097070930E2,1.894189045E-4,9.190957993E-3,-9.700118564E-3
1.097170470E2,-1.821382344E-2,-1.735458616E-3,-1.731383055E-2
1.097270010E2,-4.103495181E-2,-1.436435618E-2,-2.355019003E-2
1.097369540E2,-8.038634807E-2,-2.627774142E-2,-3.808598965E-2
1.097469080E2,-1.152573377E-1,-1.982891001E-2,-6.043704972E-2
1.097568620E2,-1.395416409E-1,-6.793801207E-3,-8.049545437E-2
1.097668160E2,-1.496561617E-1,-5.394589622E-3,-8.799539506E-2
1.097767700E2,-1.445956230E-1,-4.451031331E-3,-8.728885651E-2
1.097867240E2,-1.271494478E-1,8.367535658E-3,-7.546218485E-2
1.097966770E2,-1.027719304E-1,2.029157244E-2,-6.449315697E-2
1.098066310E2,-8.311883360E-2,2.272737771E-2,-6.723918021E-2
1.098165850E2,-6.170834973E-2,1.009147801E-2,-7.596530020E-2
1.098265390E2,-4.535809532E-2,1.008578017E-2,-7.864882797E-2
1.098364930E2,-2.941907384E-2,1.774423383E-2,-7.672069967E-2
1.098464470E2,-2.255104482E-2,1.796363108E-2,-7.172705978E-2
1.098564000E2,-3.081802838E-2,2.378609963E-2,-7.208871096E-2
1.098663540E2,-4.968229681E-2,2.771072462E-2,-7.876416296E-2
1.098763080E2,-7.462466508E-2,-1.876462717E-3,-9.230846912E-2
1.098862620E2,-1.003098190E-1,-2.200311422E-2,-1.006582454E-1
1.098962160E2,-1.109432876E-1,-2.157221548E-2,-9.855034947E-2
1.099061700E2,-1.059353352E-1,-1.322473865E-3,-8.805160224E-2
1.099161240E2,-8.326438069E-2,1.505623292E-2,-7.184520364E-2
1.099260770E2,-5.462726578E-2,1.987188868E-2,-5.216387659E-2
1.099360310E2,-3.534065560E-2,4.718502052E-3,-3.933942690E-2
1.099459850E2,-2.552692406E-2,-4.742368590E-3,-3.443314880E-2
1.099559390E2,-2.408242598E-2,-4.236367997E-3,-3.495805711E-2
1.099658930E2,-1.781455055E-2,-1.224173978E-2,-3.656083345E-2
1.099758470E2,-8.198408410E-3,-7.611034438E-3,-3.734700009E-2
1.099858000E2,4.347775131E-3,-4.233536776E-3,-2.971947193E-2
1.099957540E2,1.707661897E-2,3.286637366E-6,-2.364639938E-2
1.100057084E2,2.755435556E-2,1.564100850E-3,-1.316634379E-2
1.100156624E2,4.136338085E-2,-1.776035875E-3,3.613967448E-3
1.100256164E2,6.741034985E-2,-3.171952814E-2,2.275427245E-2
1.100355704E2,8.577630669E-2,-4.976191372E-2,3.489296138E-2
1.100455244E2,9.352359921E-2,-4.029655457E-2,3.518078104E-2
1.100554774E2,9.731753916E-2,-3.172570467E-2,4.031482339E-2
1.100654314E2,1.004504636E-1,-1.660085283E-2,6.268046796E-2
1.100753854E2,1.189168170E-1,3.798961174E-3,1.010678038E-1
1.100853394E2,1.311952323E-1,3.166781366E-2,1.394367665E-1
1.100952934E2,1.355550885E-1,2.483440936E-2,1.675626785E-1
1.101052474E2,1.259893179E-1,4.350387305E-2,1.832586229E-1
1.101152004E2,1.195748299E-1,7.525647432E-2,1.732057184E-1
1.101251544E2,1.224102080E-1,7.138239592E-2,1.523629129E-1
1.101351084E2,1.215143204E-1,6.682600081E-2,1.364017874E-1
1.101450624E2,1.172284558E-1,4.423664138E-2,1.301213950E-1
1.101550164E2,1.118278354E-1,1.080757566E-2,1.278406531E-1
1.101649704E2,1.199280396E-1,-6.232861429E-3,1.357127130E-1
1.101749244E2,1.348542571E-1,-2.379854023E-2,1.510274857E-1
1.101848774E2,1.470861733E-1,-3.430413827E-2,1.572114527E-1
1.101948314E2,1.443170160E-1,-4.213942587E-2,1.482720226E-1
1.102047854E2,1.206505671E-1,-4.452077672E-2,1.126203537E-1
1.102147394E2,7.043932378E-2,-2.309564874E-2,5.444173515E-2
1.102246934E2,1.533514634E-2,-1.027792413E-2,-7.873527706E-3
1.102346474E2,-1.391568314E-2,2.932153875E-3,-3.638027236E-2
1.102446004E2,-2.825934067E-2,2.226279862E-2,-2.989795245E-2
1.102545544E2,-4.243801162E-2,2.052881382E-2,-1.967088133E-2
1.102645084E2,-5.477798730E-2,1.180978864E-2,-2.243031561E-2
1.102744624E2,-5.461047590E-2,9.720006026E-3,-2.427242324E-2
1.102844164E2,-4.628120735E-2,3.545963671E-3,-2.255139500E-2
1.102943704E2,-3.517449647E-2,1.930436119E-4,-1.841150969E-2
1.103043234E2,-2.587662823E-2,3.340734169E-3,-1.547092758E-2
1.103142774E2,-1.868902147E-2,6.815360393E-3,-1.715803891E-2
1.103242314E2,-1.829080097E-2,4.125542007E-3,-2.182326652E-2
1.103341854E2,-2.188713476E-2,2.058130223E-3,-2.413089387E-2
1.103441394E2,-3.202384710E-2,-2.050886862E-3,-2.559260279E-2
1.103540934E2,-6.331279129E-2,-1.755607687E-2,-3.488996625E-2
1.103640464E2,-1.036428288E-1,-2.140113153E-2,-5.677966028E-2
1.103740004E2,-1.221355572E-1,-8.121011779E-3,-7.074314356E-2
1.103839544E2,-1.228256300E-1,2.270701807E-3,-7.587099075E-2
1.103939084E2,-1.180071682E-1,4.575667903E-3,-7.943695784E-2
1.104038624E2,-1.112385094E-1,6.609979551E-3,-7.932028174E-2
1.104138164E2,-1.004636213E-1,8.132774383E-3,-7.963000983E-2
1.104237704E2,-8.396052569E-2,9.941099212E-3,-7.777073979E-2
1.104337234E2,-6.224698201E-2,1.003883779E-2,-7.175332308E-2
1.104436774E2,-4.208791628E-2,1.117045991E-2,-6.340079755E-2
1.104536314E2,-2.935268357E-2,1.992107555E-2,-6.332702935E-2
1.104635854E2,-2.573779784E-2,1.823044196E-2,-6.894763559E-2
1.104735394E2,-2.693568915E-2,2.143422514E-2,-6.205616891E-2
1.104834934E2,-3.422954306E-2,2.499575354E-2,-5.868657306E-2
1.104934464E2,-5.093741789E-2,3.080677055E-2,-6.068979949E-2
1.105034004E2,-7.250893116E-2,2.879889309E-2,-6.924999505E-2
1.105133544E2,-9.581398964E-2,1.847088709E-2,-8.220867068E-2
1.105233084E2,-1.134742051E-1,9.213076904E-3,-9.340865165E-2
1.105332624E2,-1.236136556E-1,-8.422210813E-4,-1.002836004E-1
1.105432164E2,-1.291863024E-1,-4.526664969E-3,-1.035828739E-1
1.105531694E2,-1.226935163E-1,-4.832662176E-3,-9.866321832E-2
1.105631234E2,-1.077226773E-1,-9.396176785E-3,-9.277950972E-2
1.105730774E2,-8.654601872E-2,-1.061696932E-2,-8.788781613E-2
1.105830314E2,-5.525304750E-2,-1.393247768E-2,-7.685245574E-2
1.105929854E2,-2.248178609E-2,-1.473488659E-2,-6.095099449E-2
1.106029394E2,-1.431316370E-3,2.636809368E-3,-3.531048074E-2
1.106128934E2,8.799749427E-3,1.491105277E-2,-1.603025757E-2
1.106228464E2,9.607768618E-3,1.509058755E-2,-6.599621382E-3
1.106328004E2,1.701109693E-3,6.794574670E-3,-1.138292439E-2
1.106427544E2,-2.776780166E-3,-5.574817304E-3,-1.536836661E-2
1.106527084E2,-7.107079960E-3,-1.855266839E-2,-1.291612815E-2
1.106626624E2,-8.630529046E-3,-2.347010747E-2,-2.264788002E-2
1.106726164E2,-8.695243858E-3,-2.067724988E-2,-3.445526958E-2
1.106825694E2,-6.532055326E-3,-1.466859505E-2,-3.733590990E-2
1.106925234E2,-1.315189293E-3,-8.589396253E-3,-2.493569627E-2
1.107024774E2,7.572863251E-3,1.504776767E-3,-4.351797048E-3
1.107124314E2,1.787956245E-2,1.122025400E-2,1.330576092E-2
1.107223854E2,1.784191839E-2,9.585859254E-3,1.516682561E-2
1.107323394E2,1.068227645E-2,9.295575321E-3,5.653748289E-3
1.107422934E2,6.944935769E-3,8.381488733E-3,-3.048311919E-3
1.107522464E2,4.952624906E-3,2.854097635E-3,-5.962609313E-3
1.107622004E2,-1.612871420E-4,5.687382538E-3,-9.745428339E-3
1.107721544E2,-1.035453659E-2,3.160042455E-3,-8.541679941E-3
1.107821084E2,-2.253577113E-2,-5.941154901E-3,-1.110211108E-2
1.107920624E2,-2.959367819E-2,-1.229465939E-2,-1.390162576E-2
1.108020164E2,-2.874812670E-2,-1.397537999E-2,-1.516742632E-2
1.108119694E2,-2.183935419E-2,2.448867308E-3,-8.685026318E-3
1.108219234E2,-1.960272342E-2,1.060436293E-2,-5.027588457E-3
1.108318774E2,-1.756993122E-2,8.797675371E-3,-9.476665407E-3
1.108418314E2,-1.267795637E-2,9.999599308E-3,-1.509954873E-2
1.108517854E2,-1.866447553E-2,1.081639063E-2,-1.780611835E-2
1.108617394E2,-3.540252149E-2,-2.902058419E-3,-3.100164980E-2
1.108716924E2,-3.151830286E-2,-1.090352610E-2,-4.140182585E-2
1.108816464E2,-1.152107865E-2,-2.172645181E-3,-2.661079541E-2
1.108916004E2,4.551630933E-3,7.013929076E-3,-4.180055112E-3
1.109015544E2,9.835848585E-3,-2.618635073E-3,5.885832477E-3
1.109115084E2,1.060550194E-2,-1.581379771E-2,5.708998535E-3
1.109214624E2,1.907961443E-2,-1.573347487E-2,4.732263274E-3
1.109314164E2,2.328447811E-2,-1.317364350E-2,8.142441511E-3
1.109413694E2,1.706555858E-2,-9.321900085E-3,6.063793786E-3
1.109513234E2,1.326043345E-2,-1.039036177E-2,1.176668704E-2
1.109612774E2,1.359361410E-2,-6.511477754E-3,1.954265311E-2
1.109712314E2,2.009066194E-2,2.566172974E-3,2.287932672E-2
1.109811854E2,3.512205929E-2,1.826091437E-3,2.321668155E-2
1.109911394E2,5.179850757E-2,-9.937357157E-3,1.903525367E-2
1.110010929E2,7.000835240E-2,-2.045620605E-2,1.604518667E-2
1.110110469E2,7.850942761E-2,-2.352949604E-2,2.099253982E-2
1.110210009E2,7.608969510E-2,-2.739925124E-2,3.544701636E-2
1.110309549E2,6.710472703E-2,-2.193417773E-2,4.464158043E-2
1.110409089E2,6.610313058E-2,-5.728583783E-3,5.643039197E-2
1.110508629E2,5.920927227E-2,1.741322130E-2,7.319232821E-2
1.110608159E2,5.477339402E-2,1.916823909E-2,8.840615302E-2
1.110707699E2,6.076710671E-2,8.584836498E-3,9.887823462E-2
1.110807239E2,7.882960886E-2,-1.364336815E-3,1.079495251E-1
1.110906779E2,1.142469868E-1,-2.158758231E-2,1.185483783E-1
1.111006319E2,1.515329629E-1,-3.450457752E-2,1.236509532E-1
1.111105859E2,1.775523126E-1,-3.996459022E-2,1.235319227E-1
1.111205399E2,1.854060143E-1,-4.178341106E-2,1.164887398E-1
1.111304929E2,1.696763337E-1,-4.509877786E-2,9.619731456E-2
1.111404469E2,1.282903552E-1,-3.948748857E-2,6.783673167E-2
1.111504009E2,7.099086046E-2,-1.682105660E-2,4.616978392E-2
1.111603549E2,1.342086680E-2,3.673311789E-3,3.737304360E-2
1.111703089E2,-3.078414500E-2,7.180694491E-3,3.261477500E-2
1.111802629E2,-9.130796045E-2,2.637991682E-2,1.949965768E-2
1.111902159E2,-1.539992988E-1,2.458760887E-2,-2.533092909E-2
1.112001699E2,-1.960547119E-1,1.914202701E-3,-6.776900589E-2
1.112101239E2,-1.974456906E-1,-7.027892862E-3,-8.188482374E-2
1.112200779E2,-1.853164732E-1,-5.246369634E-3,-7.558727264E-2
1.112300319E2,-1.728507429E-1,-8.207537234E-3,-6.789259613E-2
1.112399859E2,-1.629404724E-1,-2.253205702E-2,-8.980756998E-2
1.112499389E2,-1.388452500E-1,-3.144831955E-2,-1.324602216E-1
1.112598929E2,-1.007581875E-1,-2.535917796E-2,-1.730452925E-1
1.112698469E2,-5.598618835E-2,-1.681495830E-2,-1.898003072E-1
1.112798009E2,-1.812576689E-2,-6.004518829E-3,-1.832444221E-1
1.112897549E2,4.593688063E-4,8.484941907E-3,-1.669416130E-1
1.112997089E2,-2.588960575E-3,2.511717845E-3,-1.460822970E-1
1.113096619E2,-2.272725105E-2,-1.440681145E-2,-1.244379878E-1
1.113196159E2,-5.074280128E-2,-2.152561024E-2,-1.093808934E-1
1.113295699E2,-6.622242182E-2,-3.451783955E-2,-9.040667117E-2
1.113395239E2,-6.870932877E-2,-2.742898650E-2,-6.642348319E-2
1.113494779E2,-6.503842771E-2,-1.096239500E-2,-3.903447464E-2
1.113594319E2,-5.980404466E-2,1.213340089E-2,-6.337229162E-3
1.113693859E2,-5.330246687E-2,1.319147460E-2,1.504901890E-2
1.113793389E2,-4.450272769E-2,-5.243801977E-3,6.182038225E-3
1.113892929E2,-2.789685689E-2,-1.476167329E-2,-1.271282323E-2
1.113992469E2,-4.819341470E-3,-1.878181472E-2,-1.528608706E-2
1.114092009E2,1.481028646E-2,-1.207437832E-2,-5.704832263E-3
1.114191549E2,2.929227427E-2,-1.395405736E-3,-1.186484005E-2
1.114291089E2,3.394428268E-2,7.271338254E-4,-1.028505340E-2
1.114390619E2,3.526695073E-2,6.181197241E-3,-6.369323935E-3
1.114490159E2,2.963702567E-2,1.288357470E-2,-1.000666898E-2
1.114589699E2,1.017024182E-2,1.505125780E-2,-1.328451745E-2
1.114689239E2,-7.877201773E-3,1.541051827E-2,-1.086130738E-2
1.114788779E2,-1.708459668E-2,1.579895429E-2,-2.226884477E-3
1.114888319E2,-1.881219074E-2,1.108462643E-2,2.327653579E-3
1.114987849E2,-1.983847655E-2,5.941828713E-4,-3.996072803E-3
1.115087389E2,-1.690047793E-2,-8.733006194E-3,-5.525259767E-3
1.115186929E2,-1.097592898E-2,-9.766649455E-3,5.286799278E-4
1.115286469E2,-1.774708275E-3,-4.989470821E-3,6.579381414E-3
1.115386009E2,9.216848761E-3,8.084952831E-3,8.870914578E-3
1.115485549E2,2.098083124E-2,1.493646763E-2,4.404260777E-3
1.115585079E2,2.636876330E-2,4.078287631E-3,-4.303208552E-3
1.115684619E2,2.631949447E-2,-1.173583046E-2,-1.452442072E-2
1.115784159E2,2.104983479E-2,-1.370490529E-2,-5.567396060E-3
1.115883699E2,1.380257588E-2,-2.844375558E-4,1.262465678E-2
1.115983239E2,7.555254735E-3,5.237386096E-3,2.208809927E-2
1.116082779E2,-9.599367622E-4,-1.375627890E-2,1.090202481E-2
1.116182319E2,-1.012697816E-2,-2.703953721E-2,-5.888666958E-3
1.116281849E2,-1.611722820E-2,-2.296436764E-2,-4.994643852E-3
1.116381389E2,-1.834628917E-2,-1.103717834E-2,3.768697381E-3
1.116480929E2,-1.778356358E-2,2.159050899E-3,6.223066710E-3
1.116580469E2,-1.025847346E-2,1.106885821E-2,3.602766665E-3
1.116680009E2,-1.259386539E-3,1.625616290E-2,1.859311014E-4
1.116779549E2,8.904677816E-3,1.406603120E-2,-6.528098602E-3
1.116879079E2,1.097235642E-2,2.644266235E-3,-1.513223909E-2
1.116978619E2,5.871493369E-3,-7.664349396E-3,-1.322015561E-2
1.117078159E2,1.294519752E-4,-9.507790208E-3,-6.090225652E-4
1.117177699E2,-7.495853119E-3,-1.091566868E-2,8.388438262E-3
1.117277239E2,-1.505177375E-2,-7.502560038E-3,7.555400953E-3
1.117376779E2,-1.482438669E-2,-7.432148326E-3,5.923279561E-3
1.117476319E2,-8.138254285E-3,-7.918220945E-4,1.984197879E-3
1.117575849E2,-4.374284297E-3,-2.993587870E-3,-6.741976831E-4
1.117675389E2,1.701983856E-3,-8.832568303E-3,8.533592336E-5
1.117774929E2,6.306215655E-3,-1.327295415E-2,2.621341962E-3
1.117874469E2,9.845290333E-3,-8.531196043E-3,7.366561797E-3
1.117974009E2,9.833117947E-3,-3.540191334E-3,4.824674688E-3
1.118073549E2,2.770680934E-3,-4.368700553E-3,-9.269535076E-4
1.118173079E2,-3.247109707E-4,1.968024764E-3,-5.016237497E-3
1.118272619E2,1.457210048E-3,1.700909575E-3,-7.863422856E-3
1.118372159E2,3.850436769E-3,2.583000576E-3,-1.095795073E-2
1.118471699E2,3.324009012E-4,-1.020629797E-2,-1.074276678E-2
1.118571239E2,-1.900269417E-3,-2.703600749E-2,-1.007887162E-2
1.118670779E2,-1.031546155E-3,-3.161264956E-2,-5.741912872E-3
1.118770309E2,2.820349764E-4,-1.930772886E-2,1.023912570E-3
1.118869849E2,-1.298018498E-3,-1.108015887E-2,8.259454742E-3
1.118969389E2,-7.470209152E-3,-4.413585644E-3,9.708136320E-3
1.119068929E2,-7.129324600E-3,6.381271407E-3,7.786931470E-3
1.119168469E2,1.059002825E-3,1.302690990E-2,-1.165766502E-3
1.119268009E2,9.952895343E-3,7.934147492E-3,-1.144663338E-2
1.119367549E2,1.173760649E-2,4.518218338E-4,-1.210531965E-2
1.119467079E2,1.069417968E-2,7.218662649E-4,-1.051604282E-3
1.119566619E2,6.637464277E-3,-2.366361674E-3,8.830688894E-3
1.119666159E2,3.838296980E-4,1.176441554E-3,1.223873533E-2
1.119765699E2,-1.326592173E-3,-5.132228602E-3,9.177079424E-3
1.119865239E2,-3.752465826E-3,-2.163690329E-2,-7.288143970E-4
1.119964779E2,-6.956200115E-3,-2.509943023E-2,-2.892284887E-3
1.120064302E2,-1.628072560E-2,-2.500462160E-2,-1.463096589E-2
1.120163842E2,-1.865955628E-2,-1.616320387E-2,-1.395367365E-2
1.120263382E2,-1.480010338E-2,-4.082107916E-4,-1.554384734E-2
1.120362922E2,-1.504522748E-2,2.494627377E-3,-1.316086017E-2
1.120462462E2,-1.912625507E-2,1.430428354E-3,-1.601150818E-2
1.120562002E2,-2.084933035E-2,-1.073448919E-2,-1.443327591E-2
1.120661532E2,-2.388160489E-2,-1.415132545E-2,-1.616938971E-2
1.120761072E2,-2.342229337E-2,-9.406253695E-3,-1.541677304E-2
1.120860612E2,-1.480776723E-2,-4.638928920E-3,-9.723466821E-3
1.120960152E2,-1.044052374E-2,-5.012588575E-3,-4.651901778E-3
1.121059692E2,-1.158621628E-2,-6.528459489E-3,-6.215443835E-3
1.121159232E2,-1.497413404E-2,-6.099209655E-3,-5.108965561E-3
1.121258772E2,-1.788763143E-2,-9.985294193E-3,-1.227526646E-2
1.121358302E2,-1.572995447E-2,-1.599795371E-2,-1.440085005E-2
1.121457842E2,-1.129951980E-2,-1.094993018E-2,-1.544001605E-2
1.121557383E2,3.888437059E-4,-1.817911863E-3,-1.209177449E-2
1.121656922E2,1.547591761E-2,2.881235676E-3,-9.104772471E-3
1.121756462E2,2.009435557E-2,4.407454282E-3,-3.269369481E-3
1.121856002E2,1.242258679E-2,4.908927251E-3,-2.115421928E-3
1.121955532E2,3.286080668E-3,2.434584312E-3,2.065883018E-4
1.122055072E2,-7.347597275E-4,-4.947165493E-3,-1.279988093E-3
1.122154612E2,-2.834847663E-3,-7.195744663E-3,-8.684443310E-5
1.122254152E2,8.696091827E-4,-8.646368980E-3,-7.624884602E-4
1.122353692E2,1.174350036E-3,-9.618401527E-3,-5.330364220E-4
1.122453232E2,3.335902002E-4,-8.556333371E-3,-2.232665662E-3
1.122552772E2,1.495244564E-3,-2.553341445E-3,-1.449545147E-3
1.122652302E2,6.727557164E-3,-3.577859607E-3,1.004557591E-3
1.122751842E2,1.383992191E-2,-3.189479467E-3,6.727870554E-3
1.122851382E2,2.286803909E-2,-2.618231345E-3,8.990492672E-3
1.122950922E2,3.214333951E-2,-4.086717963E-4,1.171244495E-2
1.123050462E2,4.027130827E-2,-2.659309190E-3,8.408794180E-3
1.123150002E2,4.447225481E-2,-9.946849197E-3,6.496679969E-3
1.123249532E2,4.207141697E-2,-9.079722688E-3,6.565390155E-3
1.123349073E2,3.882784769E-2,-1.015733369E-2,8.925094269E-3
1.123448612E2,3.606375307E-2,-1.037970930E-2,1.805973798E-2
1.123548152E2,3.439300880E-2,-6.273777690E-3,2.365128137E-2
1.123647692E2,3.338713199E-2,-4.035656806E-3,2.221024409E-2
1.123747232E2,3.909378499E-2,-1.619797014E-2,2.601639926E-2
1.123846762E2,5.219094828E-2,-1.538810134E-2,3.807039559E-2
1.123946302E2,5.992385373E-2,9.790742770E-3,5.676898360E-2
1.124045842E2,6.645099074E-2,2.767919563E-2,7.396101952E-2
1.124145382E2,6.398682296E-2,2.694002166E-2,7.926291227E-2
1.124244922E2,7.093553990E-2,1.941925660E-2,7.811829448E-2
1.124344462E2,9.123390168E-2,7.247318514E-3,9.280680120E-2
1.124444002E2,1.154561564E-1,2.272640914E-2,1.169286445E-1
1.124543532E2,1.403102428E-1,2.901026793E-2,1.391386390E-1
1.124643072E2,1.418064088E-1,2.661422268E-2,1.456415504E-1
1.124742612E2,1.307883561E-1,6.988465786E-3,1.351494789E-1
1.124842152E2,1.108402014E-1,-1.658264175E-2,1.081380919E-1
1.124941692E2,8.980818838E-2,-7.748811040E-3,8.242715895E-2
1.125041232E2,8.409384638E-2,6.695109420E-3,7.334204763E-2
1.125140762E2,8.513776958E-2,2.300715819E-2,8.778014779E-2
1.125240302E2,9.672065824E-2,2.578723431E-2,1.165377647E-1
1.125339842E2,1.126679704E-1,3.051522002E-2,1.557756811E-1
1.125439382E2,1.225184649E-1,4.469895363E-2,1.784106791E-1
1.125538922E2,1.176858544E-1,4.740974307E-2,1.734317392E-1
1.125638462E2,1.041250378E-1,1.413035020E-2,1.518446803E-1
1.125738002E2,9.260880947E-2,-2.949575521E-2,1.334055215E-1
1.125837532E2,8.213912696E-2,-3.850629553E-2,1.186673269E-1
1.125937072E2,7.144142687E-2,-3.190976381E-2,1.128695458E-1
1.126036612E2,5.317933485E-2,-9.774368256E-3,1.061362773E-1
1.126136152E2,2.743145823E-2,-3.728756215E-3,8.481463790E-2
1.126235692E2,6.710466929E-3,-1.027880050E-2,5.229637027E-2
1.126335232E2,-2.112133196E-3,-1.366147865E-2,1.544617023E-2
1.126434762E2,5.035335198E-5,-5.458677188E-3,-1.191008650E-2
1.126534302E2,5.024559796E-3,1.122853067E-2,-1.970476471E-2
1.126633842E2,6.955084857E-3,1.834210008E-2,-1.294033602E-2
1.126733382E2,2.672472270E-3,1.543183625E-2,-1.065096818E-2
1.126832922E2,-3.165975912E-3,6.788014434E-3,-9.773190133E-3
1.126932462E2,-8.945645764E-3,5.477061495E-5,-1.033308730E-2
1.127032003E2,-1.786084473E-2,-1.807311550E-3,-4.536717664E-3
1.127131532E2,-2.382677980E-2,-6.859620567E-3,-8.418973535E-3
1.127231072E2,-3.630102426E-2,-1.060455851E-2,-1.290000789E-2
1.127330612E2,-4.752704874E-2,-4.696319811E-4,-1.724229194E-2
1.127430152E2,-6.205299497E-2,1.661294885E-2,-2.020399272E-2
1.127529692E2,-8.009990305E-2,7.052199915E-3,-4.045200720E-2
1.127629232E2,-1.025322452E-1,-2.070965618E-2,-7.407227904E-2
1.127728762E2,-1.119896024E-1,-2.598650940E-2,-1.002237350E-1
1.127828302E2,-1.041591093E-1,-9.669587016E-3,-1.117176786E-1
1.127927842E2,-9.323766828E-2,1.423256099E-2,-1.065738872E-1
1.128027382E2,-8.475843072E-2,2.711906470E-2,-9.905923903E-2
1.128126922E2,-8.720722795E-2,2.027652785E-2,-9.903597832E-2
1.128226462E2,-9.851447493E-2,2.160906326E-3,-1.106588244E-1
1.128326002E2,-1.058671176E-1,-1.299303863E-2,-1.174148917E-1
1.128425532E2,-1.025296450E-1,-2.142727003E-2,-1.141985953E-1
1.128525072E2,-9.096562862E-2,-7.802458014E-3,-9.735014290E-2
1.128624612E2,-7.457573712E-2,1.620487310E-2,-7.778123766E-2
1.128724152E2,-6.572430581E-2,1.670788974E-2,-6.501570344E-2
1.128823693E2,-6.912862509E-2,-2.113733441E-3,-7.185310125E-2
1.128923232E2,-7.839228958E-2,-2.505566925E-2,-8.553532511E-2
1.129022772E2,-7.973851264E-2,-3.776187450E-2,-8.710952103E-2
1.129122302E2,-7.714251429E-2,-2.020217665E-2,-7.361856103E-2
1.129221842E2,-6.523711979E-2,2.344037592E-2,-5.095745623E-2
1.129321382E2,-5.101917684E-2,2.307751961E-2,-4.609987512E-2
1.129420922E2,-5.703685433E-2,1.601881161E-2,-6.537796557E-2
1.129520462E2,-7.276788354E-2,-1.559649594E-3,-9.149638563E-2
1.129620002E2,-8.148574084E-2,-2.742853202E-2,-1.022891104E-1
1.129719532E2,-8.198260516E-2,-3.986715525E-2,-9.232591838E-2
1.129819072E2,-7.347780466E-2,-1.468697004E-2,-7.219482213E-2
