"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.107344471E2,5.233511530E1,4.894240264E0,3.727541283E0,1.850440293E1,1.311859486E2,4.740890135E0,3.368753146E0
2.117344477E2,5.233500651E1,4.894442652E0,3.757631056E0,1.842477462E1,1.312782088E2,4.741613838E0,3.367734438E0
2.127344497E2,5.233489828E1,4.894647204E0,3.948841066E0,1.836813248E1,1.311071353E2,4.742053996E0,3.367114630E0
2.137344501E2,5.233479028E1,4.894847938E0,4.053098474E0,1.825741516E1,1.311254391E2,4.742326726E0,3.366730499E0
2.147344518E2,5.233468463E1,4.895044125E0,4.234864615E0,1.801923667E1,1.311106547E2,4.742674184E0,3.366241021E0
2.157344530E2,5.233457831E1,4.895248368E0,4.251124480E0,1.806622394E1,1.307003377E2,4.743016956E0,3.365758041E0
2.167344540E2,5.233447308E1,4.895451316E0,4.353990139E0,1.806186945E1,1.303288971E2,4.743165490E0,3.365548716E0
2.177344550E2,5.233436939E1,4.895655742E0,4.477719190E0,1.803939467E1,1.297775289E2,4.743320297E0,3.365330532E0
2.187344561E2,5.233426675E1,4.895859185E0,4.935933609E0,1.795606554E1,1.293836297E2,4.743627644E0,3.364897296E0
2.197344574E2,5.233416489E1,4.896061920E0,5.014865274E0,1.786103489E1,1.291960036E2,4.743730502E0,3.364752287E0
2.207344579E2,5.233406417E1,4.896265403E0,5.084706200E0,1.780251493E1,1.290514455E2,4.743832512E0,3.364608466E0
2.217344592E2,5.233396503E1,4.896468095E0,5.179411210E0,1.771138105E1,1.288759888E2,4.743914765E0,3.364492493E0
2.227344607E2,5.233386663E1,4.896670718E0,5.383207642E0,1.763195138E1,1.286658357E2,4.743960107E0,3.364428561E0
2.237344615E2,5.233376822E1,4.896870924E0,5.519353299E0,1.754376667E1,1.286917078E2,4.744122429E0,3.364199669E0
2.247344626E2,5.233367004E1,4.897070141E0,5.782508493E0,1.744679310E1,1.287169623E2,4.744190242E0,3.364104038E0
2.257344632E2,5.233357256E1,4.897268399E0,5.911938618E0,1.735046276E1,1.286620693E2,4.744208184E0,3.364078736E0
2.267344643E2,5.233347489E1,4.897465719E0,5.838277436E0,1.728742752E1,1.286856204E2,4.743838827E0,3.364599562E0
2.277344652E2,5.233337845E1,4.897664012E0,5.834355555E0,1.721883148E1,1.286163910E2,4.743762015E0,3.364707860E0
2.287344671E2,5.233328267E1,4.897861407E0,5.831011563E0,1.714580216E1,1.284622485E2,4.743514074E0,3.365057394E0
2.297344677E2,5.233318686E1,4.898059070E0,5.810401394E0,1.711687229E1,1.283227222E2,4.743319782E0,3.365331259E0
2.307344688E2,5.233309084E1,4.898254456E0,5.917964279E0,1.705959864E1,1.283221017E2,4.743291825E0,3.365370662E0
2.317344695E2,5.233299488E1,4.898446824E0,5.962170133E0,1.690885198E1,1.286629730E2,4.743295182E0,3.365365931E0
2.327344699E2,5.233290094E1,4.898638489E0,6.062528212E0,1.673157979E1,1.286656543E2,4.743210471E0,3.365485324E0
2.337344710E2,5.233280815E1,4.898827446E0,6.201937456E0,1.655205829E1,1.286401493E2,4.742927486E0,3.365884117E0
2.347344728E2,5.233271616E1,4.899014943E0,6.331481122E0,1.639631751E1,1.286572038E2,4.742609279E0,3.366332464E0
2.357344735E2,5.233262506E1,4.899200717E0,6.450429714E0,1.622853048E1,1.286219282E2,4.742360116E0,3.366683467E0
2.367344751E2,5.233253526E1,4.899384485E0,6.540842243E0,1.603988626E1,1.286284950E2,4.742529123E0,3.366445387E0
2.377344755E2,5.233244683E1,4.899567125E0,6.646599760E0,1.588006977E1,1.284708900E2,4.742676397E0,3.366237904E0
2.387344767E2,5.233235886E1,4.899746784E0,6.727592858E0,1.570198572E1,1.285188729E2,4.742670863E0,3.366245701E0
2.397344780E2,5.233227193E1,4.899924412E0,6.705218405E0,1.548374292E1,1.285912603E2,4.742754331E0,3.366128101E0
2.407344779E2,5.233218636E1,4.900098995E0,6.652547225E0,1.525732888E1,1.287105693E2,4.742804497E0,3.366057417E0
2.417344793E2,5.233210204E1,4.900270956E0,6.548540217E0,1.501282779E1,1.288527818E2,4.742719757E0,3.366176814E0
2.427344799E2,5.233201913E1,4.900440674E0,6.434640914E0,1.480868271E1,1.288134807E2,4.742683778E0,3.366227505E0
2.437344817E2,5.233193661E1,4.900611775E0,6.456713836E0,1.475362046E1,1.286344765E2,4.742697333E0,3.366208406E0
2.447344828E2,5.233185480E1,4.900781048E0,6.452534429E0,1.467624522E1,1.284701667E2,4.742700280E0,3.366204255E0
2.457344836E2,5.233177278E1,4.900949534E0,6.466223194E0,1.465603457E1,1.284553153E2,4.742744094E0,3.366142524E0
2.467344846E2,5.233169128E1,4.901118644E0,6.469509846E0,1.463718237E1,1.282898147E2,4.742895748E0,3.365928840E0
2.477344850E2,5.233161035E1,4.901287858E0,6.362209891E0,1.463060201E1,1.280479506E2,4.742967800E0,3.365827310E0
2.487344863E2,5.233152852E1,4.901459035E0,5.935142188E0,1.468574279E1,1.279487342E2,4.743022720E0,3.365749918E0
2.497344873E2,5.233144732E1,4.901629269E0,5.695299225E0,1.470282011E1,1.278393195E2,4.743149669E0,3.365571014E0
2.507344881E2,5.233136661E1,4.901801188E0,5.329376819E0,1.476440716E1,1.275677659E2,4.743266125E0,3.365406885E0
2.517344891E2,5.233128607E1,4.901972794E0,4.936481041E0,1.480963747E1,1.273902887E2,4.743426636E0,3.365180646E0
2.527344898E2,5.233120495E1,4.902147467E0,4.550989868E0,1.491655283E1,1.271374051E2,4.743478383E0,3.365107705E0
2.537344916E2,5.233112357E1,4.902323573E0,4.226532243E0,1.504754011E1,1.269953484E2,4.743803734E0,3.364649041E0
2.547344924E2,5.233104102E1,4.902503441E0,4.030984948E0,1.524615951E1,1.267650048E2,4.744011349E0,3.364356306E0
2.557344923E2,5.233095743E1,4.902683515E0,3.775021765E0,1.542016071E1,1.267016375E2,4.744269614E0,3.363992102E0
2.567344939E2,5.233087386E1,4.902868479E0,3.376077287E0,1.563127476E1,1.264660704E2,4.744389107E0,3.363823574E0
2.577344950E2,5.233078907E1,4.903054424E0,3.035757058E0,1.580287599E1,1.263662873E2,4.744414801E0,3.363787335E0
2.587344955E2,5.233070417E1,4.903244693E0,2.708283842E0,1.600686241E1,1.261211519E2,4.744403436E0,3.363803364E0
2.597344964E2,5.233061856E1,4.903436742E0,2.433206146E0,1.618438497E1,1.258723758E2,4.744271444E0,3.363989521E0
2.607344980E2,5.233053253E1,4.903632533E0,1.925926760E0,1.637188217E1,1.255581362E2,4.744377364E0,3.363840137E0
2.617344984E2,5.233044814E1,4.903832799E0,1.548414104E0,1.655065520E1,1.246161903E2,4.744389668E0,3.363822783E0
2.627344992E2,5.233036511E1,4.904037474E0,1.147640531E0,1.672283757E1,1.234512521E2,4.744235489E0,3.364040229E0
2.637345004E2,5.233028656E1,4.904248496E0,7.135055745E-1,1.687773195E1,1.215227510E2,4.743847260E0,3.364587673E0
2.647345015E2,5.233021385E1,4.904468609E0,2.340141423E-1,1.706807297E1,1.187176589E2,4.743437664E0,3.365165101E0
2.657345027E2,5.233014464E1,4.904700523E0,-2.422077581E-3,1.735654128E1,1.157891698E2,4.743052053E0,3.365708582E0
2.667345035E2,5.233008481E1,4.904937658E0,-4.140928509E-1,1.752074205E1,1.126272287E2,4.742870664E0,3.365964186E0
2.677345047E2,5.233003284E1,4.905181628E0,-1.019350326E0,1.766135981E1,1.092974674E2,4.742449558E0,3.366557474E0
2.687345052E2,5.232998807E1,4.905431222E0,-1.674908666E0,1.778683427E1,1.061281159E2,4.741560313E0,3.367809797E0
2.697345060E2,5.232995291E1,4.905687886E0,-2.040477524E0,1.792486940E1,1.028009510E2,4.741807001E0,3.367462456E0
2.707345071E2,5.232992771E1,4.905949609E0,-2.288291372E0,1.804857463E1,9.920051217E1,4.743759266E0,3.364711735E0
2.717345076E2,5.232991216E1,4.906214678E0,-2.461553086E0,1.814647138E1,9.564979062E1,4.749262986E0,3.356938803E0
2.727345086E2,5.232990665E1,4.906481733E0,-2.525524188E0,1.821201619E1,9.210695917E1,4.760946301E0,3.340348387E0
2.737345098E2,5.232991152E1,4.906748760E0,-2.510916680E0,1.821859295E1,8.844072340E1,4.782541307E0,3.309355781E0
2.747345107E2,5.232992526E1,4.907014609E0,-2.424325410E0,1.819401522E1,8.525503602E1,4.819114947E0,3.255866729E0
2.757345120E2,5.232993359E1,4.907248103E0,-2.207231629E0,1.766525262E1,8.350510628E1,4.813319798E0,3.264427906E0
2.767345132E2,5.232994628E1,4.907525657E0,-2.605872855E0,1.779788270E1,8.328411373E1,4.736511284E0,3.374907093E0
2.777345133E2,5.232997998E1,4.907790491E0,-2.694938059E0,1.779139289E1,8.201815401E1,4.726782625E0,3.388519300E0
2.787345146E2,5.233001063E1,4.908045518E0,-2.610536115E0,1.757873934E1,8.188227834E1,4.721927887E0,3.395281146E0
2.797341801E2,5.233004953E1,4.908301583E0,-1.861071239E0,1.749066215E1,8.048400320E1,4.728062875E0,3.386732715E0
2.807341770E2,5.233007824E1,4.908563075E0,-1.888024634E0,1.762165717E1,8.047864883E1,4.726474038E0,3.388949720E0
2.817341803E2,5.233010513E1,4.908824751E0,-1.069260336E0,1.773019451E1,8.072367776E1,4.724963647E0,3.391055229E0
2.827341813E2,5.233013394E1,4.909086430E0,-1.008457508E0,1.801009246E1,8.055674631E1,4.727639014E0,3.387324370E0
2.837341816E2,5.233016191E1,4.909349720E0,-4.840533072E-1,1.822363138E1,8.057145916E1,4.726981056E0,3.388242483E0
2.847341853E2,5.233019043E1,4.909614367E0,-4.272692194E-1,1.837514834E1,8.060226639E1,4.728975811E0,3.385457843E0
2.857341914E2,5.233021771E1,4.909876997E0,-2.106685508E-1,1.845263895E1,8.060697410E1,4.728986899E0,3.385442355E0
2.867341981E2,5.233024696E1,4.910145915E0,1.320097940E-1,1.859311831E1,8.042538628E1,4.732006030E0,3.381221076E0
2.877342068E2,5.233027444E1,4.910410979E0,5.948806098E-1,1.840049230E1,8.056880801E1,4.734867269E0,3.377213197E0
2.887342120E2,5.233030135E1,4.910675151E0,9.079492874E-1,1.820551658E1,8.067868235E1,4.736613085E0,3.374764216E0
2.897342193E2,5.233032808E1,4.910935837E0,1.019173509E0,1.806790831E1,8.064737304E1,4.737747129E0,3.373171976E0
2.907342309E2,5.233035517E1,4.911194304E0,1.137658196E0,1.788202275E1,8.042450927E1,4.738449119E0,3.372185787E0
2.917342354E2,5.233038149E1,4.911451823E0,1.122805839E0,1.776713924E1,8.048302285E1,4.739363921E0,3.370899978E0
2.927342416E2,5.233040850E1,4.911708523E0,1.263864374E0,1.769587260E1,8.059843776E1,4.739794185E0,3.370294959E0
2.937342511E2,5.233043616E1,4.911964868E0,1.506615952E0,1.766541735E1,8.033593940E1,4.740059987E0,3.369921120E0
2.947342581E2,5.233046207E1,4.912218407E0,1.315756533E0,1.755535485E1,8.026928408E1,4.739577825E0,3.370599215E0
2.957342638E2,5.233048799E1,4.912471495E0,1.145091624E0,1.743984389E1,8.032830883E1,4.739773731E0,3.370323725E0
2.967342700E2,5.233051465E1,4.912718961E0,1.096769159E0,1.720765835E1,8.020543342E1,4.739772771E0,3.370325075E0
2.977342763E2,5.233054135E1,4.912966185E0,1.082559889E0,1.706420049E1,8.013368515E1,4.739759091E0,3.370344313E0
2.987342808E2,5.233056785E1,4.913209507E0,9.811314102E-1,1.683679055E1,7.990278312E1,4.739932573E0,3.370100330E0
2.997342861E2,5.233059353E1,4.913449319E0,1.002832094E0,1.659390643E1,7.972523083E1,4.740141369E0,3.369806647E0
3.007342919E2,5.233062323E1,4.913684422E0,9.088412561E-1,1.629497286E1,7.843701015E1,4.740414869E0,3.369421894E0
3.017342964E2,5.233065767E1,4.913915242E0,9.449421484E-1,1.604768570E1,7.648938250E1,4.740668973E0,3.369064368E0
3.027343014E2,5.233069666E1,4.914137862E0,1.015699002E0,1.577103979E1,7.424058770E1,4.740879147E0,3.368768609E0
3.037343057E2,5.233073879E1,4.914354397E0,8.644280145E-1,1.548986902E1,7.228218995E1,4.741063481E0,3.368509181E0
3.047343099E2,5.233078598E1,4.914566426E0,8.195431037E-1,1.537621544E1,7.020169941E1,4.741149581E0,3.368387994E0
3.057343131E2,5.233083628E1,4.914776824E0,6.882303301E-1,1.535327967E1,6.863945452E1,4.741262559E0,3.368228968E0
3.067343174E2,5.233089013E1,4.914982731E0,6.711092386E-1,1.531303657E1,6.736135021E1,4.741160241E0,3.368372990E0
3.077343210E2,5.233094493E1,4.915187762E0,5.206023082E-1,1.531642013E1,6.671049122E1,4.741394918E0,3.368042646E0
3.087343240E2,5.233099976E1,4.915391124E0,2.045612978E-1,1.511414078E1,6.649940678E1,4.741456042E0,3.367956596E0
3.097343279E2,5.233105252E1,4.915588423E0,8.491030429E-2,1.477812283E1,6.655158383E1,4.741323765E0,3.368142810E0
3.107343313E2,5.233110394E1,4.915779205E0,-1.101238048E-1,1.431777925E1,6.664962109E1,4.741126927E0,3.368419881E0
3.117343347E2,5.233115287E1,4.915963148E0,-2.091345172E-1,1.378606802E1,6.672306420E1,4.741014662E0,3.368577892E0
3.127343377E2,5.233120124E1,4.916142166E0,-5.029053576E-1,1.334344322E1,6.651738542E1,4.740911617E0,3.368722914E0
3.137343403E2,5.233124864E1,4.916311638E0,-5.852849754E-1,1.274179482E1,6.606204451E1,4.740810698E0,3.368864936E0
3.147343436E2,5.233129395E1,4.916470944E0,-4.939987054E-1,1.207869675E1,6.569955724E1,4.741040148E0,3.368542021E0
3.157343465E2,5.233133794E1,4.916624883E0,-3.603384560E-1,1.162694337E1,6.531164975E1,4.741202880E0,3.368312973E0
3.167343493E2,5.233138118E1,4.916771292E0,-2.828076277E-1,1.110829812E1,6.454006782E1,4.741278538E0,3.368206475E0
3.177343515E2,5.233142270E1,4.916911021E0,-1.816923674E-1,1.060906734E1,6.440385366E1,4.740389769E0,3.369457207E0
3.187343535E2,5.233146217E1,4.917042549E0,-1.983571891E-1,1.004686703E1,6.430165858E1,4.739858187E0,3.370204949E0
3.197343570E2,5.233149935E1,4.917166717E0,-2.740859631E-1,9.458057853E0,6.421206976E1,4.739150494E0,3.371200028E0
3.207343593E2,5.233153444E1,4.917284222E0,-3.617494619E-1,8.935115991E0,6.422018817E1,4.738280895E0,3.372422155E0
3.217343615E2,5.233156809E1,4.917394259E0,-3.663595114E-1,8.440287769E0,6.411164653E1,4.738170412E0,3.372577380E0
3.227343633E2,5.233160078E1,4.917500720E0,-3.028186550E-1,8.111865216E0,6.405827984E1,4.737897921E0,3.372960172E0
3.237343663E2,5.233163166E1,4.917602766E0,-2.689250559E-1,7.776714160E0,6.406220419E1,4.737687709E0,3.373255432E0
3.247343676E2,5.233166115E1,4.917700210E0,-3.291794136E-1,7.453686582E0,6.411408778E1,4.737214447E0,3.373920023E0
3.257343700E2,5.233168885E1,4.917791680E0,-2.702965392E-1,7.006517054E0,6.408501007E1,4.737081093E0,3.374107252E0
3.267343720E2,5.233171410E1,4.917876695E0,-2.903575189E-1,6.523640330E0,6.413264357E1,4.736543134E0,3.374862393E0
3.277343745E2,5.233173711E1,4.917954034E0,-3.087270120E-1,5.991099469E0,6.415742438E1,4.735918911E0,3.375738304E0
3.287343769E2,5.233175955E1,4.918028299E0,-2.659535250E-1,5.683530415E0,6.414517435E1,4.735474539E0,3.376361640E0
3.297343787E2,5.233178048E1,4.918098534E0,-2.033661827E-1,5.338328527E0,6.416425663E1,4.735044431E0,3.376964802E0
3.307343806E2,5.233179982E1,4.918161175E0,-1.410625875E-1,4.872948790E0,6.413699274E1,4.734308549E0,3.377996387E0
3.317343824E2,5.233181721E1,4.918218099E0,-1.162253581E-1,4.379425391E0,6.413338756E1,4.733506591E0,3.379120060E0
3.327343845E2,5.233183207E1,4.918266773E0,-3.686655220E-2,3.763682737E0,6.412359469E1,4.732529750E0,3.380488012E0
3.337343861E2,5.233184371E1,4.918305272E0,2.348979563E-2,3.103770145E0,6.412467316E1,4.731482146E0,3.381954129E0
3.347343880E2,5.233185295E1,4.918335091E0,8.378807921E-2,2.496650165E0,6.411336715E1,4.730348737E0,3.383539251E0
3.357343897E2,5.233185941E1,4.918357175E0,8.276348468E-2,1.875816953E0,6.413227805E1,4.729710881E0,3.384430825E0
3.367343910E2,5.233186362E1,4.918370988E0,4.271613341E-2,1.229050528E0,6.413240724E1,4.730021108E0,3.383997245E0
3.377343928E2,5.233186421E1,4.918374310E0,-2.843324840E-2,4.456539183E-1,6.413240988E1,4.743435106E0,3.365168707E0
3.387343954E2,5.233186385E1,4.918371685E0,-1.099985745E-2,8.676581189E-3,6.413240779E1,4.743545220E0,3.365013489E0
3.397343962E2,5.233186404E1,4.918371356E0,-2.510195784E-2,1.378925358E-2,6.413240753E1,4.743639714E0,3.364880279E0
3.407343987E2,5.233186417E1,4.918371126E0,-1.436313335E-1,7.383502445E-3,6.413240734E1,4.743816168E0,3.364631510E0
3.417344002E2,5.233186424E1,4.918371421E0,-1.546899173E-1,1.304665102E-2,6.413240757E1,4.743914563E0,3.364492778E0
3.427344022E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744002811E0,3.364368345E0
3.437344037E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744079520E0,3.364260177E0
3.447344054E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744132565E0,3.364185375E0
3.457344068E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744222548E0,3.364058478E0
3.467344081E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744323104E0,3.363916663E0
3.477344105E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744406502E0,3.363799040E0
3.487344114E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744485901E0,3.363687049E0
3.497344130E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744565315E0,3.363575033E0
3.507344147E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744656462E0,3.363446460E0
3.517344159E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744734584E0,3.363336255E0
3.527344184E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744814522E0,3.363223482E0
3.537344201E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744897964E0,3.363105758E0
3.547344214E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.744974171E0,3.362998238E0
3.557344224E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745042537E0,3.362901776E0
3.567344234E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745113757E0,3.362801283E0
3.577344255E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745175485E0,3.362714179E0
3.587344273E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745246766E0,3.362613591E0
3.597344290E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745306476E0,3.362529328E0
3.607344309E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745370765E0,3.362438600E0
3.617344317E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745432258E0,3.362351814E0
3.627344337E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745490750E0,3.362269260E0
3.637344351E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745547497E0,3.362189166E0
3.647344365E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745591214E0,3.362127461E0
3.657344381E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745644918E0,3.362051657E0
3.667344393E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745710255E0,3.361959430E0
3.677344412E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745750778E0,3.361902227E0
3.687344424E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745778012E0,3.361863783E0
3.697344440E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745793117E0,3.361842460E0
3.707344451E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745806577E0,3.361823459E0
3.717344463E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745830415E0,3.361789807E0
3.727344482E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745860436E0,3.361747426E0
3.737344494E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745885119E0,3.361712580E0
3.747344518E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745905139E0,3.361684317E0
3.757344530E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745922630E0,3.361659623E0
3.767344538E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745933928E0,3.361643672E0
3.777344561E2,5.233186434E1,4.918371254E0,-1.521926951E-1,0.000000000E0,6.413240744E1,4.745979650E0,3.361579122E0
3.787344571E2,5.233185950E1,4.918385317E0,-2.018516250E-1,7.117866393E-3,6.413241873E1,4.746016911E0,3.361526515E0
3.797344586E2,5.233185926E1,4.918385900E0,-1.426648702E-1,3.439171886E-3,6.413241920E1,4.746044786E0,3.361487160E0
3.807344595E2,5.233185938E1,4.918386603E0,-1.340770163E-1,0.000000000E0,6.413241976E1,4.746105182E0,3.361401885E0
3.817344619E2,5.233185925E1,4.918386616E0,-6.897392683E-2,9.390939563E-3,6.413241977E1,4.746149950E0,3.361338675E0
3.827344629E2,5.233185937E1,4.918388676E0,-2.048653457E-2,1.109068115E-1,6.413242141E1,4.746171876E0,3.361307715E0
3.837344642E2,5.233186194E1,4.918398385E0,1.250003185E-2,6.094957440E-1,6.413242910E1,4.746173121E0,3.361305957E0
3.847344663E2,5.233186769E1,4.918417317E0,1.883794274E-2,1.265122378E0,6.413244409E1,4.746151725E0,3.361336168E0
3.857344674E2,5.233187614E1,4.918447174E0,2.185706142E-2,2.047349609E0,6.405825233E1,4.746107600E0,3.361398471E0
3.867344695E2,5.233188739E1,4.918486513E0,6.169416849E-2,2.778187705E0,6.387521541E1,4.741312244E0,3.368159029E0
3.877344698E2,5.233190159E1,4.918537106E0,2.931502741E-2,3.598350657E0,6.404527340E1,4.739107019E0,3.371261143E0
3.887344717E2,5.233191941E1,4.918598334E0,4.899794981E-2,4.408037084E0,6.402042685E1,4.738529905E0,3.372072267E0
3.897344730E2,5.233194001E1,4.918669068E0,1.270296983E-3,5.188166184E0,6.412171750E1,4.738500147E0,3.372114084E0
3.907344745E2,5.233196358E1,4.918750767E0,-9.034978133E-2,5.973725122E0,6.418540326E1,4.738414374E0,3.372234609E0
3.917344756E2,5.233199015E1,4.918842500E0,-1.523670908E-1,6.772809899E0,6.422833557E1,4.738222871E0,3.372503678E0
3.927344782E2,5.233201958E1,4.918944857E0,-1.970505007E-1,7.586276140E0,6.426404327E1,4.738696572E0,3.371838049E0
3.937344793E2,5.233205196E1,4.919057332E0,-2.344164783E-1,8.374790498E0,6.431496153E1,4.738891228E0,3.371564469E0
3.947344804E2,5.233208807E1,4.919180313E0,-3.438817980E-1,9.210735490E0,6.428723191E1,4.738757044E0,3.371753061E0
3.957344815E2,5.233212703E1,4.919313925E0,-4.837156739E-1,1.002498826E1,6.432065855E1,4.739126960E0,3.371233112E0
3.967344832E2,5.233216783E1,4.919456487E0,-7.133549498E-1,1.067148243E1,6.468902261E1,4.740032496E0,3.369959788E0
3.977344848E2,5.233220874E1,4.919608309E0,-9.041459542E-1,1.125454193E1,6.585723003E1,4.741394961E0,3.368042585E0
3.987344860E2,5.233225084E1,4.919770130E0,-1.087820119E0,1.194375368E1,6.662921263E1,4.741252219E0,3.368243523E0
3.997344880E2,5.233229349E1,4.919941944E0,-1.213493148E0,1.254726850E1,6.746722561E1,4.740544935E0,3.369238898E0
4.007344888E2,5.233233772E1,4.920123694E0,-1.455860711E0,1.319678173E1,6.801964201E1,4.740309434E0,3.369570225E0
4.017344903E2,5.233238348E1,4.920310339E0,-1.631265237E0,1.371408239E1,6.792428110E1,4.740164367E0,3.369774296E0
4.027344921E2,5.233243225E1,4.920501604E0,-2.131981206E0,1.421418980E1,6.705768917E1,4.740057291E0,3.369924911E0
4.037344935E2,5.233248634E1,4.920699657E0,-2.211838741E0,1.480318029E1,6.574917397E1,4.739717180E0,3.370403253E0
4.047344950E2,5.233254347E1,4.920900982E0,-2.773380610E0,1.522485552E1,6.490823875E1,4.739590091E0,3.370581968E0
4.057340251E2,5.233260482E1,4.921110494E0,-2.878456619E0,1.586108056E1,6.403909028E1,4.740795820E0,3.368885873E0
4.067340186E2,5.233267525E1,4.921323503E0,-2.845601012E0,1.647534193E1,6.257481086E1,4.740230855E0,3.369680768E0
4.077340257E2,5.233274721E1,4.921542205E0,-2.967777566E0,1.704780796E1,6.149946661E1,4.740094054E0,3.369873200E0
4.087340264E2,5.233282896E1,4.921765432E0,-2.618231850E0,1.761816149E1,5.993898209E1,4.740240088E0,3.369667780E0
4.097340281E2,5.233291441E1,4.921993803E0,-2.381067723E0,1.817473199E1,5.896335427E1,4.740202400E0,3.369720795E0
4.107340358E2,5.233300334E1,4.922226382E0,-2.093474444E0,1.867587792E1,5.862916644E1,4.740362057E0,3.369496193E0
4.117340348E2,5.233309014E1,4.922464058E0,-1.686887256E0,1.885681194E1,5.916571933E1,4.740184326E0,3.369746220E0
4.127340362E2,5.233316881E1,4.922692292E0,-1.188601423E0,1.803559150E1,6.086686739E1,4.739663727E0,3.370478421E0
4.137340430E2,5.233324650E1,4.922919998E0,-8.270702325E-2,1.774774428E1,6.211246896E1,4.739098862E0,3.371272610E0
4.147340472E2,5.233331221E1,4.923153535E0,5.774487173E-1,1.751884614E1,6.523842795E1,4.738818322E0,3.371666939E0
4.157340513E2,5.233336955E1,4.923385905E0,1.298133728E0,1.712556126E1,6.847549407E1,4.738808713E0,3.371680443E0
4.167340649E2,5.233341381E1,4.923621541E0,1.958996812E0,1.678442797E1,7.261319795E1,4.738562227E0,3.372026846E0
4.177340701E2,5.233344389E1,4.923861963E0,2.140258444E0,1.666990381E1,7.719832417E1,4.737406265E0,3.373650681E0
4.187340745E2,5.233346118E1,4.924103209E0,2.587133480E0,1.659746584E1,8.198859748E1,4.736277864E0,3.375234663E0
4.197340856E2,5.233347515E1,4.924345560E0,2.547046861E0,1.660109437E1,8.572502266E1,4.735295641E0,3.376612537E0
4.207340969E2,5.233347514E1,4.924588243E0,3.171284986E0,1.665267100E1,8.996790156E1,4.734889565E0,3.377181938E0
4.217341070E2,5.233346461E1,4.924839489E0,3.969762652E0,1.702060062E1,9.406391585E1,4.735007143E0,3.377017085E0
4.227341164E2,5.233344348E1,4.925091539E0,4.793087414E0,1.732309820E1,9.829741283E1,4.734833088E0,3.377261118E0
